audit_id,stratum,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason
AUD-dd2ec6e71b32,expanded_alternate_terms,Decoding temporal heterogeneity in NSCLC through machine learning and prognostic model construction,"Abstract Background Non-small cell lung cancer (NSCLC) is a prevalent and heterogeneous disease with significant genomic variations between the early and advanced stages. The identification of key genes and pathways driving NSCLC tumor progression is critical for improving the diagnosis and treatment outcomes of this disease. Methods In this study, we conducted single-cell transcriptome analysis on 93,406 cells from 22 NSCLC patients to characterize malignant NSCLC cancer cells. Utilizing cNMF, we classified these cells into distinct modules, thus identifying the diverse molecular profiles within NSCLC. Through pseudotime analysis, we delineated temporal gene expression changes during NSCLC evolution, thus demonstrating genes associated with disease progression. Using the XGBoost model, we assessed the significance of these genes in the pseudotime trajectory. Our findings were validated by using transcriptome sequencing data from The Cancer Genome Atlas (TCGA), supplemented via LASSO regression to refine the selection of characteristic genes. Subsequently, we established a risk score model based on these genes, thus providing a potential tool for cancer risk assessment and personalized treatment strategies. Results We used cNMF to classify malignant NSCLC cells into three functional modules, including the metabolic reprogramming module, cell cycle module, and cell stemness module, which can be used for the functional classification of malignant tumor cells in NSCLC. These findings also indicate that metabolism, the cell cycle, and tumor stemness play important driving roles in the malignant evolution of NSCLC. We integrated cNMF and XGBoost to select marker genes that are indicative of both early and advanced NSCLC stages. The expression of genes such as CHCHD2 , GAPDH , and CD24 was strongly correlated with the malignant evolution of NSCLC at the single-cell data level. These genes have been validated via histological data. The risk score model that we established (represented by eight genes) was ultimately validated with GEO data. Conclusion In summary, our study contributes to the identification of temporal heterogeneous biomarkers in NSCLC, thus offering insights into disease progression mechanisms and potential therapeutic targets. The developed workflow demonstrates promise for future applications in clinical practice.",Junpeng Cheng; Meizhu Xiao; Qingkang Meng; Min Zhang; Denan Zhang; Lei Liu; Qing Jin; Zhijin Fu; Yanjiao Li; Xiujie Chen; Hongbo Xie,2024,2024,World Journal of Surgical Oncology,10.1186/s12957-024-03435-0,,https://doi.org/10.1186/s12957-024-03435-0,journal-article,['crossref'],"['""surgical world model""']",registered,world-model phrase absent from title and abstract
AUD-d908cff89e6b,expanded_alternate_terms,Deep Active Inference Agents for Delayed and Long-Horizon Environments,"With the recent success of world-model agents, which extend the core idea of model-based reinforcement learning by learning a differentiable model for sample-efficient control across diverse tasks, active inference (AIF) offers a complementary, neuroscience-grounded paradigm that unifies perception, learning, and action within a single probabilistic framework powered by a generative model. Despite this promise, practical AIF agents still rely on accurate immediate predictions and exhaustive planning, a limitation that is exacerbated in delayed environments requiring plans over long horizons, tens to hundreds of steps. Moreover, most existing agents are evaluated on robotic or vision benchmarks which, while natural for biological agents, fall short of real-world industrial complexity. We address these limitations with a generative-policy architecture featuring (i) a multi-step latent transition that lets the generative model predict an entire horizon in a single look-ahead, (ii) an integrated policy network that enables the transition and receives gradients of the expected free energy, (iii) an alternating optimization scheme that updates model and policy from a replay buffer, and (iv) a single gradient step that plans over long horizons, eliminating exhaustive planning from the control loop. We evaluate our agent in an environment that mimics a realistic industrial scenario with delayed and long-horizon settings. The empirical results confirm the effectiveness of the proposed approach, demonstrating the coupled world-model with the AIF formalism yields an end-to-end probabilistic controller capable of effective decision making in delayed, long-horizon settings without handcrafted rewards or expensive planning.",Yavar Taheri Yeganeh; Mohsen Jafari; Andréa Matta,2025,2025-05-26,arXiv (Cornell University),10.48550/arxiv.2505.19867,2505.19867,http://arxiv.org/abs/2505.19867,preprint,['openalex'],"['""world model"" clinical']",open-access,medical-domain term absent from title and abstract
AUD-eb75e7258782,expanded_alternate_terms,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,"Digestive tract cancers, including hepatobiliary and gastrointestinal malignancies, remain a major oncological burden globally. Immunotherapy efficacy rates are low, with only 15% to 30% of patients experiencing responses following treatment. Tumor-associated macrophages, which change phenotype between a pro-inflammatory and an immunosuppressive state, play a key role in determining the response to therapy, and current static biomarkers are inadequate for capturing the spatial-temporal changes associated with the immune response. We developed a bioinspired digital twin platform integrating variational representation learning with causal sequence modeling. The platform incorporates heterogeneous biological data (1.2 million single-cell transcriptomes, spatial immunophenotyping, and clinical trajectories) from 2,847 individuals across 5 digestive cancer types. Graph-based attention mechanisms encode intercellular interactions, while transformer-based temporal modules simulate immunological state transitions. A model-predictive optimization layer identifies patient-specific interventions maximizing repolarization potential. The biomimetic model predicted the outcome of therapy response better than conventional biomarker models did (area under the receiver operating characteristic curve: 0.847 compared to 0.692 with a statistically significant difference at P below 0.001). In an exploratory, nonrandomized analysis of discordant cases ( n = 156) where model and physician recommendations differed, model-guided treatment was associated with higher response rates (47.4% versus 28.2%) and longer median progression-free survival (9.8 months versus 6.0 months; P = 0.003); however, selection bias cannot be excluded. This study provides preliminary evidence for the feasibility of a computational framework for immunotherapy optimization; prospective randomized trials are required to establish clinical utility.","Zhou L, Tan Y, Lv W, Lin K, Li F, Ouyang W, Zhang D.",2026,2026-06-16,,10.34133/cbsystems.0559,,https://europepmc.org/article/MED/42644119,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-6234b47b0b46,expanded_alternate_terms,Designing a Cyber-Physical System for Ambient Assisted Living: A Use-Case Analysis for Social Robot Navigation in Caregiving Centers.,"The advances of the Internet of Things, robotics, and Artificial Intelligence, to give just a few examples, allow us to imagine promising results in the development of smart buildings in the near future. In the particular case of elderly care, there are new solutions that integrate systems that monitor variables associated with the health of each user or systems that facilitate physical or cognitive rehabilitation. In all these solutions, it is clear that these new environments, usually called Ambient Assisted Living (AAL), configure a Cyber-Physical System (CPS) that connects information from the physical world to the cyber-world with the primary objective of adding more intelligence to these environments. This article presents a CPS-AAL for caregiving centers, with the main novelty that includes a Socially Assistive Robot (SAR). The CPS-AAL presented in this work uses a digital twin world with the information acquired by all devices. The basis of this digital twin world is the CORTEX cognitive architecture, a set of software agents interacting through a Deep State Representation (DSR) that stored the shared information between them. The proposal is evaluated in a simulated environment with two use cases requiring interaction between the sensors and the SAR in a simulated caregiving center.","Calderita LV, Vega A, Barroso-Ramírez S, Bustos P, Núñez P.",2020,2020-07-18,Sensors,10.3390/s20144005,,https://europepmc.org/article/MED/32708496,article,"['europe_pmc', 'openalex']","['""world model"" clinical', '""world model"" medicine', '""world model"" treatment', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract
AUD-1a76e219c91c,expanded_alternate_terms,Developing a mathematical model for early detection of viral hepatitis induced liver dysfunction,"Acute liver failure (ALF) is characterized by a sudden loss of hepatic function within a few weeks without pre-existing cirrhosis or prior history of liver disease. ALF can be difficult to identify using non-invasive methods such as coagulation abnormality and encephalopathy alone as alternative causes may confound the ALF diagnostic. This often results in delayed treatment at the onset of the disease, and a liver transplant might be the only option for ALF patients with a limited success rate. Due to these variables, ALF treatment is highly subjective to the clinicians' expertise, with a very high morbidity and mortality rate. Therefore, a prognostic model can help identify patients who can be managed with medical treatments and those who need liver transplants, along with an optimum intervention time window. Currently, only statistical models are available to identify ALF, such as King's College Hospital criteria, Clichy criteria, and End-Stage Liver Disease score. While these models provide much-needed critical support to clinicians, these models have limited specificity and sensitivity toward the cause of ALF and liver disease progression. For example, among all the common causes, the viral hepatitis-induced liver disease remains a major cause of ALF in developing countries such as in India and Bangladesh. Therefore, a dynamic patient-specific model is needed to improve patient care by correlating liver dysfunction with various healthcare variables and interventions. In this work, a new physiological linked data-driven model is formulated that can track the progression of liver disease and failure due to viral hepatitis. The approach relies on integrating the dynamics of healthy hepatocytes with immune system response, which is a vital component in tracking the time-sensitive infectious disease progression. The model uses the patient-specific measured values of alanine transaminase and aspartate transaminase enzymes and the clinically calculated international normalized ratio value to estimate the sensitive model parameter. This patient-specific model is then used to determine the disease progression by predicting the number of damaged hepatocytes and correlating it with the indication criteria for liver transplantation. The model can reproduce the essential dynamics seen in the ALF patient data and can be adapted to incorporate the effect of different therapeutic interventions. Thus, providing a vital bridge between understanding and treating viral hepatitis-induced liver dysfunction. No conflicts of interest, financial or otherwise, are declared by the author. This is the full abstract presented at the American Physiology Summit 2023 meeting and is only available in HTML format. There are no additional versions or additional content available for this abstract. Physiology was not involved in the peer review process.",Deepak Kumar Agrawal,2023,2023,Physiology,10.1152/physiol.2023.38.s1.5793746,,https://doi.org/10.1152/physiol.2023.38.s1.5793746,journal-article,['crossref'],"['""world model"" physiology']",registered,world-model phrase absent from title and abstract
AUD-d0fc7d6926e6,expanded_alternate_terms,Developing a multi-domain EHR foundation model for predicting Hepatitis B liver disease: a clinical perspective,"Abstract Foundation models trained on patient electronic health records (EHRs) hold promise for transforming clinical care by enabling effective decision support and personalized healthcare delivery, but have been limited by a focus on intensive care objectives. Here we present a multi-domain transformer-based EHR foundation model designed to predict two liver disease outcomes in patients with Chronic Hepatitis B, an infection characterized by diverse and uncertain medical trajectories. Through case studies employing attention maps, we demonstrate that the transformer model identifies patterns similar to one-liners employed by clinical staff and depends on distinct clinical events to estimate disease progression. Our findings underscore both the utility and challenges of EHR foundation models in clinical care and the necessity to evaluate EHR-models on less-regimented diseases.",Caroline Weis; Filippo Grazioli; Giovanni Visonà; Adam Kania; Max F. Burg; Max Horn; Jonathan Golob; Patrick Schwab,2026,2026,openRxiv,10.64898/2026.01.23.26344677,,https://doi.org/10.64898/2026.01.23.26344677,posted-content,['crossref'],"['""world model"" EHR']",registered,world-model phrase absent from title and abstract
AUD-f7965c643bd3,expanded_alternate_terms,Development of a Pedicle Screw Fixation Simulation Model for Surgical Training Using a 3-Dimensional Printer,,Joon-ki Hong; In-Suk Bae; Hee In Kang; Jae Hoon Kim; Cheolsu Jwa,2023,2023,World Neurosurgery,10.1016/j.wneu.2022.12.065,,https://doi.org/10.1016/j.wneu.2022.12.065,journal-article,['crossref'],"['""surgical world model""']",registered,world-model phrase absent from title and abstract
AUD-aadeae1dcc0d,expanded_alternate_terms,Development of a quantitative systems pharmacology model of chronic kidney disease: metabolic bone disorder,"Chronic kidney disease mineral bone disorder (CKD-MBD) is a virtually universal complication of kidney diseases, starting early in the course of disease and resulting in devastating clinical consequences ranging from bone fragility to accelerated atherosclerosis and early cardiovascular death. Guidelines for therapeutic goals for CKD-MBD have been published, and achievement of these guidelines is associated with improved survival. However, the incomplete understanding of CKD-MBD and the individual variability in the manifestations of CKD-MBD have made it difficult to achieve these guidelines. We hypothesized that the progression of MBD through all stages of CKD, including end-stage kidney disease, could be represented by a quantitative systems pharmacology/systems biology (QSP) model. To address this hypothesis, we constructed a QSP model of CKD-MBD, building on an open-source model of calcium and phosphorus metabolism. Specifically, we estimated and validated the model using data from 5,496 patients with CKD enrolled in the Chronic Renal Insufficiency Cohort study. Our model accurately predicted changes in markers of mineral metabolism related to progressing CKD. We demonstrated that the incorporation of fibroblast growth factor 23 and the soft tissue compartment is essential for accurate modeling of the changes in calcium, phosphorus, intact parathyroid hormone, and calcitriol in CKD-MBD. We conclude that our systems biology model accurately represents CKD-MBD disease progression and can be used as a test bench for improving therapeutic interventions.",Adam E. Gaweda; Devin E. McBride; Eleanor D. Lederer; Michael E. Brier,2021,2021,American Journal of Physiology-Renal Physiology,10.1152/ajprenal.00159.2020,,https://doi.org/10.1152/ajprenal.00159.2020,journal-article,['crossref'],"['""world model"" physiology']",registered,world-model phrase absent from title and abstract
AUD-e9882983c3eb,expanded_alternate_terms,Digital Twin for a Multifunctional Technology of Flexible Assembly on a Mechatronics Line with Integrated Robotic Systems and Mobile Visual Sensor-Challenges towards Industry 5.0.,"A digital twin for a multifunctional technology for flexible manufacturing on an assembly, disassembly, and repair mechatronics line (A/D/RML), assisted by a complex autonomous system (CAS), is presented in the paper. The hardware architecture consists of the A/D/RML and a six-workstation (WS) mechatronics line (ML) connected to a flexible cell (FC) and equipped with a six-degree of freedom (DOF) industrial robotic manipulator (IRM). The CAS has in its structure two driving wheels and one free wheel (2DW/1FW)-wheeled mobile robot (WMR) equipped with a 7-DOF robotic manipulator (RM). On the end effector of the RM, a mobile visual servoing system (eye-in-hand MVSS) is mounted. The multifunctionality is provided by the three actions, assembly, disassembly, and repair, while the flexibility is due to the assembly of different products. After disassembly or repair, CAS picks up the disassembled components and transports them to the appropriate storage depots for reuse. Disassembling or repairing starts after assembling, and the final assembled product fails the quality test. The virtual world that serves as the digital counterpart consists of tasks assignment, planning and synchronization of A/D/RML with integrated robotic systems, IRM, and CAS. Additionally, the virtual world includes hybrid modeling with synchronized hybrid Petri nets (SHPN), simulation of the SHPN models, modeling of the MVSS, and simulation of the trajectory-tracking sliding-mode control (TTSMC) of the CAS. The real world, as counterpart of the digital twin, consists of communication, synchronization, and control of A/D/RML and CAS. In addition, the real world includes control of the MVSS, the inverse kinematic control (IKC) of the RM and graphic user interface (GUI) for monitoring and real-time control of the whole system. The ""Digital twin"" approach has been designed to meet all the requirements and attributes of Industry 4.0 and beyond towards Industry 5.0, the target being a closer collaboration between the human operator and the production line.","Mincă E, Filipescu A, Cernega D, Șolea R, Filipescu A, Ionescu D, Simion G.",2022,2022-10-25,,10.3390/s22218153,,https://europepmc.org/article/MED/36365850,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-6c0866a27898,expanded_alternate_terms,Digital Twins for Predictive Modelling of Thrombosis and Stroke Risk: Current Approaches and Future Directions,"Thrombosis drives substantial global mortality across atrial fibrillation, venous thromboembolism, and atherosclerosis. However, clinical scores treat risk as a static variable and omit evolving comorbidities, functional biomarkers, anatomy, and treatment exposure, leading to misclassification and preventable events. This statement advances a unified scientific agenda for patient-specific digital twins that dynamically integrate multimodal longitudinal data with mechanistic insight to predict thrombogenesis risks. We position these digital twins as hybrid models anchored in physics and data-driven algorithms that can simulate disease progression and therapy. The goal of this approach is to refine stroke and bleeding estimation beyond current clinical rules. Continuous updating from imaging data, laboratory test results, wearables, and electronic health records supports dynamic risk trajectories and adaptive care pathways, facilitating continuous risk reassessment. This statement analyzes gaps in data quality, calibration, validation, and uncertainty quantification that presently limit the clinical translation of this technology. Research priorities are then proposed for multiscale thrombosis modelling, physics-informed learning, probabilistic forecasting, and regulatory-compliant data stewardship. Finally, we outline translation to in silico trials, regulatory alignment, and hospital workflows that link predictions to decisions. By articulating shared challenges across thrombosis-driven diseases and reframing risk as a time-varying measurable quantity, this statement lays a foundation for developing digital twin approaches that support a shift from population heuristics towards precise, timely thrombosis care. These advances are essential for translating digital twin technology from research to clinical practice, enabling dynamic risk prediction and personalized anticoagulation therapy.",Adelaide de Vecchi; Oscar Camara; R Cavarra; Juan Carlos del Alamo; Wahbi K. El‐Bouri; Albert Ferro; Henry Horng-Shing Lu; Paolo Melidoro; S Ogbomo-Harmitt; Iván Olier; Sandra Ortega‐Martorell; Rushad Patell; Christian Vergara; Vitaly Volpert; Gregory Y. H. Lip; Oleg Aslanidi,2026,2026-02-09,Thrombosis and Haemostasis,10.1055/a-2761-5903,,https://doi.org/10.1055/a-2761-5903,article,['openalex'],"['""world model"" EHR', '""world model"" clinical', '""world model"" echocardiography', '""world model"" patient', '""world model"" physiology', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract
AUD-e0f9f05b48b1,expanded_alternate_terms,Dynamic Topological Friction: A Non-Equilibrium Information-Geometric Framework for Conscious Phase Transitions,"Integrated Information Theory (IIT), the Free Energy Principle (FEP), and the Integrated World Modeling Theory (IWMT) each formalize a distinct aspect of consciousness—causal integration, active inference, and precision-modulated temporal dynamics—yet they operate on incompatible mathematical substrates. We introduce Dynamic Topological Friction (DTF), an information-geometric framework that resolves this manifold inconsistency by constructing a causal statistical manifold on which all three theories can be expressed simultaneously. The causal Fisher metric—the unique invariant Riemannian metric on this manifold (Chentsov's theorem)—absorbs IIT's geometric integrated information as a quadratic form in the minimum-information-partition direction. A dissipation cost functional, anchored in Landauer's principle and calibrated against empirical neural energy budgets, provides thermodynamic grounding. These ingredients combine in a Grand Equation for consciousness intensity, Ω(t) = κ · π(t) · E[g v²], whose multiplicative structure requires both integrated causal architecture and active inferential dynamics. Analysis of the precision–prediction-error interplay yields four scaling regimes—pathological divergence (I), self-consistent steady state (II), near-critical enhancement (II*), and quasi-static equilibrium (III)—mapping onto clinical states from psychosis through normal waking and flow to deep sleep. Post-hoc validation against the COGITATE multi-site study (n=256, 7 labs) yields 9 of 13 evaluable predictions confirmed with zero contradictions. A proof-of-concept κ-invariance test using Chennu propofol–EEG data (N=20) yields CV(κ̂) = 0.146, with 16/20 subjects meeting the stability threshold and a permutation null model confirming non-triviality (p = 0.047). We specify four falsifiable predictions with pre-registered effect-size thresholds and outline an empirical programme combining MEG, pharmacological manipulation, and TMS-EEG.",Jacob Sheu,2026,2026-02-22,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18731399,,https://doi.org/10.5281/zenodo.18731399,preprint,['openalex'],"['""world model"" clinical']",open-access,world-model phrase absent from title and abstract
AUD-db35d86b146c,expanded_alternate_terms,Epicardial adipose tissue in diabetic myocardial disorder: Role of echocardiography,"Epicardial adipose tissue (EAT) is an active form of visceral adipose tissue that can affect myocardial function due to shared circulation with the myocardium. Given its rapid metabolic activity, EAT is considered a potential therapeutic target for medications that modulate fat and is a potent marker of metabolic changes including those observed in diabetic cardiomyopathy. Recent investigations propose an association between EAT accumulation and chronic diseases such as type 2 diabetes mellitus (T2DM), atrial fibrillation, and heart failure with preserved ejection fraction. According to the method first described by Iacobellis et al , EAT thickness is identified as the echo-free space between the outer wall of the myocardium and the visceral layer of the pericardium, measured in the parasternal short- and long-axis views at end-systole using ultrasound. Ultrasound of EAT is a safe, cost-effective, and readily available tool for cardiometabolic risk assessment. This minireview investigates the current role of echocardiography in the assessment of EAT thickness in patients with T2DM, regardless of the presence of overt heart failure. We also discuss whether changes in EAT thickness may be used as a significant marker of disease progression and if delta EAT thickness could serve as a surrogate of effective therapy.",Ana Đuzel Čokljat; Petra Grubić Rotkvić; Damir Čokljat; Jerko Ferri Certić; Zdravko Babić,2025,2025,World Journal of Diabetes,10.4239/wjd.v16.i10.107640,,https://doi.org/10.4239/wjd.v16.i10.107640,journal-article,['crossref'],"['""world model"" echocardiography']",registered,world-model phrase absent from title and abstract
AUD-962f209328ed,expanded_alternate_terms,From genotypes to organisms: State-of-the-art and perspectives of a cornerstone in evolutionary dynamics,"Understanding how genotypes map onto phenotypes, fitness, and eventually organisms is arguably the next major missing piece in a fully predictive theory of evolution. We refer to this generally as the problem of the genotype-phenotype map. Though we are still far from achieving a complete picture of these relationships, our current understanding of simpler questions, such as the structure induced in the space of genotypes by sequences mapped to molecular structures, has revealed important facts that deeply affect the dynamical description of evolutionary processes. Empirical evidence supporting the fundamental relevance of features such as phenotypic bias is mounting as well, while the synthesis of conceptual and experimental progress leads to questioning current assumptions on the nature of evolutionary dynamics-cancer progression models or synthetic biology approaches being notable examples. This work delves with a critical and constructive attitude into our current knowledge of how genotypes map onto molecular phenotypes and organismal functions, and discusses theoretical and empirical avenues to broaden and improve this comprehension. As a final goal, this community should aim at deriving an updated picture of evolutionary processes soundly relying on the structural properties of genotype spaces, as revealed by modern techniques of molecular and functional analysis.",Susanna C. Manrubia; José A. Cuesta; Jacobo Aguirre; Sebastian E. Ahnert; Lee Altenberg; Alejandro V. Cano; Pablo Catalán; Ramón Díaz‐Uriarte; Santiago F. Elena; Juan Antonio García-Martín; Paulien Hogeweg; Bhavin S. Khatri; Joachim Krug; Ard A. Louis; Nora S. Martin; Joshua L. Payne; Matthew J. Tarnowski; Marcel Weiß,2021,2021-05-21,Physics of Life Reviews,10.1016/j.plrev.2021.03.004,,https://doi.org/10.1016/j.plrev.2021.03.004,article,['openalex'],"['""world model"" medicine', '""world model"" patient']",open-access,world-model phrase absent from title and abstract
AUD-d2218e49b937,expanded_alternate_terms,From Google Gemini to OpenAI Q* (Q-Star): A Survey of Reshaping the Generative Artificial Intelligence (AI) Research Landscape,"This comprehensive survey explored the evolving landscape of generative Artificial Intelligence (AI), with a specific focus on the transformative impacts of Mixture of Experts (MoE), multimodal learning, and the speculated advancements towards Artificial General Intelligence (AGI). It critically examined the current state and future trajectory of generative Artificial Intelligence (AI), exploring how innovations like Google's Gemini and the anticipated OpenAI Q* project are reshaping research priorities and applications across various domains, including an impact analysis on the generative AI research taxonomy. It assessed the computational challenges, scalability, and real-world implications of these technologies while highlighting their potential in driving significant progress in fields like healthcare, finance, and education. It also addressed the emerging academic challenges posed by the proliferation of both AI-themed and AI-generated preprints, examining their impact on the peer-review process and scholarly communication. The study highlighted the importance of incorporating ethical and human-centric methods in AI development, ensuring alignment with societal norms and welfare, and outlined a strategy for future AI research that focuses on a balanced and conscientious use of MoE, multimodality, and AGI in generative AI.",Timothy R. McIntosh; Teo Sušnjak; Tong Liu; Paul Watters; Malka N. Halgamuge,2023,2023-12-18,arXiv (Cornell University),10.48550/arxiv.2312.10868,2312.10868,http://arxiv.org/abs/2312.10868,preprint,['openalex'],"['""world model"" medicine', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract
AUD-601e3252c4f9,expanded_alternate_terms,HTA190 Discrete Event Simulation Model for Real-World Restricted Treatment Policies in End-Stage Heart Failure,,S Saing; N van der Linden; CS Hayward; S Goodall,2022,2022,Value in Health,10.1016/j.jval.2022.09.1648,,https://doi.org/10.1016/j.jval.2022.09.1648,journal-article,['crossref'],"['""world model"" treatment']",registered,world-model phrase absent from title and abstract
AUD-7c0d189c2e44,expanded_alternate_terms,Human leukocyte antigen variants and clinical features of primary biliary cholangitis: Cumulative contributions,"This letter to the editor highlights the importance of considering potential cumulative contributions among human leukocyte antigen (HLA) alleles in shaping the clinical manifestations of primary biliary cholangitis. Complementing the overview by Curto et al , which focused on non-HLA candidate genes, this paper emphasizes that specific haplotypes of HLA-DRB1 , HLA-DQA1 , and HLA-DQB1 , as well as HLA-G*01:01:01:08/UTR-1, may modulate disease heterogeneity, predisposition to primary biliary cholangitis and autoimmune hepatitis overlap syndrome, disease progression, and poorer therapeutic response. A comprehensive understanding of these HLA polymorphisms and their interactive effects is essential for improving risk stratification and guiding personalized management of this complex autoimmune liver disease.",Abdellatif Bouayad,2026,2026,World Journal of Clinical Cases,10.12998/wjcc.v14.i5.115814,,https://doi.org/10.12998/wjcc.v14.i5.115814,journal-article,['crossref'],"['""clinical world model""', '""world model"" clinical']",registered,world-model phrase absent from title and abstract
AUD-a11162202ab9,expanded_alternate_terms,Immediate visual reproduction negatively correlates with brain entropy of parahippocampal gyrus and inferior occipital gyrus in bipolar II disorder adolescents.,"Background Brain entropy reveals complexity and irregularity of brain, and it has been proven to reflect brain complexity alteration in disease states. Previous studies found that bipolar disorder adolescents showed cognitive impairment. The relationship between complexity of brain neural activity and cognition of bipolar II disorder (BD-II) adolescents remains unclear. Methods Nineteen BD-II patients (14.63 ±1.57 years old) and seventeen age-gender matched healthy controls (HCs) (14.18 ± 1.51 years old) were enlisted. Entropy values of all voxels of the brain in resting-state functional MRI data were calculated and differences of them between BD-II and HC groups were evaluated. After that, correlation analyses were performed between entropy values of brain regions showing significant entropy differences and clinical indices in BD-II adolescents. Results Significant differences were found in scores of immediate visual reproduction subtest (VR-I, p = 0.003) and Stroop color-word test (SCWT-1, p = 0.015; SCWT-2, p = 0.004; SCWT-3, p = 0.003) between the two groups. Compared with HCs, BD-II adolescents showed significant increased brain entropy in right parahippocampal gyrus and right inferior occipital gyrus. Besides, significant negative correlations between brain entropy values of right parahippocampal gyrus, right inferior occipital gyrus and immediate visual reproduction subtest scores were observed in BD-II adolescents. Conclusions The findings of the present study suggested that the disrupted function of corticolimbic system is related with cognitive abnormality of BD-II adolescents. And from the perspective temporal dynamics of brain system, the current study, brain entropy may provide available evidences for understanding the underlying neural mechanism in BD-II adolescents.","Liu H, Gao W, Cao W, Meng Q, Xu L, Kuang L, Guo Y, Cui D, Qiu J, Jiao Q, Su L, Lu G.",2023,2023-07-18,,10.1186/s12888-023-05012-3,,https://europepmc.org/article/MED/37464363,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-7971e7a6b120,expanded_alternate_terms,Improving the Performance of Autonomous Driving through Deep Reinforcement Learning,"Reinforcement learning (RL) is revolutionizing the artificial intelligence (AI) domain and significantly aiding in building autonomous systems with a higher level comprehension of the world as we observe it. Deep learning (DL) facilitates RL to scale and resolve previously intractable problems, for instance, allowing supervision principles designed for robots to be acquired directly from visual data, developing video game proficiency from pixel-level information, etc. Recent research shows that RL algorithms help represent problems dealing with high-dimensional, unprocessed data input and can have successful applications in computer vision, pattern identification, natural language analysis, and speech parsing. This research paper focuses on training a simulation model of a car to navigate autonomously on a racetrack using RL. The study explores several fundamental algorithms in Deep RL, namely Proximal Policy Optimization (PPO), Deep Q-network (DQN), and Deep Deterministic Policy Gradient (DDPG). The paper documents a comparative analysis of these three prominent algorithms—based on their speed, accuracy, and overall performance. After a thorough evaluation, the research indicates that the DQN surpassed the other existing algorithms. This study further examined the performance of the DQN with and without ε-decay and observed that the DQN with ε-decay is better suited for our objective and is significantly more stable than its non ε-decay counterpart. The findings from this research could assist in improving the performance and stability of autonomous vehicles using the DQN with ε -decay. It concludes by discussing the fine-tuning of the model for future real-world applications and the potential research areas within the field of autonomous driving.",Akshaj Tammewar; Nikita Chaudhari; Bunny Saini; Divya Venkatesh; Ganpathiraju Dharahas; Deepali Vora; Shruti Patil; Ketan Kotecha; Sultan Alfarhood,2023,2023-09-15,Sustainability,10.3390/su151813799,,https://doi.org/10.3390/su151813799,article,['openalex'],"['""world model"" treatment']",open-access,world-model phrase absent from title and abstract
AUD-7b680c396592,expanded_alternate_terms,Individual hearts: computational models for improved management of cardiovascular disease,"Cardiovascular disease remains a leading cause of morbidity and mortality worldwide, with conventional management often applying standardised approaches that struggle to address individual variability in increasingly complex patient populations. Computational models, both knowledge-driven and data-driven, have the potential to reshape cardiovascular medicine by offering innovative tools that integrate patient-specific information with physiological understanding or statistical inference to generate insights beyond conventional diagnostics. This review traces how computational modelling has evolved from theoretical research tools into clinical decision support systems that enable personalised cardiovascular care. We examine this evolution across three key domains: enhancing diagnostic accuracy through improved measurement techniques, deepening mechanistic insights into cardiovascular pathophysiology and enabling precision medicine through patient-specific simulations. The review covers the complementary strengths of data-driven approaches, which identify patterns in large clinical datasets, and knowledge-driven models, which simulate cardiovascular processes based on established biophysical principles. Applications range from artificial intelligence-guided measurements and model-informed diagnostics to digital twins that enable in silico testing of therapeutic interventions in the digital replicas of individual hearts. This review outlines the main types of cardiovascular modelling, highlighting their strengths, limitations and complementary potential through current clinical and research applications. We also discuss future directions, emphasising the need for interdisciplinary collaboration, pragmatic model design and integration of hybrid approaches. While progress is promising, challenges remain in validation, regulatory approval and clinical workflow integration. With continued development and thoughtful implementation, computational models hold the potential to enable more informed decision-making and advance truly personalised cardiovascular care.",Nick van Osta; Tim van Loon; Joost Lumens,2025,2025-09-09,Heart,10.1136/heartjnl-2024-324177,,https://doi.org/10.1136/heartjnl-2024-324177,article,['openalex'],"['""world model"" clinical', '""world model"" echocardiography', '""world model"" medicine', '""world model"" patient', '""world model"" physiology']",open-access,world-model phrase absent from title and abstract
