candidate_id,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,reviewer_a_decision,reviewer_a_reason_code,reviewer_a_dynamics,reviewer_a_evaluation,reviewer_a_lineage,reviewer_a_full_text_url,reviewer_b_decision,reviewer_b_reason_code,reviewer_b_dynamics,reviewer_b_evaluation,reviewer_b_lineage,reviewer_b_full_text_url,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale
MWM-0132,NeuroWorld: A Latent Brain World Model for Stimulus-Conditioned Human Brain Dynamics,"Forecasting human brain activity during naturalistic experience requires modeling how endogenous neural states evolve causally under continuous sensory drive. Existing brain encoding models instead frame this as stimulus-to-response regression without strict temporal constraints, allowing future stimuli to leak into current predictions. We introduce NeuroWorld, to our knowledge the first brain world model, which casts naturalistic brain functional dynamics prediction as stimulus-conditioned evolution in a learned latent brain-state space, separating endogenous states (measured via fMRI) from exogenous multimodal stimuli across two stages. Latent Dynamics Learning (LDL) jointly learns a transition-sufficient representation and causal dynamics through next-latent prediction, without reconstructing the observed fMRI signal. Latent Rollout Decoding (LRD) freezes LDL, autoregressively rolls latent states forward from an observed fMRI prefix, and decodes them into subject-specific whole-brain responses. Across three naturalistic movie-fMRI benchmarks spanning 30 participants, including our newly collected Singapore Multimodal Imaging & Naturalistic Dataset (SG-MIND; 20 participants, 8,519 paired stimulus-response clips, 140.7 person-hours of viewing), NeuroWorld achieves state-of-the-art multi-step rollout performance under strictly causal stimulus access, with greater robustness to long-horizon autoregressive drift, supporting reliable simulation of extended brain-state trajectories. Extensive interpretability analyses characterize the functional organization of the learned dynamics, establishing latent-space world modeling as a principled framework for causal forecasting of human brain activity.",Zijian Dong; Jianxiong Zhou; Kwun Kei Ng; Jan Paolo Macapinlac Balagtas; Zhizhou Li; Zijiao Chen; Juan Zhou,2026,2026-08-03,arXiv (Cornell University),,2608.01773,https://arxiv.org/abs/2608.01773,preprint,openalex,"""world model"" medicine",open-access,include,include_empirical,Learns stimulus-conditioned latent brain-state transitions with autoregressive neural rollouts.,Multi-step future brain activity is evaluated with rollout and decoding measures.,Single identified arXiv preprint.,https://arxiv.org/pdf/2608.01773,include,include_empirical,Rolls learned latent brain states forward autoregressively under strictly causal multimodal stimulus conditioning.,"Evaluates multistep fMRI rollouts on three benchmarks, including horizons up to 100 TRs and a held-out movie season.",Distinct NeuroWorld study; no duplicate record identified.,https://arxiv.org/abs/2608.01773,include,empirical,include_empirical,reviewer_consensus,A: The latent brain world model directly evaluates stimulus-conditioned neural dynamics. B: The brain-state dynamics model is directly evaluated in long autoregressive rollouts.
MWM-0135,Nonstationary Battery,"Project Magha — Paper 1 We test an architectural prediction: that an active-inference agent built on a Beta-Bernoulli pairwise world model with multiplicative posterior decay should dominate a memory-greedy sliding-window baseline in non-stationary worlds — the regime where, by structural argument, posterior-driven exploration ought to outperform sample-mean greedy with epsilon-exploration. Three falsification batteries are run with identical agent code, identical seeds, and identical episode budgets: A procedurally generated tabular bandit with hidden-rule shifts at trials 100, 200, and 300. The agent loses by 7–15 percentage points across all four discount settings (γ ∈ {0.90, 0.95, 0.99, 0.999}). An antimicrobial-resistance (AMR) environment with a mid-run geographic prevalence shift (south_asia → north_america; NDM-dominant → KPC-dominant). The agent wins by 22.3pp on post-shift optimal-treatment rate.A sepsis environment with a mid-run patient-cohort shift (Gram-positive-leaning → Gram-negative-leaning). The agent versus memory-greedy. The architectural rule that emerges is narrower than the original prediction: the agent wins only in regimes where per-instance diagnostic signals carry high information about the latent state. The AMR win is driven not by world-model adaptation across the shift, but by per-isolate test-information access — Magha drops 5.7pp pre→post-shift while still beating the memory-greedy baseline by a wide margin. On the bandit (no per-instance test channel) and on sepsis (low-information vital-signs tests), the categorical Beta-Bernoulli world model has no structural advantage. The headline implication: this architecture is closer to a diagnostic decision-support architecture than to a general Turing-ASI substrate. We document the falsification because it is load-bearing for every subsequent paper in the series — particularly the gap-1 hypothesis that replacing the categorical pairwise world model with a learned hierarchical neural one delivers calibration gains and sample-efficiency wins. This is paper 1 in the Project Magha series, an empirical research notebook documenting the path toward a Turing-shaped child-machine via the Era-of-Experience loop (Sutton & Silver 2024) with active inference (Friston / Da Costa / Parr) as the efficiency layer.",Rahul Chouhan,2026,2026-05-05,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20036497,,https://doi.org/10.5281/zenodo.20036497,article,openalex,"""world model"" patient;""world model"" treatment",open-access,exclude,wrong_domain,Models nonstationary battery dynamics and control rather than a health or biomedical system.,The reported transition and policy evaluation concerns battery operation.,Single stable Zenodo record; no duplicate candidate identified.,https://doi.org/10.5281/zenodo.20036497,include,include_empirical,Updates a Beta-Bernoulli treatment-outcome world model online with posterior decay and uses it for active-inference action selection.,"Runs nonstationary bandit, antimicrobial-resistance, and sepsis batteries with reward, optimal-action, and recovery comparisons.",Distinct Zenodo study; candidate title is abbreviated but the DOI resolves to one stable report.,https://doi.org/10.5281/zenodo.20036497,include,empirical,include_empirical,third_adjudication,The stable report empirically tests an adaptive world-model agent in antimicrobial-resistance and sepsis treatment environments in addition to a non-medical falsification battery.
MWM-0136,NVIDIA Cosmos-H-Dreams: Real-Time Generative Physics Simulation for Surgical Robotics,"Generative simulation for surgical robotics still lacks real-time interaction. Physical-robot experiments, often involving animal or cadaver labs, are time-consuming, costly, and difficult to reproduce, while classical simulators struggle to capture photorealistic appearance and deformable-tissue dynamics. We address this gap with Cosmos-H-Dreams, an integrated real-time surgical world-model system combining an action-conditioned generative model, a teacher-to-student distillation recipe, and a deployment stack built on the NVIDIA FlashDreams streaming-inference library. Starting from Cosmos-H-Surgical-Simulator, a multi-embodiment action-conditioned surgical video world model fine-tuned on the large-scale Open-H-Embodiment corpus, we post-train this checkpoint on embodiment- and procedure-specific data. By distilling the resulting bidirectional teacher into a causal, few-step student with Self Forcing, we turn a passive video generator into a controllable surgical simulator that streams at $\sim$160 inference FPS on a single NVIDIA RTX PRO 6000 Blackwell workstation GPU. Crucially, Cosmos-H-Dreams is controller-agnostic: any interface that emits a stream of robot kinematics can drive it. We demonstrate live control through a browser keyboard over WebRTC, a Meta Quest headset over WebXR, a commercial surgical robot console such as CMR Surgical's Versius, and learned policies operating in closed loop. To our knowledge, this is the first interactive surgical world model supporting live human and policy control. Human operators and policies alike can act inside the synthesized world and observe the consequences in real time. We release Cosmos-H-Dreams as an open surgical simulation system, providing a common foundation for surgical education, scalable synthetic data generation, and future intraoperative decision support.",Javier Gamazo Tejero; Lukas Zbinden; Keyur Sheth; Raghavendra K M; Nadim Daher; Diego Granero Marana; Filip Binkiewicz; Patrick Thornycroft; Mahdi Azizian; Sean D. Huver,2026,2026-08-25,arXiv (Cornell University),10.48550/arxiv.2608.24199,2608.24199,https://arxiv.org/abs/2608.24199,preprint,openalex,"""surgical world model"";""world model"" clinical",open-access,include,include_empirical,Generates real-time action-conditioned future surgical video as a physics simulator for robots.,"Future-video fidelity, latency, and downstream surgical-policy behavior are evaluated.",Single identified arXiv preprint.,https://arxiv.org/pdf/2608.24199,include,include_empirical,Distills an action-conditioned surgical video model into a causal streaming simulator with self-rollout training.,"Evaluates long-horizon stability, visual quality, real-time latency, and closed-loop controller interaction.",Builds on the Open-H simulator lineage but adds a separately extractable distillation and deployment contribution.,https://arxiv.org/abs/2608.24199,include,empirical,include_empirical,reviewer_consensus,A: The surgical simulator directly evaluates action-conditioned future observations and control use. B: The surgical simulator dynamics and real-time closed-loop capability are directly evaluated.
MWM-0137,OcularWorldSim: A Visual World Model for Ophthalmic Microsurgery With Sim-to-Real Transfer Learning,"Microsurgery involving the eye requires precise surgical techniques performed at micrometer accuracy, making it difficult to design a robotic or autonomous surgical system that will work effectively in the domain of ophthalmic microsurgery. Some advances have been made toward surgical robotics and the field of Artificial Intelligence has seen great success, however, the methods used in solving the ""sim-to-real"" problem, which deals with bridging the gap between the simulated training environment and clinical environment, have not made sufficient progress. In this paper, we present OcularWorldSim, a new visual world model framework for ophthalmic microsurgery that provides a means for effective ""sim-toreal"" learning using simulations and clinical data. The OcularWorldSim framework consists of three core innovations: (1) an Anatomically-Aware Spatiotemporal Diffusion Transformer (AA-SDiT), which learns a structurally organized representation of surgical dynamics while also maintaining the constraints of eye anatomy; (2) a Hierarchical Domain Adaptation Module (HDAM) which progressively aligns the simulated and actual surgical distributions at different levels of granularity; and (3) a Clinically-Guided Reinforcement Learning (CGRL) paradigm that incorporates expert surgical knowledge into the optimization process used for developing the policy. In the area of surgical phase recognition using CATARACTS, OcularWorldSim achieved an accuracy of 89.7% (5.8 percentage points higher than the previously best performing method) while achieving 82.4% mean Intersection-over-Union (mIoU) across CaDIS tasks (7.4 percentage points higher). Clinical validation of the predictions produced by the OcularWorldSim framework performed by three experienced ophthalmologists showed that all predictions made by the OcularWorldSim framework are temporally coherent and anatomically plausible, indicating a potential future application for the OcularWorldSim framework in computer-assisted intervention systems.",Hongrui Chen; Lijuan Zhu; Lihong Lian; Yuqi Bai; Yuzhou Liu,2026,2026-01-01,IEEE Access,10.1109/access.2026.3684562,,https://doi.org/10.1109/access.2026.3684562,article,openalex,"""world model"" clinical",open-access,uncertain,inaccessible_full_text,Metadata suggests an ophthalmic microsurgery visual world model with sim-to-real transfer.,Simulator fidelity and policy evaluation could not be verified in the inaccessible IEEE primary text.,No duplicate identified; linked IEEE primary text was inaccessible.,https://doi.org/10.1109/access.2026.3684562,uncertain,inaccessible_full_text,"The title and abstract indicate an ophthalmic visual simulator, but the transition mechanism could not be inspected.",The official IEEE record did not expose sufficient primary methods and results.,No duplicate identified from available metadata.,https://doi.org/10.1109/access.2026.3684562,include,empirical,include_empirical,third_adjudication,"The journal abstract establishes a spatiotemporal surgical-dynamics model, sim-to-real adaptation, policy optimization, task evaluation, and expert assessment of temporal and anatomical plausibility."
MWM-0138,Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robotics,"Autonomous medical robots hold promise to improve patient outcomes, reduce provider workload, democratize access to care, and enable superhuman precision. However, autonomous medical robotics has been limited by a fundamental data problem: existing medical robotic datasets are small, single-embodiment, and rarely shared openly, restricting the development of foundation models that the field needs to advance. We introduce Open-H-Embodiment, the largest open dataset of medical robotic video with synchronized kinematics to date, spanning more than 50 institutions and multiple robotic platforms including the CMR Versius, Intuitive Surgical's da Vinci, da Vinci Research Kit (dVRK), Rob Surgical BiTrack, Virtual Incision's MIRA, Moon Surgical Maestro, and a variety of custom systems, spanning surgical manipulation, robotic ultrasound, and endoscopy procedures. We demonstrate the research enabled by this dataset through two foundation models. GR00T-H is the first open foundation vision-language-action model for medical robotics, which is the only evaluated model to achieve full end-to-end task completion on a structured suturing benchmark (25% of trials vs. 0% for all others) and achieves 64% average success across a 29-step ex vivo suturing sequence. We also train Cosmos-H-Surgical-Simulator, the first action-conditioned world model to enable multi-embodiment surgical simulation from a single checkpoint, spanning nine robotic platforms and supporting in silico policy evaluation and synthetic data generation for the medical domain. These results suggest that open, large-scale medical robot data collection can serve as critical infrastructure for the research community, enabling advances in robot learning, world modeling, and beyond.",Open-H-Embodiment Consortium; :; Nigel Nelson; Juo-Tung Chen; Jesse Haworth; Xinhao Chen; Lukas Zbinden; Dianye Huang; Alaa Eldin Abdelaal; Alberto Arezzo; Ayberk Acar; Farshid Alambeigi; Carlo Alberto Ammirati; Yunke Ao; Pablo David Aranda Rodriguez; Soofiyan Atar; Mattia Ballo; N. Barnes; Federica Barontini; Filip Binkiewicz; Peter Black; Sebastian Bodenstedt; Leonardo Borgioli; Nikola Budjak; Benjamin Calmé; Fabio Carrillo; Nicola Cavalcanti; Changwei Chen; Haoxin Chen; Sihang Chen; Qihan Chen; Zhongyu Chen; Ziyang Chen; Shing Shin Cheng; Mei‐Qing Cheng; Min Cheng; Zih-Yun Sarah Chiu; Xiangyu Chu; Camilo Correa‐Gallego; Giulio Dagnino; Anton Deguet; Jacob Delgado; Jonathan C. DeLong; Kaizhong Deng; Alexander Dimitrakakis; Qingpeng Ding; Hao Ding; Giovanni Distefano; Daniel A. Donoho; Anqing Duan; Marco Esposito; Shane Farritor; Jad Fayad; Zahi Fayad; Mario Ferradosa; Filippo Filicori; Chelsea Finn; Philipp Fürnstahl; Jiawei Ge; Stamatia Giannarou; Xavier Giralt Ludevid; Frédéric Giraud; Aditya Amit Godbole; Ken Goldberg; Antony Goldenberg; Diego Granero Marana; Xiaoqing Guo; Tamás Haidegger; Evan Hailey; Pascal Hansen; Ziyi Hao; Kush Hari; Kengo Hayashi; Jonathon Hawkins; Shelby Haworth; Ortrun Hellig; S. Duke Herrell; Zhouyang Hong; Andrew Howe; Junlei Hu; Zhaoyang Jacopo Hu; Ria Jain; Mohammad Rafiee Javazm; Howard Ji; Rui Ji; Jianmin Ji; Zhongliang Jiang; Dominic Jones; Jeffrey Jopling; Britton Jordan; Ran Ju; Michael Kam; Luoyao Kang; Fausto Kang; Siddhartha Kapuria; Peter Kazanzides; Sonika Kiehler; Ethan Kilmer; Kim; Przemysław Korzeniowski,2026,2026-04-22,arXiv (Cornell University),10.48550/arxiv.2604.21017,2604.21017,https://doi.org/10.48550/arxiv.2604.21017,preprint,openalex,"""world model"" patient",open-access,include,include_empirical,"Trains a multi-embodiment, kinematic action-conditioned surgical video simulator.",Per-frame L1 and SSIM are reported over 72-frame autoregressive rollouts on benchtop and tissue scenes.,Single identified arXiv preprint with a separately extractable dataset and simulator contribution.,https://arxiv.org/pdf/2604.21017,include,include_empirical,Fine-tunes an action-conditioned video diffusion model to generate surgical futures across nine robot platforms.,Compares generated and held-out videos over 72-frame autoregressive rollouts using L1 and SSIM.,Dataset/model paper distinct from later Cosmos-H-Surgical and Cosmos-H-Dreams contributions.,https://arxiv.org/abs/2604.21017,include,empirical,include_empirical,reviewer_consensus,A: The paper directly evaluates action-conditioned surgical simulator fidelity over long rollouts. B: The multi-embodiment surgical simulator has a separately extractable and directly evaluated dynamics contribution.
MWM-0149,Policy4OOD: A Knowledge-Guided World Model for Policy Intervention Simulation against the Opioid Overdose Crisis,"The opioid epidemic remains one of the most severe public health crises in the United States, yet evaluating policy interventions before implementation is difficult: multiple policies interact within a dynamic system where targeting one risk pathway may inadvertently amplify another. We argue that effective opioid policy evaluation requires three capabilities -- forecasting future outcomes under current policies, counterfactual reasoning about alternative past decisions, and optimization over candidate interventions -- and propose to unify them through world modeling. We introduce Policy4OOD, a knowledge-guided spatio-temporal world model that addresses three core challenges: what policies prescribe, where effects manifest, and when effects unfold.Policy4OOD jointly encodes policy knowledge graphs, state-level spatial dependencies, and socioeconomic time series into a policy-conditioned Transformer that forecasts future opioid outcomes.Once trained, the world model serves as a simulator: forecasting requires only a forward pass, counterfactual analysis substitutes alternative policy encodings in the historical sequence, and policy optimization employs Monte Carlo Tree Search over the learned simulator. To support this framework, we construct a state-level monthly dataset (2019--2024) integrating opioid mortality, socioeconomic indicators, and structured policy encodings. Experiments demonstrate that spatial dependencies and structured policy knowledge significantly improve forecasting accuracy, validating each architectural component and the potential of world modeling for data-driven public health decision support. Our code and data have been released in https://github.com/antman9914/Policy4OOD.",Yijun Ma; Zehong Wang; Weixiang Sun; Zheyuan Zhang; Kaiwen Shi; Nitesh Chawla; Yanfang Ye,2026,2026-02-12,arXiv (Cornell University),,2602.12373,https://arxiv.org/abs/2602.12373,preprint,openalex,"""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" treatment",open-access,include,include_empirical,Learns a policy-aware population world model for forecasting opioid outcomes under interventions.,"Forecast errors, counterfactual intervention simulations, and planning performance are empirically evaluated.",Single identified arXiv preprint.,https://arxiv.org/pdf/2602.12373,include,include_empirical,Learns policy-conditioned spatiotemporal transitions for state-level opioid outcomes.,"Evaluates forecasting, policy substitutions and timing counterfactuals, and MCTS policy optimization.",Distinct Policy4OOD study; no duplicate record identified.,https://arxiv.org/abs/2602.12373,include,empirical,include_empirical,reviewer_consensus,A: The health-policy world model directly evaluates forecasts and alternative interventions. B: Policy-conditioned public-health dynamics and model-based planning are empirically assessed.
MWM-0151,Progressive Experience Fusion for Multi-Task World Model Control in Endovascular Navigation,"Autonomous endovascular navigation could support the delivery of mechanical thrombectomy to underserved areas, but controllers must navigate long, multi-stage paths across varying vascular anatomies. This study investigates Progressive Experience Fusion (PEF) to train a multi-task TD-MPC2 controller. We additionally evaluate a heuristic that changes the Model Predictive Path Integral planning horizon using residual action-sequence dispersion, and fine-tuning in a patient-specific simulation. Across five subtasks in ten known training anatomies with held-out targets, PEF achieved a mean success rate of 74%, compared with 37% for Soft Actor-Critic (p < 0.001) and 65% for base TD-MPC2 (p = 0.053). A PEF controller with adaptive-horizon planning trained on 30 vasculatures achieved a mean success rate of 90% in ten held-out vasculatures. The PEF agent successfully transferred to an unseen in vitro stroke patient vasculature under fluoroscopy, achieving a mean path ratio improvement from 63% to 80% with fine-tuning (p < 0.001), following 40x103 fine-tuning steps (corresponding to approximately 107 min of clinical inter-hospital transfer time). This work represents a proof of concept for multi-vasculature training and patient-specific adaptation, while further validation is required before clinical deployment.",Harry Robertshaw; Maxence Boels; Nikola Fischer; Sebastien Ourselin; Christos Bergeles; Alejandro Granados; Thomas C Booth,2026,2026-08-19,arXiv (Cornell University),10.48550/arxiv.2608.18647,2608.18647,https://arxiv.org/abs/2608.18647,preprint,openalex,"""world model"" clinical;""world model"" patient",open-access,include,include_empirical,Learns latent endovascular navigation dynamics for model-predictive multi-task control.,Planning success and transfer are evaluated in simulation and physical vascular phantoms.,Single identified arXiv preprint; distinct from the separately extractable safety-control study MWM-0199.,https://arxiv.org/pdf/2608.18647,include,include_empirical,TD-MPC2 learns latent vascular dynamics and plans action sequences with an adaptive horizon.,Tests control across multiple tasks and held-out anatomies and transfers to a patient-specific in-vitro phantom.,Follow-up to MWM-0199 with a distinct multi-task fusion and adaptive-planning contribution.,https://arxiv.org/abs/2608.18647,include,empirical,include_empirical,reviewer_consensus,A: The learned dynamics are empirically evaluated through medical-robot control. B: The learned world model is evaluated through model-predictive endovascular control and transfer.
MWM-0154,Reinforcement Learning for Optimal Dialysis Scheduling and Resource Allocation in CKD,"Chronic kidney disease (CKD) dialysis units faced chronic capacity stress, variable patient needs, and strict clinical-safety constraints that complicated appointment scheduling and resource allocation. This study developed a Masked-Latent Transformer World-Model (MLT-WM) reinforcement learning (RL) agent that jointly optimized dialysis appointment assignments and resource allocation while enforcing hard operational and clinical constraints. Two publicly available datasets were used: a Mendeley hemodialysis sessions archive (98,015 sessions / 758 patients) and the UCI Chronic Kidney Disease (UCI-CKD) dataset (400 records). The agent underwent offline RL pretraining on historical session logs and was evaluated via a calibrated digital-twin (DT) simulator, with comparisons to Proximal Policy Optimization (PPO, classical) and Return-Aligned Decision Transformer (RADT, hybrid). Primary metrics included average waiting time, throughput, machine and nurse utilization, constraint violation count, and a fairness gap across priority quartiles. Results showed substantial operational gains: utilization increased from 0.72 to$0.85(+18.1 \%)$, average waiting time fell from 65.0 to 28.0 minutes ($-56.9 \%$), throughput rose from 92.0 to 108.0 sessions/day$(+17.4 \%)$, constraint violations dropped by 95.2 %, and the fairness gap narrowed by 78.6 % versus PPO. These findings indicated that masked-latent world-modeling with return-conditioned pretraining produced sample-efficient, safety-aware scheduling policies suited for clinician-overseen staged deployment.",Dr. K. Mounika; L. Bhagyalakshmi; Sanjay Kumar Suman; Subha Balamurugan; K. Karthick; Arshiya Begum,2026,2026-03-12,,10.1109/iatmsi68868.2026.11465345,,https://doi.org/10.1109/iatmsi68868.2026.11465345,conference-paper,openalex,"""world model"" clinical;""world model"" patient",indexed,uncertain,inaccessible_full_text,"Metadata suggests reinforcement learning for sequential dialysis scheduling, but an explicit learned world model could not be verified.",Dynamics and planning evaluation details were unavailable from the inaccessible IEEE primary text.,No duplicate identified; linked IEEE primary text was inaccessible.,https://doi.org/10.1109/iatmsi68868.2026.11465345,uncertain,inaccessible_full_text,"The record concerns dialysis scheduling with reinforcement learning, but a learned world model could not be verified.",The official IEEE record did not expose sufficient primary methods and results.,No duplicate identified from available metadata.,https://doi.org/10.1109/iatmsi68868.2026.11465345,include,empirical,include_empirical,third_adjudication,The study trains a masked-latent world-model policy on real dialysis records and evaluates model-based scheduling and resource-allocation behavior in a calibrated digital-twin environment.
MWM-0157,SAW: Toward a Surgical Action World Model via Controllable and Scalable Video Generation,"A surgical world model capable of generating realistic surgical action videos with precise control over tool-tissue interactions can address fundamental challenges in surgical AI and simulation -- from data scarcity and rare event synthesis to bridging the sim-to-real gap for surgical automation. However, current video generation methods, the very core of such surgical world models, require expensive annotations or complex structured intermediates as conditioning signals at inference, limiting their scalability. Other approaches exhibit limited temporal consistency across complex laparoscopic scenes and do not possess sufficient realism. We propose Surgical Action World (SAW) -- a step toward surgical action world modeling through video diffusion conditioned on four lightweight signals: language prompts encoding tool-action context, a reference surgical scene, tissue affordance mask, and 2D tool-tip trajectories. We design a conditional video diffusion approach that reformulates video-to-video diffusion into trajectory-conditioned surgical action synthesis. The backbone diffusion model is fine-tuned on a custom-curated dataset of 12,044 laparoscopic clips with lightweight spatiotemporal conditioning signals, leveraging a depth consistency loss to enforce geometric plausibility without requiring depth at inference. SAW achieves state-of-the-art temporal consistency (CD-FVD: 199.19 vs. 546.82) and strong visual quality on held-out test data. Furthermore, we demonstrate its downstream utility for (a) surgical AI, where augmenting rare actions with SAW-generated videos improves action recognition (clipping F1-score: 20.93% to 43.14%; cutting: 0.00% to 8.33%) on real test data, and (b) surgical simulation, where rendering tool-tissue interaction videos from simulator-derived trajectory points toward a visually faithful simulation engine.",Sampath Rapuri; Lalithkumar Seenivasan; Dominik Schneider; Roger D. Soberanis-Mukul; Yufan He; Hao Ding; Jiru Xu; Chenhao Yu; Chenyan Jing; Pengfei Guo; Daguang Xu; Mathias Unberath,2026,2026-03-13,arXiv (Cornell University),10.48550/arxiv.2603.13024,2603.13024,https://doi.org/10.48550/arxiv.2603.13024,preprint,openalex,"""surgical world model"";""world model"" clinical",open-access,include,include_empirical,Learns action- and trajectory-conditioned generation of future surgical video states.,"Generated rollouts are evaluated for video fidelity, temporal consistency, and action adherence.",Single identified arXiv preprint.,https://arxiv.org/pdf/2603.13024,include,include_empirical,"Generates future surgical action videos conditioned on a scene, affordance mask, language, and tool trajectories.","Evaluates temporal/video fidelity and trajectory-controlled generation with FVD, CD-FVD, SSIM, PSNR, and LPIPS.",Distinct SAW study; no duplicate record identified.,https://arxiv.org/abs/2603.13024,include,empirical,include_empirical,reviewer_consensus,A: This is an evaluated action-conditioned surgical world model rather than generic video generation. B: This is an action-conditioned surgical future-observation generator with direct fidelity evaluation.
MWM-0164,Simulating clinical interventions with a generative multimodal model of human physiology,"Understanding how human health changes over time, and why responses to interventions vary between individuals, remains a central challenge in medicine. Here we present HealthFormer, a decoder-only transformer that models the human physiological trajectory generatively, by training on data from the Human Phenotype Project, a multi-visit cohort of over 15,000 deeply phenotyped individuals. We tokenise each participant's health trajectory across 667 measurements spanning seven domains: blood biomarkers, body composition, sleep physiology, continuous glucose monitoring, gut microbiome, wearable-derived physiology, and behaviour and medication exposure. We train HealthFormer to forecast individual physiological trajectories across these domains, and from this single generative objective a range of clinically relevant tasks can be expressed as queries on the model. We show that, without task-specific training, HealthFormer transfers to four independent cohorts and improves prediction for 27 of 30 incident-disease and mortality endpoints, exceeding established clinical risk scores in every comparison. We further show that the model can simulate interventions in silico: in a held-out personalised-nutrition trial, intervention-conditioned predictions recover individual six-month biomarker changes (e.g., Pearson r = 0.78 for diastolic blood pressure). Across 41 randomised intervention-outcome comparisons drawn from published trials, our results show that the predicted direction of effect agrees in every case, and the predicted mean falls within the reported 95% confidence interval in 30 cases. We position HealthFormer as an initial health world model, from which forecasting, risk stratification, and intervention-conditioned simulation arise as queries, providing a basis for clinical digital twins.",Guy Lutsker; Gal Sapir; Jordi Merino; Smadar Shilo; Anastasia Godneva; Eli Meirom; Shie Mannor; Hagai Rossman; Gal Chechik; Eran Segal,2026,2026-04-30,arXiv (Cornell University),10.48550/arxiv.2604.27899,2604.27899,https://doi.org/10.48550/arxiv.2604.27899,preprint,openalex,"""world model"" clinical;""world model"" medicine;""world model"" physiology",open-access,include,include_empirical,Learns multimodal physiological state evolution and generates trajectories under clinical interventions.,Forecasts and simulated intervention responses are evaluated against held-out patient measurements.,Single identified arXiv preprint.,https://arxiv.org/pdf/2604.27899,include,include_empirical,Generatively models multimodal physiological trajectories and conditions future states on medication and behavior interventions.,"Tests two-year forecasts, a held-out nutrition trial, and 41 intervention-outcome comparisons from randomized trials.",Distinct HealthFormer study; no duplicate record identified.,https://arxiv.org/abs/2604.27899,include,empirical,include_empirical,reviewer_consensus,A: The generative physiology model directly evaluates future states and intervention effects. B: Future physiology and intervention responses are directly and externally evaluated.
MWM-0166,Sonata: A Hybrid World Model for Inertial Kinematics under Clinical Data Scarcity,"We introduce Sonata, a compact latent world model for six-axis trunk IMU representation learning under clinical data scarcity. Clinical cohorts typically comprise tens to hundreds of patients, making web-scale masked-reconstruction objectives poorly matched to the problem. Sonata is a 3.77 M-parameter hybrid model, pre-trained on a harmonised corpus of nine public datasets (739 subjects, 190k windows) with a latent world-model objective that predicts future state rather than reconstructing raw sensor traces. In a controlled comparison against a matched autoregressive forecasting baseline (MAE) on the same backbone, Sonata yields consistently stronger frozen-probe clinical discrimination, prospective fall-risk prediction, and cross-cohort transfer across a 14-arm evaluation suite, while producing higher-rank, more structured latent representations. At 3.77 M parameters the model is compatible with on-device wearable inference, offering a step toward general kinematic world models for neurological assessment.",Blaise Delaney; Salil Patel; Yuji Xing; Dominic Dootson; Karin Sevegnani; Chrystalina Antoniades,2026,2026-04-20,arXiv (Cornell University),10.48550/arxiv.2604.18058,2604.18058,https://arxiv.org/abs/2604.18058,preprint,openalex,"""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" echocardiography;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,Uses a structured transition operator to predict future latent inertial-kinematic states.,A controlled suite includes horizon-48 signal forecast MAE alongside clinical and transfer probes.,Single identified arXiv preprint.,https://arxiv.org/pdf/2604.18058,exclude,no_future_or_action_evaluation,Predicts the latent state of the next IMU window with a linear transition head.,Evaluation emphasizes frozen clinical probes and latent structure; the model transition is not tested through its own rollout or state prediction output.,Distinct Sonata study; no duplicate record identified.,https://arxiv.org/abs/2604.18058,include,empirical,include_empirical,third_adjudication,"The primary text reports direct horizon-48 future inertial-signal forecasting in addition to representation probes, satisfying the dynamics-capability evaluation requirement."
