audit_id,stratum,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason
AUD-786635d94d39,phrase_absent_random,"Stepwise model to differentiate pathogenic from non-pathogenic organisms in urinary isolates: Effectiveness, safety, and feasibility prospective study","BACKGROUND Clinical decision-making in urinary tract infections depends heavily on accurately distinguishing between pathogenic and non-pathogenic organisms. The interpretation of urine culture results is influenced by proper sample collection, the patient's clinical context, and organism-specific characteristics. However, there is currently no definitive method to determine whether a urinary isolate is truly pathogenic. This distinction is critical, as treatment decisions hinge on it. This pioneering study systematically applies a stepwise model to differentiate pathogenic from non-pathogenic urinary isolates—an approach not previously described. AIM To determine whether a urinary isolate is pathogenic (commensal, colonizer, or direct pathogen) or non-pathogenic (commensal, colonizer, or contaminant) using a structured, stepwise approach. METHODS This prospective, longitudinal, exploratory study was conducted over 24 months, starting in January 2022, at All India Institute of Medical Sciences Rishikesh, following approval from the Institutional Ethics Committee. A stepwise model developed by the investigators was applied to assess the nature of the isolates. Data recorded using REDCap, and analysis was performed using SPSS Version 25. RESULTS A total of 275 consecutive patients aged over 18 years with positive urine cultures—initially treated with antibiotics based on microbiological and clinical assessment—were included. The stepwise model classified 90.54% of cases as pathogenic (commensals: 61.81%, colonizers: 14.18%, and direct pathogens: 14.54%) and 9.45% as non-pathogenic. The model showed that there could be a significant reduction in average hospital stay by over 13 days, along with saving approximately Rs. 981 per patient in antibiotic costs in non-pathogenic cohort. CONCLUSION This novel model identified that approximately one in ten urinary isolates, initially considered pathogenic and treated with antibiotics, were in fact non-pathogenic. The model is safe, feasible, and potentially valuable in resource-limited settings, warranting broader validation and implementation.",Bimalesh Yadav; Jaideep Pilania; Ravi Kant; Balram Ji Omar; Sandeep Saini; Vikas Kumar Panwar; Yogesh Bahurupi; Prasan Kumar Panda,2025,2025,World Journal of Experimental Medicine,10.5493/wjem.v15.i4.109134,,https://doi.org/10.5493/wjem.v15.i4.109134,journal-article,['crossref'],"['""world model"" medicine']",registered,world-model phrase absent from title and abstract
AUD-819774d4de25,phrase_absent_random,"One Small Step for Generative AI, One Giant Leap for AGI: A Complete Survey on ChatGPT in AIGC Era","OpenAI has recently released GPT-4 (a.k.a. ChatGPT plus), which is demonstrated to be one small step for generative AI (GAI), but one giant leap for artificial general intelligence (AGI). Since its official release in November 2022, ChatGPT has quickly attracted numerous users with extensive media coverage. Such unprecedented attention has also motivated numerous researchers to investigate ChatGPT from various aspects. According to Google scholar, there are more than 500 articles with ChatGPT in their titles or mentioning it in their abstracts. Considering this, a review is urgently needed, and our work fills this gap. Overall, this work is the first to survey ChatGPT with a comprehensive review of its underlying technology, applications, and challenges. Moreover, we present an outlook on how ChatGPT might evolve to realize general-purpose AIGC (a.k.a. AI-generated content), which will be a significant milestone for the development of AGI.","Chaoning Zhang; Chenshuang Zhang; Chenghao Li; Yu Qiao; Sheng Zheng; Sumit Kumar Dam; Mengchun Zhang; Jung Uk Kim; Seong‐Tae Kim; Jin‐Woo Choi; Gyeong-Moon Park; Sung‐Ho Bae; Lik‐Hang Lee; Hui, Pan; In So Kweon; Choong Seon Hong",2023,2023-04-04,arXiv (Cornell University),10.48550/arxiv.2304.06488,2304.06488,http://arxiv.org/abs/2304.06488,preprint,['openalex'],"['""world model"" clinical', '""world model"" medicine', '""world model"" patient', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract
AUD-021bf1832d3a,phrase_absent_random,Multimodal perception-driven decision-making for human-robot interaction: a survey.,"Multimodal perception is essential for enabling robots to understand and interact with complex environments and human users by integrating diverse sensory data, such as vision, language, and tactile information. This capability plays a crucial role in decision-making in dynamic, complex environments. This survey provides a comprehensive review of advancements in multimodal perception and its integration with decision-making in robotics from year 2004-2024. We systematically summarize existing multimodal perception-driven decision-making (MPDDM) frameworks, highlighting their advantages in dynamic environments and the methodologies employed in human-robot interaction (HRI). Beyond reviewing these frameworks, we analyze key challenges in multimodal perception and decision-making, focusing on technical integration and sensor noise, adaptation, domain generalization, and safety and robustness. Finally, we outline future research directions, emphasizing the need for adaptive multimodal fusion techniques, more efficient learning paradigms, and human-trusted decision-making frameworks to advance the HRI field.","Zhao W, Gangaraju K, Yuan F.",2025,2025-08-22,Frontiers in Robotics and AI,10.3389/frobt.2025.1604472,,https://europepmc.org/article/MED/40917482,article,"['europe_pmc', 'openalex']","['""world model"" physiology', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract
AUD-459c8da79465,phrase_absent_random,"The Mathematical Foundations of Constrained Object Hierarchies-A Universal Framework for World Modeling, General Intelligence and Agentic Systems","Constrained Object Hierarchies (COH) offer a unified theoretical foundation for artificial general intelligence (AGI), rooted in neuroscience principles and developed with full mathematical rigor. This paper presents the complete formalization of COH theory, showing how intelligence emerges from hierarchically composed structures governed by adaptive optimization constraints. We introduce precise definitions, establish core properties of soundness and completeness, and situate COH within established mathematical frameworks including category theory, dynamical systems, and information theory. Building on this foundation, we prove three central theorems that demonstrate COH’s practical significance for AGI: guaranteeing high‑fidelity world modeling, preventing jagged or non-smooth intelligence behaviors, and enabling the construction of coherent agentic systems. These results provide quantitative bounds on representational accuracy, generalization performance, and decision-making complexity. Collectively, the findings show that COH delivers a mathematically rigorous, interpretable, and scalable basis for modeling intelligent systems across six heterogeneous domains, while preserving the flexibility required for general intelligence and ensuring explicit guarantees for safety and transparency.",Harris Wang,2026,2026-02-11,Preprints.org,10.20944/preprints202602.0521.v2,,https://doi.org/10.20944/preprints202602.0521.v2,preprint,['openalex'],"['""world model"" physiology', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract
AUD-568434045571,phrase_absent_random,"Without birth, without death-issues in the research of nondual awareness or consciousness itself.","The drive to find one unifying theory, one overarching universal principle that would subsume and explain all, has been a common theme of human striving for knowledge for many centuries. It reflects, perhaps, a deep intuition that within every experience there is such a unifying singular essence, present yet ordinarily hidden, which when discovered would restore one to the wholeness of authentic being. Indeed, as contemplative traditions tell us, that singular essence is consciousness itself, that which is, and has been, aware or conscious in all our experiences. This nondual awareness, free from mental representations and their constructs, appears uncaused by anything other than itself and remains, once realized, relatively unchanged in different experiences. So, metaphorically, it is without birth or death. While the current increase in our understanding of consciousness has been, in many respects, exponential, our understanding of nondual awareness appears still elusive and more like a slowly ascending spiral, where each generation makes their unique contributions while still making largely the same mistakes. Like nondual awareness itself, then, many issues in understanding and researching it seem to be eternal as well. Previously, I have introduced nondual awareness and discussed why its non-representational reflexivity makes it unique and distinct from perceptual, affective, and cognitive contents, from various global states both natural and altered, and from functions of consciousness like attention, memory, meta-cognition, etc. Here, I will sketch out some issues related to ontology, epistemics, participant reports, and experiment design.",Josipovic Z.,2025,2025-11-25,,10.3389/fpsyg.2025.1665826,,https://europepmc.org/article/MED/41377078,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-cc4e00488a5f,phrase_absent_random,Emergency surgical consultation for cancer patients: identifying the prognostic determinants of health,"Abstract Background Patients with malignancy often require urgent surgical consultation for treatment or palliation of disease. The objective of this study is to explore the prognostic determinants affecting care in acute cancer-related surgical presentations and the effect on patient outcomes. Main body This is a retrospective review of patients referred to the acute general surgery (ACS) service at a tertiary hospital for management of cancer-related problem from July 2017 to September 2018. Patient demographics, course in hospital, and survival were recorded. Multivariant logistic regression and Kaplan-Meier estimates were performed. One hundred eighty-nine patients were identified (53% female) with a mean age of 65.9 years. Forty-two patients (22%) were newly diagnosed with cancer on presentation, and 94 (50%) patients had metastatic disease. Cancer staging was completed in 84% of patients, and 65% had multidisciplinary team (MDT) assessment during their hospital stay. Surgery was performed on 90 (48%) patients, of which 31.2% was with palliative intent. Overall mortality was 56% with 30- and 60-day mortality of 15% and 22%, respectively. The adjusted odds ratio (OR) for a 60-day mortality was high in patients presenting with new cancer diagnosis (OR 3.18, 95% CI 1.18–9.02, p =0.03), metastatic disease (OR 5.11, 95% CI 2.03–12.85, p =0.001), or systemic therapy on presentation (OR 3.46, 95% CI 1.30–9.22, p =0.013). Conclusion Emergency surgical referral is common in patients with malignancy. Surgical decision making can be challenging due to the heterogeneity of this population and their associated comorbidities. Optimizing prognostic determinants such as goal-directed palliative care, MDT discussions, and bridging to systemic therapy can improve patient outcomes.",Kadhim Taqi; Diane Kim; Lily Yip; Charlotte Laane; Zeeshan Rana; Morad Hameed; Trevor Hamilton; Heather Stuart,2022,2022,World Journal of Surgical Oncology,10.1186/s12957-022-02694-z,,https://doi.org/10.1186/s12957-022-02694-z,journal-article,['crossref'],"['""surgical world model""']",registered,world-model phrase absent from title and abstract
AUD-50a6df459488,phrase_absent_random,,,,2020,2020,World Journal of Nuclear Medicine,10.1055/s-012-53171,,https://doi.org/10.1055/s-012-53171,journal-issue,['crossref'],"['""world model"" medicine']",registered,world-model phrase absent from title and abstract
AUD-cea9a2a7405d,phrase_absent_random,Evaluation of myocardial function by strain echocardiography in cats with hypertrophic cardiomyopathy phenotypes,"Background and Aim: Hypertrophic cardiomyopathy (HCM) is the most common cardiac disease in cats, and early detection of myocardial dysfunction remains challenging using conventional echocardiography alone. This study evaluated myocardial function using two-dimensional speckle-tracking echocardiography and investigated the diagnostic value of left ventricular global longitudinal strain (LVGLS), right ventricular longitudinal strain (RVLS), left atrial reservoir strain (LARS), and strain–volume curve analysis for differentiating HCM phenotypes in cats. Materials and Methods: A retrospective observational study was conducted on 40 client-owned cats categorized into three groups: Healthy controls (n = 15), cats with a hypertrophic phenotype and normal left atrial size (n = 13), and cats with a hypertrophic phenotype accompanied by left atrial enlargement (n = 12). Comprehensive echocardiographic examinations included conventional measurements together with LVGLS, RVLS, LARS, circumferential strain, and strain–volume curve analysis. Group comparisons and correlations between strain-derived and conventional echocardiographic parameters were analyzed using appropriate statistical methods, with significance set at p",Xufeng Ying; Chattida Panprom; Soontaree Petchdee,2026,2026,Veterinary World,10.14202/vetworld.2026.3027-3038,,https://doi.org/10.14202/vetworld.2026.3027-3038,journal-article,['crossref'],"['""world model"" echocardiography']",registered,world-model phrase absent from title and abstract
AUD-7a1659375ae9,phrase_absent_random,Methylene blue - an emerging vasopressor,"Methylene blue (MB) is being investigated as a useful adjunct in the management of vasoplegic and septic shock due to its targeted inhibition of the nitric oxide-soluble guanylate cyclase pathway. Early studies demonstrated improved systemic vascular resistance and reduced catecholamine requirements, laying the foundation for later randomized trials. The pivotal Ibarra-Estrada trial (2023) confirmed that early MB infusion decreases time to vasopressor discontinuation and increases vasopressor-free days. Subsequent data further support MB’s hemodynamic benefits in refractory distributive shock. Dosing regimens need to be refined, with cumulative doses of 2-4 mg/kg demonstrating optimal safety and efficacy currently. MB retains a favorable safety profile with minimal adverse effects when used within recommended limits. Additional applications include cardiac surgery vasoplegia, anaphylaxis, calcium channel blocker toxicity, ifosfamide encephalopathy, and reperfusion vasoplegia in liver transplantation. Overall, current evidence supports MB as a rational, mechanism-based adjunctive vasopressor in carefully selected patients with vasodilatory shock however a large randomised controlled trial and further evidence is needed to answer many lingering questions.",Tapesh Bansal,2026,2026,World Journal of Clinical Cases,10.12998/wjcc.v14.i13.117947,,https://doi.org/10.12998/wjcc.v14.i13.117947,journal-article,['crossref'],"['""clinical world model""', '""world model"" clinical']",registered,world-model phrase absent from title and abstract
AUD-09ac7bfff329,phrase_absent_random,,,,2024,2024,Echocardiography,10.1111/echo.v41.5,,https://doi.org/10.1111/echo.v41.5,journal-issue,['crossref'],"['""world model"" echocardiography']",registered,world-model phrase absent from title and abstract
AUD-bd415dad5d94,phrase_absent_random,Research on diagnosis-related group grouping of inpatient medical expenditure in colorectal cancer patients based on a decision tree model,,Suo-Wei Wu; Qi Pan; Tong Chen,2020,2020,World Journal of Clinical Cases,10.12998/wjcc.v8.i12.2484,,https://doi.org/10.12998/wjcc.v8.i12.2484,journal-article,['crossref'],"['""world model"" clinical']",registered,world-model phrase absent from title and abstract
AUD-ea3149cef78d,phrase_absent_random,Mechanisms Underlying Disorders of Consciousness: Bridging Gaps to Move Toward an Integrated Translational Science,"AIM: In order to successfully detect, classify, prognosticate, and develop targeted therapies for patients with disorders of consciousness (DOC), it is crucial to improve our mechanistic understanding of how severe brain injuries result in these disorders. METHODS: To address this need, the Curing Coma Campaign convened a Mechanisms Sub-Group of the Coma Science Work Group (CSWG), aiming to identify the most pressing knowledge gaps and the most promising approaches to bridge them. RESULTS: We identified a key conceptual gap in the need to differentiate the neural mechanisms of consciousness per se, from those underpinning connectedness to the environment and behavioral responsiveness. Further, we characterised three fundamental gaps in DOC research: (1) a lack of mechanistic integration between structural brain damage and abnormal brain function in DOC; (2) a lack of translational bridges between micro- and macro-scale neural phenomena; and (3) an incomplete exploration of possible synergies between data-driven and theory-driven approaches. CONCLUSION: In this white paper, we discuss research priorities that would enable us to begin to close these knowledge gaps. We propose that a fundamental step towards this goal will be to combine translational, multi-scale, and multimodal data, with new biomarkers, theory-driven approaches, and computational models, to produce an integrated account of neural mechanisms in DOC. Importantly, we envision that reciprocal interaction between domains will establish a ""virtuous cycle,"" leading towards a critical vantage point of integrated knowledge that will enable the advancement of the scientific understanding of DOC and consequently, an improvement of clinical practice.",Andrea I. Luppi; Joshua Cain; Lennart R. B. Spindler; Urszula Górska; Daniel Toker; Andrew E. Hudson; Emery N. Brown; Michael N. Diringer; Robert D. Stevens; Marcello Massimini; Martin M. Monti; Emmanuel A. Stamatakis; Mélanie Boly; the Curing Coma Campaign and Its Contributing Collaborators,2021,2021-07-01,Neurocritical Care,10.1007/s12028-021-01281-6,,https://doi.org/10.1007/s12028-021-01281-6,article,['openalex'],"['""world model"" clinical', '""world model"" medicine', '""world model"" patient', '""world model"" physiology', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract
AUD-6fabbd709e44,phrase_absent_random,Establishment and evaluation of a prognostic model for patients with unresectable gastric cancer liver metastases,"BACKGROUND Liver metastases (LM) is the primary factor contributing to unfavorable outcomes in patients diagnosed with gastric cancer (GC). The objective of this study is to analyze significant prognostic risk factors for patients with GCLM and develop a reliable nomogram model that can accurately predict individualized prognosis, thereby enhancing the ability to evaluate patient outcomes. AIM To analyze prognostic risk factors for GCLM and develop a reliable nomogram model to accurately predict individualized prognosis, thereby enhancing patient outcome assessment. METHODS Retrospective analysis was conducted on clinical data pertaining to GCLM (type III), admitted to the Department of General Surgery across multiple centers of the Chinese PLA General Hospital from January 2010 to January 2018. The dataset was divided into a development cohort and validation cohort in a ratio of 2:1. In the development cohort, we utilized univariate and multivariate Cox regression analyses to identify independent risk factors associated with overall survival in GCLM patients. Subsequently, we established a prediction model based on these findings and evaluated its performance using receiver operator characteristic curve analysis, calibration curves, and clinical decision curves. A nomogram was created to visually represent the prediction model, which was then externally validated using the validation cohort. RESULTS A total of 372 patients were included in this study, comprising 248 individuals in the development cohort and 124 individuals in the validation cohort. Based on Cox analysis results, our final prediction model incorporated five independent risk factors including albumin levels, primary tumor size, presence of extrahepatic metastases, surgical treatment status, and chemotherapy administration. The 1-, 3-, and 5-years Area Under the Curve values in the development cohort are 0.753, 0.859, and 0.909, respectively; whereas in the validation cohort, they are observed to be 0.772, 0.848, and 0.923. Furthermore, the calibration curves demonstrated excellent consistency between observed values and actual values. Finally, the decision curve analysis curve indicated substantial net clinical benefit. CONCLUSION Our study identified significant prognostic risk factors for GCLM and developed a reliable nomogram model, demonstrating promising predictive accuracy and potential clinical benefit in evaluating patient outcomes.",Zheng-Yao Chang; Wen-Xing Gao; Yue Zhang; Wen Zhao; Di Wu; Lin Chen,2024,2024,World Journal of Clinical Cases,10.12998/wjcc.v12.i13.2182,,https://doi.org/10.12998/wjcc.v12.i13.2182,journal-article,['crossref'],"['""clinical world model""', '""world model"" clinical']",registered,world-model phrase absent from title and abstract
AUD-8c5a4ed18d25,phrase_absent_random,20 Years of Aberrant Salience in Psychosis: What Have We Learned?,"Twenty years ago Shitij Kapur's "" Psychosis as a state of aberrant salience "" captured the attention of clinicians and cognitive and behavioral neuroscientists. It has become the de facto way of talking about delusion formation in labs and clinics. Here, evidence for this theory is critically evaluated in consideration of evolving data since its publication. A particular focus is placed on its specific predictions regarding the neural and behavioral loci of dopamine dysfunction in psychosis and finds them lacking. This examination is informed by recent advances in the understanding of the function of the dopamine system and its impacts on behavior following the explosion of new tools and probes for precise measurement and manipulation of dopaminergic circuits. Contemporary theories that have developed since Kapur-which suggest a role for dopamine in belief formation, belief updating under uncertainty, and abductive inference to the best explanation for some set of circumstances-are argued to form a more cogent theory that fits better with the work in patients with delusions and hallucinations, how they behave, and what is known about the function of their dopamine system. The original salience hypothesis has been influential as it attempted to unite neurochemical dysfunction with clinical phenomenology through computational cognitive neuroscience, which has led to the development of novel predictions that the authors highlight as future directions for the field.","Corlett PR, Fraser KM.",2025,2025-03-26,,10.1176/appi.ajp.20240556,,https://europepmc.org/article/MED/40134268,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-288df7565405,phrase_absent_random,Aneurysmal Subarachnoid Hemorrhage; Early Surgery; Neurosurgeons Experience; Patient Outcome,,Çağrı Elbir; Göktuğ Ülkü; Habibullah Dolgun; Oğuz Kağan Demirtaş; Mehmet Erhan Türkoğlu,2025,2025,World Neurosurgery,10.1016/j.wneu.2024.11.092,,https://doi.org/10.1016/j.wneu.2024.11.092,journal-article,['crossref'],"['""patient world model""', '""world model"" patient']",registered,world-model phrase absent from title and abstract
AUD-9f287ad93072,phrase_absent_random,Establishment and verification of prediction model of occult peritoneal metastasis in advanced gastric cancer,"Abstract Background To investigate the risk factors associated with the development of occult peritoneal metastasis in advanced gastric cancer, and establish and externally validate a nomogram for predicting the occurrence of occult peritoneal metastasis in patients with advanced gastric cancer. Methods A total of 111 patients with advanced gastric cancer who underwent laparoscopic exploration or peritoneal lavage cytology examination at the Affiliated Drum Tower Hospital of Nanjing University Medical School from August 2014 to December 2021 were retrospectively analyzed. The patients diagnosed between 2019 and 2021 were assigned to the training set ( n = 64), while those diagnosed between 2014 and 2016 constituted the external validation set ( n = 47). In the training set, patients were classified into two groups based on preoperative imaging and postoperative pathological data: the occult peritoneal metastasis group (OPMG) and the peritoneal metastasis negative group (PMNG). In the validation set, patients were classified into the occult peritoneal metastasis group (CY1P0, OPMG) and the peritoneal metastasis negative group (CY0P0, PMNG) based on peritoneal lavage cytology results. A nomogram was constructed using univariate and multivariate analyses. The performance of the nomogram was evaluated using Harrell’s C-index, the area under the receiver operating characteristic curve (AUC), decision curve analysis (DCA), and calibration plots. Results This study analyzed 22 potential variables of OPM in 111 gastric cancer patients who underwent laparoscopic exploration or peritoneal lavage cytology examination. Logistic regression analysis results showed that Lauren classification, CLDN18.2 score and CA125 were independent risk factors for OPM in patients with gastric cancer. We developed a simple and easy-to-use prediction nomogram of occult peritoneal metastasis in advanced gastric cancer. This nomogram had an excellent diagnostic performance. The AUC of the bootstrap model in the training set was 0.771 and in the validation set was 0.711. This model showed a good fitting and calibration and positive net benefits in decision curve analysis. Conclusion We have developed a prediction nomogram of OPM for gastric cancer. This novel nomogram has the potential to enhance diagnostic accuracy for occult peritoneal metastasis in gastric cancer patients.",Hengfei Gao; Kangkang Ji; Linsen Bao; Hao Chen; Chen Lin; Min Feng; Liang Tao; Meng Wang,2023,2023,World Journal of Surgical Oncology,10.1186/s12957-023-03188-2,,https://doi.org/10.1186/s12957-023-03188-2,journal-article,['crossref'],"['""surgical world model""']",registered,world-model phrase absent from title and abstract
AUD-06020daee0f4,phrase_absent_random,Prelims,,,2023,2023,World Healthcare Cooperatives: Challenges and Opportunities,10.1108/978-1-80455-774-720231013,,https://doi.org/10.1108/978-1-80455-774-720231013,other,['crossref'],"['""healthcare world model""']",registered,world-model phrase absent from title and abstract
AUD-4271bfe394e6,phrase_absent_random,Mannitol-facilitated entry of vancomycin into the central nervous system inhibits neuroinflammation in a rat model of MRSA intracranial infection by modulating brain endothelial cells,,Yin Wen; Zhiwei Su; Huishan Zhu; Mengting Liu; Zhuo Li; Shiying Zhang; Shuangming Cai; Jiaqi Tang; Hongguang Ding; Hongke Zeng,2025,2025,World Journal of Emergency Medicine,10.5847/wjem.j.1920-8642.2025.057,,https://doi.org/10.5847/wjem.j.1920-8642.2025.057,journal-article,['crossref'],"['""world model"" medicine']",registered,world-model phrase absent from title and abstract
AUD-50acec798fd1,phrase_absent_random,Network Public Opinion Prediction and Control Based on Edge Computing and Artificial Intelligence New Paradigm,"In this paper, an adaptive edge service placement mechanism based on online learning and a predictive edge service migration method based on factor graph model are proposed to solve the edge computing service placement problem from the edge computing dimension. First, the time series of the development of online chaotic public opinion is a platform for vectorized collection of keyword index trends using the theory of chaotic phase space reconstruction. Secondly, it is necessary to use the main index method to judge whether the time series has the chaotic characteristics of the network public opinion data. The simulation results show that network public opinion is the development characteristic of chaotic time series. Finally, the prediction model is improved by using complex network topology. Through the simulation experiment of network public opinion and chaotic time series, the results show that the improved model has the advantages of accuracy, rapidity, and self‐adaptability and can be applied to other fields.",Ying Zhu,2021,2021-01-01,Wireless Communications and Mobile Computing,10.1155/2021/5566647,,https://doi.org/10.1155/2021/5566647,article,['openalex'],"['""world model"" medicine']",open-access,world-model phrase absent from title and abstract
AUD-1b17af3adfb3,phrase_absent_random,A model for human action potential dynamics in vivo,"Computational modeling based on experimental data remains an important component in cardiac electrophysiological research, especially because clinical data such as human action potential (AP) dynamics are scarce or limited by practical or ethical concerns. Such modeling has been used to develop and test a variety of mechanistic hypotheses, with the majority of these studies involving the rate dependence of AP duration (APD) including APD restitution and conduction velocity (CV). However, there is very little information regarding the complex dynamics at the boundary of repolarization (or refractoriness) and reexcitability. Here, we developed a “minimal” ionic model of the human AP, based on in vivo human monophasic AP (MAP) recordings obtained during clinical programmed electrical stimulation (PES) to address the progressive decrease in AP take-off potential (TOP) and associated CV slowing seen during three tightly spaced extrastimuli. Recent voltage-clamp data demonstrating the effect of intracellular calcium on sodium current availability were incorporated and were required to reproduce large (>15 mV) elevations in take-off potential and progressive encroachment. Introducing clinically observed APD gradients into the model enabled us to replicate the dynamic response to PES in patients leading to conduction block and reentry formation for the positive, but not the negative, APD gradient. Finally, we modeled the dynamics of reentry and show that spiral waves follow a meandering trajectory with a period of ~180 ms. We conclude that our model reproduces a variety of electrophysiological behavior including the response to sequential premature stimuli and provides a basis for studies of the initiation of reentry in human ventricular tissue. NEW & NOTEWORTHY This work presents a new model of the action potential of the human which reproduces the complex dynamics during premature stimulation in patients.",Richard A. Gray; Michael R. Franz,2020,2020,American Journal of Physiology-Heart and Circulatory Physiology,10.1152/ajpheart.00557.2019,,https://doi.org/10.1152/ajpheart.00557.2019,journal-article,['crossref'],"['""world model"" physiology']",registered,world-model phrase absent from title and abstract
AUD-e40d21c08202,phrase_absent_random,التقرير العالميّ عن سلامة المرضى 2024,,,2025,2025,World Health Organization,10.2471/b09408,,https://doi.org/10.2471/b09408,monograph,['crossref'],"['""patient world model""', '""world model"" patient']",registered,world-model phrase absent from title and abstract
AUD-1b6232cf83eb,phrase_absent_random,Risk prediction model for distinguishing Gram-positive from Gram-negative bacteremia based on age and cytokine levels: A retrospective study,"Inflammatory myofibroblastic tumor (IMT) of the biliary tract is rare, and often difficult to diagnose or to distinguish from other tumors due to its atypical clinical presentation and nonspecific radiological features. Histologically, IMTs are (myo)fibroblastic neoplasms with a prominent inflammatory infiltrate. They are characterized by receptor tyrosine kinase gene rearrangements, most often involving an anaplastic lymphoma kinase (ALK ) translocation. The final diagnosis of IMT depends on histopathology and immunohistochemical examination. In this manuscript, we provide a clinical and morphomolecular overview of IMT and the difficulties that may arise in using immunohistochemical and molecular techniques in diagnosing IMT.",Wen Zhang; Tao Chen; Hua-Jun Chen; Ni Chen; Zhou-Xiong Xing; Xiao-Yun Fu,2023,2023,World Journal of Clinical Cases,10.12998/wjcc.v11.i20.4833,,https://doi.org/10.12998/wjcc.v11.i20.4833,journal-article,['crossref'],"['""clinical world model""', '""world model"" clinical']",registered,world-model phrase absent from title and abstract
AUD-b1183b03bba3,phrase_absent_random,Neural Associative Skill Memories for Safer Robotics and Modeling Human Sensorimotor Repertoires.,"Modern robots face a challenge shared by biological systems: how to learn and adaptively express multiple sensorimotor skills. A key aspect of this is developing an internal model of expected sensorimotor experiences to detect and react to unexpected events, guiding self-preserving behaviors. Associative skill memories (ASMs) address this by linking movement primitives to sensory feedback, but existing implementations rely on hard-coded libraries of individual skills. A key unresolved problem is how a single neural network can learn a repertoire of skills while enabling integrated fault detection and context-aware execution. Here we introduce neural associative skill memories (neural ASMs), a framework that uses self-supervised temporal predictive coding to integrate skill learning and expression using biologically plausible local learning rules. Unlike traditional ASMs, which require explicit skill selection, neural ASMs implicitly recognize and express skills through contextual inference, enabling fault detection using ""predictive surprise"" across the entire learned repertoire. Compared to recurrent neural networks trained using backpropagation through time, our model achieves comparable qualitative performance in skill memory expression while using local learning rules and predicts a biologically relevant speed-versus-accuracy trade-off. By integrating fault detection, reactive control, and skill expression into a single energy-based architecture, neural ASMs contribute to safer, self-preserving robotics and provide a computational lens to study biological sensorimotor learning.","Mahajan P, Tang M, Li TE, Havoutis I, Seymour B.",2025,2025-12-01,,10.1162/neco.a.1475,,https://europepmc.org/article/MED/41237387,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-9838e164c462,phrase_absent_random,Optimization method and experimental research on attitude adjustment scheme of attitude adaptive rescue robot.,"To improve the space attitude adjustment efficiency of the robot designed in this study, the average water level height variation of each ballast tank during the rescue process and the ballast water filling mass before the rescue process are taken as optimization variables, the minimal ballasting time during rescue process as the optimisation objective, and the heel and trim inclination angle, and stability in the rescue process as the constraint conditions. For the first time, an optimization method of a rescue robot space attitude adjustment scheme based on a dynamic programming algorithm is proposed. Relevant experiments and data collection were carried out with a model robot with a physical ratio of 1:2. MATLAB simulation and model robot experimental results show that compared with an empirical scheme, the total deployment time and ballast water total allocation mass are reduced by 11.07% and 30.79%, respectively, and the heel and trim angle variation stability is increased by 4.18% and 8.67%, respectively. The optimization model and algorithm are beneficial to improve the space attitude adjustment efficiency and stability of the rescue robot in this paper, and it is also easier to transfer to other fields of ballast water allocation, which has strong practical engineering significance.","Wang S, Pan D, Zhou Z, Yu H, Ma X, Fang G.",2022,2022-10-26,,10.1038/s41598-022-22991-7,,https://europepmc.org/article/MED/36289361,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
