"audit_id","stratum","title","decision","corpus_type","reason_code","rationale","confidence"
"AUD-1234afd434c4","medical_term_absent_random","Robust Enough? Exploring Temperature-Constrained Energy Transition Pathways under Climate Uncertainty","exclude","empirical","wrong_domain","The modeled system is energy transition under climate uncertainty, not medicine.","high"
"AUD-32f394dc7de6","medical_term_absent_random","KRVF: A Source-Aware Semantic Voxel World Representation for Edge Mobile Manipulation","exclude","empirical","wrong_domain","The world representation supports mobile robot manipulation rather than a medical environment.","high"
"AUD-3346d1d76efb","medical_term_absent_random","On a Unified Three-Clock World Model","exclude","not_applicable","wrong_domain","The operational framework concerns physics, clocks, and record formation rather than medicine.","high"
"AUD-3b05eed7fba9","medical_term_absent_random","SPF ICE: A Novel Approach to Predict the Optimal Amount of Silica to Preserve Glaciers Using Reinforcement Learning","exclude","empirical","wrong_domain","The reinforcement-learning environment simulates glacier preservation rather than medical dynamics.","high"
"AUD-58db7f857f13","medical_term_absent_random","Discrete World Models via Regularization","exclude","empirical","wrong_domain","The method is evaluated on generic combinatorial benchmarks without medical data.","high"
"AUD-6dd65975e8f1","medical_term_absent_random","Research on Risk Propagation in Fresh E-commerce Supply Chain Based on Complex Networks","exclude","empirical","wrong_domain","The modeled dynamics concern an e-commerce supply chain rather than medicine.","high"
"AUD-fddb36def947","medical_term_absent_random","Robust agents learn causal world models","exclude","not_applicable","wrong_domain","The work is a general theoretical result about agents and causal models with no medical setting.","high"
"AUD-aa7323c20f13","medical_term_absent_random","Learning to Allocate Incentives for Incentivized Advertising via Offline Model-Based Reinforcement Learning","exclude","empirical","wrong_domain","The model-based reinforcement-learning application is advertising rather than medicine.","high"
"AUD-ecac6039f42b","medical_term_absent_random","Thrifty World Models for Applying Machine Learning in the Design of Complex Biosocial–Technical Systems","exclude","empirical","wrong_domain","The evaluated world model predicts road-traffic accidents as a system-design problem rather than patient or biomedical dynamics.","medium"
"AUD-1ae32c7a891f","medical_term_absent_random","R-AIF: Solving Sparse-Reward Robotic Tasks from Pixels with Active Inference and World Models","exclude","empirical","wrong_domain","The models solve generic robotic-control tasks and do not involve medicine.","high"
"AUD-3547fef6e72d","medical_term_absent_random","Active Inference as a Model of Agency","exclude","not_applicable","wrong_domain","The paper is a general theoretical account of agency rather than a medical model.","high"
"AUD-b2d23387165b","medical_term_absent_random","Inside insight: decoding how insight emerges from competing world models","exclude","empirical","wrong_domain","The mouse study models general insight learning rather than a medical or disease process.","medium"
"AUD-c90be500acba","medical_term_absent_random","Comparison of Graph-based Model Transformation Rules.","exclude","empirical","wrong_domain","The topic is graph-based software model transformation rather than medicine.","high"
"AUD-144e1a6e24b3","medical_term_absent_random","What Makes a Virtual Cell a World Model? Three Gaps, Three Experiments, and a Roadmap","include","empirical","include_empirical","The biomedical framework includes three empirical experiments evaluating cellular representation, iterative dynamics, and intervention effects.","high"
"AUD-ab23b3ce8560","medical_term_absent_random","Exploring Interdisciplinary Relationships Among King Abdulaziz University Departments via ResearchGate: Network Analysis and Visualizations","exclude","empirical","wrong_domain","The network analysis concerns university departments rather than medical dynamics.","high"
"AUD-e2dc30000286","medical_term_absent_random","From Res Cogitans to Digital Twins: Large Language Models, Large World Models, and the Illusion of Consciousness in the Brazilian Jiu-Jitsu Singularity","exclude","not_applicable","wrong_domain","The title indicates a philosophical AI discussion outside medical or biomedical modeling.","high"
"AUD-df558f63a5f3","medical_term_absent_random","INTERNATIONAL EXPERIENCE OF THE UNIVERSITIES OF THE THIRD AGE: CODE FOR SUCCESS","exclude","review","wrong_domain","The topic concerns educational institutions for older adults rather than medical modeling.","high"
"AUD-c9a06e286392","medical_term_absent_random","Causal Cartographer: From Mapping to Reasoning Over Counterfactual Worlds","exclude","empirical","wrong_domain","The causal framework addresses generic real-world relationships and contains no medical evaluation.","high"
"AUD-429ced15b8c2","medical_term_absent_random","World Models for Autonomous Driving: An Initial Survey","exclude","review","wrong_domain","The survey is explicitly about autonomous driving rather than medical world models.","high"
"AUD-108a22871dcf","medical_term_absent_random","Subspace-Decomposed JEPAs: Disentangling Progression and Content in Latent World Models","exclude","empirical","wrong_domain","The JEPA is evaluated on generic control benchmarks and not medical or biomedical data.","high"
"AUD-920cf6e7f928","medical_term_absent_random","Endogenizing Politics – The GLOBUS World Model","exclude","empirical","wrong_domain","The world model concerns political systems rather than medicine.","high"
"AUD-10b87589899a","medical_term_absent_random","Silent Failures in Physical AI: A Literature Review of Runtime Action Authorization for Autonomous Systems","exclude","review","wrong_domain","The review addresses safety of autonomous physical systems rather than healthcare world models.","high"
"AUD-581a4ca6da92","medical_term_absent_random","Human–Artificial Intelligence Systems: How Human Survival First Principles Influence Machine Learning World Models","exclude","not_applicable","wrong_domain","The conceptual analysis concerns organizational world models and machine learning rather than medicine.","high"
"AUD-f02e4bfec298","medical_term_absent_random","A Comparative Study of Situation Awareness-Based Decision-Making Model Reinforcement Learning Adaptive Automation in Evolving Conditions","exclude","empirical","wrong_domain","The adaptive models are evaluated in safety-critical engineering contexts such as air traffic and energy distribution.","high"
"AUD-1d5e71c89b6c","medical_term_absent_random","The End of ‘Heavenly Writing’, or: Speech of the Dead Christ down from the Universe That There Is No God (1796)","exclude","not_applicable","wrong_domain","The title is literary or philosophical and unrelated to medical modeling.","high"
"AUD-df915604bded","medical_term_absent_random","Pre-training Contextualized World Models with In-the-wild Videos for Reinforcement Learning","exclude","empirical","wrong_domain","The world model is evaluated in robotics, locomotion, and autonomous driving rather than medicine.","high"
"AUD-820e55433d4d","medical_term_absent_random","Causal-rCM: A Unified Teacher-Forcing and Self-Forcing Open Recipe for Autoregressive Diffusion Distillation in Streaming Video Generation and Interactive World Models","exclude","empirical","wrong_domain","The method concerns streaming video generation and physical-AI world models without medical data.","high"
"AUD-df241a0f5983","medical_term_absent_random","Active inference and artificial reasoning","exclude","empirical","wrong_domain","The experiments use synthetic discrete reasoning paradigms rather than medical environments.","high"
"AUD-1cf85149dc57","medical_term_absent_random","How Well Do Latent World Models Understand Partially Observable Safety Constraints?","exclude","empirical","wrong_domain","The study evaluates robot cooking and manipulation safety rather than medical dynamics.","high"
"AUD-931b7fbbff03","medical_term_absent_random","Does Everyone Have ADHD? the Evidence for AttentionDeficit/Hyperactivity Disorder as an Evolutionarily Adaptive Behaviour Originating in the Middle-Upper Paleolithic Period","exclude","not_applicable","wrong_domain","The abstract discusses Buddhist cosmography and does not describe a medical dynamics model.","high"
"AUD-14e853f61de6","medical_term_absent_random","Learning from Random Demonstrations: Offline Reinforcement Learning with Importance-Sampled Diffusion Models","exclude","empirical","wrong_domain","The world-model method is evaluated in generic D4RL environments without medical data.","high"
"AUD-6e21daf874db","medical_term_absent_random","Effects of Teacher Licensing on Educators’ Professionalism in Global Context: Sindh Case in Local Experts' Perceptions","exclude","empirical","wrong_domain","The study concerns teacher licensing and education rather than medicine.","high"
"AUD-12eef56fc6be","medical_term_absent_random","Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction","include","empirical","include_empirical","The model learns action-conditioned cellular state transitions and evaluates temporal fate and perturbation prediction on biological datasets.","high"
"AUD-a371224e195e","medical_term_absent_random","Propuesta Académica y Científica","exclude","not_applicable","wrong_domain","The title denotes an academic and scientific proposal with no indication of medical world-model evaluation.","medium"
"AUD-0676369f6030","medical_term_absent_random","What a World Model Represents Is Three Questions","exclude","empirical","wrong_domain","The experiments test generic latent representations in controlled environments without medical data.","high"
"AUD-f57b6b7bd582","medical_term_absent_random","Tracing Buddhist Responses to the Crisis of Cosmography","exclude","review","wrong_domain","The topic is Buddhist cosmography rather than medicine or biomedicine.","high"
"AUD-18e5052f30fa","medical_term_absent_random","The evolutionary puzzle of Escherichia coli ST131.","exclude","review","review_not_primary","The review uses 'real-world model' metaphorically for pathogen evolution and is not about computational medical world models.","high"
"AUD-90cdc2ad73d0","publisher_policy_correction","Medical World Model: From Passive Prediction to Active Simulation in Medicine","include","review","include_review","The paper centrally defines medical world models, organizes a capability taxonomy, and synthesizes evidence and translation requirements.","high"
