audit_id,stratum,title,decision,corpus_type,reason_code,rationale,confidence
AUD-c02f46a818ab,medical_term_absent_random,Shared Voxel-Map-Based Cooperative Indoor UAV Guidance with a Multi-Agent Soft Actor-Critic Controller,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-8928e898d047,medical_term_absent_random,Aquatic Ferrous Solutions of Prebiotic Mineral Salts as Strong UV Protectants and Possible Loci of Life Origin.,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-1234afd434c4,medical_term_absent_random,Robust Enough? Exploring Temperature-Constrained Energy Transition Pathways under Climate Uncertainty,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-32f394dc7de6,medical_term_absent_random,KRVF: A Source-Aware Semantic Voxel World Representation for Edge Mobile Manipulation,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-3346d1d76efb,medical_term_absent_random,On a Unified Three-Clock World Model,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-3b05eed7fba9,medical_term_absent_random,SPF ICE: A Novel Approach to Predict the Optimal Amount of Silica to Preserve Glaciers Using Reinforcement Learning,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-58db7f857f13,medical_term_absent_random,Discrete World Models via Regularization,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-6dd65975e8f1,medical_term_absent_random,Research on Risk Propagation in Fresh E-commerce Supply Chain Based on Complex Networks,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-fddb36def947,medical_term_absent_random,Robust agents learn causal world models,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-aa7323c20f13,medical_term_absent_random,Learning to Allocate Incentives for Incentivized Advertising via Offline Model-Based Reinforcement Learning,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-ecac6039f42b,medical_term_absent_random,Thrifty World Models for Applying Machine Learning in the Design of Complex Biosocial–Technical Systems,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-1ae32c7a891f,medical_term_absent_random,R-AIF: Solving Sparse-Reward Robotic Tasks from Pixels with Active Inference and World Models,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-3547fef6e72d,medical_term_absent_random,Active Inference as a Model of Agency,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-b2d23387165b,medical_term_absent_random,Inside insight: decoding how insight emerges from competing world models,include,empirical,include_empirical,Learns latent transitions between competing world models from mouse behavior and evaluates rule-shift dynamics.,medium
AUD-c90be500acba,medical_term_absent_random,Comparison of Graph-based Model Transformation Rules.,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-144e1a6e24b3,medical_term_absent_random,"What Makes a Virtual Cell a World Model? Three Gaps, Three Experiments, and a Roadmap",include,empirical,include_empirical,"Defines virtual-cell world models and reports experiments on dynamics, interventions, and multimodal effects.",medium
AUD-ab23b3ce8560,medical_term_absent_random,Exploring Interdisciplinary Relationships Among King Abdulaziz University Departments via ResearchGate: Network Analysis and Visualizations,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-e2dc30000286,medical_term_absent_random,"From Res Cogitans to Digital Twins: Large Language Models, Large World Models, and the Illusion of Consciousness in the Brazilian Jiu-Jitsu Singularity",exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-df558f63a5f3,medical_term_absent_random,INTERNATIONAL EXPERIENCE OF THE UNIVERSITIES OF THE THIRD AGE: CODE FOR SUCCESS,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-c9a06e286392,medical_term_absent_random,Causal Cartographer: From Mapping to Reasoning Over Counterfactual Worlds,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-429ced15b8c2,medical_term_absent_random,World Models for Autonomous Driving: An Initial Survey,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-108a22871dcf,medical_term_absent_random,Subspace-Decomposed JEPAs: Disentangling Progression and Content in Latent World Models,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-920cf6e7f928,medical_term_absent_random,Endogenizing Politics – The GLOBUS World Model,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-10b87589899a,medical_term_absent_random,Silent Failures in Physical AI: A Literature Review of Runtime Action Authorization for Autonomous Systems,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-581a4ca6da92,medical_term_absent_random,Human–Artificial Intelligence Systems: How Human Survival First Principles Influence Machine Learning World Models,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-f02e4bfec298,medical_term_absent_random,A Comparative Study of Situation Awareness-Based Decision-Making Model Reinforcement Learning Adaptive Automation in Evolving Conditions,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-1d5e71c89b6c,medical_term_absent_random,"The End of ‘Heavenly Writing’, or: Speech of the Dead Christ down from the Universe That There Is No God (1796)",exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-df915604bded,medical_term_absent_random,Pre-training Contextualized World Models with In-the-wild Videos for Reinforcement Learning,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-820e55433d4d,medical_term_absent_random,Causal-rCM: A Unified Teacher-Forcing and Self-Forcing Open Recipe for Autoregressive Diffusion Distillation in Streaming Video Generation and Interactive World Models,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-df241a0f5983,medical_term_absent_random,Active inference and artificial reasoning,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-1cf85149dc57,medical_term_absent_random,How Well Do Latent World Models Understand Partially Observable Safety Constraints?,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-931b7fbbff03,medical_term_absent_random,Does Everyone Have ADHD? the Evidence for AttentionDeficit/Hyperactivity Disorder as an Evolutionarily Adaptive Behaviour Originating in the Middle-Upper Paleolithic Period,exclude,not_applicable,no_primary_empirical_evaluation,The record lacks a qualifying primary empirical evaluation of medical world-model capabilities.,medium
AUD-14e853f61de6,medical_term_absent_random,Learning from Random Demonstrations: Offline Reinforcement Learning with Importance-Sampled Diffusion Models,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-6e21daf874db,medical_term_absent_random,Effects of Teacher Licensing on Educators’ Professionalism in Global Context: Sindh Case in Local Experts' Perceptions,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-12eef56fc6be,medical_term_absent_random,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,include,empirical,include_empirical,Learns action-conditioned cellular state transitions and evaluates developmental and perturbation predictions.,medium
AUD-a371224e195e,medical_term_absent_random,Propuesta Académica y Científica,exclude,not_applicable,no_primary_empirical_evaluation,The record lacks a qualifying primary empirical evaluation of medical world-model capabilities.,high
AUD-0676369f6030,medical_term_absent_random,What a World Model Represents Is Three Questions,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-f57b6b7bd582,medical_term_absent_random,Tracing Buddhist Responses to the Crisis of Cosmography,exclude,not_applicable,wrong_domain,The title and abstract concern a nonmedical application rather than medical or biomedical dynamics.,high
AUD-18e5052f30fa,medical_term_absent_random,The evolutionary puzzle of Escherichia coli ST131.,exclude,not_applicable,review_not_primary,The review's primary topic is not medical or healthcare world models.,high
AUD-90cdc2ad73d0,publisher_policy_correction,Medical World Model: From Passive Prediction to Active Simulation in Medicine,include,review,include_review,Medical world models are the primary topic and the paper provides a capability and evidence framework.,high
