audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason
AUD-fefc1104299d,primary_phrase_filter_residual,Graph Engineering in the Era of LLM Agents: From Individual Intelligence to System Intelligence,"LLMs have evolved from language generators to autonomous agents capable of complex, long-horizon tasks. This evolution has produced paradigms including Prompt Engineering to elicit model capabilities, Context Engineering to manage information access, Harness Engineering to organize external tools and resources, and Loop Engineering to support continual reflection and self-improvement. Yet as tasks grow more complex, individual intelligence faces a fundamental limit: many tasks require heterogeneous expertise, interdependent subtasks, parallel execution, independent verification, and persistent state, exceeding any single agent's organizational capacity. Augmenting one agent's capabilities or context cannot resolve this architectural mismatch; intelligence must instead be distributed across specialized agents and organized at the system level. We call this System Intelligence: an agent system's ability to organize and coordinate multiple intelligent components into a coherent, adaptive whole pursuing a shared objective. Achieving it requires more than adding agents; it demands explicit structures to organize work, coordinate heterogeneous agents, and maintain evolving execution states. We introduce Graph Engineering, an emerging paradigm for next-generation agent systems. Unlike prior paradigms that mainly optimize individual interactions or agent-level behavior, Graph Engineering constructs explicit, dynamic, evolving graph structures representing tasks, agents, and system states. These abstractions provide a unified foundation for organizing complex objectives, orchestrating heterogeneous agents, modeling system dynamics, and enabling scalable agent evolution. We systematically review the principles, methodologies, and applications of Graph Engineering for LLM agents. Related papers, open-source data, and projects are collected at https://github.com/DEEP-JLU/Awesome-Graph-Engineering.",Yuyuan Feng; Zhiyi Xiang; Chaobin Yang; Qichao Ma; Zerui Chen; Yujing Zhang; Ke Huang; Chuanjie Wu; Zhaoxu Liu; Yili Wang; Xin He; Jiapu Wang; Zijin Hong; Hao Chen; Yuanchen Bei; Kun Wang; Shengyuan Chen; Ningyu Zhang; Enyan Dai; Linhao Luo; Qingyi Pan; Qi Wang; Wenqi Fan; Guangjing Wang; Na Zou; Yangqiu Song; Xin Wang; Zechao Li; Xia Hu; Qing Li; Xiao Huang; Zhihong Zhang; Jinsong Su; Qinggang Zhang; Yi Chang,2026,2026-08-21,arXiv (Cornell University),10.48550/arxiv.2608.21156,2608.21156,https://arxiv.org/abs/2608.21156,preprint,['openalex'],"['""world model"" EHR']",open-access,world-model phrase absent from title and abstract
AUD-12e21c5f7cfb,primary_medical_filter_residual,GroupToM-Bench: Benchmarking Group Theory of Mind and Nonlinear Social Emergence in MLLMs,"True general intelligence requires not only a model of the physical world but also a social world model: the capacity to infer how individual mental states interact and crystallize into group-level outcomes. Despite notable progress in individual-level Theory of Mind (ToM) reasoning, existing multimodal large language models fail at this broader task. Collective behavior emerges non-linearly from social tensions, conformity dynamics, and structural constraints, meaning it cannot be recovered by merely summing individual intentions. We present GroupToM-Bench, the first multimodal benchmark for group-level ToM, built around a causal chain spanning micro-level BDI states (belief, desire, intention), meso-level group tension and structural constraints, and macro-level outcome prediction and mechanistic attribution. To probe this full arc, we develop a seven-level cognitive audit framework. Experiments reveal a gap between current models and human baselines, highlighting a failure to process social structures and non-linear collective dynamics.",Weidong Tang; Jierui Li; 侯月玲; Zihan Mei; Can Zhang; Xinyan Wan; Zhiyuan Liang; Pengfei Zhou; Yang You; Wangbo Zhao,2026,2026-06-02,arXiv (Cornell University),,2606.04184,https://arxiv.org/abs/2606.04184,preprint,['openalex'],"['""world model"" clinical']",open-access,medical-domain term absent from title and abstract
AUD-ff66a2829b7b,primary_phrase_filter_residual,GSEM: Graph-based Self-Evolving Memory for Experience Augmented Clinical Reasoning,"Clinical decision-making agents can benefit from reusing prior decision experience. However, many memory-augmented methods store experiences as independent records without explicit relational structure, which may introduce noisy retrieval, unreliable reuse, and in some cases even hurt performance compared to direct LLM inference. We propose GSEM (Graph-based Self-Evolving Memory), a clinical memory framework that organizes clinical experiences into a dual-layer memory graph, capturing both the decision structure within each experience and the relational dependencies across experiences, and supporting applicability-aware retrieval and online feedback-driven calibration of node quality and edge weights. Across MedR-Bench and MedAgentsBench with two LLM backbones, GSEM achieves the highest average accuracy among all baselines, reaching 70.90\% and 69.24\% with DeepSeek-V3.2 and Qwen3.5-35B, respectively. Code is available at https://github.com/xhan1022/gsem.",Xiao Han; Yuzheng Fan; Sendong Zhao; Haochun Wang; Bing Qin,2026,2026-03-23,arXiv (Cornell University),,2603.22096,http://arxiv.org/abs/2603.22096,preprint,['openalex'],"['""world model"" clinical']",open-access,world-model phrase absent from title and abstract
AUD-e4bc47d9a844,primary_phrase_filter_residual,Guideline Adherence Following On-Site Versus Telestroke Consultation for Stroke Due to Intracranial Atherosclerosis,"ABSTRACT Background Telestroke evaluation and treatment programs are a promising option for geographically underserved populations. Adherence to guideline-based secondary prevention measures among telestroke programs remains understudied, particularly for patients with symptomatic intracranial atherosclerosis. The primary objective of this study was to evaluate whether routine telestroke consultation provides guideline-concordant management comparable to on-site vascular neurology consultation. Methods This retrospective cohort review identified patients with stroke due to intracranial atherosclerosis within a single healthcare system comprising nine hospitals, including two comprehensive stroke centers with on-site stroke coverage and seven sites with remote telestroke coverage. Data was collected from January 2019 to December 2023. Adherence to guideline-based quality indicators was determined using four primary outcome measures including rates of permissive hypertension, high-intensity statin prescription at discharge, time to initiation of first antiplatelet medications, and appropriate antithrombotic therapy at discharge. Results A total of 132 patients were included in the final analysis (median age, 69 years; 65 female [49.2], 67 male [50.8%]), with 87 patients evaluated and managed on-site and 45 via telestroke. Guideline adherence was similar between groups for permissive hypertension and discharge antithrombotic therapy. Patients managed via telestroke were more likely to receive high-intensity statins at discharge (absolute difference 27.1% (95% CI 11.4, 42.8)) and received antiplatelet therapy earlier than patients managed on-site. Conclusion In this multisite, single-system cohort, routine telestroke consultation was associated with similar or greater adherence to selected guideline-based management measures compared with on-site vascular neurology consultation. KEY MESSAGES What is already known on this topic Telestroke networks provide stroke expertise to rural areas. What this study adds Routine telestroke consultation for stroke due to intracranial atherosclerosis was associated with similar or greater adherence to selected guideline-based management measures compared with on-site vascular neurology consultation. How this study might affect research, practice, or policy Expanding routine telestroke coverage may reduce geographic disparities in access to high-quality, guideline-concordant vascular neurology care.",Dawson C Cooper; Abhiram Pillai; E. A. Harty; Natalia Crimmel; Samuel Worrell; Annette Xenopoulos-Oddsson; Erjia Cui; Praveen Hariharan; Margy McCullough‐Hicks,2026,2026-08-10,medRxiv,10.64898/2026.08.06.26359874,,https://doi.org/10.64898/2026.08.06.26359874,preprint,['openalex'],"['""world model"" patient']",open-access,world-model phrase absent from title and abstract
AUD-11a0d2b30b59,primary_phrase_filter_residual,GuideSkill: Evolving Executable LLM Agent Skills for Guideline-Grounded Clinical Reasoning,"Clinical practice guidelines (CPGs) encode diagnostic criteria, but LLM systems typically retrieve guideline text or absorb it through training rather than execute its rules. We introduce GuideSkill, an external reasoning layer that compiles disease-specific criteria into executable functions returning ordinal diagnostic-support scores. GuideSkill-Zero is initialized from guidelines, while GuideSkill-Evo uses case--diagnosis pairs to refine covered skills and add missing diagnoses. At inference, an LLM proposes a differential diagnosis, grounds the features required by each matched skill, and fuses its ranking with the executed skill scores. Across four benchmarks and four backbones, GuideSkill-Zero improves macro-average accuracy over guideline RAG by 13.45% on average. GuideSkill-Evo achieves the highest macro-average for every backbone, improves over direct inference by 18.49% relatively, and increases gold-label skill coverage from 56.5% to 99.5%. On Qwen3.5-9B, it also exceeds the strongest parameter-update baseline by 11.16% without updating the backbone. Expert evaluation further indicates that GuideSkill produces clinically sound and broadly acceptable skills, suggesting that its initialized and evolved rules are reliable and practically meaningful. These results support executable skills as a model-agnostic mechanism for combining guideline-derived procedures with case-derived diagnostic patterns.",Lang Cao; Yuhao Shen; Tianyang Luo; Simo Du; Hao Peng; Yue Guo,2026,2026-07-28,arXiv (Cornell University),,2607.26160,https://arxiv.org/abs/2607.26160,preprint,['openalex'],"['""world model"" EHR', '""world model"" clinical']",open-access,world-model phrase absent from title and abstract
AUD-ad6133fccaa1,primary_medical_filter_residual,Gyan: An Explainable Neuro-Symbolic Language Model,"Transformer based pre-trained large language models have become ubiquitous. There is increasing evidence to suggest that even with large scale pre-training, these models do not capture complete compositional context and certainly not, the full human analogous context. Besides, by the very nature of the architecture, these models hallucinate, are difficult to maintain, are not easily interpretable and require enormous compute resources for training and inference. Here, we describe Gyan, an explainable language model based on a novel non-transformer architecture, without any of these limitations. Gyan achieves SOTA performance on 3 widely cited data sets and superior performance on two proprietary data sets. The novel architecture decouples the language model from knowledge acquisition and representation. The model draws on rhetorical structure theory, semantic role theory and knowledge-based computational linguistics. Gyan's meaning representation structure captures the complete compositional context and attempts to mimic humans by expanding the context to a 'world model'. AI model adoption critically depends on trust and transparency especially in mission critical use cases. Collectively, our results demonstrate that it is possible to create models which are trustable and reliable for mission critical tasks. We believe our work has tremendous potential for guiding the development of transparent and trusted architectures for language models.",Venkat Srinivasan; Vishaal Jatav; Anushka Chandrababu; Geetika Sharma,2026,2026-05-06,arXiv (Cornell University),,2605.04759,https://arxiv.org/abs/2605.04759,preprint,['openalex'],"['""world model"" clinical', '""world model"" medicine']",open-access,medical-domain term absent from title and abstract
AUD-84f36560c6a8,primary_phrase_filter_residual,Główne obszary badań związanych ze sztuczną inteligencją w piśmiennictwie z zakresu architektury informacji i projektowania UX,"Cel/Teza: Obserwowany w ostatnich latach szybki rozwój nowych technologii sztucznej inteligencji (AI) wywołał dyskusje o przyszłości architektury informacji (IA) i pokrewnych dyscyplin projektowych. W artykule podjęto próbę weryfikacji tezy, że rozwój AI w istotny sposób kształtuje pole badań współczesnej architektury informacji i projektowania UX, co prowadzi do tworzenia się nowych obszarów badań oraz identyfikacji najważniejszych z nich. Metody badań: Jako podstawę identyfikacji i charakterystyki tych obszarów wykorzystano ilościową analizę asocjacji słów kluczowych oraz podejście jakościowe, w którym zastosowano metodę krytycznej analizy treści oraz systematycznego przeglądu piśmiennictwa. Analizom poddano piśmiennictwo przedmiotu zarejestrowane w bazie Scopus, obejmujące publikacje wydane w latach 2019–2024 reprezentujące tematy zaindeksowane słowami kluczowymi najczęściej używanymi i najsilniej powiązanymi oraz publikacje najczęściej cytowane. Wnioski: Analiza pozwoliła wyodrębnić sześć obszarów problemowych, które można uznać za główne obszary oddziaływania rozwijającej się technologii AI na badania w zakresie szeroko rozumianej architektury informacji: (1) aplikacje AI wspierające projektowanie IA i UX; (2) projektowanie aplikacji i serwisów sieciowych z funkcjonalnościami opartymi na AI; (3) wykorzystanie IA do organizacji danych dla AI/ML/DL; (4) edukacja projektantów IA i UX w zakresie AI; (5) interakcja człowieka z AI, wytłumaczalna AI i human-centered AI; (6) podstawy teoretyczne i metodologia projektowania IA, UX i inteligentnych produktów cyfrowych.",Barbara Sosińska-Kalata,2026,2026-01-10,Annales Universitatis Paedagogicae Cracoviensis | Studia ad Bibliothecarum Scientiam Pertinentia,10.24917/20811861.23.22,,https://doi.org/10.24917/20811861.23.22,article,['openalex'],"['""world model"" EHR']",open-access,world-model phrase absent from title and abstract
AUD-fb46010da210,primary_phrase_filter_residual,Habitat model based on transvaginal ultrasound images for non-invasive prediction of lymphatic vessel interstitial infiltration in endometrial cancer,,Chen Jiao; Guo Yuanyuan; Huang Jianghua; Zhang Maochun,2026,2026,World Journal of Surgical Oncology,10.1186/s12957-026-04294-7,,https://doi.org/10.1186/s12957-026-04294-7,journal-article,['crossref'],"['""surgical world model""']",registered,world-model phrase absent from title and abstract
AUD-ab0d20e44e16,primary_medical_filter_residual,HalluWorld: A Controlled Benchmark for Hallucination via Reference World Models,"Hallucination remains a central failure mode of large language models, but existing benchmarks operationalize it inconsistently across summarization, question answering, retrieval-augmented generation, and agentic interaction. This fragmentation makes it unclear whether a mitigation that works in one setting reduces hallucinations across contexts. Current benchmarks either require human annotation and fixed references that may be memorized, or rely on observations in settings that are difficult to reproduce. To study root causes, we introduce HalluWorld, an extensible benchmark grounded in an explicit reference-world formulation: a model hallucinates when it produces an observable claim that is false with respect to this world. Building on this view, we construct synthetic and semi-synthetic environments in which the reference world is fully specified, the model's view is controlled, and hallucination labels are generated automatically. HalluWorld spans gridworlds, chess, and realistic terminal tasks, enabling controlled variation of world complexity, observability, temporal change, and source-conflict policy, and disentangling hallucinations into fine-grained error categories. We evaluate frontier and open-weight language models across these settings and find consistent patterns: perceptual hallucination on directly observed information is near-solved for frontier models, while multi-step state tracking and causal forward simulation remain difficult and are not generally solved by extended thinking. In the terminal setting, models also struggle with when to abstain. The uneven profile of failures across probe types and domains suggests that hallucinations arise from distinct failure modes rather than a single capability. Our results suggest that controlled reference worlds offer a scalable and reproducible path toward measuring and reducing hallucinations in modern language models.",Emmy Liu; Varun Gangal; Michael Yu; Zhuofu Tao; Karan Singh Karan Singh; Sachin Kumar; Steven Y. Feng,2026,2026-05-19,arXiv (Cornell University),,2605.19341,https://arxiv.org/abs/2605.19341,preprint,['openalex'],"['""world model"" clinical']",open-access,medical-domain term absent from title and abstract
AUD-68acd70901c8,primary_medical_filter_residual,Hardware-Enforced Semantic Coordination for Safety-Critical Real-Time Autonomous Systems,"Recent advances in agentic AI are producing increasingly complex autonomous systems that integrate large language models, world models, optimization engines, specialized neural architectures, autonomous platforms, and human operators. While much current research focuses on improving reasoning capabilities, safety-critical real-time deployment also requires bounded and verifiable coordination among heterogeneous components operating concurrently under uncertainty. Software-mediated coordination presents fundamental limitations in domains where bounded latency, deterministic coordination, and enforceable safety guarantees are essential. Hence, we propose a hardware-enforced semantic coordination architecture in which selected coordination semantics are implemented directly at the hardware level via field-programmable gate arrays (FPGAs). The approach builds on the Topic-Based Communication Space Petri Net (TB-CSPN) framework, which separates semantic reasoning from interaction management. In this approach, selected TB-CSPN coordination mechanisms are mapped onto FPGA primitives, creating a hardware-native semantic coordination layer. Focus is not on acceleration, but on enforcing temporal synchronization, semantic gating, authorization constraints, and bounded coordination behavior directly in hardware. Semantic reasoning remains adaptive and software-driven, while embedded coordination semantics become deterministic.",Uwe M. Borghoff; P Bottoni; Remo Pareschi,2026,2026-07-02,arXiv (Cornell University),,2607.02376,https://arxiv.org/abs/2607.02376,preprint,['openalex'],"['""world model"" treatment']",open-access,medical-domain term absent from title and abstract
AUD-6f0bb566415e,primary_phrase_filter_residual,HARMONI: Multimodal Personalization of Multi-User Human-Robot Interactions with LLMs,"Existing human-robot interaction systems often lack mechanisms for sustained personalization and dynamic adaptation in multi-user environments, limiting their effectiveness in real-world deployments. We present HARMONI, a multimodal personalization framework that leverages large language models to enable socially assistive robots to manage long-term multi-user interactions. The framework integrates four key modules: (i) a perception module that identifies active speakers and extracts multimodal input; (ii) a world modeling module that maintains representations of the environment and short-term conversational context; (iii) a user modeling module that updates long-term speaker-specific profiles; and (iv) a generation module that produces contextually grounded and ethically informed responses. Through extensive evaluation and ablation studies on four datasets, as well as a real-world scenario-driven user-study in a nursing home environment, we demonstrate that HARMONI supports robust speaker identification, online memory updating, and ethically aligned personalization, outperforming baseline LLM-driven approaches in user modeling accuracy, personalization quality, and user satisfaction.",Jeanne Malecot; Hamed Rahimi; Jeanne Cattoni; Marie Samson; Mouad Abrini; Mahdi Khoramshahi; Maribel Pino; Mohamed Chetouani,2026,2026-01-27,arXiv (Cornell University),,2601.19839,http://arxiv.org/abs/2601.19839,preprint,['openalex'],"['""world model"" patient']",open-access,world-model phrase absent from title and abstract
AUD-8f5d26df9dba,primary_phrase_filter_residual,Harnessing Large Language Models for Reliable Automatic Charlson Comorbidity Index Scoring: A Validation Study,,Lana Mei Borcard; Anna-Katharina Calek; Michael Rebsamen; Benedikt Herzog; Sebastiano Caprara; Mazda Farshad; David E. Bauer,2026,2026-05-25,Research Square,10.21203/rs.3.rs-9116211/v1,,https://doi.org/10.21203/rs.3.rs-9116211/v1,preprint,['openalex'],"['""world model"" EHR']",open-access,world-model phrase absent from title and abstract
AUD-9bf998f85647,primary_phrase_filter_residual,Harnessing Multisensory Perception for the Tomato Agrifood Chain.,"Structural inefficiencies and labor shortages within the global tomato agrifood chain pose significant threats to its economic sustainability. While vision-dominated systems, encompassing structural and spectral dimensions, have pioneered intelligent management, their limitations in environmental robustness and computational overhead necessitate a new approach. Furthermore, dimensional incompleteness remains a challenge in decoding internal states. Multisensory perception, integrating physical (tactile and auditory) and chemical (olfactory and gustatory) modalities, enables the quantitative characterization of tomato physiological states. Based on technological advancements at the leading edge of knowledge, a critical perspective on the mushrooming field of multisensory perception is highlighted. Grounded in the capabilities and bottlenecks of visual perception, the discussion outlines significant progress in multisensory perception, along with its challenges and prospects. Crucially, it delineates the construction pathway of digital fingerprints that couple instrumental sensing signals with human sensory experiences and envisions the landscape of multimodal fusion to address practical challenges. This perspective provides a roadmap for sensorially transparent evaluation systems in the tomato agrifood chain.","Liang JW, Chen YJ, Zhang PX, Feng YL, Barbin DF, Su WH.",2026,2026-07-02,Sensors,10.3390/s26134195,,https://europepmc.org/article/MED/42451436,article,"['europe_pmc', 'openalex']","['""world model"" physiology', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract
AUD-70c79c679e55,primary_phrase_filter_residual,Health system learning enables generalist neuroimaging models.,"Frontier artificial intelligence (AI) models have advanced rapidly through training on internet-scale public data, yet such systems lack access to private clinical data. Neuroimaging is underrepresented in the public domain due to identifiable facial features within magnetic resonance imaging (MRI) and computed tomography (CT) scans, restricting model performance in clinical medicine. Here we show that frontier models underperform on neuroimaging tasks and that learning directly from uncurated data generated during routine clinical care at health systems, a paradigm we call 'health system learning', yields high-performance, generalist neuroimaging models. We introduce NeuroVFM, a visual foundation model trained on 5.24 million clinical MRI and CT volumes using a scalable volumetric predictive architecture. NeuroVFM learns comprehensive representations of brain anatomy and pathology, achieving state-of-the-art performance across multiple clinical tasks, including radiologic diagnosis and report generation. The model embeds MRI and CT scans into a shared neuroanatomic latent space and grounds diagnostic findings. When paired with open-source language models, NeuroVFM generates radiology reports that surpass frontier models in accuracy, clinical triage and expert preference. NeuroVFM reduces hallucinated findings and critical errors, offering safer clinical decision support. These results establish health system learning as a paradigm for building generalist medical AI and provide a scalable framework for clinical foundation models.","Kondepudi A, Rao A, Zhao C, Lyu Y, Harake S, Banerjee S, Ogle J, Joshi R, Meissner AK, Hou X, Jiang C, Chowdury A, Srinivasan A, Athey B, Gulani V, Pandey A, Lee H, Hollon T.",2026,2026-07-10,,10.1038/s41591-026-04497-1,,https://europepmc.org/article/MED/42432292,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-1022a26b5faa,primary_phrase_filter_residual,Healthcare Supply Chain in a Resource-Constrained World,,Stuart Rosenberg,2026,2026,Global Healthcare and the Supply Chain,10.4324/9781003668732-15,,https://doi.org/10.4324/9781003668732-15,book-chapter,['crossref'],"['""healthcare world model""']",registered,world-model phrase absent from title and abstract
AUD-d580ba124dea,primary_phrase_filter_residual,"Healthcare System Drivers of Prostate Cancer Disparities: Real-World Evidence, Informatics Pathways, and Policy Translation","Background: Racial and socioeconomic differences in prostate cancer outcomes are often described as survival disparities, but observed differences may also reflect healthcare access, treatment delivery, and resource allocation. Methods: NCDB and SEER–Medicare were treated as independent, complementary retrospective data sources without individual-level linkage. The analytic material comprised 111,396 database records from 2010 to 2020 across two independent source files; this is a cross-source record count, not a deduplicated count of unique persons. Harmonized descriptive analyses characterized stage, treatment, and treatment timing, while multivariable Cox proportional hazards modeling evaluated prostate cancer-specific survival (CSS) in outcome-eligible SEER–Medicare records. The CSS model denominator is therefore substantially smaller than the total record count, and the two should not be confused. Results: Records for non-Hispanic Black (NHB) men more often showed stage III–IV disease than records for non-Hispanic White (NHW) men (26.9% vs. 18.7%) and lower receipt of guideline-concordant first-course management initiated within 90 days, particularly in the low-SES subgroup (51.4% vs. 84.3% among high-SES NHW men). In the adjusted CSS model, NHB race was associated with higher mortality (HR = 1.32; 95% CI: 1.24–1.41). Uninsured status (HR = 1.47; 95% CI: 1.33–1.62), low income (HR = 1.28; 95% CI: 1.19–1.37), and rural residence (HR = 1.14; 95% CI: 1.06–1.22) were also associated with higher mortality. Conclusions: The findings support a healthcare-system interpretation of prostate cancer disparities and identify measurable targets for prospective evaluation, including EHR-enabled monitoring, nurse navigation, telehealth-supported follow-up, and facility-level treatment-concordance review.",Chen Yang; Zelin Guo; Fan Cheng; Yonghui Wan; Yan Liu,2026,2026,Healthcare,10.3390/healthcare14182975,,https://doi.org/10.3390/healthcare14182975,journal-article,['crossref'],"['""healthcare world model""']",registered,world-model phrase absent from title and abstract
AUD-e9fa66b55377,primary_phrase_filter_residual,Healthy living environments create healthy physical activity-related habits (ELEVATE): A protocol for a smartphone-based mixed-method study.,"Physical inactivity remains a key risk factor for adverse public health outcomes, disproportionately burdening lower socioeconomic groups. While individual-level interventions may temporarily increase walking-related physical activity (WPA) for some, they rarely achieve population-wide benefits. In contrast, built and natural environments are better positioned to support sustained WPA at the population level. Despite the importance of the environment to WPA, state-of-the-art research has limitations: it often relies on cross-sectional self-reports, uses coarse, simplistic environmental indicators, and focuses narrowly on residential neighborhoods, overlooking the diverse streetscapes people encounter in daily mobility. Using a transdisciplinary approach, ELEVATE addresses these gaps by 1) assessing how adults perceive and experience the built and natural streetscape environment during their WPA, 2) longitudinally assessing the relationships between streetscape environments and WPA, and 3) developing an artificial intelligence-powered system to suggest place-based environmental interventions that promote WPA. ELEVATE will employ a mixed-methods study design grounded in participatory co-creation, on-site and walk-along interviews to capture the everyday practices and experiences of WPA. We will use deep learning to extract objective environmental features and perceived streetscape qualities from street view images. A sample of approximately 200 adults residing in Amsterdam, The Netherlands, will be recruited. To examine relationships between micro-scale streetscape features and WPA, we will collect seven days of intensive longitudinal data using smartphones, including global positioning system (GPS)-based mobility and step counts. We will use spatiotemporal clustering to identify where people are most and least physically active, and mixed models to assess associations between these environmental measures and step counts. Qualitative and quantitative results will be triangulated in co-created focus groups. Finally, to support evidence-based public health and urban planning interventions, we will develop an AI-powered recommender system that generates context-sensitive (re)design guidelines framing the built and natural environment as a modifiable determinant of WPA. This study will generate evidence on how micro-scale built and natural street environments encountered during daily mobility are associated with WPA in adults. The findings are expected to inform place-based public health strategies by identifying modifiable environmental characteristics associated with physical activity and socioeconomic inequalities in urban settings.","Helbich M, Labib SM, Liedtke I, Sent D, Crombag R, Ettema D, Posthumus H, van der Zee S, Reiling M, Ruinaard S, van Mispelaar A, Brombacher A, Hoyng J, Spierings B, Savenije W.",2026,2026-05-11,,10.1371/journal.pone.0348889,,https://europepmc.org/article/MED/42113793,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-083a2525b781,primary_phrase_filter_residual,Hemicorporectomy: a case report on a last-resort surgical procedure,,Fevzi Saglam; Muhammed Fatih Serttas; Recep Abdullah Erten; Hacı İbrahim Çimen; Hakan Saçlı; Fatih Altıntoprak,2026,2026,World Journal of Surgical Oncology,10.1186/s12957-026-04216-7,,https://doi.org/10.1186/s12957-026-04216-7,journal-article,['crossref'],"['""surgical world model""']",registered,world-model phrase absent from title and abstract
AUD-3e647828928d,primary_phrase_filter_residual,Hemostatic approach modulates CKD phenotype in subtotal nephrectomy rat model,"The subtotal nephrectomy rat model remains a cornerstone for studying chronic kidney disease (CKD) progression and modification. In this model, surgical pole resection is a widely used approach to create the remnant kidney. However, variations in hemostatic methods during parenchymal transection, whether active (fibrin glue, thrombin), passive (collagen/gelatin matrices), or thermal (electrocautery), may give rise to distinct postoperative phenotypes due to varying degrees of vascular injury, fibrosis, and inflammatory activation. In this study, we summarize experimental findings comparing mean arterial pressure (MAP), electrolyte handling, and creatinine clearance (CrCl) in nephrectomized rats treated with active, passive, or thermal hemostatic agents. To do this, a ⅔ nephrectomy was performed on eighteen male Sprague–Dawley rats by complete removal of the right kidney and surgical resection of the upper and lower poles of the left kidney. Following pole resection, hemostasis was achieved using one of three techniques: Tisseel, Surgifoam, or electrocautery (n = 6 per group). Following recovery, post-nephrectomy baseline (BL) CrCl was established on a normal diet; the animals were subsequently challenged with a high-potassium diet (5% KCl; HKD) for seven days. At day seven, we found animals in the Surgifoam group to have significantly higher CrCl when compared to animals in the cautery group. Additionally, animals in both the Surgifoam and Tisseel groups yielded higher CrCl on day seven relative to their established BL, while animals in the cautery group showed little to no change. After discontinuing the HKD, the animals were challenged with a high-sodium diet (4% NaCl; HND) for six weeks, where we observed those in the Surgifoam group to have significantly lower MAP at the six-week mark when compared to animals in the electrocautery group. Because sodium excretion was similar in the Surgifoam and electrocautery groups, our findings suggest that Surgifoam-treated nephrectomized rats on HND exhibit improved pressure-natriuresis compared to those treated with electrocautery. In summary, all three groups developed hallmark features of CKD; however, the cautery group was seen to be markedly more susceptible to diet-induced fluctuations in mean arterial pressure, and exhibited impaired creatinine clearance and pressure-natriuresis relative to the Surgifoam and Tisseel group. Future work will include histological analysis of renal and cardiac tissues to quantify fibrotic remodeling and assessment of left ventricular hypertrophy, providing a more comprehensive understanding of how hemostatic methods influence phenotypic outcomes in the subtotal nephrectomy model. Exploring how varying surgical interventions modulate these processes will refine the translational relevance of the model and reproducibility in studies of CKD progression and modification. This abstract was presented at the American Physiology Summit 2026 and is only available in HTML format. There is no downloadable file or PDF version. The Physiology editorial board was not involved in the peer review process.",Torrie Depeyster; Sati Alexander; Travis Varnum; Kateryna Sumtsova; Mykola Mamenko,2026,2026,Physiology,10.1152/physiol.2026.41.s1.2301063,,https://doi.org/10.1152/physiol.2026.41.s1.2301063,journal-article,['crossref'],"['""world model"" physiology']",registered,world-model phrase absent from title and abstract
AUD-f58cc9313d2d,primary_medical_filter_residual,HERO: Improving the Reliability and Sensitivity of Generative Model Evaluation Using Historical Data,"Reliable generative AI models critically rely on expert human annotations to evaluate output quality, yet these ""gold"" labels are expensive to collect and limited in quantity. Organizations thus often turn to collecting vast but noisy ""silver"" labels from crowdsourced workers or vendor annotators as proxies for gold labels. Because gold remains the evaluation target, naively aggregating noisy silver labels may introduce bias, and estimators built on sparsely observed gold labels may have high variance to resolve the model performance gaps that guide practical decisions. Model evaluation has become an ongoing operational practice rather than a one-time exercise, with evaluation rounds repeating across model versions, releases, and content domains. A natural question is whether the previous historical evaluation data can be used to improve each new round of evaluation. We introduce HERO (History Enhanced RObust model evaluation), a novel framework that uses historical data to suppress bias (improve reliability) and reduce variance (improve sensitivity) in model performance evaluation. HERO calibrates silver labelers' performance learned from historical gold annotations, and stabilizes the resulting estimator by anchoring it to covariate information measured with high precision in the historical data. HERO can be broadly applied across multiple common evaluation tasks, and remains valid when only a subset of historical labelers appears in the current round. We establish conditions under which the bias and variance reductions hold, showcase HERO's performance in simulation studies, and demonstrate its effectiveness on real-world model evaluation benchmarking datasets.",Xinrui Ruan; Z. Zhao; Waverly Wei; Yueshan Zhang; Zeyu Zheng; Sicong Huang; Jingshen Wang,2026,2026-06-29,arXiv (Cornell University),,2606.29784,https://arxiv.org/abs/2606.29784,preprint,['openalex'],"['""world model"" treatment']",open-access,medical-domain term absent from title and abstract
AUD-858428399912,primary_phrase_filter_residual,"Heterogeneous nanomaterial systems for wastewater treatment: Mechanisms, sustainability, and toxicological concerns",,Dharmalingam Kirubakaran,2026,2026,Sustainable Chemistry One World,10.1016/j.scowo.2026.100268,,https://doi.org/10.1016/j.scowo.2026.100268,journal-article,['crossref'],"['""world model"" treatment']",registered,world-model phrase absent from title and abstract
