audit_id,route,title,decision,corpus_type,reason_code,dynamics,evaluation,lineage,full_text_url,rationale,confidence
AUD-4dcfd3695dbe,primary_phrase_filter_residual,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,include,empirical,include_empirical,learned surgical robot environment dynamics,sim-to-real trajectory control,retained journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC10438915/,Learned surgical robot environment dynamics; directly evaluated through sim-to-real trajectory control.,high
AUD-b3e63a891d01,primary_phrase_filter_residual,Counterfactual inference with latent variable and its application in mental health care.,exclude,empirical,no_future_or_action_evaluation,static latent-variable causal mapping,counterfactual endpoint accuracy,retained journal article,https://doi.org/10.1007/s10618-021-00818-9,"Static latent-variable causal mapping; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-f8f20de0a8d8,primary_phrase_filter_residual,Data-Centric Epidemic Forecasting: A Survey,exclude,review,review_not_primary,broad data-centric epidemic forecasting,survey synthesis,retained preprint review,https://arxiv.org/abs/2207.09370,Broad data-centric epidemic forecasting; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-7ae9e99050dc,primary_phrase_filter_residual,Deep Spatiotemporal Model for COVID-19 Forecasting.,exclude,empirical,no_future_or_action_evaluation,spatiotemporal incidence forecasting,forecast error,retained journal article,https://doi.org/10.3390/s22093519,"Spatiotemporal incidence forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-29f404b183b1,primary_phrase_filter_residual,Direct Evaluation of Treatment Response in Brain Metastatic Disease with Deep Neuroevolution,exclude,empirical,no_future_or_action_evaluation,paired-scan classifier,progression versus regression accuracy,retained journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC10039135/,"Paired-scan classifier; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-7366590fd350,primary_phrase_filter_residual,Increased and biased deliberation in social anxiety.,exclude,not_applicable,wrong_domain,deliberation model for a social task,choices and symptom association,retained journal article,https://doi.org/10.1038/s41562-021-01180-y,Deliberation model for a social task; The modeled system is outside a substantive medical or biomedical state.,high
AUD-01e1ec47fdac,primary_phrase_filter_residual,Learning cortical representations through perturbed and adversarial dreaming.,exclude,not_applicable,wrong_domain,sleep-inspired image representation model,static representation quality,retained journal article,https://doi.org/10.7554/elife.76384,Sleep-inspired image representation model; The modeled system is outside a substantive medical or biomedical state.,high
AUD-ae21c420fd65,primary_phrase_filter_residual,Machine learning and artificial intelligence in physiologically based pharmacokinetic modeling,include,review,include_review,ML-integrated PBPK and neural-ODE dynamics,substantial pharmacokinetic methods synthesis,retained journal review,https://doi.org/10.1093/toxsci/kfac101,"Substantially synthesizes ML-integrated PBPK and neural-ODE dynamics, including substantial pharmacokinetic methods synthesis.",medium
AUD-adda9c971211,primary_phrase_filter_residual,Reward Bases: Instantaneous reward revaluation with temporal difference learning,exclude,not_applicable,wrong_domain,reward-basis learning algorithm,behavioral simulations,retained preprint,https://doi.org/10.1101/2022.04.14.488361,Reward-basis learning algorithm; The modeled system is outside a substantive medical or biomedical state.,high
AUD-4e37c79357ee,primary_phrase_filter_residual,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,include,empirical,include_empirical,learned glucose predictor supporting control,in-silico closed-loop glucose trajectories,retained journal article,https://doi.org/10.1109/access.2021.3100007,Learned glucose predictor supporting control; directly evaluated through in-silico closed-loop glucose trajectories.,high
AUD-30e4b971e541,primary_phrase_filter_residual,Advances in the computational understanding of mental illness.,exclude,review,review_not_primary,broad computational psychiatry theories,narrative synthesis,retained journal review,https://doi.org/10.1038/s41386-020-0746-4,Broad computational psychiatry theories; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-63771cfe66c1,primary_phrase_filter_residual,Clinical-Based vs. Model-Based Adaptive Dosing Strategy: Retrospective Comparison in Real-World mRCC Patients Treated with Sunitinib,include,empirical,include_empirical,patient-calibrated PK-PD dynamics,alternative-dose exposure simulations,retained journal article,https://doi.org/10.3390/ph14060494,Patient-calibrated pk-pd dynamics; directly evaluated through alternative-dose exposure simulations.,high
AUD-4fc68310eac9,primary_phrase_filter_residual,Digital Epidemiology: A review,exclude,review,duplicate_publication,same digital epidemiology review,superseded preprint evidence,duplicate of AUD-01dbcfb5e94a,https://arxiv.org/abs/2104.03611,Duplicate of aud-01dbcfb5e94a; the more complete stable version is retained.,high
AUD-1e089ceacd6b,primary_phrase_filter_residual,Dopamine signals as temporal difference errors: recent advances.,exclude,review,wrong_domain,dopamine prediction-error theory,neuroscience literature synthesis,retained journal review,https://doi.org/10.1016/j.conb.2020.08.014,Dopamine prediction-error theory; The modeled system is outside a substantive medical or biomedical state.,high
AUD-546e61a5a201,primary_phrase_filter_residual,Dynamics of an oncolytic virus model,exclude,empirical,no_learned_dynamics,hand-specified oncolytic-virus equations,mathematical stability analysis,retained journal article,https://doi.org/10.1016/j.nonrwa.2020.103203,"Hand-specified oncolytic-virus equations; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",high
AUD-c1db632b65cf,primary_phrase_filter_residual,Forecasting emergency medicine reserve demand with a novel decomposition-ensemble methodology,exclude,empirical,no_future_or_action_evaluation,medicine reserve-demand forecasting,forecast error,retained journal article,https://doi.org/10.1007/s40747-021-00289-x,"Medicine reserve-demand forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-489b7cb5ab9d,primary_phrase_filter_residual,How specific are patient-specific simulations? Analyzing the accuracy of 3D-printing and modeling to create patient-specific rehearsals for complex urological procedures,exclude,empirical,no_learned_dynamics,patient-specific static rehearsal geometry,anatomic accuracy,retained journal article,https://doi.org/10.1007/s00345-021-03797-0,"Patient-specific static rehearsal geometry; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",high
AUD-6f1d52747327,primary_phrase_filter_residual,Machine Learning for Mechanical Ventilation Control,include,empirical,include_empirical,learned artificial-lung transition simulator,pressure-waveform control trajectories,retained preprint,https://arxiv.org/abs/2102.06779,Learned artificial-lung transition simulator; directly evaluated through pressure-waveform control trajectories.,high
AUD-4f2ca963ccf0,primary_phrase_filter_residual,Model-Based Planning Deficits in Compulsivity Are Linked to Faulty Neural Representations of Task Structure.,exclude,not_applicable,wrong_domain,abstract two-step task transitions,behavior and EEG responses,retained journal article,https://doi.org/10.1523/jneurosci.0031-21.2021,Abstract two-step task transitions; The modeled system is outside a substantive medical or biomedical state.,high
AUD-a34c161e6a68,primary_phrase_filter_residual,Orbitofrontal cortex and learning predictions of state transitions.,exclude,not_applicable,wrong_domain,human cue-transition learning,behavior and fMRI,retained journal article,https://doi.org/10.1037/bne0000461,Human cue-transition learning; The modeled system is outside a substantive medical or biomedical state.,high
AUD-59a988c082f5,primary_phrase_filter_residual,Phenotyping heart failure using model-based analysis and physiology-informed machine learning,include,empirical,include_empirical,patient-calibrated cardiovascular dynamics,simulation fit to hemodynamic observations,retained preprint,https://doi.org/10.1101/2021.03.03.433748,Patient-calibrated cardiovascular dynamics; directly evaluated through simulation fit to hemodynamic observations.,high
AUD-dd0cc9cd5356,primary_phrase_filter_residual,Probabilistic generative modeling and reinforcement learning extract the intrinsic features of animal behavior,exclude,not_applicable,wrong_domain,learned animal-behavior dynamics,behavior reproduction and control,retained journal article,https://doi.org/10.1016/j.neunet.2021.10.002,Learned animal-behavior dynamics; The modeled system is outside a substantive medical or biomedical state.,high
AUD-004b03d7fc10,primary_phrase_filter_residual,Reinforcement learning control of a biomechanical model of the upper extremity,exclude,empirical,no_learned_dynamics,hand-specified biomechanical plant with learned policy,movement-law reproduction,retained journal article,https://doi.org/10.1038/s41598-021-93760-1,"Hand-specified biomechanical plant with learned policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",high
AUD-1b275981a80a,primary_phrase_filter_residual,Validity of a patient-specific percutaneous nephrolithotomy (PCNL) simulated surgical rehearsal platform: impact on patient and surgical outcomes,exclude,empirical,no_learned_dynamics,patient-specific static surgical rehearsal,clinical and surgical outcomes,retained journal article,https://doi.org/10.1007/s00345-021-03766-7,"Patient-specific static surgical rehearsal; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",high
AUD-6b0fc2dfddd1,primary_phrase_filter_residual,1582O Developing a real-world outcomes forecast model using matched oncology clinical trials and real world evidence to inform policy-making and reimbursement approaches,exclude,empirical,no_primary_empirical_evaluation,outcome forecast reported only as abstract,conference-abstract results,retained conference abstract,https://doi.org/10.1016/j.annonc.2020.08.1895,Outcome forecast reported only as abstract; The primary record lacks extractable empirical dynamics methods and results.,high
AUD-63175be8811e,primary_phrase_filter_residual,"A Novel, Enriched Population Pharmacokinetic Model for Recombinant Factor VIII-Fc Fusion Protein Concentrate in Hemophilia A Patients",include,empirical,include_empirical,data-fitted population PK dynamics,external concentration-profile validation,retained journal article,https://doi.org/10.1055/s-0040-1709522,Data-fitted population pk dynamics; directly evaluated through external concentration-profile validation.,high
AUD-8332cc9fa00e,primary_phrase_filter_residual,"Anxiety, avoidance, and sequential evaluation.",exclude,empirical,no_learned_dynamics,hand-specified anxiety decision model,behavioral phenomenon simulations,retained journal article,https://doi.org/10.1162/cpsy_a_00026,"Hand-specified anxiety decision model; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",high
AUD-249ff1072a97,primary_phrase_filter_residual,Continuous detection and prediction model of bacteremia for in-patients: deep learning for time-series EHR data,exclude,empirical,no_primary_empirical_evaluation,time-series endpoint predictor,conference-abstract record only,retained conference abstract,https://doi.org/10.1183/13993003.congress-2020.3103,Time-series endpoint predictor; The primary record lacks extractable empirical dynamics methods and results.,high
AUD-f625df054bad,primary_phrase_filter_residual,"Empirical Model of Spring 2020 Decrease in Daily Confirmed COVID-19 Cases in King County, Washington",exclude,empirical,no_future_or_action_evaluation,exponential case-count forecasting,short-term count forecasts,retained preprint,https://doi.org/10.1101/2020.05.11.20098798,"Exponential case-count forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-eeb344a8dc5e,primary_phrase_filter_residual,Model‐Based Approach to Improve Clinical Outcomes in Neonates With Opioid Withdrawal Syndrome Using Real‐World Data,include,empirical,include_empirical,fitted dose-response and symptom dynamics,simulation-based treatment-duration validation,retained journal article,https://doi.org/10.1002/cpt.2093,Fitted dose-response and symptom dynamics; directly evaluated through simulation-based treatment-duration validation.,high
AUD-6068230a5ea5,primary_phrase_filter_residual,Optical Coherence Tomography-Guided Robotic Ophthalmic Microsurgery via Reinforcement Learning from Demonstration.,exclude,empirical,no_learned_dynamics,model-free imitation and RL policy,ex-vivo insertion success,retained journal article,https://doi.org/10.1109/tro.2020.2980158,"Model-free imitation and rl policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",high
AUD-b4dd9bfd99ef,primary_phrase_filter_residual,Real-time neural network based predictor for cov19 virus spread.,exclude,empirical,no_future_or_action_evaluation,neural case-count forecasting,daily forecast agreement,retained journal article,https://doi.org/10.1371/journal.pone.0243189,"Neural case-count forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-bb86781b390a,primary_phrase_filter_residual,Real-World Implications of a Rapidly Responsive COVID-19 Spread Model with Time-Dependent Parameters via Deep Learning: Model Development and Validation,include,empirical,include_empirical,deep-learned time-varying SIR dynamics,cross-country epidemic trajectories,retained journal article,https://doi.org/10.2196/19907,Deep-learned time-varying sir dynamics; directly evaluated through cross-country epidemic trajectories.,high
AUD-19826a72fa85,primary_phrase_filter_residual,Real-World Implications of a Rapidly Responsive COVID-19 Spread Model with Time-Dependent Parameters via Deep Learning: Model Development and Validation (Preprint),exclude,empirical,duplicate_publication,same deep SIR study,superseded preprint evidence,duplicate of AUD-bb86781b390a,https://doi.org/10.2196/preprints.19907,Duplicate of aud-bb86781b390a; the more complete stable version is retained.,high
AUD-2962f2619ffd,primary_phrase_filter_residual,"Second waves, social distancing, and the spread of COVID-19 across America",exclude,empirical,duplicate_publication,same fitted pandemic model,superseded preprint evidence,duplicate of AUD-4bc4e756f9f6,https://europepmc.org/article/PPR/PPR267847,Duplicate of aud-4bc4e756f9f6; the more complete stable version is retained.,high
AUD-4bc4e756f9f6,primary_phrase_filter_residual,"Second waves, social distancing, and the spread of COVID-19 across the USA.",include,empirical,include_empirical,Bayesian-fitted regional epidemic dynamics,alternative-policy trajectory simulations,retained journal article,https://doi.org/10.12688/wellcomeopenres.15986.3,Bayesian-fitted regional epidemic dynamics; directly evaluated through alternative-policy trajectory simulations.,high
AUD-b65e37404868,primary_phrase_filter_residual,State-by-State estimates of R0 at the start of COVID-19 outbreaks in the USA,exclude,empirical,no_future_or_action_evaluation,fitted autoregressive latent epidemic state,R0 estimation and association,retained preprint,https://doi.org/10.1101/2020.05.17.20104653,"Fitted autoregressive latent epidemic state; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-5e10f6f71a90,primary_phrase_filter_residual,The evolving view of replay and its functions in wake and sleep.,exclude,review,wrong_domain,hippocampal replay mechanisms,neuroscience literature synthesis,retained journal review,https://doi.org/10.1093/sleepadvances/zpab002,Hippocampal replay mechanisms; The modeled system is outside a substantive medical or biomedical state.,high
