audit_id,route,title,decision,corpus_type,reason_code,dynamics,evaluation,lineage,full_text_url,rationale,confidence
AUD-b2cd91a632c7,primary_phrase_filter_residual,An introduction to reinforcement learning for neuroscience,exclude,review,review_not_primary,Introduces RL concepts and algorithms for neuroscience.,"No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://arxiv.org/pdf/2311.07315,This tutorial is not a review of learned medical or biomedical transition simulators.,high
AUD-f0bd315b247d,primary_phrase_filter_residual,BrainLM: A foundation model for brain activity recordings,include,empirical,include_empirical,"A self-supervised foundation model learns spatiotemporal fMRI dynamics from 6,700 hours of recordings.",Held-out and external cohorts test future brain-state forecasting alongside clinical and representation tasks.,Primary study.,https://www.biorxiv.org/content/10.1101/2023.09.12.557460v2.full.pdf,The model directly predicts future physiological brain states from observed dynamics.,high
AUD-2b61cfe75bc6,primary_phrase_filter_residual,Constructing future behaviour in the hippocampal formation through composition and replay,exclude,empirical,duplicate_publication,Same modeled dynamics as the retained publication version.,No separately extractable empirical contribution beyond the retained version.,Duplicate publication of AUD-6cfd09330b40.,https://www.biorxiv.org/content/10.1101/2023.04.07.536053v2,This record is an earlier or duplicate version of AUD-6cfd09330b40; retain the more complete stable version.,high
AUD-56a5b4b6f03e,primary_phrase_filter_residual,Continuous-Time Decision Transformer for Healthcare Applications.,exclude,empirical,no_learned_dynamics,A decision transformer learns visit timing and treatment policies from logged trajectories.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://europepmc.org/article/MED/38435084,Experiments use synthetic medical simulators; no patient transition model is learned from observed medical data.,high
AUD-2f16c363ccd1,primary_phrase_filter_residual,Deep Dynamic Epidemiological Modelling for COVID-19 Forecasting in Multi-level Districts,include,empirical,include_empirical,Neural ODE components learn time-varying effects within SEIR variants from regional case data.,The fitted system simulates epidemic trajectories and is compared with observed data and forecasting baselines.,Primary study.,https://arxiv.org/pdf/2306.12457,The study learns and evaluates epidemiological state dynamics.,high
AUD-11e88aa637d1,primary_phrase_filter_residual,Forecasting COVID- 19 cases using Statistical Models and Ontology-based Semantic Modelling: A real time data analytics approach,exclude,empirical,duplicate_publication,Same modeled dynamics as the retained publication version.,No separately extractable empirical contribution beyond the retained version.,Duplicate publication of AUD-b252ee8906ea.,https://europepmc.org/article/PPR/PPR610289,This record is an earlier or duplicate version of AUD-b252ee8906ea; retain the more complete stable version.,high
AUD-b252ee8906ea,primary_phrase_filter_residual,Forecasting of COVID- 19 cases using Statistical Models and Ontology-based Semantic Modelling: A real time data analytics approach,exclude,empirical,no_future_or_action_evaluation,SARIMA and Prophet forecast COVID counts; ontology rules classify individual risk.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://www.researchsquare.com/article/rs-3329934/v1,The work combines ordinary forecasting and static rule-based classification without an evolving-state simulator.,high
AUD-72656eebf7d0,primary_phrase_filter_residual,"Pain, from perception to action: A computational perspective.",exclude,review,review_not_primary,A perspective reviews Bayesian and RL accounts of pain perception and action.,"No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9771728/fullTextXML,"It is a conceptual framework, not a synthesis of learned pain-state simulators.",high
AUD-62219abe0c2d,primary_phrase_filter_residual,Reinforcement Learning for Healthcare: From Model Development to Deployment,exclude,review,review_not_primary,Reviews the healthcare RL pipeline from data preparation through deployment.,"No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://nrs.harvard.edu/URN-3:HUL.INSTREPOS:37374610,The report focuses deployment practice rather than learned patient transition or rollout models.,high
AUD-928cc400d0df,primary_phrase_filter_residual,Towards Model-Informed Precision Dosing of Voriconazole: Challenging Published Voriconazole Nonlinear Mixed-Effects Models with Real-World Clinical Data,include,empirical,include_empirical,Published nonlinear mixed-effects PK models encode voriconazole concentration-time dynamics.,"Real-world clinical concentration profiles challenge model predictions, bias, precision, and dosing suitability.",Primary study.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10520167/,Data-fitted drug dynamics receive direct external simulator-fidelity evaluation.,high
AUD-6e7dc8b6eb49,primary_phrase_filter_residual,A neural network account of memory replay and knowledge consolidation,exclude,not_applicable,wrong_domain,A neural network simulates replay and category consolidation using natural-image datasets.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://doi.org/10.1093/cercor/bhac054,The modeled state is generic visual learning rather than a medical or biomedical system.,high
AUD-4fa53f6417e2,primary_phrase_filter_residual,A spatiotemporal machine learning approach to forecasting COVID-19 incidence at the county level in the USA,exclude,empirical,no_future_or_action_evaluation,An LSTM forecasts county-level COVID incidence from case and mobility features.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8760128/fullTextXML,This is ordinary incidence forecasting without explicit evaluated disease-state transitions.,high
AUD-01dbcfb5e94a,primary_phrase_filter_residual,A Survey on Digital Epidemiology: Networks and Models,exclude,review,review_not_primary,"Reviews networks, mobility, transmission, infodemics, and digital epidemiology models.","No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://esmed.org/MRA/mra/article/download/3175/193546456,Learned or adapted transition simulators are not the central evidence category.,high
AUD-2b0ad1358cef,primary_phrase_filter_residual,BeCaked: An Explainable Artificial Intelligence Model for COVID-19 Forecasting,include,empirical,include_empirical,A VAE learns parameters within a SIRD compartmental model from global and national case histories.,The hybrid model rolls out 15- and 31-step infectious-count trajectories and tests forecast accuracy.,Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9105619/fullTextXML,Learned compartmental dynamics are directly evaluated over multi-step epidemic evolution.,high
AUD-59248ee5e53f,primary_phrase_filter_residual,Causal inference using observational intensive care unit data: a systematic review and recommendations for future practice,exclude,review,review_not_primary,Systematically reviews causal inference for time-varying ICU treatments.,"No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://www.medrxiv.org/content/medrxiv/early/2022/10/29/2022.10.29.22281684.full.pdf,"The review centers causal-effect methodology and reporting, not learned patient transition simulators.",high
AUD-2fc9db7c7304,primary_phrase_filter_residual,Considerations in Bayesian agent-based modeling for the analysis of COVID-19 data,include,empirical,include_empirical,A Bayesian HMM calibrates agent-level infection and recovery transitions in an epidemiological ABM.,Simulation studies test parameter recovery and prediction; cruise-ship COVID data test fitted dynamics.,Primary study.,https://arxiv.org/pdf/2212.04045,"Observed outbreak data adapt the agent transition model, which receives predictive evaluation.",high
AUD-4dcfd3695dbe,primary_phrase_filter_residual,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,include,empirical,include_empirical,A neural network learns magnetic-needle dynamics from guided real-world exploration to form a simulator.,"Simulator training, policy transfer, and real square-trajectory tracking are compared with pure simulation.",Primary study.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10438915/,A learned surgical-device world model is directly evaluated for fidelity and control.,high
AUD-b3e63a891d01,primary_phrase_filter_residual,Counterfactual inference with latent variable and its application in mental health care.,exclude,empirical,no_future_or_action_evaluation,A latent-variable regression estimates mental-health outcomes under counterfactual covariate changes.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8801560/fullTextXML,The counterfactuals are static outcome mappings rather than temporal patient-state transitions.,high
AUD-f8f20de0a8d8,primary_phrase_filter_residual,Data-Centric Epidemic Forecasting: A Survey,exclude,review,review_not_primary,"Surveys data sources and statistical, deep-learning, and hybrid epidemic forecasts.","No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://arxiv.org/pdf/2207.09370,The broad forecasting survey does not centrally synthesize learned dynamic simulators.,high
AUD-7ae9e99050dc,primary_phrase_filter_residual,Deep Spatiotemporal Model for COVID-19 Forecasting.,exclude,empirical,no_future_or_action_evaluation,CNN-LSTM models forecast regional COVID incidence images.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9101138/fullTextXML,The evaluation is ordinary incidence forecasting rather than explicit state-transition simulation.,high
AUD-29f404b183b1,primary_phrase_filter_residual,Direct Evaluation of Treatment Response in Brain Metastatic Disease with Deep Neuroevolution,exclude,empirical,no_future_or_action_evaluation,A neuroevolution classifier maps paired pre- and post-treatment MRI to response labels.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://link.springer.com/article/10.1007/s10278-022-00725-5,Treatment-response classification does not model or evaluate evolving tumor states.,high
AUD-7366590fd350,primary_phrase_filter_residual,Increased and biased deliberation in social anxiety.,exclude,not_applicable,wrong_domain,A fitted behavioral model estimates deliberation in a socially framed RL task.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://www.nature.com/articles/s41562-021-01180-y,"The modeled state is an experimental game, not the patient's anxiety trajectory.",high
AUD-01e1ec47fdac,primary_phrase_filter_residual,Learning cortical representations through perturbed and adversarial dreaming.,exclude,not_applicable,wrong_domain,A GAN-inspired cortical model learns representations from natural images across sleep-like phases.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9071267/fullTextXML,The model is not trained on a medical or biomedical state system.,high
AUD-ae21c420fd65,primary_phrase_filter_residual,Machine learning and artificial intelligence in physiologically based pharmacokinetic modeling,include,review,include_review,"Reviews integration of machine learning with PBPK models, including learned ADME parameters and neural-ODE PK trajectories.","Substantially synthesizes learned medical or biomedical transition, perturbation, or simulation models.",Review article.,https://pmc.ncbi.nlm.nih.gov/articles/PMC9887681/,Learned and adapted pharmacokinetic simulators are the central subject of the review.,high
AUD-adda9c971211,primary_phrase_filter_residual,Reward Bases: Instantaneous reward revaluation with temporal difference learning,exclude,not_applicable,wrong_domain,A theoretical TD architecture adapts values to changing reward functions in behavioral tasks.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://doi.org/10.1101/2022.04.14.488361,The modeled state is an artificial reward environment rather than medical or biomedical dynamics.,high
AUD-4e37c79357ee,primary_phrase_filter_residual,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,exclude,empirical,no_learned_dynamics,An online glucose predictor and RL controller learn from an FDA-approved diabetes simulator.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://ieeexplore.ieee.org/document/9496615,"Training uses simulated trajectories rather than observed patient dynamics, while simulator transitions remain external.",high
AUD-30e4b971e541,primary_phrase_filter_residual,Advances in the computational understanding of mental illness.,exclude,review,review_not_primary,"Reviews dynamical-systems, Bayesian, and RL approaches in computational psychiatry.","No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://www.nature.com/articles/s41386-020-0746-4,The broad theory review does not centrally synthesize learned patient transition simulators.,high
AUD-63771cfe66c1,primary_phrase_filter_residual,Clinical-Based vs. Model-Based Adaptive Dosing Strategy: Retrospective Comparison in Real-World mRCC Patients Treated with Sunitinib,include,empirical,include_empirical,A population PK/PD model simulates sunitinib exposure under alternative doses using patient measurements.,"Retrospective real-world comparisons assess modeled troughs, AUCs, toxicity associations, and dosing recommendations.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8224810/fullTextXML,The data-fitted drug model supports evaluated action-conditioned exposure simulations.,medium
AUD-4fc68310eac9,primary_phrase_filter_residual,Digital Epidemiology: A review,exclude,review,duplicate_publication,Same modeled dynamics as the retained publication version.,No separately extractable empirical contribution beyond the retained version.,Duplicate publication of AUD-01dbcfb5e94a.,https://arxiv.org/abs/2104.03611,This record is an earlier or duplicate version of AUD-01dbcfb5e94a; retain the more complete stable version.,high
AUD-1e089ceacd6b,primary_phrase_filter_residual,Dopamine signals as temporal difference errors: recent advances.,exclude,review,review_not_primary,Reviews temporal-difference interpretations of dopamine learning signals.,"No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8107188/,It does not synthesize learned medical or biomedical dynamic simulators.,high
AUD-546e61a5a201,primary_phrase_filter_residual,Dynamics of an oncolytic virus model,exclude,empirical,no_learned_dynamics,A hand-specified differential-equation model studies oncolytic-virus and tumor equilibria.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://doi.org/10.1016/j.nonrwa.2020.103203,No transition component is fitted or calibrated from observed biomedical data.,high
AUD-c1db632b65cf,primary_phrase_filter_residual,Forecasting emergency medicine reserve demand with a novel decomposition-ensemble methodology,exclude,empirical,no_future_or_action_evaluation,"A decomposition, neural-network, and ARIMA ensemble forecasts emergency medicine reserves.","No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7921832/fullTextXML,Resource-demand forecasting does not evaluate healthcare-system transition dynamics.,high
AUD-489b7cb5ab9d,primary_phrase_filter_residual,How specific are patient-specific simulations? Analyzing the accuracy of 3D-printing and modeling to create patient-specific rehearsals for complex urological procedures,exclude,empirical,no_learned_dynamics,Patient-specific 3D-printed anatomical models support surgical rehearsal.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://link.springer.com/article/10.1007/s00345-021-03797-0,The physical rehearsal platform contains no learned or data-adapted transition dynamics.,high
AUD-6f1d52747327,primary_phrase_filter_residual,Machine Learning for Mechanical Ventilation Control,include,empirical,include_empirical,A differentiable ventilator-lung simulator learns action-conditioned pressure dynamics from artificial-lung experiments.,Held-out waveform prediction and controller transfer test simulator fidelity and long-horizon pressure tracking.,Primary study.,https://arxiv.org/pdf/2102.06779,Observed device-lung data train a world model that is directly evaluated for control.,high
AUD-4f2ca963ccf0,primary_phrase_filter_residual,Model-Based Planning Deficits in Compulsivity Are Linked to Faulty Neural Representations of Task Structure.,exclude,not_applicable,wrong_domain,Behavioral and EEG measures probe learned action-state transitions in a two-step task.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8318073/fullTextXML,The modeled state is the experimental task rather than a patient or physiological trajectory.,high
AUD-a34c161e6a68,primary_phrase_filter_residual,Orbitofrontal cortex and learning predictions of state transitions.,exclude,not_applicable,wrong_domain,Human fMRI measures learning of cue-outcome transition probabilities.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://pmc.ncbi.nlm.nih.gov/articles/PMC9482000/,The learned model concerns an external task structure rather than a medical or biomedical state.,high
AUD-59a988c082f5,primary_phrase_filter_residual,Phenotyping heart failure using model-based analysis and physiology-informed machine learning,include,empirical,include_empirical,Patient-specific cardiovascular model parameters are calibrated to catheterization and echocardiographic measurements.,"Closed-loop simulations are tested for pressure, volume, and cardiac-output agreement before physiology-based phenotyping.",Primary study.,https://www.biorxiv.org/content/10.1101/2021.03.03.433748v1.full.pdf,Real patient data calibrate cardiovascular dynamics and directly test simulator fidelity.,high
AUD-dd0cc9cd5356,primary_phrase_filter_residual,Probabilistic generative modeling and reinforcement learning extract the intrinsic features of animal behavior,exclude,not_applicable,wrong_domain,An MDN-RNN learns C. elegans behavioral dynamics and supports in-silico control.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://doi.org/10.1016/j.neunet.2021.10.002,The modeled system is animal behavior without a substantive medical or biomedical state.,high
AUD-004b03d7fc10,primary_phrase_filter_residual,Reinforcement learning control of a biomechanical model of the upper extremity,exclude,empirical,no_learned_dynamics,RL learns a movement policy on a hand-specified biomechanical upper-extremity model.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8280157/fullTextXML,"The policy is learned, but biomechanical transition dynamics are not fitted from observed data.",high
AUD-1b275981a80a,primary_phrase_filter_residual,Validity of a patient-specific percutaneous nephrolithotomy (PCNL) simulated surgical rehearsal platform: impact on patient and surgical outcomes,exclude,empirical,no_learned_dynamics,A patient-specific physical PCNL rehearsal platform reproduces anatomy and procedure steps.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://link.springer.com/article/10.1007/s00345-021-03766-7,No learned or data-adapted transition component is present.,high
AUD-6b0fc2dfddd1,primary_phrase_filter_residual,1582O Developing a real-world outcomes forecast model using matched oncology clinical trials and real world evidence to inform policy-making and reimbursement approaches,exclude,empirical,no_primary_empirical_evaluation,An oncology conference abstract describes a matched trial and real-world outcomes forecast.,"The available primary record does not provide a full, separately extractable empirical dynamics evaluation.",Conference abstract only.,https://doi.org/10.1016/j.annonc.2020.08.1895,No full methods/results text establishes an evolving-state model or operational dynamics evaluation.,high
AUD-63175be8811e,primary_phrase_filter_residual,"A Novel, Enriched Population Pharmacokinetic Model for Recombinant Factor VIII-Fc Fusion Protein Concentrate in Hemophilia A Patients",include,empirical,include_empirical,A nonlinear mixed-effects population PK model learns factor-VIII concentration dynamics from registry patients.,"External prediction and an enriched model test bias, accuracy, age effects, and full PK profiles.",Primary study.,https://doi.org/10.1055/s-0040-1709522,Real-world data fit and validate drug concentration-time dynamics.,high
AUD-8332cc9fa00e,primary_phrase_filter_residual,"Anxiety, avoidance, and sequential evaluation.",exclude,empirical,no_learned_dynamics,A hand-constructed sequential decision model simulates pessimistic beliefs and avoidance.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8143038/fullTextXML,The theoretical anxiety model is not learned or calibrated from observed patient-state trajectories.,high
AUD-249ff1072a97,primary_phrase_filter_residual,Continuous detection and prediction model of bacteremia for in-patients: deep learning for time-series EHR data,exclude,empirical,duplicate_publication,Same modeled dynamics as the retained publication version.,No separately extractable empirical contribution beyond the retained version.,Duplicate publication of the full journal article at DOI 10.2196/19512.,https://pmc.ncbi.nlm.nih.gov/articles/PMC7435626/,This record is an earlier or duplicate version of the full journal article at DOI 10.2196/19512; retain the more complete stable version.,high
AUD-f625df054bad,primary_phrase_filter_residual,"Empirical Model of Spring 2020 Decrease in Daily Confirmed COVID-19 Cases in King County, Washington",exclude,empirical,no_future_or_action_evaluation,A two-parameter exponential curve forecasts short-term COVID case incidence.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://s3.ca-central-1.amazonaws.com/assets.jmir.org/assets/preprints/preprint-21920-submitted.pdf,This is ordinary incidence extrapolation without an explicit learned evolving-state simulator.,high
AUD-eeb344a8dc5e,primary_phrase_filter_residual,Model‐Based Approach to Improve Clinical Outcomes in Neonates With Opioid Withdrawal Syndrome Using Real‐World Data,include,empirical,include_empirical,A dynamic mixed-effects model learns dose-conditioned withdrawal-score transitions and autocorrelation from neonatal EHRs.,Split-sample simulation compares observed and predicted response paths and time on treatment.,Primary study.,https://doi.org/10.1002/cpt.2093,Real-world longitudinal treatment data fit and validate an action-conditioned neonatal response model.,high
AUD-6068230a5ea5,primary_phrase_filter_residual,Optical Coherence Tomography-Guided Robotic Ophthalmic Microsurgery via Reinforcement Learning from Demonstration.,exclude,empirical,no_learned_dynamics,Learning from demonstration and model-free RL train corneal needle insertion policies.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://pmc.ncbi.nlm.nih.gov/articles/PMC9511825/,"The study learns control actions, but corneal and needle transition dynamics are simulated or experienced rather than learned as a model.",high
AUD-b4dd9bfd99ef,primary_phrase_filter_residual,Real-time neural network based predictor for cov19 virus spread.,exclude,empirical,no_future_or_action_evaluation,An ANN forecasts daily COVID case trends from two weeks of geographic and count data.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7745974/fullTextXML,This is ordinary case forecasting without explicit disease-state transitions.,high
AUD-bb86781b390a,primary_phrase_filter_residual,Real-World Implications of a Rapidly Responsive COVID-19 Spread Model with Time-Dependent Parameters via Deep Learning: Model Development and Validation,include,empirical,include_empirical,"Neural networks learn time-varying SIR states and parameters from national case, recovery, and death data.","Convergence, cross-country validation, and short-term epidemic trajectories are directly assessed.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7486001/fullTextXML,The study learns and validates time-varying epidemiological dynamics.,high
AUD-19826a72fa85,primary_phrase_filter_residual,Real-World Implications of a Rapidly Responsive COVID-19 Spread Model with Time-Dependent Parameters via Deep Learning: Model Development and Validation (Preprint),exclude,empirical,duplicate_publication,Same modeled dynamics as the retained publication version.,No separately extractable empirical contribution beyond the retained version.,Duplicate publication of AUD-bb86781b390a.,https://doi.org/10.2196/preprints.19907,This record is an earlier or duplicate version of AUD-bb86781b390a; retain the more complete stable version.,high
AUD-2962f2619ffd,primary_phrase_filter_residual,"Second waves, social distancing, and the spread of COVID-19 across America",exclude,empirical,duplicate_publication,Same modeled dynamics as the retained publication version.,No separately extractable empirical contribution beyond the retained version.,Duplicate publication of AUD-4bc4e756f9f6.,https://europepmc.org/article/PPR/PPR267847,This record is an earlier or duplicate version of AUD-4bc4e756f9f6; retain the more complete stable version.,high
AUD-4bc4e756f9f6,primary_phrase_filter_residual,"Second waves, social distancing, and the spread of COVID-19 across the USA.",include,empirical,include_empirical,A factorial dynamic causal epidemic model estimates state transitions and interstate coupling from cases and deaths.,"Posterior rollouts compare social-distancing policies, immunity loss, mortality, work loss, and critical-care demand.",Primary study.,https://wellcomeopenresearch.org/articles/5-103/v3/xml,Data-fitted epidemic dynamics support direct alternative-policy simulation.,high
AUD-b65e37404868,primary_phrase_filter_residual,State-by-State estimates of R0 at the start of COVID-19 outbreaks in the USA,exclude,empirical,no_future_or_action_evaluation,A time-varying autoregressive state-space model estimates epidemic growth rates from death series.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://www.medrxiv.org/content/medrxiv/early/2020/05/27/2020.05.17.20104653.full.pdf,The empirical study estimates R0 and associations; it does not directly evaluate future-state trajectories or intervention response.,high
AUD-5e10f6f71a90,primary_phrase_filter_residual,The evolving view of replay and its functions in wake and sleep.,exclude,review,review_not_primary,Reviews hippocampal replay phenomena and reinforcement-learning explanations.,"No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://pmc.ncbi.nlm.nih.gov/articles/PMC7898724/,"It is a basic-neuroscience review, not a synthesis of learned medical or biomedical simulators.",high
