audit_id,route,title,decision,corpus_type,reason_code,rationale
AUD-85ee0bc52ac6,primary_phrase_filter_residual,Lucid dreaming of a prior virtual-reality experience with ego-transcendent qualities: a proof-of-concept study.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-c4911743c2c0,primary_phrase_filter_residual,Machine healthcare,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-053b66265052,primary_phrase_filter_residual,Machine learning algorithms for healthcare,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-4d6fe7e3e22f,primary_phrase_filter_residual,Machine learning applications in healthcare clinical practice and research,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-fc8a16653589,primary_phrase_filter_residual,Machine learning for patient selection in corticosteroid decision making in knee osteoarthritis: A feasibility model,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-5b3e2ae2007d,primary_phrase_filter_residual,Machine learning model for predicting recurrence following intensity-modulated radiation therapy in nasopharyngeal carcinoma,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-75204a2e8504,primary_phrase_filter_residual,Machine learning model-based approach using cellular proliferation marker expression for preoperative clinical decision-making in patients with hepatocellular carcinoma,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-1f67402126c2,primary_phrase_filter_residual,Machine learning prediction model of prolonged delay to loop ileostomy closure after rectal cancer surgery: a retrospective study,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-8aa693d23c91,primary_phrase_filter_residual,"Machine Learning, Synthetic Data, and the Politics of Difference",exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-e184b9979d32,primary_phrase_filter_residual,Machine-learning (ML) model predictive for chemotherapy toxicity and termination in a real-world community oncology practice.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-0bb3958d69e3,primary_phrase_filter_residual,Making sense of transformer success.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-8d042e7a4f68,primary_phrase_filter_residual,Mapping Overlaps in Benchmarks through Perplexity in the Wild,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-95a67634635a,primary_phrase_filter_residual,Marine Microplastic Levels and the Prevalence of Cardiometabolic Diseases in US Coastline Counties.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-1a75c420fe4e,primary_phrase_filter_residual,Marine-Inspired Multimodal Sensor Fusion and Neuromorphic Processing for Autonomous Navigation in Unstructured Subaquatic Environments.,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-f9fde771147c,primary_phrase_filter_residual,Market integration in the Ottoman Balkans and the Middle East from the sixteenth century until the First World War,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-34641229241f,primary_medical_filter_residual,Mastering diverse control tasks through world models.,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-50c0eadc8c7b,primary_phrase_filter_residual,Mathematical analysis of Mpox model in the presence of early screening with therapy and isolation with treatment as control strategies,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-910f72915370,primary_phrase_filter_residual,Mathematical coherence in science education: exploring curriculum alignment and student achievement in middle school.,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-d95ea8442536,primary_phrase_filter_residual,Medical decision support model for diagnosing and rehabilitating patients with disabilities,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-aec66c6fb24d,primary_phrase_filter_residual,Medical practice in the healthcare system,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-17307f9e7b9b,primary_phrase_filter_residual,Medical Tourism in India: ‘First World Treatment at Third World Prices’,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-1891021effa8,primary_phrase_filter_residual,MedReasoner: Reinforcement Learning Drives Reasoning Grounding from Clinical Thought to Pixel-Level Precision,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-53942809188b,primary_phrase_filter_residual,Meeting Global Health Needs via Infectious Disease Forecasting: Development of a Reliable Data-Driven Framework.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control."
AUD-dcc2582a637c,primary_phrase_filter_residual,Memory-augmented Query Reconstruction for LLM-based Knowledge Graph Reasoning,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-d63cd3b9d208,primary_phrase_filter_residual,"Metabolic syndrome and colorectal cancer: Mechanisms, epidemiological evidence, and clinical implications",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-5f48d16df6a9,primary_phrase_filter_residual,Metabolic syndrome as a prognostic factor in advanced pancreatic cancer: a predictive model and chemotherapy evaluation,exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-9de37322e8ec,primary_phrase_filter_residual,"Metabolomics of saliva, serum, and urine for pathogenesis, diagnosis, and prognosis in gestational diabetes mellitus.",exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-7fd7db729116,primary_phrase_filter_residual,Metacognitive biases in anxiety-depression and compulsivity extend across perception and memory.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-89999a6fc7cf,primary_medical_filter_residual,"MetaStructure and Iterated MetaStructure: MetaCognition, MetaLaerning, MetaAnalysis, MetaScience, MetaPhilosophy, and More",exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-283bc92a82a8,primary_phrase_filter_residual,Microbiome editing in infectious disease prevention and therapy: CRISPR Applications in Host-Microbe Interactions,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-0b19c0f8cf82,primary_phrase_filter_residual,Midwifery Leadership in a Changing World—Why Is This So Challenging? A Reflective Commentary,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-ebb13885ec51,primary_phrase_filter_residual,Mimicking aneurysm in a patient with chronic occlusion of the left middle cerebral artery,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-c5a295ede072,primary_phrase_filter_residual,Mini-review on insulin resistance assessment: Advances in surrogate indices and clinical applications,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-1b1c17920407,primary_phrase_filter_residual,Minimum levels of interpretability for artificial moral agents.,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-454c30e25a8e,primary_phrase_filter_residual,Misdiagnosis of psoriatic arthritis in a patient with paronychia confirmed by dermatological examination: A case report,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-bd7e00d96898,primary_medical_filter_residual,Modeling the Mental World for Embodied AI: A Comprehensive Review,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-51c9ca03852d,primary_phrase_filter_residual,Modeling Virus-Associated Central Nervous System Disease in Non-Human Primates.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-92e673973b63,primary_phrase_filter_residual,Models for predicting risk of endometrial cancer: a systematic review.,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-a0bfa61c46ef,primary_phrase_filter_residual,Modernizing A Wastewater Treatment Process,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-15f3fede298a,primary_phrase_filter_residual,Modified predictive model incorporating the waist-to-hip ratio for advanced colorectal neoplasia: A step toward precision screening,exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-4ca6b3cda1d4,primary_phrase_filter_residual,Modified scoring model incorporating waist-hip ratio for predicting advanced colorectal neoplasia,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-053ab2a22c26,primary_phrase_filter_residual,Monte Carlo simulations predict distinct real EEG patterns in individuals with high and low IQs,exclude,empirical,no_learned_or_adapted_dynamics,"Dynamics are hand-specified or descriptive without learned, fitted, or calibrated transitions."
AUD-96433556404b,primary_phrase_filter_residual,MSR114 Generalizability of a Randomized Clinical Trial-Based Prediction Model in a Real-World Population,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-df6fa0c6962f,primary_phrase_filter_residual,MSR137 Leveraging NLP to Characterize Real-World Triptan Use and Adherence From Unstructured EHR,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-c5d85b4ab07e,primary_phrase_filter_residual,"Multi-Step Reasoning with Large Language Models, a Survey",exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-683e9266c36c,primary_phrase_filter_residual,Multi-timescale reinforcement learning in the brain.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control."
AUD-ebebeb32b5a2,primary_phrase_filter_residual,Multilevel variation in clinical trial enrollment in community oncology settings: A real-world EHR-derived data analysis.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-92b570119faa,primary_phrase_filter_residual,Multimodal AI Architectures: Integrating Vision and Language for Enhanced Scene Understanding,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-a339f63555d0,primary_phrase_filter_residual,"Multimodal Assessment of Mental Workload During Automated Vehicle Remote Assistance: Modeling of Eye-Tracking-Related, Skin Conductance, and Cardiovascular Indicators",exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-5259801d5c10,primary_phrase_filter_residual,"Multimodal Large Language Models for Image, Text, and Speech Data Augmentation: A Survey",exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-cfbfa2d054b7,primary_phrase_filter_residual,Multimodal Large Language Models in Medical Imaging: Current State and Future Directions,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-173657a12259,primary_phrase_filter_residual,Multiple Large Language Models' Performance on the Chinese Medical Licensing Examination: Quantitative Comparative Study.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-65bc5007e089,primary_phrase_filter_residual,Multiple sclerosis risk stratification and healthcare cost prediction using machine learning.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-6fc80a1518ce,primary_phrase_filter_residual,Murine model for investigating severe trauma,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-f819315ee056,primary_phrase_filter_residual,Mutual human-robot understanding for a robot-enhanced society: the crucial development of shared embodied cognition.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-3fa8a27feea4,primary_phrase_filter_residual,Narrative review of the application of artificial intelligence-related technologies in the diagnosis of pulmonary nodules with recommendations for clinical practice and future research.,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-bdc0ad58e627,primary_phrase_filter_residual,Nash equilibrium of attack and defense behaviors between predators and prey.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-9eda61095d28,primary_phrase_filter_residual,Natural and artificial intelligence – the psychotechnical agenda of the 21st century,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-8b715bad78f0,primary_phrase_filter_residual,Navigating medial patellotibial ligament reconstruction: Clinical perspectives and surgical strategies,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-901d3da0e3c4,primary_phrase_filter_residual,NetMedGPT - A Network Medicine Foundation Model for Drug Repurposing,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-df6e5159b4a5,primary_phrase_filter_residual,Network dynamics reveal drought synchronization hubs in the Po River Basin.,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-b514f1e5cb2e,primary_phrase_filter_residual,"Network pharmacology: Changes the treatment mode of ""one disease-one target"" in cancer treatment",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-ada4d07da52f,primary_phrase_filter_residual,Neural correlates of vestibular adaptation in cosmonauts after long duration spaceflight.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-f99b9a307508,primary_phrase_filter_residual,Neural mechanisms in resolving prior and likelihood uncertainty in scene recognition.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-13e32be3f3f0,primary_phrase_filter_residual,Neural variability in the default mode network compresses with increasing belief precision during Bayesian inference.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-bd43f1183fb4,primary_phrase_filter_residual,Neural variability in the medial prefrontal cortex contributes to efficient adaptive behavior.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-cd54a50d382b,primary_phrase_filter_residual,Neuro-kognitiver Kybernetismus (NKK) / Neuroscape,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-e59ed88759e5,primary_phrase_filter_residual,Neurobiological illness models of schizophrenia and stigma reduction: has that ship sailed?,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-6d432aa2e42e,primary_phrase_filter_residual,Neurobiology of dementia,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-4ab39d0a349a,primary_medical_filter_residual,"New Concepts of MetaStructures: Algebra, Topology, Lattices, Queues, Markov Chains, and Intervals",exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-eb7f1a9376d9,primary_phrase_filter_residual,"Next-Generation Machine Learning in Healthcare Fraud Detection: Current Trends, Challenges, and Future Research Directions",exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-2d6adb408757,primary_phrase_filter_residual,"Nitrate reduction for survival in a nanomolar world, not the millimolar world of a laboratory",exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-6cf361734a48,primary_phrase_filter_residual,NMR structure of SRSF6 RRM1,exclude,not_applicable,no_primary_contribution,The record lacks a primary empirical study or substantive review contribution.
AUD-b95e87cd9a7f,primary_phrase_filter_residual,Non-invasive identification of KRAS mutation in rectal cancer using hybrid intravoxel incoherent motion and diffusion kurtosis model,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-6a54da983c61,primary_phrase_filter_residual,Noninvasive CT radiomics-clinical model accurately classifies anhydrous uric acid stones: a multicenter study,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-1375cc0cedd5,primary_phrase_filter_residual,Novel bioparameters derived from bioimpedance measurements for accurate prediction of weight status in infant-juvenile individuals: A regression analysis.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-0466d71ed7d4,primary_phrase_filter_residual,Nursing updates from around the world,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-b637a971b416,primary_phrase_filter_residual,Observational and real-world studies,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-53064d07d0e9,primary_phrase_filter_residual,Octopus track chemosensory plumes to find food.,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-c6d5ab498dc0,primary_phrase_filter_residual,On Stalnakerian and Lewisian causal models,exclude,empirical,no_learned_or_adapted_dynamics,"Dynamics are hand-specified or descriptive without learned, fitted, or calibrated transitions."
AUD-a1cda3f066b0,primary_phrase_filter_residual,On the Performance of an Explainable Language Model on PubMedQA,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-3bed04c517ac,primary_phrase_filter_residual,On the varieties of conscious experiences: Altered Beliefs Under Psychedelics (ALBUS).,exclude,empirical,no_learned_or_adapted_dynamics,"Dynamics are hand-specified or descriptive without learned, fitted, or calibrated transitions."
AUD-b556341e3d8c,primary_phrase_filter_residual,Oncologic outcomes of surgical delay by interval and tumor size in T1b–T2aN0M0 renal cell carcinoma,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-fa15977f521d,primary_phrase_filter_residual,ONTOPHARMX: FEDERATED ONTOLOGY-DRIVEN SEMANTIC FRAMEWORK FOR SECURE AND INTEROPERABLE BIOMEDICAL DATA INTEGRATION,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-486c52593114,primary_phrase_filter_residual,Optimizing a hybrid process of electrolysis ultrasound and persulfate for remediation of petroleum contaminated soils using AI models.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-637939713ec7,primary_phrase_filter_residual,Optimizing biopsy decisions in PI-RADS 3 lesions: cross-institutional validation of a local clinical risk model,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-3528ea3d92c1,primary_phrase_filter_residual,Optimizing machine learning for network inference through comparative analysis of model performance in synthetic and real-world networks.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-9d017af15b8e,primary_phrase_filter_residual,Optimizing Mental Stress Detection via Heart Rate Variability Feature Selection.,exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-141d6bc696ee,primary_phrase_filter_residual,Optimizing patient outcomes in interstitial lung disease through pre- and post-transplant management strategies,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-3c7ac80a3919,primary_phrase_filter_residual,"Optimizing the Diagnostic Model for Cardiac Amyloidosis: The Role of Segmental Strain, Myocardial Work, and Biomarkers",exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-b4367dd96088,primary_phrase_filter_residual,Optimizing Treatment for Elderly and Very Elderly Patients with Intracranial Meningioma,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-c91aa12be518,primary_phrase_filter_residual,Origin of life: β-sheet amyloid conformers as the primordial functional polymers on the early Earth and their role in the emergence of complex dynamic networks.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-1f87891cff64,primary_phrase_filter_residual,Origin of the RNA World in Cold Hadean Geothermal Fields Enriched in Zinc and Potassium: Abiogenesis as a Positive Fallout from the Moon-Forming Impact?,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-7674106e322b,primary_phrase_filter_residual,Outcomes and predictive factors in post-surgical resection of sT4a esophageal cancer,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-b1c3b9bbcfe1,primary_phrase_filter_residual,"Past, Present, and Future of Sensor-based Human Activity Recognition Using Wearables: A Surveying Tutorial on a Still Challenging Task",exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-b85e4e2b9914,primary_phrase_filter_residual,Patenting telemedicine tools: A cross-country analysis of technologies related to remote patient monitoring,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-fc69c0e1c9ab,primary_phrase_filter_residual,Patient-derived NASH model to assess the effects of chemical probes on hepatocyte regenerations,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-7805c3aee694,primary_phrase_filter_residual,Patient-derived organoids in hepatobiliary pancreatic cancer research: Their uses and limitations,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-631f3ca99932,primary_phrase_filter_residual,PCR134 Impacts of Patient-Centered Collaboration: Application of a Continuous Engagement Plan Across Multiple Phases of the Insights and Patient Experiences With Cardiovascular Disease (IPEC) Initiative,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-7e9e9ce69049,primary_phrase_filter_residual,PDX models for functional precision oncology and discovery science.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-56a3d256a57e,primary_phrase_filter_residual,Perceived influence of systemic delay in scheduling doctor’s appointments and patient experience on outdoor patient health outcome,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-9ec6d5d261da,primary_phrase_filter_residual,Perfect counterfactuals in imperfect worlds: modelling noisy implementation of actions in sequential algorithmic recourse,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-6148c7e3607e,primary_medical_filter_residual,Performance Asymmetry in Model-Based Reinforcement Learning,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-c1167a476e6c,primary_phrase_filter_residual,Performance of a novel medical artificial intelligence large language model on supporting decision-making for emergency patients with suspected sepsis,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-d5cedc72c7be,primary_phrase_filter_residual,Performance of Retrieval-Augmented Generation Large Language Models in Guideline-Concordant Prostate-Specific Antigen Testing: Comparative Study With Junior Clinicians.,exclude,empirical,no_learned_or_adapted_dynamics,"Dynamics are hand-specified or descriptive without learned, fitted, or calibrated transitions."
AUD-018b04c8c878,primary_phrase_filter_residual,Peritoneal cytology predicting distant metastasis in uterine carcinosarcoma: machine learning model development and validation,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-7f91551c298e,primary_phrase_filter_residual,Personal Epistemologies and Science Information: Exploring the Role of Scientific Evidence and Trust in Four Science-Related Topics,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-59219c434236,primary_phrase_filter_residual,Personalized exercise programs in oncology.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-21d2908cd84a,primary_phrase_filter_residual,Personalized health monitoring using explainable AI: bridging trust in predictive healthcare,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-dbae36fe9de4,primary_phrase_filter_residual,Personalized Prediction in Nephrology: A Comprehensive Review of Artificial Intelligence Models Using Biomarker Data,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-046ac729536a,primary_phrase_filter_residual,Personalized Predictions of Therapeutic Hypothermia Outcomes in Cardiac Arrest Patients with Shockable Rhythms Using Explainable Machine Learning.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-df26a46d5872,primary_phrase_filter_residual,Perspective on Using Artificial Intelligence in Alcohol Research and Treatment: Opportunities and Ethical Considerations.,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-3ae62b252482,primary_phrase_filter_residual,Perspectives for artificial intelligence in bioprocess automation,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-70fe8c341319,primary_phrase_filter_residual,Pharmacist-Led Diagnostics: A New Frontier in Antimicrobial Stewardship.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-9dc3bfa2edd0,primary_phrase_filter_residual,Photogrammetric Race-Making in the MetaHuman Creator,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-66a5a1c73542,primary_phrase_filter_residual,PHYSICAL THERAPY AND OCCUPATIONAL THERAPY FOR MILITARY PERSONNEL AFTER BLAST-RELATED THORACIC TRAUMA,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-86f800c18aef,primary_phrase_filter_residual,Physics‐informed anomaly and fault detection for wind energy systems using deep CNN and adaptive elite PSO‐XGBoost,exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-16cfe96b20b0,primary_phrase_filter_residual,Physiological microbial exposure normalizes memory T cell surveillance of the brain and modifies host seizure outcomes.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-80174706fb2e,primary_phrase_filter_residual,Physiology,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-b3812325a083,primary_phrase_filter_residual,"Physiology and health assessment, risk balance, and model for end-stage liver disease scores: Postoperative outcome of liver transplantation",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-7bf30e9c2ee4,primary_phrase_filter_residual,Physiology-Guided Blood Glucose Predictive Model Using Minimal Blood Glucose Dynamics,uncertain,uncertain,insufficient_abstract,"The title suggests possible biomedical state dynamics, but no usable abstract is available."
AUD-50e3c71dd2e4,primary_phrase_filter_residual,"Pleasure, Power, Meaning, and Beyond: Towards a Biosemiotic Model of Wellbeing",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-f86d73d53ddf,primary_phrase_filter_residual,Position: Foundation Models for Tabular Data within Systemic Contexts Need Grounding,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-45a8531094a9,primary_phrase_filter_residual,Positive appraisal style predicts long-term stress resilience and mediates the effect of a pro-resilience intervention.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-3de67ff9289d,primary_phrase_filter_residual,Positive outcomes among nursing home caregivers in Spain during the COVID-19 pandemic: A qualitative interview study.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-060b8a91139b,primary_phrase_filter_residual,Possibility Frames and Forcing for Modal Logic,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-c4d887802449,primary_phrase_filter_residual,Postcolonial Identity Troubles: Pidgin/Creoles in the Dynamic Model,exclude,empirical,no_learned_or_adapted_dynamics,"Dynamics are hand-specified or descriptive without learned, fitted, or calibrated transitions."
AUD-8110725f0685,primary_phrase_filter_residual,Potential common key genes associated with myocardial dysfunction and brain injury following cardiac arrest resuscitation in a rat model,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-ebf81632dff8,primary_phrase_filter_residual,Potential Nature-Based Solutions for Wastewater Treatment in Mozambique’s Coastal Areas,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-0c48489039ba,primary_phrase_filter_residual,Precision prediction of hyperhomocysteinemia development in perimenopausal women using LASSO regression.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
