candidate_id,title,highest_capability_claim,state_evidence,dynamics_evidence,rollout_evidence,action_evidence,uncertainty_evidence,causal_evidence,external_evidence,decision_evidence,safety_evidence,reproducibility_evidence,free_running_rollout,horizon_resolved_results,formal_calibration,frozen_external_validation,action_agnostic_comparator,action_perturbation,explicit_causal_estimand,closed_loop_evaluation,safety_hazard_test,public_code,evidence_anchors,reviewer_notes,confidence
MWM-0136,NVIDIA Cosmos-H-Dreams: Real-Time Generative Physics Simulation for Surgical Robotics,action_conditioned,2,2,2,1,0,NA,1,2,1,2,yes,yes,no,no,no,no,NA,simulation,yes,yes,Abstract and links p.1; Secs.1-3 pp.3-5; Sec.4 pp.6-8; Secs.5-6 Tables 1-4 and Figs.3-5 pp.9-12; Limitations p.14,"Long autoregressive video and retrospective real-policy ranking support simulator evidence, but no systematic action perturbation or calibrated uncertainty is reported and some tasks rank policies negatively.",medium
MWM-0132,NeuroWorld: A Latent Brain World Model for Stimulus-Conditioned Human Brain Dynamics,passive_forecasting,2,2,2,NA,0,NA,1,0,0,1,yes,yes,no,no,NA,NA,NA,no,no,no,Abstract p.1; Sec.III and Fig.3 pp.3-5; Sec.IV Tables I-III pp.5-8; Discussion pp.9-10,"The model free-runs to 20, 50, and 100 TR with direct forecast metrics. Stimuli are observed conditioning streams, and causal wording refers to past-only attention rather than intervention effects.",high
MWM-0135,Nonstationary Battery,planning,1,2,2,1,0,NA,0,2,0,0,yes,yes,no,no,no,no,NA,simulation,no,no,Zenodo draft Abstract and Sec.1; Sec.2 Tables B1-B3; Sec.4 caveats; Zenodo file/status record,"Closed-loop adaptation is measured across designed shifts, but the Markdown-only draft lacks code, result artifacts, and a fair equal-information comparator. Task outcomes indirectly evidence state quality.",low
MWM-XBAD327876F,OMG-RL:Offline Model-based Guided Reward Learning for Heparin Treatment,planning,2,1,1,1,1,0,0,1,0,0,yes,no,no,no,no,no,no,offline,no,no,"Author arXiv v2 full text for the matching OMG-RL study, arXiv:2409.13299; journal successor DOI 10.1016/j.bea.2025.100198: data/method sections define 1,911 MIMIC-III heparin patients, hourly preprocessing, 16-variable states, six dose actions, an ensemble probabilistic transition model, and 36-step simulated trajectories; experiment tables/figures compare offline-RL baselines, clinicians, WIS estimates, and simulated treatment success over repeated runs.","The study learns a sequential dosing policy, but model validity is inferred mainly from offline policy metrics and simulated success rather than direct transition-error or prospective clinical evaluation. The observational clinician-action data are not accompanied by a causal estimand, confounding adjustment, or overlap diagnostics. Ensemble variation is not calibrated. No public implementation or trained weights were identified.",high
MWM-0138,Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robotics,action_conditioned,2,2,2,1,1,NA,1,2,1,2,yes,yes,no,no,no,no,NA,simulation,yes,yes,Abstract pp.1-2; Results pp.7-9 and Table 1; C-H-S-S pp.18-22 and Fig.7; Methods pp.25-29; Data Availability p.36,"Action-replayed free-running chunks, drift analysis, and policy task success support strong empirical coverage. The evaluation remains open-loop with respect to action selection and lacks a formal simulator-hazard protocol.",high
MWM-XB062A5A9FB,Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial.,planning,2,2,1,1,1,1,2,2,2,2,yes,no,no,yes,no,no,no,real,yes,yes,"PMC10579102 Fig. 1 and Extended Data Fig. 1 define recurrent K=7 planning; Figs. 2-4 report frozen internal/external prediction and policy tests; Methods and Extended Data describe physician review, deployment, 16-patient trial, hazards, override and statistics; code/model/data package is public.","Strongest evidence in the batch for external, real decision and safety evaluation. Rollout is one day at fixed K=7, with no multi-horizon degradation or formal calibration. WIS and the single-arm trial support only partial causal validity; no explicit target-policy estimand or complete time-varying-confounding/overlap analysis is reported.",high
MWM-0149,Policy4OOD: A Knowledge-Guided World Model for Policy Intervention Simulation against the Opioid Overdose Crisis,planning,2,2,1,2,0,0,2,1,0,1,yes,yes,no,yes,yes,yes,yes,simulation,no,yes,Dataset and Table 1 pp.3-4; Method pp.5-7; Tables 2-3 pp.7-8; Figs.4-5 pp.9-10,"MCTS and explicit advance/replace/remove scenarios support planning and action tests. The paper defines policy contrasts but states predictions are noncausal; confounding, overlap, interference, and observed policy outcomes are absent.",medium
MWM-X7FD0DBDE79,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,planning,2,2,2,2,0,NA,0,2,1,2,yes,yes,no,no,no,yes,NA,simulation,yes,yes,"Primary article Figs. 1-7; pp. 12-18 Methods, H-BIND, cross-validation, NMPC, statistics, and availability; DOI 10.1038/s41746-025-01635-w",Mechanistic closed-loop simulations include open-loop and stability comparisons with public code/data. Evidence is limited to ten anesthetized rats and lacks in-vivo closed-loop validation.,high
MWM-0151,Progressive Experience Fusion for Multi-Task World Model Control in Endovascular Navigation,planning,2,0,1,1,1,NA,1,2,1,1,yes,no,no,no,no,no,NA,real,yes,unclear,Abstract and Sec.II-B pp.1-3; Secs.II-C-II-F pp.3-7; Sec.II-G Tables I-IV pp.7-10; Discussion pp.10-11,"Closed-loop phantom navigation provides direct task-state and decision evidence, but learned-transition fidelity is not reported. Dispersion is an uncalibrated proxy and safety coverage is limited to constraints and failures.",high
MWM-0157,SAW: Toward a Surgical Action World Model via Controllable and Scalable Video Generation,action_conditioned,2,1,0,2,0,NA,0,0,0,1,no,no,no,no,yes,yes,NA,no,no,unclear,Abstract p.1; Sec.2 and Fig.1 pp.2-4; Sec.3 Tables 1-2 pp.4-6; Sec.4 Table 3 pp.6-9; Conclusion p.10,"Trajectory-removal and component ablations support action dependence, but video is generated in one shot from a supplied path. No closed loop, calibrated uncertainty, physical safety, or decision utility is tested.",medium
MWM-0177,SWoMo: Neuro-Symbolic World Model for Cataract Surgery Simulation,action_conditioned,2,1,1,1,0,NA,1,1,1,2,yes,no,no,no,no,yes,NA,simulation,no,yes,Abstract p.1; Sec.2 and Fig.2 pp.3-6; Sec.3 Tables 1-2 pp.6-8; Conclusion p.9,"Rule-based actions condition generated surgical video and clips can be chained, but long-horizon drift and physical constraint violations are not measured. Decision evidence is limited to augmentation/probes.",high
MWM-XC71FC75483,SimulAD: a dynamical model for personalized simulation and disease staging in Alzheimer's disease.,passive_forecasting,2,2,2,NA,1,NA,2,1,0,0,yes,yes,no,yes,NA,NA,NA,no,no,no,"Neurobiology of Aging final article, DOI 10.1016/j.neurobiolaging.2021.12.015: Methods describe 442 ADNI source participants, 93 independent Geneva Memory Center participants, multimodal biomarker preprocessing, ODE dynamics, and personalized forward/backward five-year trajectories; Results and Figs. 2-6 report stage separation, biomarker associations, external-cohort application, trajectory errors, and individual MMSE forecasts; sensitivity analyses address preprocessing choices.","This article empirically supports passive disease staging and forecasting, including application of an ADNI-derived model to an independent Geneva cohort. It does not evaluate an action or intervention in this study, despite citing earlier treatment-simulation work. Error and sensitivity analyses are reported without formal uncertainty calibration. Code, weights, and the private clinical cohort were not publicly released.",high
MWM-0164,Simulating clinical interventions with a generative multimodal model of human physiology,action_conditioned,2,2,0,2,1,NA,2,1,1,1,no,yes,no,yes,yes,yes,NA,no,no,no,Claims and cohorts pp.2-4; Figs.2-4 pp.6-12; Figs.5-6 pp.14-20; Methods pp.28-33 and pp.42-49; Data/Code p.50,"The paper explicitly disclaims a causal/counterfactual engine, so intervention-token simulations are coded action-conditioned. Frozen cohort tests and active-control/dose comparisons are strong, but horizon queries are not recursive rollouts.",high
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,counterfactual,2,1,1,2,1,1,1,1,0,1,yes,yes,no,unclear,yes,yes,yes,simulation,no,no,"PMC8168944 Methods: 442-person ADNI cohort, latent ODE and intervention definition; Figs. 3-7 and Table 2 compare placebo with 50%/100% lowering across intervention years and sample sizes; Discussion states a conditional causal interpretation and cautions about unmodeled mechanisms; supplement link could not be retrieved.","Action evidence is strong because dose and timing are explicitly perturbed against natural progression. Causal evidence remains partial: effects are generated from assumed ODE structure without treatment-confounding identification. Independent-cohort validation concerns disease severity rather than intervention response, and frozen status was not verifiable because the supplement was inaccessible. No code or hazard model.",medium
MWM-0166,Sonata: A Hybrid World Model for Inertial Kinematics under Clinical Data Scarcity,passive_forecasting,2,1,0,NA,0,NA,2,1,0,1,no,no,no,yes,NA,NA,NA,no,no,unclear,Abstract and Secs.1-3 pp.1-5; Sec.4 pp.5-8; Secs.5-6 Tables 2-4 pp.8-12; Appendix pp.16-18,Evidence is one-step passive forecasting and representation transfer; action-conditioned and counterfactual wording is not operationalized. Cross-dataset and cross-age tests provide frozen external evidence.,high
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,action_conditioned,1,1,0,2,0,NA,0,1,0,0,no,no,no,no,yes,yes,NA,offline,no,no,ArXiv 2406.19756 v2 pp. 3-8; Sec. 2.2; Sec. 3.1; Table 1; Fig. 4,The 2D-only objective removes pose conditioning and supports action evidence. World-model dynamics are evaluated only indirectly through one-step downstream guidance on same-source scans.,high
MWM-0170,Surg-UniWorld: A Unified Surgical World Model with Multimodal Control Experts,action_conditioned,2,2,0,1,0,NA,0,0,0,2,no,no,no,no,no,yes,NA,no,no,yes,Abstract and Secs.I-III pp.1-3; Sec.IV-V.A pp.3-7; Sec.V.B-D and Sec.VI pp.8-10,"Multimodal controls and video/geometry metrics support action-conditioned dynamics. Entire future control sequences are supplied, so this is not autonomous or free-running closed-loop control.",high
MWM-0174,SurgVista: Long-Horizon Surgical World Modeling with Plausible Instrument-Tissue Dynamics,action_conditioned,2,2,2,1,0,NA,1,0,0,0,yes,yes,no,unclear,no,yes,NA,no,no,no,Introduction/formulation pp.1-3; Methods pp.4-6; Benchmark pp.6-7; Tables 1-5 pp.8-9,"Explicit 80- versus 800-frame self-fed evaluation supports rollout evidence. Split/adaptation provenance is insufficient for frozen external coding, and actions omit force/contact with no safety test.",medium
MWM-0175,SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Planning,passive_forecasting,2,2,2,NA,0,NA,0,0,0,0,yes,yes,no,no,NA,NA,NA,no,no,unclear,Abstract and Introduction pp.1-4; Sec.3 pp.4-5; Sec.4 Tables 1-2 pp.7-9; Appendix pp.12-15,"Observed 2D trajectories are forecast rather than commanded actions, so the benchmark is coded passive despite planning motivation. Autoregressive error is reported at 5, 10, and 15 steps.",medium
MWM-S006,Surgical Procedural Planning as 3D World Modelling: Towards Automated Pulmonary Resection,planning,1,0,0,1,0,0,0,1,1,0,no,no,no,no,no,no,no,offline,yes,no,Abstract p.1; Sec.3 and Figs.2-4 pp.2-5; explicit no-post-resection-simulation statement p.5; Tables 1-3 pp.6-8,"The paper claims causal consequence-aware planning, but explicitly does not simulate post-resection anatomy. Retrospective plan matching and safety-module ablation do not validate counterfactual outcomes or execution.",medium
MWM-S005,Surgical Vision World Model,action_conditioned,2,2,2,1,0,NA,0,0,0,1,yes,yes,no,no,no,yes,NA,no,no,yes,Methods and data pp.3-5; Results Figs.2-3 and Table 2 pp.6-8; Conclusion p.9,"Autoregressive video fidelity is reported at two, four, and six frames. Random latent-action comparison tests sensitivity, but latent actions lack semantic or physical grounding and no utility or safety test is present.",high
MWM-0173,Surgical WAM: A World-Action Model for Data-Efficient Surgical Robot Learning,planning,1,0,1,1,0,NA,1,2,0,0,yes,yes,no,no,no,no,NA,simulation,no,unclear,Abstract pp.1-2; Sec.3 and Fig.2 pp.4-5; Sec.4 Tables 1-3 and Fig.3 pp.5-8; Conclusion pp.7-8,"Receding-horizon replanning supports simulated closed-loop utility. Direct state and transition fidelity, uncertainty, real-robot quantitative evaluation, and safety tests are missing.",high
MWM-XCC1C1352D9,The Coupled Stochastic Dynamical System: A Generative Model for Simulating and Forecasting Youth Mental Health Trajectories,counterfactual,2,2,2,0,1,0,0,1,0,1,yes,yes,no,no,no,no,no,offline,no,no,"medRxiv full text, DOI 10.64898/2026.07.26.26358943: Abstract and model overview describe the coupled trait, burden, behavior, physiology, and observation processes; cohort/method sections report GLOBEM N=496, four clusters, the 200-person detailed evaluation, particle inference, and repeated simulations; validation figures/tables report occupancy, transition, target-corridor, and 1/3/7/14/21-day forecasting against persistence/prefix-mean nulls with subject-block bootstrap intervals; limitations discuss held-out design and absent external validation.","The architecture is explicitly intended for intervention and counterfactual simulation, but the current empirical batch validates passive simulation/forecasting only; no administered-action response or causal estimand is tested. Horizon-resolved forecasts and uncertainty intervals are substantial, yet reported calibration R-squared plots do not meet the rubric's formal reliability/coverage criterion. Code release is prospective, and data require application.",high
MWM-0199,Toward Safe Autonomous Robotic Endovascular Interventions using World Models,planning,2,0,1,1,0,NA,1,2,2,1,yes,no,no,no,no,no,NA,real,yes,unclear,Methods and data pp.2-4; Tables I-II p.5; Results pp.5-6; Limitations/Safety pp.6-7,"Physical closed-loop trials, tip force threshold, and failure categories support decision and safety evidence. Direct learned-model transition error and uncertainty fallback are not evaluated.",high
MWM-0200,Toward World Modeling of Physiological Signals with Chaos-Theoretic Balancing and Latent Dynamics,counterfactual,2,2,2,1,0,0,1,0,0,1,yes,yes,no,no,no,yes,no,no,no,yes,Abstract p.1; Sec.3 and Table 1 pp.3-5; Secs.3.5-4 pp.5-10; Appendix Tables 4-6 pp.13-14; Table 10 p.25,Free-running long/short-horizon signal metrics are reported. Counterfactual and action-awareness claims rely on observational conditioning and qualitative channel replacement without ground-truth alternative outcomes.,medium
MWM-X009A6E0F91,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,planning,2,2,1,1,1,1,1,2,1,2,yes,no,no,no,no,yes,yes,simulation,no,yes,"arXiv:2003.06534v5 pp. 1-10, Tables 1-7 and Figs. 7-10 report counterfactual-answer metrics, closed-loop diagnosis, ablations, OOD and cross-dataset transfer; Appendix pp. 11-19 gives potential-outcome assumptions, training, human evaluation and limitations; CAMAD code is public.","The method plans sequential inquiries in a simulator and defines individual potential symptom responses, but does not identify effects on real clinical outcomes. Cross-dataset transfer uses semantic remapping and is not frozen. Bootstrap confidence drives stopping without formal calibration; conservative stopping and human override are discussed without a clinical harm/severity test.",high
MWM-X5E3C456867,Towards Surgical World-Action Modeling: A Preliminary Joint Visual-Trajectory Forecasting for Surgical Motion Planning,passive_forecasting,2,2,2,NA,0,NA,0,1,0,1,yes,yes,no,no,NA,NA,NA,offline,no,no,"Secs. 2-3, Table 1, and Sec. 4; qualitative-results repository","Despite the world-action label and motion-planning motivation, the model receives no exogenous action or robot command; it passively forecasts future visual states and observed instrument trajectories. The qualitative repository is not a verified implementation of training and evaluation.",high
MWM-S003,Treatment-aware Diffusion Probabilistic Model for Longitudinal MRI Generation and Diffuse Glioma Growth Prediction,counterfactual,2,2,0,2,1,0,2,0,0,1,no,yes,no,yes,yes,yes,no,no,no,unclear,Abstract and Sec.I pp.1-2; Secs.III-IV pp.5-10; Tables I-III and Figs.3-10; Limitations pp.12-13,"Treatment conditioning and external-hospital image prediction are strong, but direct conditional generation is not self-fed. Alternative-treatment claims lack confounding, overlap, or randomized counterfactual validation.",high
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,action_conditioned,1,1,1,2,1,NA,1,1,0,1,yes,yes,no,unclear,yes,yes,no,offline,no,unclear,Primary PMC article: Introduction; GUI sections; Case Studies I-II; Impact assessment; Figs. 1-4; DOI 10.1002/psp4.13193,"The placebo arm and drug-effect slider support action sensitivity, but drug effects are imposed rather than estimated and this paper adds no trajectory calibration or prospective decision validation.",high
MWM-0215,World Model Enhanced Offline Reinforcement Learning for Sequential Intervention Optimization in Acute Kidney Injury,planning,2,1,0,1,1,1,0,2,1,0,no,no,no,no,no,no,yes,offline,yes,unclear,Abstract p.1; Sec.3 pp.4-7; Sec.4 Tables 1-3 pp.7-10; Discussion pp.11-12; Data Availability p.13,"One-step model error and uncertainty proxies are reported, but no free-running physiology audit or calibration. Policy-value and rule-violation results use retrospective OPE without confounding or overlap analysis.",medium
MWM-0315,World Models for General Surgical Grasping,planning,1,0,1,1,1,NA,1,2,1,2,yes,no,no,no,no,yes,NA,real,yes,yes,Abstract and Secs.I-IV pp.1-4; Sec.V and Table III pp.8-9; Secs.VI-VII Table IV pp.10-11; Appendix p.13,"Real-robot closed-loop grasping, disturbance, and re-grasping tests support utility and limited safety. World-state/transition fidelity and uncertainty calibration are not directly evaluated.",high
MWM-0290,X-WIN: Building Chest Radiograph World Model via Predictive Sensing,action_conditioned,2,1,0,1,0,NA,1,1,0,1,no,no,no,no,no,yes,NA,no,no,yes,Architecture and predictive action pp.1-4; Sec.4 Tables 1-4 pp.5-7; Table 5 p.8,"The action is a known simulated imaging rotation, not treatment. Spatial next-view prediction and downstream transfer are evaluated, but there is no recursive rollout or frozen clinical external validation.",high
MWM-S002,Xray2Xray: World Model from Chest X-rays with Volumetric Context,action_conditioned,2,2,1,1,0,NA,1,1,0,1,yes,no,no,no,no,no,NA,no,no,unclear,Abstract and Secs.1-2 pp.1-5; Sec.3 Tables 1-3 and Figs.2-3 pp.5-8; Conclusion pp.8-9,"Thirty-six recursive geometric projections support free-running use, but no angle-resolved drift is reported. Direction tokens are not ablated, and external radiographs require domain adaptation.",high
MWM-0114,medDreamer: Model-Based Reinforcement Learning with Latent Imagination on Complex EHRs for Clinical Decision Support,planning,1,0,1,1,1,1,1,2,1,1,yes,no,no,no,no,no,no,offline,no,unclear,Abstract and Introduction pp.1-3; Sec.3 pp.3-8; Sec.4 Tables 1-2 and Figs.2-8 pp.8-13; appendices pp.18-19,"The model free-runs for policy imagination, but direct state/transition validation is weak. Mortality claims rest on OPE without confounding or overlap analysis; reported sepsis intervals and split details need checking.",medium
