audit_id,route,title,reviewer_a_decision,reviewer_a_corpus_type,reviewer_a_reason_code,reviewer_a_rationale,reviewer_b_decision,reviewer_b_corpus_type,reviewer_b_reason_code,reviewer_b_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale
AUD-506b48df42ec,primary_phrase_filter_residual,The utility of a latent-cause framework for understanding addiction phenomena.,exclude,review,review_not_primary,This theoretical review does not centrally assess learned medical transition simulators.,exclude,review,review_not_primary,Latent-cause addiction theories; Learned medical transition or rollout systems are not a central evidence category.,exclude,review,review_not_primary,reviewer_consensus,A: This theoretical review does not centrally assess learned medical transition simulators. B: Latent-cause addiction theories; Learned medical transition or rollout systems are not a central evidence category.
AUD-b2cd91a632c7,primary_phrase_filter_residual,An introduction to reinforcement learning for neuroscience,exclude,review,review_not_primary,This tutorial is not a review of learned medical or biomedical transition simulators.,exclude,review,wrong_domain,General rl neuroscience; The modeled system is outside a substantive medical or biomedical state.,exclude,review,review_not_primary,reviewer_consensus,A: This tutorial is not a review of learned medical or biomedical transition simulators. B: General rl neuroscience; The modeled system is outside a substantive medical or biomedical state.
AUD-2b61cfe75bc6,primary_phrase_filter_residual,Constructing future behaviour in the hippocampal formation through composition and replay,exclude,empirical,duplicate_publication,This record is an earlier or duplicate version of AUD-6cfd09330b40; retain the more complete stable version.,exclude,empirical,duplicate_publication,Duplicate of aud-6cfd09330b40; the more complete stable version is retained.,exclude,empirical,duplicate_publication,reviewer_consensus,A: This record is an earlier or duplicate version of AUD-6cfd09330b40; retain the more complete stable version. B: Duplicate of aud-6cfd09330b40; the more complete stable version is retained.
AUD-56a5b4b6f03e,primary_phrase_filter_residual,Continuous-Time Decision Transformer for Healthcare Applications.,exclude,empirical,no_learned_dynamics,Experiments use synthetic medical simulators; no patient transition model is learned from observed medical data.,exclude,empirical,no_learned_dynamics,"Continuous-time treatment policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",exclude,empirical,no_learned_dynamics,reviewer_consensus,"A: Experiments use synthetic medical simulators; no patient transition model is learned from observed medical data. B: Continuous-time treatment policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted."
AUD-2f16c363ccd1,primary_phrase_filter_residual,Deep Dynamic Epidemiological Modelling for COVID-19 Forecasting in Multi-level Districts,include,empirical,include_empirical,The study learns and evaluates epidemiological state dynamics.,include,empirical,include_empirical,Neural-ode epidemiological dynamics; directly evaluated through multi-region trajectory fit and prediction.,include,empirical,include_empirical,reviewer_consensus,A: The study learns and evaluates epidemiological state dynamics. B: Neural-ode epidemiological dynamics; directly evaluated through multi-region trajectory fit and prediction.
AUD-11e88aa637d1,primary_phrase_filter_residual,Forecasting COVID- 19 cases using Statistical Models and Ontology-based Semantic Modelling: A real time data analytics approach,exclude,empirical,duplicate_publication,This record is an earlier or duplicate version of AUD-b252ee8906ea; retain the more complete stable version.,exclude,empirical,duplicate_publication,Duplicate of aud-b252ee8906ea; the more complete stable version is retained.,exclude,empirical,duplicate_publication,reviewer_consensus,A: This record is an earlier or duplicate version of AUD-b252ee8906ea; retain the more complete stable version. B: Duplicate of aud-b252ee8906ea; the more complete stable version is retained.
AUD-b252ee8906ea,primary_phrase_filter_residual,Forecasting of COVID- 19 cases using Statistical Models and Ontology-based Semantic Modelling: A real time data analytics approach,exclude,empirical,no_future_or_action_evaluation,The work combines ordinary forecasting and static rule-based classification without an evolving-state simulator.,exclude,empirical,no_future_or_action_evaluation,"Covid case-count forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: The work combines ordinary forecasting and static rule-based classification without an evolving-state simulator. B: Covid case-count forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics."
AUD-72656eebf7d0,primary_phrase_filter_residual,"Pain, from perception to action: A computational perspective.",exclude,review,review_not_primary,"It is a conceptual framework, not a synthesis of learned pain-state simulators.",exclude,review,review_not_primary,Computational theories of pain; Learned medical transition or rollout systems are not a central evidence category.,exclude,review,review_not_primary,reviewer_consensus,"A: It is a conceptual framework, not a synthesis of learned pain-state simulators. B: Computational theories of pain; Learned medical transition or rollout systems are not a central evidence category."
AUD-62219abe0c2d,primary_phrase_filter_residual,Reinforcement Learning for Healthcare: From Model Development to Deployment,exclude,review,review_not_primary,The report focuses deployment practice rather than learned patient transition or rollout models.,exclude,review,review_not_primary,Healthcare rl development pipeline; Learned medical transition or rollout systems are not a central evidence category.,exclude,review,review_not_primary,reviewer_consensus,A: The report focuses deployment practice rather than learned patient transition or rollout models. B: Healthcare rl development pipeline; Learned medical transition or rollout systems are not a central evidence category.
AUD-928cc400d0df,primary_phrase_filter_residual,Towards Model-Informed Precision Dosing of Voriconazole: Challenging Published Voriconazole Nonlinear Mixed-Effects Models with Real-World Clinical Data,include,empirical,include_empirical,Data-fitted drug dynamics receive direct external simulator-fidelity evaluation.,include,empirical,include_empirical,Patient-calibrated nonlinear pk dynamics; directly evaluated through external concentration-profile prediction.,include,empirical,include_empirical,reviewer_consensus,A: Data-fitted drug dynamics receive direct external simulator-fidelity evaluation. B: Patient-calibrated nonlinear pk dynamics; directly evaluated through external concentration-profile prediction.
AUD-6e7dc8b6eb49,primary_phrase_filter_residual,A neural network account of memory replay and knowledge consolidation,exclude,not_applicable,wrong_domain,The modeled state is generic visual learning rather than a medical or biomedical system.,exclude,not_applicable,wrong_domain,Generative replay network; The modeled system is outside a substantive medical or biomedical state.,exclude,not_applicable,wrong_domain,reviewer_consensus,A: The modeled state is generic visual learning rather than a medical or biomedical system. B: Generative replay network; The modeled system is outside a substantive medical or biomedical state.
AUD-4fa53f6417e2,primary_phrase_filter_residual,A spatiotemporal machine learning approach to forecasting COVID-19 incidence at the county level in the USA,exclude,empirical,no_future_or_action_evaluation,This is ordinary incidence forecasting without explicit evaluated disease-state transitions.,exclude,empirical,no_future_or_action_evaluation,"County incidence forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: This is ordinary incidence forecasting without explicit evaluated disease-state transitions. B: County incidence forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics."
AUD-01dbcfb5e94a,primary_phrase_filter_residual,A Survey on Digital Epidemiology: Networks and Models,exclude,review,review_not_primary,Learned or adapted transition simulators are not the central evidence category.,exclude,review,review_not_primary,Broad digital epidemiology models; Learned medical transition or rollout systems are not a central evidence category.,exclude,review,review_not_primary,reviewer_consensus,A: Learned or adapted transition simulators are not the central evidence category. B: Broad digital epidemiology models; Learned medical transition or rollout systems are not a central evidence category.
AUD-2b0ad1358cef,primary_phrase_filter_residual,BeCaked: An Explainable Artificial Intelligence Model for COVID-19 Forecasting,include,empirical,include_empirical,Learned compartmental dynamics are directly evaluated over multi-step epidemic evolution.,include,empirical,include_empirical,Learned hybrid sird dynamics; directly evaluated through 15- and 31-step epidemic trajectories.,include,empirical,include_empirical,reviewer_consensus,A: Learned compartmental dynamics are directly evaluated over multi-step epidemic evolution. B: Learned hybrid sird dynamics; directly evaluated through 15- and 31-step epidemic trajectories.
AUD-59248ee5e53f,primary_phrase_filter_residual,Causal inference using observational intensive care unit data: a systematic review and recommendations for future practice,exclude,review,review_not_primary,"The review centers causal-effect methodology and reporting, not learned patient transition simulators.",exclude,review,review_not_primary,Causal treatment-effect methods; Learned medical transition or rollout systems are not a central evidence category.,exclude,review,review_not_primary,reviewer_consensus,"A: The review centers causal-effect methodology and reporting, not learned patient transition simulators. B: Causal treatment-effect methods; Learned medical transition or rollout systems are not a central evidence category."
AUD-2fc9db7c7304,primary_phrase_filter_residual,Considerations in Bayesian agent-based modeling for the analysis of COVID-19 data,include,empirical,include_empirical,"Observed outbreak data adapt the agent transition model, which receives predictive evaluation.",include,empirical,include_empirical,Bayesian-calibrated agent-state transitions; directly evaluated through parameter recovery and outbreak prediction.,include,empirical,include_empirical,reviewer_consensus,"A: Observed outbreak data adapt the agent transition model, which receives predictive evaluation. B: Bayesian-calibrated agent-state transitions; directly evaluated through parameter recovery and outbreak prediction."
AUD-4dcfd3695dbe,primary_phrase_filter_residual,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,include,empirical,include_empirical,A learned surgical-device world model is directly evaluated for fidelity and control.,include,empirical,include_empirical,Learned surgical robot environment dynamics; directly evaluated through sim-to-real trajectory control.,include,empirical,include_empirical,reviewer_consensus,A: A learned surgical-device world model is directly evaluated for fidelity and control. B: Learned surgical robot environment dynamics; directly evaluated through sim-to-real trajectory control.
AUD-b3e63a891d01,primary_phrase_filter_residual,Counterfactual inference with latent variable and its application in mental health care.,exclude,empirical,no_future_or_action_evaluation,The counterfactuals are static outcome mappings rather than temporal patient-state transitions.,exclude,empirical,no_future_or_action_evaluation,"Static latent-variable causal mapping; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: The counterfactuals are static outcome mappings rather than temporal patient-state transitions. B: Static latent-variable causal mapping; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics."
AUD-f8f20de0a8d8,primary_phrase_filter_residual,Data-Centric Epidemic Forecasting: A Survey,exclude,review,review_not_primary,The broad forecasting survey does not centrally synthesize learned dynamic simulators.,exclude,review,review_not_primary,Broad data-centric epidemic forecasting; Learned medical transition or rollout systems are not a central evidence category.,exclude,review,review_not_primary,reviewer_consensus,A: The broad forecasting survey does not centrally synthesize learned dynamic simulators. B: Broad data-centric epidemic forecasting; Learned medical transition or rollout systems are not a central evidence category.
AUD-7ae9e99050dc,primary_phrase_filter_residual,Deep Spatiotemporal Model for COVID-19 Forecasting.,exclude,empirical,no_future_or_action_evaluation,The evaluation is ordinary incidence forecasting rather than explicit state-transition simulation.,exclude,empirical,no_future_or_action_evaluation,"Spatiotemporal incidence forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: The evaluation is ordinary incidence forecasting rather than explicit state-transition simulation. B: Spatiotemporal incidence forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics."
AUD-29f404b183b1,primary_phrase_filter_residual,Direct Evaluation of Treatment Response in Brain Metastatic Disease with Deep Neuroevolution,exclude,empirical,no_future_or_action_evaluation,Treatment-response classification does not model or evaluate evolving tumor states.,exclude,empirical,no_future_or_action_evaluation,"Paired-scan classifier; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: Treatment-response classification does not model or evaluate evolving tumor states. B: Paired-scan classifier; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics."
AUD-7366590fd350,primary_phrase_filter_residual,Increased and biased deliberation in social anxiety.,exclude,not_applicable,wrong_domain,"The modeled state is an experimental game, not the patient's anxiety trajectory.",exclude,not_applicable,wrong_domain,Deliberation model for a social task; The modeled system is outside a substantive medical or biomedical state.,exclude,not_applicable,wrong_domain,reviewer_consensus,"A: The modeled state is an experimental game, not the patient's anxiety trajectory. B: Deliberation model for a social task; The modeled system is outside a substantive medical or biomedical state."
AUD-01e1ec47fdac,primary_phrase_filter_residual,Learning cortical representations through perturbed and adversarial dreaming.,exclude,not_applicable,wrong_domain,The model is not trained on a medical or biomedical state system.,exclude,not_applicable,wrong_domain,Sleep-inspired image representation model; The modeled system is outside a substantive medical or biomedical state.,exclude,not_applicable,wrong_domain,reviewer_consensus,A: The model is not trained on a medical or biomedical state system. B: Sleep-inspired image representation model; The modeled system is outside a substantive medical or biomedical state.
AUD-ae21c420fd65,primary_phrase_filter_residual,Machine learning and artificial intelligence in physiologically based pharmacokinetic modeling,include,review,include_review,Learned and adapted pharmacokinetic simulators are the central subject of the review.,include,review,include_review,"Substantially synthesizes ML-integrated PBPK and neural-ODE dynamics, including substantial pharmacokinetic methods synthesis.",include,review,include_review,reviewer_consensus,"A: Learned and adapted pharmacokinetic simulators are the central subject of the review. B: Substantially synthesizes ML-integrated PBPK and neural-ODE dynamics, including substantial pharmacokinetic methods synthesis."
AUD-adda9c971211,primary_phrase_filter_residual,Reward Bases: Instantaneous reward revaluation with temporal difference learning,exclude,not_applicable,wrong_domain,The modeled state is an artificial reward environment rather than medical or biomedical dynamics.,exclude,not_applicable,wrong_domain,Reward-basis learning algorithm; The modeled system is outside a substantive medical or biomedical state.,exclude,not_applicable,wrong_domain,reviewer_consensus,A: The modeled state is an artificial reward environment rather than medical or biomedical dynamics. B: Reward-basis learning algorithm; The modeled system is outside a substantive medical or biomedical state.
AUD-30e4b971e541,primary_phrase_filter_residual,Advances in the computational understanding of mental illness.,exclude,review,review_not_primary,The broad theory review does not centrally synthesize learned patient transition simulators.,exclude,review,review_not_primary,Broad computational psychiatry theories; Learned medical transition or rollout systems are not a central evidence category.,exclude,review,review_not_primary,reviewer_consensus,A: The broad theory review does not centrally synthesize learned patient transition simulators. B: Broad computational psychiatry theories; Learned medical transition or rollout systems are not a central evidence category.
AUD-63771cfe66c1,primary_phrase_filter_residual,Clinical-Based vs. Model-Based Adaptive Dosing Strategy: Retrospective Comparison in Real-World mRCC Patients Treated with Sunitinib,include,empirical,include_empirical,The data-fitted drug model supports evaluated action-conditioned exposure simulations.,include,empirical,include_empirical,Patient-calibrated pk-pd dynamics; directly evaluated through alternative-dose exposure simulations.,include,empirical,include_empirical,reviewer_consensus,A: The data-fitted drug model supports evaluated action-conditioned exposure simulations. B: Patient-calibrated pk-pd dynamics; directly evaluated through alternative-dose exposure simulations.
AUD-4fc68310eac9,primary_phrase_filter_residual,Digital Epidemiology: A review,exclude,review,duplicate_publication,This record is an earlier or duplicate version of AUD-01dbcfb5e94a; retain the more complete stable version.,exclude,review,duplicate_publication,Duplicate of aud-01dbcfb5e94a; the more complete stable version is retained.,exclude,review,duplicate_publication,reviewer_consensus,A: This record is an earlier or duplicate version of AUD-01dbcfb5e94a; retain the more complete stable version. B: Duplicate of aud-01dbcfb5e94a; the more complete stable version is retained.
AUD-1e089ceacd6b,primary_phrase_filter_residual,Dopamine signals as temporal difference errors: recent advances.,exclude,review,review_not_primary,It does not synthesize learned medical or biomedical dynamic simulators.,exclude,review,wrong_domain,Dopamine prediction-error theory; The modeled system is outside a substantive medical or biomedical state.,exclude,review,review_not_primary,reviewer_consensus,A: It does not synthesize learned medical or biomedical dynamic simulators. B: Dopamine prediction-error theory; The modeled system is outside a substantive medical or biomedical state.
AUD-546e61a5a201,primary_phrase_filter_residual,Dynamics of an oncolytic virus model,exclude,empirical,no_learned_dynamics,No transition component is fitted or calibrated from observed biomedical data.,exclude,empirical,no_learned_dynamics,"Hand-specified oncolytic-virus equations; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",exclude,empirical,no_learned_dynamics,reviewer_consensus,"A: No transition component is fitted or calibrated from observed biomedical data. B: Hand-specified oncolytic-virus equations; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted."
AUD-c1db632b65cf,primary_phrase_filter_residual,Forecasting emergency medicine reserve demand with a novel decomposition-ensemble methodology,exclude,empirical,no_future_or_action_evaluation,Resource-demand forecasting does not evaluate healthcare-system transition dynamics.,exclude,empirical,no_future_or_action_evaluation,"Medicine reserve-demand forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: Resource-demand forecasting does not evaluate healthcare-system transition dynamics. B: Medicine reserve-demand forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics."
AUD-489b7cb5ab9d,primary_phrase_filter_residual,How specific are patient-specific simulations? Analyzing the accuracy of 3D-printing and modeling to create patient-specific rehearsals for complex urological procedures,exclude,empirical,no_learned_dynamics,The physical rehearsal platform contains no learned or data-adapted transition dynamics.,exclude,empirical,no_learned_dynamics,"Patient-specific static rehearsal geometry; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",exclude,empirical,no_learned_dynamics,reviewer_consensus,"A: The physical rehearsal platform contains no learned or data-adapted transition dynamics. B: Patient-specific static rehearsal geometry; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted."
AUD-6f1d52747327,primary_phrase_filter_residual,Machine Learning for Mechanical Ventilation Control,include,empirical,include_empirical,Observed device-lung data train a world model that is directly evaluated for control.,include,empirical,include_empirical,Learned artificial-lung transition simulator; directly evaluated through pressure-waveform control trajectories.,include,empirical,include_empirical,reviewer_consensus,A: Observed device-lung data train a world model that is directly evaluated for control. B: Learned artificial-lung transition simulator; directly evaluated through pressure-waveform control trajectories.
AUD-4f2ca963ccf0,primary_phrase_filter_residual,Model-Based Planning Deficits in Compulsivity Are Linked to Faulty Neural Representations of Task Structure.,exclude,not_applicable,wrong_domain,The modeled state is the experimental task rather than a patient or physiological trajectory.,exclude,not_applicable,wrong_domain,Abstract two-step task transitions; The modeled system is outside a substantive medical or biomedical state.,exclude,not_applicable,wrong_domain,reviewer_consensus,A: The modeled state is the experimental task rather than a patient or physiological trajectory. B: Abstract two-step task transitions; The modeled system is outside a substantive medical or biomedical state.
AUD-a34c161e6a68,primary_phrase_filter_residual,Orbitofrontal cortex and learning predictions of state transitions.,exclude,not_applicable,wrong_domain,The learned model concerns an external task structure rather than a medical or biomedical state.,exclude,not_applicable,wrong_domain,Human cue-transition learning; The modeled system is outside a substantive medical or biomedical state.,exclude,not_applicable,wrong_domain,reviewer_consensus,A: The learned model concerns an external task structure rather than a medical or biomedical state. B: Human cue-transition learning; The modeled system is outside a substantive medical or biomedical state.
AUD-59a988c082f5,primary_phrase_filter_residual,Phenotyping heart failure using model-based analysis and physiology-informed machine learning,include,empirical,include_empirical,Real patient data calibrate cardiovascular dynamics and directly test simulator fidelity.,include,empirical,include_empirical,Patient-calibrated cardiovascular dynamics; directly evaluated through simulation fit to hemodynamic observations.,include,empirical,include_empirical,reviewer_consensus,A: Real patient data calibrate cardiovascular dynamics and directly test simulator fidelity. B: Patient-calibrated cardiovascular dynamics; directly evaluated through simulation fit to hemodynamic observations.
AUD-dd0cc9cd5356,primary_phrase_filter_residual,Probabilistic generative modeling and reinforcement learning extract the intrinsic features of animal behavior,exclude,not_applicable,wrong_domain,The modeled system is animal behavior without a substantive medical or biomedical state.,exclude,not_applicable,wrong_domain,Learned animal-behavior dynamics; The modeled system is outside a substantive medical or biomedical state.,exclude,not_applicable,wrong_domain,reviewer_consensus,A: The modeled system is animal behavior without a substantive medical or biomedical state. B: Learned animal-behavior dynamics; The modeled system is outside a substantive medical or biomedical state.
AUD-004b03d7fc10,primary_phrase_filter_residual,Reinforcement learning control of a biomechanical model of the upper extremity,exclude,empirical,no_learned_dynamics,"The policy is learned, but biomechanical transition dynamics are not fitted from observed data.",exclude,empirical,no_learned_dynamics,"Hand-specified biomechanical plant with learned policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",exclude,empirical,no_learned_dynamics,reviewer_consensus,"A: The policy is learned, but biomechanical transition dynamics are not fitted from observed data. B: Hand-specified biomechanical plant with learned policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted."
AUD-1b275981a80a,primary_phrase_filter_residual,Validity of a patient-specific percutaneous nephrolithotomy (PCNL) simulated surgical rehearsal platform: impact on patient and surgical outcomes,exclude,empirical,no_learned_dynamics,No learned or data-adapted transition component is present.,exclude,empirical,no_learned_dynamics,"Patient-specific static surgical rehearsal; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",exclude,empirical,no_learned_dynamics,reviewer_consensus,"A: No learned or data-adapted transition component is present. B: Patient-specific static surgical rehearsal; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted."
AUD-6b0fc2dfddd1,primary_phrase_filter_residual,1582O Developing a real-world outcomes forecast model using matched oncology clinical trials and real world evidence to inform policy-making and reimbursement approaches,exclude,empirical,no_primary_empirical_evaluation,No full methods/results text establishes an evolving-state model or operational dynamics evaluation.,exclude,empirical,no_primary_empirical_evaluation,Outcome forecast reported only as abstract; The primary record lacks extractable empirical dynamics methods and results.,exclude,empirical,no_primary_empirical_evaluation,reviewer_consensus,A: No full methods/results text establishes an evolving-state model or operational dynamics evaluation. B: Outcome forecast reported only as abstract; The primary record lacks extractable empirical dynamics methods and results.
AUD-63175be8811e,primary_phrase_filter_residual,"A Novel, Enriched Population Pharmacokinetic Model for Recombinant Factor VIII-Fc Fusion Protein Concentrate in Hemophilia A Patients",include,empirical,include_empirical,Real-world data fit and validate drug concentration-time dynamics.,include,empirical,include_empirical,Data-fitted population pk dynamics; directly evaluated through external concentration-profile validation.,include,empirical,include_empirical,reviewer_consensus,A: Real-world data fit and validate drug concentration-time dynamics. B: Data-fitted population pk dynamics; directly evaluated through external concentration-profile validation.
AUD-8332cc9fa00e,primary_phrase_filter_residual,"Anxiety, avoidance, and sequential evaluation.",exclude,empirical,no_learned_dynamics,The theoretical anxiety model is not learned or calibrated from observed patient-state trajectories.,exclude,empirical,no_learned_dynamics,"Hand-specified anxiety decision model; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",exclude,empirical,no_learned_dynamics,reviewer_consensus,"A: The theoretical anxiety model is not learned or calibrated from observed patient-state trajectories. B: Hand-specified anxiety decision model; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted."
AUD-249ff1072a97,primary_phrase_filter_residual,Continuous detection and prediction model of bacteremia for in-patients: deep learning for time-series EHR data,exclude,empirical,duplicate_publication,This record is an earlier or duplicate version of the full journal article at DOI 10.2196/19512; retain the more complete stable version.,exclude,empirical,no_primary_empirical_evaluation,Time-series endpoint predictor; The primary record lacks extractable empirical dynamics methods and results.,exclude,empirical,duplicate_publication,reviewer_consensus,A: This record is an earlier or duplicate version of the full journal article at DOI 10.2196/19512; retain the more complete stable version. B: Time-series endpoint predictor; The primary record lacks extractable empirical dynamics methods and results.
AUD-f625df054bad,primary_phrase_filter_residual,"Empirical Model of Spring 2020 Decrease in Daily Confirmed COVID-19 Cases in King County, Washington",exclude,empirical,no_future_or_action_evaluation,This is ordinary incidence extrapolation without an explicit learned evolving-state simulator.,exclude,empirical,no_future_or_action_evaluation,"Exponential case-count forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: This is ordinary incidence extrapolation without an explicit learned evolving-state simulator. B: Exponential case-count forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics."
AUD-eeb344a8dc5e,primary_phrase_filter_residual,Model‐Based Approach to Improve Clinical Outcomes in Neonates With Opioid Withdrawal Syndrome Using Real‐World Data,include,empirical,include_empirical,Real-world longitudinal treatment data fit and validate an action-conditioned neonatal response model.,include,empirical,include_empirical,Fitted dose-response and symptom dynamics; directly evaluated through simulation-based treatment-duration validation.,include,empirical,include_empirical,reviewer_consensus,A: Real-world longitudinal treatment data fit and validate an action-conditioned neonatal response model. B: Fitted dose-response and symptom dynamics; directly evaluated through simulation-based treatment-duration validation.
AUD-6068230a5ea5,primary_phrase_filter_residual,Optical Coherence Tomography-Guided Robotic Ophthalmic Microsurgery via Reinforcement Learning from Demonstration.,exclude,empirical,no_learned_dynamics,"The study learns control actions, but corneal and needle transition dynamics are simulated or experienced rather than learned as a model.",exclude,empirical,no_learned_dynamics,"Model-free imitation and rl policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",exclude,empirical,no_learned_dynamics,reviewer_consensus,"A: The study learns control actions, but corneal and needle transition dynamics are simulated or experienced rather than learned as a model. B: Model-free imitation and rl policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted."
AUD-b4dd9bfd99ef,primary_phrase_filter_residual,Real-time neural network based predictor for cov19 virus spread.,exclude,empirical,no_future_or_action_evaluation,This is ordinary case forecasting without explicit disease-state transitions.,exclude,empirical,no_future_or_action_evaluation,"Neural case-count forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: This is ordinary case forecasting without explicit disease-state transitions. B: Neural case-count forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics."
AUD-bb86781b390a,primary_phrase_filter_residual,Real-World Implications of a Rapidly Responsive COVID-19 Spread Model with Time-Dependent Parameters via Deep Learning: Model Development and Validation,include,empirical,include_empirical,The study learns and validates time-varying epidemiological dynamics.,include,empirical,include_empirical,Deep-learned time-varying sir dynamics; directly evaluated through cross-country epidemic trajectories.,include,empirical,include_empirical,reviewer_consensus,A: The study learns and validates time-varying epidemiological dynamics. B: Deep-learned time-varying sir dynamics; directly evaluated through cross-country epidemic trajectories.
AUD-19826a72fa85,primary_phrase_filter_residual,Real-World Implications of a Rapidly Responsive COVID-19 Spread Model with Time-Dependent Parameters via Deep Learning: Model Development and Validation (Preprint),exclude,empirical,duplicate_publication,This record is an earlier or duplicate version of AUD-bb86781b390a; retain the more complete stable version.,exclude,empirical,duplicate_publication,Duplicate of aud-bb86781b390a; the more complete stable version is retained.,exclude,empirical,duplicate_publication,reviewer_consensus,A: This record is an earlier or duplicate version of AUD-bb86781b390a; retain the more complete stable version. B: Duplicate of aud-bb86781b390a; the more complete stable version is retained.
AUD-2962f2619ffd,primary_phrase_filter_residual,"Second waves, social distancing, and the spread of COVID-19 across America",exclude,empirical,duplicate_publication,This record is an earlier or duplicate version of AUD-4bc4e756f9f6; retain the more complete stable version.,exclude,empirical,duplicate_publication,Duplicate of aud-4bc4e756f9f6; the more complete stable version is retained.,exclude,empirical,duplicate_publication,reviewer_consensus,A: This record is an earlier or duplicate version of AUD-4bc4e756f9f6; retain the more complete stable version. B: Duplicate of aud-4bc4e756f9f6; the more complete stable version is retained.
AUD-4bc4e756f9f6,primary_phrase_filter_residual,"Second waves, social distancing, and the spread of COVID-19 across the USA.",include,empirical,include_empirical,Data-fitted epidemic dynamics support direct alternative-policy simulation.,include,empirical,include_empirical,Bayesian-fitted regional epidemic dynamics; directly evaluated through alternative-policy trajectory simulations.,include,empirical,include_empirical,reviewer_consensus,A: Data-fitted epidemic dynamics support direct alternative-policy simulation. B: Bayesian-fitted regional epidemic dynamics; directly evaluated through alternative-policy trajectory simulations.
AUD-b65e37404868,primary_phrase_filter_residual,State-by-State estimates of R0 at the start of COVID-19 outbreaks in the USA,exclude,empirical,no_future_or_action_evaluation,The empirical study estimates R0 and associations; it does not directly evaluate future-state trajectories or intervention response.,exclude,empirical,no_future_or_action_evaluation,"Fitted autoregressive latent epidemic state; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: The empirical study estimates R0 and associations; it does not directly evaluate future-state trajectories or intervention response. B: Fitted autoregressive latent epidemic state; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics."
AUD-5e10f6f71a90,primary_phrase_filter_residual,The evolving view of replay and its functions in wake and sleep.,exclude,review,review_not_primary,"It is a basic-neuroscience review, not a synthesis of learned medical or biomedical simulators.",exclude,review,wrong_domain,Hippocampal replay mechanisms; The modeled system is outside a substantive medical or biomedical state.,exclude,review,review_not_primary,reviewer_consensus,"A: It is a basic-neuroscience review, not a synthesis of learned medical or biomedical simulators. B: Hippocampal replay mechanisms; The modeled system is outside a substantive medical or biomedical state."
