candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_notes
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,rollout_regime,"One hundred replicated placebo-versus-treatment virtual trials across effect sizes, durations, and cohort definitions",Free-running parametric trajectories for placebo and hypothetical treatment arms; 100 replicated trials per scenario.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,capability_claim,Counterfactual: assumed treatment modifications are compared with placebo to estimate endpoint behavior and power,Counterfactual — simulated placebo-versus-treatment trial outcomes under alternative parameter interventions.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,baselines,"Placebo, alternative disease-model parameter targets, durations, sample sizes, and analysis endpoints","Placebo/no-change trajectory; alternative effect magnitudes, sample sizes, and study durations. No independent mechanistic model baseline.",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,state_fidelity_metrics,Synthetic-cohort distributions and correlations are checked against source high-risk samples,Real-versus-synthetic marginal distributions and correlations; underlying model VPC/test evidence is referenced to prior work rather than fully re-reported.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,transition_metrics,"Prior disease-model test-set and visual-predictive-check evidence is cited; current case reports emphasize eGFR trajectories, slopes, and endpoint power","Trial power and endpoint behavior at 1-, 2-, and 3-year durations; no direct horizon-specific trajectory error in this article.",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,rollout_stability,Power estimates and 95% intervals are reported across 100 simulation replicates and multiple trial durations,Power distributions across 100 repetitions and sample sizes; no drift or physiological constraint metric.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,action_sensitivity,"Structured perturbations vary treatment target, percentage effect, duration, cohort, and analysis strategy",Defined perturbations of three progression parameters over alternative percentage effects and durations.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,calibration_and_uncertainty,Interindividual variability and 100-replicate power uncertainty with approximate 95% confidence intervals are included; no formal predictive calibration,"Interindividual/residual variability, 100 trial repetitions, and reported confidence intervals; no calibration/coverage audit.",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,external_validation,"Prior independent test evidence for the natural-history model is referenced, but no independent clinical validation of simulated treatment response is provided",No independent institution or geographic cohort validation reported in this article.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,decision_utility,"The Shiny simulator estimates sample size, duration, analysis choice, and power for rare-disease trial design","Clinical-trial sample-size, duration, endpoint, and enrichment exploration through a public web simulator.",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,safety_evaluation,"NI/negative: no adverse-event, treatment-toxicity, or safety-hazard process is modeled",No treatment toxicity or clinical safety endpoint was simulated.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,statistical_analysis,"Repeated simulations, power calculations, confidence intervals based on simulation standard error, and mixed-model endpoint analyses",Power calculations across 100 simulated trials with confidence intervals and scenario comparisons.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,causal_language,Treatment effects are explicitly hypothetical model parameter changes; causal interpretation is assumption-based,Hypothetical placebo and treatment-effect simulation; authors caution that the tool does not substitute for clinical evidence.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,estimand,Between-arm difference in eGFR slope or end-of-trial eGFR and the associated rejection probability/power,Simulated between-arm endpoint difference and probability of detecting a user-specified hypothetical treatment effect.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,confounding_strategy,NA for simulated randomized allocation; source natural-history confounding is not used to estimate observed treatment effects,NA — treatment effects are imposed in randomized simulated arms rather than estimated from observational exposure.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,positivity_and_overlap,"NA/NI: simulated arms have designed support, but no empirical treatment-overlap diagnostic exists",Not evaluated; parameter perturbations are assumed and their empirical treatment support is unknown.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,counterfactual_validation,No observed treated cohort or patient-level counterfactual outcome validates the assumed response,No real treatment-response validation; domain plausibility and prior natural-history model checks only.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,code_access,A public web-based R Shiny application and selected Data S1 code examples are available; a complete downloadable analysis repository is NI,Partial/public — web application and key R examples are available in the article supplement; a complete source repository was not identified.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,weights_access,"NA for neural weights; model parameter information is described, but a complete fitted-object release is NI",NA — parametric mixed-effects coefficients rather than neural weights; full fitted parameter accessibility is partial.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,data_access,Registry data are not public; synthetic trial cohorts can be generated through the application,Private/governed registry data; synthetic examples are generated by the tool.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,preprocessing_reproducibility,"Model equations, synthetic-population workflow, parameter perturbations, and trial settings are documented; exact end-to-end source-data preparation is not public","Partial — model form and simulation workflow are detailed, but registry preprocessing and complete source pipeline are unavailable.",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,randomness,Random effects and 100 simulation replicates are specified; random seeds are NI,100 replicated simulated trials; random seed was not reported.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,evidence_anchors,"Clinical and Translational Science full text, DOI 10.1002/psp4.70258: Methods sections on CTS development and clinical trial simulation define cohorts, ctree synthesis, models, actions, and repetitions; Results case reports and figures/tables report power; Discussion states assumptions; Data S1 gives selected code","Methods and model overview, Fig. 1; case studies and Tables/Figs. 2–5 (population synthesis and 1–3-year power); Discussion/Data S1 (web tool and R examples).",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,appraisal_strengths,"Directly decision-oriented rare-disease simulations, explicit scenario perturbations, repeated trials, and an accessible interactive implementation","Disease-specific natural-history model, explicit trial-design scenarios, repeated power simulations, and an accessible interactive tool.",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,appraisal_limitations,"Small high-risk source subsets, single-registry provenance, hypothetical treatment response, no safety model, and no independent intervention validation","Hypothetical unvalidated treatment effects, one registry, incomplete missing/censoring reporting, no safety outcomes, and restricted source data.",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,source_status,Full open-access journal text and supplements inspected through Europe PMC,indexed,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,publication_status,Peer-reviewed journal article,"Peer-reviewed journal article (IEEE Transactions on Medical Robotics and Bionics, 2022).",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,domain,Magnetic surgical robotics; model-based reinforcement learning,Magnetic surgical robotics and model-based reinforcement learning.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,dataset_or_cohort,MagnetoSuture benchtop magnetic robot with camera-tracked motion in a dish,"Physical MagnetoSuture benchtop platform with a 22-gauge needle, four electromagnetic coils, and camera tracking.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,sample_scale,"34,742 physical state-action transitions collected over approximately 3.2 hours","34,742 physical transitions collected in approximately 3.2 hours; downstream simulated training up to 2.5 million steps.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,institution_count,"One laboratory hardware system; no tissue, animal, patient, or multi-institution sample",One laboratory device/platform.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,split_strategy,"Validation and test losses are reported, but exact split proportions and temporal grouping are NI","Held-out validation and test transition sets are reported, but exact proportions and leakage controls are not specified.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,observation_process,"Camera-derived planar position and orientation after 100-ms coil pulses followed by 200-ms rest, approximately 3 Hz","Camera-derived planar needle position and heading after discrete current pulses (100 ms actuation plus 200 ms rest, approximately 3 Hz).",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,missingness,NA: complete engineered sensor transitions are used; no missing-observation process is reported,NA — complete benchtop tracking transitions after data collection/quality filtering; missingness was not modeled.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,censoring_or_competing_events,NA: no clinical censoring or competing event; hardware episodes reset when the robot leaves the valid workspace,NA — task episodes terminate/reset for target success or leaving the Petri-dish workspace.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,state,"Planar x position, y position, and orientation theta","Needle x-position, y-position, and orientation.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,observation_decoder,Fully connected neural network directly predicts the next planar pose,Fully connected neural simulator predicts next needle state.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,action,Two-dimensional effective coil-current command derived under the four-coil actuation constraint,Two-dimensional electromagnetic coil-current command.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,action_provenance,Physical exploration/data-collection commands and subsequently learned TD3 policy actions,Manual exploration commands for data collection; learned TD3 commands for simulated training and physical deployment.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,transition_mechanism,Deterministic fully connected neural next-state model used as the model-based simulator,Deterministic neural one-step model used as a model-based simulator for TD3 policy learning.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,maximum_horizon,Recursive model episodes of 5-30 steps; physical navigation tasks extend until target/path completion,"One-step model validation; policies trained for 500,000–2.5 million simulator steps and evaluated over multi-step physical navigation tasks.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,rollout_regime,"TD3 agents train for 500,000 to 2.5 million simulated steps, then execute closed loop on the real robot",Free-running simulator during policy training and real closed-loop transfer to the physical device.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,capability_claim,Planning: a learned simulator is used to train a sequential robot-control policy,Planning — policy selects sequential coil commands using learned-model rollouts.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,baselines,"Physics-based simulator, pure off-policy learning, and task/controller variants","Physics-based simulator, pure simulation training, and offline model-free RL variants; no action-agnostic learned-transition comparator.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,state_fidelity_metrics,"Real-robot root-mean-square position error for center, random-target, and square-path tasks","Normalized L2 next-state error (validation 0.033, test 0.045) and physical trajectory RMS error (about 5.3–7.4 mm for learned simulator versus 31 mm physics simulator).",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,transition_metrics,Learned-model validation loss 0.033 and test loss 0.045; next-state prediction comparisons against the physics simulator,One-step held-out transition error; no error-versus-rollout-horizon curve.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,rollout_stability,"Successful multi-step physical trajectories are shown, but transition/control error is not reported as a function of the 5-30-step rollout horizon","Physical center, random-target, and square-path trajectories; no explicit learned-simulator drift/constraint-violation rate by horizon.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,action_sensitivity,No formal action-removal or structured command-perturbation evaluation; several target/path tasks test policy behavior,"No action removal, shuffle, or magnitude/timing sensitivity test of the transition model.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,calibration_and_uncertainty,"NI/negative: no predictive intervals, ensemble uncertainty, reliability analysis, or formal calibration",No predictive uncertainty or calibration analysis for the deterministic simulator.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,external_validation,Simulator-trained controller is evaluated without reported real-world fine-tuning on the physical MagnetoSuture robot; this is external to the learned simulator but remains the same laboratory platform,Simulation-to-real transfer on the same physical apparatus used to collect transitions; useful proxy but not a frozen new device/site.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,decision_utility,Real-hardware RMS error is approximately 5.3-7.4 mm for model-based agents versus about 31 mm for the pure-physics-simulator agent on reported tasks,Real closed-loop needle navigation and trajectory tracking against simulator/control baselines.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,safety_evaluation,"Workspace reset, zero-current avoidance, magnetic dead-zone considerations, coil cooling, supervision, and overheating precautions are described; no biological safety evaluation","Reports coil overheating, active cooling, workspace dead zones, out-of-dish termination/reset, and human supervision; no tissue or patient safety test.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,statistical_analysis,"Training summaries include means with two-standard-deviation bands across repeated agents, but agent count, seeds, and inferential tests are not consistently specified","Point errors and trajectory summaries; repeated-run uncertainty, confidence intervals, and significance tests were not reported.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,causal_language,NA: control performance is not framed as an identified causal treatment effect,Control/planning language only; no clinical causal-treatment claim.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,estimand,NA: no causal estimand,NA — embodied task-control utility rather than a causal estimand.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,confounding_strategy,"NA: engineered control experiment, not observational treatment-effect estimation",NA — controlled benchtop experiment.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,positivity_and_overlap,No formal action-support diagnostic; physical data collection explores the allowed command space,No formal action-support/coverage analysis for learned policy commands.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,counterfactual_validation,NA: sim-to-real control validation is not patient counterfactual validation,NA — no treatment counterfactual claim; validation is simulator-to-real control transfer.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,code_access,NI: no public paper-specific code repository identified,Unavailable — no inspectable implementation link reported.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,weights_access,NI: no trained network weights identified as public,Unavailable — trained simulator and policy weights were not released.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,data_access,"NI: the 34,742-transition physical dataset is not reported as publicly downloadable",Unavailable — collected transition dataset was not released.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,preprocessing_reproducibility,"Hardware geometry, state/action definition, pulse timing, network, training, and tasks are described; exact split and reusable pipeline artifacts are incomplete","Partial — hardware, state extraction, normalization, architecture, and training are described, but executable preprocessing is absent.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,randomness,Random targets and repeated agent training are used; complete seeds and run count are NI,Manual guided exploration and random targets are described; seeds and repeated independent training runs were not reported.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,evidence_anchors,"IEEE TMRB full text, DOI 10.1109/TMRB.2022.3214426: Sections II-B-II-D define data, state/action, learned simulator, recursive episodes, and TD3; Section III and Figs. 4-7 report model losses and real-robot tasks; methods/discussion identify resets, cooling, dead zones, and overheating constraints","Methods Sec. IV-B.1–5 (hardware, data, simulator, TD3); Experiments Sec. V-A–D, Tables I–II and Figs. 4–6 (errors and physical tasks); Conclusion Sec. VI.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,appraisal_strengths,Direct learned-transition validation plus frozen sim-to-real closed-loop evaluation and concrete hardware hazard controls,Direct physical data collection and real closed-loop transfer with comparison to a physics simulator and alternative training regimes.,,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,appraisal_limitations,"Single benchtop device, no tissue/patient validation, no horizon-resolved rollout degradation, no uncertainty calibration, and no reusable code/data","Single apparatus, one-step simulator metric only, no uncertainty/action ablation, limited safety scope, and no public artifacts.",,
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,source_status,Full peer-reviewed article inspected through PMC/Europe PMC,indexed,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,publication_status,Peer-reviewed journal article,"Peer-reviewed journal article (CPT: Pharmacometrics & Systems Pharmacology, 2022).",,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,domain,Duchenne muscular dystrophy natural history and clinical trial simulation,Duchenne muscular dystrophy disease-progression and clinical-trial simulation.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,dataset_or_cohort,"Integrated Clinical Dystrophinopathy Research Network data from 15 studies, including trials and natural-history cohorts",Duchenne Regulatory Science Consortium database: 15 clinical studies comprising trials and natural-history cohorts.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,sample_scale,"1,505 participants and 27,252 observations across five outcomes; four external non-US datasets total 364 participants","1,505 participants and 27,252 observations; development: 11 North American studies (1,141 participants, 19,996 observations); external: four non-US studies (364 participants, 7,256 observations).",,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,institution_count,Multiple international studies and sites; exact unique institution count is NI,Multicenter across 15 studies; exact site count was not reported.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,split_strategy,Eleven primarily North American studies are used for model development and four non-US studies for external validation,Geographic/study split: 11 North American development studies and four non-US external validation studies.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,observation_process,"Irregular longitudinal assessments of NSAA, FVC, stand velocity, climb velocity, and walk/run velocity across childhood and disease progression","Irregular longitudinal clinical outcomes from age 4 through advanced disease: NSAA, FVC, and climb/stand/walk-run velocities.",,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,missingness,"Outcome missingness is described; missing timed-function tests associated with disease severity are modeled, while some covariate missingness is handled during dataset preparation",No imputation of missing dependent variables or covariates; missing categorical covariates grouped where applicable.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,censoring_or_competing_events,Dropout and competing events are not explicitly modeled; the paper identifies dropout modeling as future work,Inability to perform functional tests due to severity is likelihood-censored (M4); dropout is not modeled and is acknowledged as a limitation.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,state,"Outcome-specific age trajectory, baseline status, covariates, and individual random effects","Age, baseline functional score, race, steroid use, mutation class, study type, and individual random effects.",,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,observation_decoder,Nonlinear mixed-effects model directly produces each clinical outcome trajectory,Nonlinear mixed-effects trajectories for five clinical endpoints.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,action,Placebo/natural-history evolution or user-specified hypothetical treatment timing and magnitude,User-defined hypothetical treatment timing and magnitude applied to progression-model parameters to create active arms.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,action_provenance,"Treatment scenarios are design assumptions supplied to the clinical-trial simulation platform, not learned from observed comparative treatment data",Simulated treatment effects; not estimated from observed treatment response in the platform evaluation.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,transition_mechanism,Chapman-Richards growth component multiplied by a sigmoid Imax decline model with interindividual variability and covariates,Product of Chapman–Richards growth and sigmoid Imax decline functions with fixed/random effects and residual error.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,maximum_horizon,"Natural-history models cover the observed age range; virtual trial horizons are user specified, with 18-24 months representative of DMD trials",Age-spanning natural-history trajectories and user-defined trial durations; external VPCs cover observed longitudinal follow-up.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,rollout_regime,"Virtual patients and placebo/active arms are repeatedly generated under alternative entry criteria, durations, endpoints, and assumed effects","Free-running parametric trajectory simulation, virtual trials, and visual predictive checks with 500 simulated datasets.",,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,capability_claim,Counterfactual: the platform simulates placebo and hypothetical active-treatment trajectories for trial-design exploration,Counterfactual — placebo/historical-control versus hypothetical active treatment trial simulation.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,baselines,Natural-history/placebo model and alternative covariate/model forms; no action-agnostic machine-learning comparator,Observed development and external cohorts; placebo/historical-control trajectory versus active-arm parameter shifts.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,state_fidelity_metrics,Goodness-of-fit plots and internal visual predictive checks for all five outcomes,Goodness-of-fit plots and visual predictive checks for five endpoints with observed percentiles versus simulated prediction intervals.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,transition_metrics,External visual predictive checks compare predicted percentiles and approximately 90% prediction intervals with four non-US datasets,Age-resolved longitudinal VPCs in development and external cohorts; no single aggregate transition metric.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,rollout_stability,Internal and external trajectory distributions are assessed over age; explicit degradation by increasing simulated trial horizon is NI,VPC trajectory envelopes and trial simulations; dropout and some long-term endpoint transitions remain unmodeled.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,action_sensitivity,"The platform permits changes to treatment onset, magnitude, duration, entry criteria, and endpoint; the article does not present a complete factorial sensitivity study","Treatment-effect size, timing, and affected parameter can be varied in the CTS platform.",,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,calibration_and_uncertainty,Interindividual random effects and visual predictive intervals quantify variability; no formal forecast reliability or interval-coverage calibration is reported,"Interindividual/residual variability, 500-simulation VPC intervals, 1,000 bootstraps, and 90% confidence intervals; no explicit coverage-calibration statistic.",,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,external_validation,Four non-US datasets are held out for external validation of the natural-history models and show broadly adequate visual predictive performance,Frozen evaluation on four non-US studies held out from model development.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,decision_utility,"The platform is intended to optimize eligibility, endpoint, sample size, duration, and assumed treatment-effect choices; prospective decision impact is not demonstrated","Trial-design platform for endpoint, enrichment, duration, placebo/historical-control, and treatment-effect scenarios; no prospective decision-impact study.",,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,safety_evaluation,"NI/negative: treatment toxicity, adverse events, and safety hazards are not represented","No adverse-event, toxicity, or harmful-decision evaluation.",,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,statistical_analysis,"Likelihood-based nonlinear mixed-effects modeling, covariate testing, goodness-of-fit, and visual predictive checks with prediction intervals","NONMEM estimation, 1,000 bootstrap replicates, 500 VPC simulations, confidence intervals, and covariate modeling.",,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,causal_language,Uses hypothetical treatment-effect and trial-simulation language; it does not identify a causal effect from observed treatment assignment,Hypothetical treatment-effect and historical-control simulation language.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,estimand,NI: no explicit causal treatment estimand is mathematically defined in the article,Simulated active-versus-control endpoint contrast under a user-specified treatment effect.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,confounding_strategy,Covariates explain natural-history heterogeneity; no treatment-confounding strategy is needed for hypothetical randomized arms and none estimates a clinical treatment effect,NA for randomized virtual arms; historical-control use is proposed without a complete real-world confounding strategy.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,positivity_and_overlap,NI/NA: no empirical treatment-overlap assessment; virtual active/placebo support is imposed by design,Not evaluated for hypothetical interventions or historical-control transport.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,counterfactual_validation,No observed active-treatment cohort validates the hypothetical response; external validation concerns untreated disease trajectories,No observed treatment-effect validation; natural-history dynamics receive frozen geographic external validation.,,
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,code_access,Appendix S5 provides inspectable NONMEM model code; the full interactive simulation platform is not reported as public,Public/partial — NONMEM model codes are provided in the article supplement.,,
