candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_anchor,adjudication_notes
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",baselines,scDiffusion; cfDiffusion; ESCFD; CFGen; scNODE; scIMF on matched splits,"scDiffusion, cfDiffusion, ESCFD, CFGen, scNODE, scIMF on common splits/HVGs; CFGen for multiome","scDiffusion, cfDiffusion, ESCFD, CFGen, scNODE, scIMF on common splits/HVGs; CFGen for multiome",Figs. 2-5 and metric sections,Primary publication supports Reviewer B's more precise formulation for baselines; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",state_fidelity_metrics,"miLISI, MMD, W1/W2, energy distance, expression, marker, spatial, and GRN measures","miLISI, MMD, 1/2-Wasserstein, marker dynamics, RNA-ATAC metrics, spatial mapping, regulon concordance","miLISI, MMD, 1/2-Wasserstein, marker dynamics, RNA-ATAC metrics, spatial mapping, regulon concordance",Figs. 2-5 and metric sections,Primary publication supports Reviewer B's more precise formulation for state_fidelity_metrics; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",transition_metrics,Stage-resolved W2/miLISI; pseudotime distances/correlations; PAGA topology distance,"Held-out interpolation/extrapolation pseudotime, correlations, graph topology/IM distance, lineage and regulatory dynamics","Held-out interpolation/extrapolation pseudotime, correlations, graph topology/IM distance, lineage and regulatory dynamics",Figs. 2-5 and metric sections,Primary publication supports Reviewer B's more precise formulation for transition_metrics; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",rollout_stability,1: interpolation/extrapolation and topology degradation assessed; no explicit constraint-violation metric,Multistage trajectories/topology assessed; NI: explicit drift/constraint metric beyond evaluated stages,Multistage trajectories/topology assessed; NI: explicit drift/constraint metric beyond evaluated stages,Figs. 2-5 and metric sections,Primary publication supports Reviewer B's more precise formulation for rollout_stability; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",action_sensitivity,NA: no action,NA: no action input,NA: no action input,Figs. 2-5 and metric sections,Primary publication supports Reviewer B's more precise formulation for action_sensitivity; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",calibration_and_uncertainty,1: stochastic samples and bootstrap metric construction; no calibration/coverage,"Stochastic samples and bootstrap-assisted MMD bandwidths; NI: coverage, reliability calibration, or uncertainty-quality test","Stochastic samples and bootstrap-assisted MMD bandwidths; NI: coverage, reliability calibration, or uncertainty-quality test",Figs. 2-5 and metric sections,Primary publication supports Reviewer B's more precise formulation for calibration_and_uncertainty; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",external_validation,0: models evaluated within each source rather than frozen cross-source,"No frozen cross-study transfer; each dataset is trained separately. Spatial-atlas mapping is downstream fidelity, not external forecasting validation","No frozen cross-study transfer; each dataset is trained separately. Spatial-atlas mapping is downstream fidelity, not external forecasting validation",Figs. 2-5 and metric sections,Primary publication supports Reviewer B's more precise formulation for external_validation; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",decision_utility,0: no decision outcome,"Offline trajectory, spatial, topology, and regulation analyses; no experimental decision/intervention study","Offline trajectory, spatial, topology, and regulatory fidelity analyses; no experimental decision or intervention evaluation",Figs. 2-5 and metric sections,Primary publication resolves decision_utility to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",safety_evaluation,0: no safety evaluation,NA: nonclinical developmental modeling,NA: nonclinical developmental modeling,Figs. 2-5 and metric sections,Primary publication supports Reviewer B's more precise formulation for safety_evaluation; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",statistical_analysis,"Fixed-seed subsampling; 20 bootstrap samples; correlations, p-values, and KS tests","Fixed-seed subsampling, 20 bootstrap samples for MMD bandwidth, KS tests, correlations, and stage summaries; training variability NI","Fixed-seed subsampling, 20 bootstrap samples for MMD bandwidth, KS tests, correlations, and stage summaries; training variability NI",Figs. 2-5 and metric sections,Primary publication supports Reviewer B's more precise formulation for statistical_analysis; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",causal_language,Causal-attention terminology only; no treatment-effect claim,Developmental dynamics/forecasting language without intervention-effect claims,Developmental dynamics/forecasting language without intervention-effect claims,Abstract and Methods; no intervention-effect claim,Primary publication supports Reviewer B's more precise formulation for causal_language; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",estimand,Developmental-state distribution at specified time; no causal estimand,NA: cell-state distribution at observed or unobserved developmental positions,NA: cell-state distribution at observed or unobserved developmental positions,Abstract and Methods; no intervention-effect claim,Primary publication supports Reviewer B's more precise formulation for estimand; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",confounding_strategy,NA: no intervention claim,NA: no causal treatment-effect claim,NA: no causal treatment-effect claim,Abstract and Methods; no intervention-effect claim,Primary publication supports Reviewer B's more precise formulation for confounding_strategy; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",positivity_and_overlap,NA: no treatment strategies,NA: no treatment comparison,NA: no treatment comparison,Abstract and Methods; no intervention-effect claim,Primary publication supports Reviewer B's more precise formulation for positivity_and_overlap; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",counterfactual_validation,NA: no counterfactual claim,NA: no counterfactual intervention claim,NA: no counterfactual intervention claim,Abstract and Methods; no intervention-effect claim,Primary publication supports Reviewer B's more precise formulation for counterfactual_validation; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",code_access,2: public CellPace-release GitHub repository,Public CellPace-release GitHub repository,Public CellPace-release GitHub repository,Software and Data Availability; CellPace-release repository,Primary publication supports Reviewer B's more precise formulation for code_access; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",weights_access,1: public software; pretrained-weight availability unclear,NI: public pretrained weights for all experiments not clearly promised,NI: public pretrained weights for all experiments not clearly promised,Software and Data Availability; CellPace-release repository,Primary publication supports Reviewer B's more precise formulation for weights_access; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",data_access,2: all analyzed datasets public with identifiers,Public CZ CellxGene embryo collection and public palate repository,Public CZ CellxGene embryo collection and public palate repository,Software and Data Availability; CellPace-release repository,Primary publication supports Reviewer B's more precise formulation for data_access; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",preprocessing_reproducibility,"2: QC, normalization, splits, baselines, metrics, and versions detailed","Strong: versions, QC, normalization, feature selection, deterministic splits, leakage controls, baseline harmonization, and metrics specified","Strong: versions, QC, normalization, feature selection, deterministic splits, leakage controls, baseline harmonization, and metrics specified",Software and Data Availability; CellPace-release repository,Primary publication supports Reviewer B's more precise formulation for preprocessing_reproducibility; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",randomness,2: random sequence sampling and fixed-seed evaluation; global seed value not stated,Fixed seed for metric subsampling; complete training seeds/repeated-run variance NI,Fixed seed for metric subsampling; complete training seeds/repeated-run variance NI,Software and Data Availability; CellPace-release repository,Primary publication supports Reviewer B's more precise formulation for randomness; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",evidence_anchors,Preprint Figs. 1-5; pp. 23-30 Methods and availability; stable DOI,"Abstract/Fig. 1; Figs. 2-5 and supplements; Methods datasets, splits, generation, metrics; Software and Data Availability","bioRxiv v1 Figs. 1-5 and supplements; Methods datasets, deterministic stage splits, generation, and metrics; Software/Data Availability; DOI 10.64898/2026.02.25.707938",bioRxiv v1 full-text reviewer anchors; DOI/abstract/repository recheck,Primary publication resolves evidence_anchors to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",appraisal_strengths,"Leakage-aware stage holdouts, strong baselines, direct future-stage metrics, public code/data, and biological checks","Leakage-aware temporal holdouts, broad fidelity tests, common-split baselines, public data, and public code","Leakage-aware temporal holdouts, broad fidelity tests, common-split baselines, public data, and public code",bioRxiv v1 full-text reviewer anchors; DOI/abstract/repository recheck,Primary publication supports Reviewer B's more precise formulation for appraisal_strengths; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",appraisal_limitations,"Cross-sectional cells cannot verify individual paths; no calibrated uncertainty, frozen transfer, action effects, or decision utility","Cross-sectional snapshots do not establish same-cell dynamics; no frozen external forecasting, formal calibration, or intervention test","Cross-sectional snapshots do not establish same-cell dynamics; no frozen external forecasting, formal calibration, or intervention test",bioRxiv v1 full-text reviewer anchors; DOI/abstract/repository recheck,Primary publication supports Reviewer B's more precise formulation for appraisal_limitations; no incompatible claim from Reviewer A was carried forward.
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",source_status,Full primary preprint PDF inspected,Exact bioRxiv full text inspected through a lawful text mirror after direct host rate limiting; DOI and GitHub verified,"Both independent reviewers inspected the exact bioRxiv v1 full text; lead re-fetch was rate-limited (HTTP 429), while DOI metadata, abstract, and the author CellPace-release repository were rechecked",bioRxiv v1 DOI record and title page,Primary publication resolves source_status to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,publication_status,Peer-reviewed Cyborg and Bionic Systems article; 2026,Peer-reviewed Cyborg and Bionic Systems journal article (2026),Peer-reviewed Cyborg and Bionic Systems journal article (2026),Journal PDF title page and DOI,Primary publication supports Reviewer B's more precise formulation for publication_status; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,domain,Oncology immunotherapy and multimodal tumor microenvironment,GI/hepatobiliary cancer immunotherapy and tumor immune microenvironment,GI/hepatobiliary cancer immunotherapy and tumor immune microenvironment,"Methods Patient cohorts, completeness, temporal and external cohorts",Primary publication supports Reviewer B's more precise formulation for domain; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,dataset_or_cohort,"Public GEO, TCGA, TCIA, and cBioPortal records across five GI cancers","Public multimodal repositories across five cancers: scRNA-seq, mIHC, imaging/clinical trajectories, serial biopsies, and temporal treatment holdout","Public multimodal repositories across five cancers: scRNA-seq, mIHC, imaging/clinical trajectories, serial biopsies, and temporal treatment holdout","Methods Patient cohorts, completeness, temporal and external cohorts",Primary publication supports Reviewer B's more precise formulation for dataset_or_cohort; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,sample_scale,2847 patients; 1247832 scRNA cells from 1423; mIHC for 2156; all modalities for 1186; temporal cohort 312,"2,847 patients; 1,247,832 cells/1,423 patients; 2,156 mIHC; 1,186 all modalities; 89 serial-biopsy; 312 temporal holdout including 156 discordant","2,847 patients; 1,247,832 cells/1,423 patients; 2,156 mIHC; 1,186 all modalities; 89 serial-biopsy; 312 temporal holdout including 156 discordant","Methods Patient cohorts, completeness, temporal and external cohorts",Primary publication supports Reviewer B's more precise formulation for sample_scale; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,institution_count,"Multiple centers across East Asia, North America, and Europe; exact count NI; three external locations",Multiple development centers plus three independent external geographic/institutional locations; exact total NI,Multiple development centers plus three independent external geographic/institutional locations; exact total NI,"Methods Patient cohorts, completeness, temporal and external cohorts",Primary publication supports Reviewer B's more precise formulation for institution_count; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,split_strategy,Temporal post-December-2023 holdout with fixed model; 89 serial-biopsy patients held out; remaining split NI,Patient 70%/15%/15%; 89 serial-biopsy held out; three-site external validation; post-Dec-2023 temporal holdout with fixed parameters,Patient 70%/15%/15%; 89 serial-biopsy held out; three-site external validation; post-Dec-2023 temporal holdout with fixed parameters,"Methods Patient cohorts, completeness, temporal and external cohorts",Primary publication supports Reviewer B's more precise formulation for split_strategy; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,observation_process,"At least three serial clinical/imaging assessments with scRNA, mIHC, treatments, RECIST, and survival",Multimodal clinical/imaging/omics records with at least three time points where available; serial biopsies observe immune trajectories,Multimodal clinical/imaging/omics records with at least three time points where available; serial biopsies observe immune trajectories,"Methods Patient cohorts, completeness, temporal and external cohorts",Primary publication supports Reviewer B's more precise formulation for observation_process; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,missingness,2: modality-specific encoders and missing-modality masks; modality-stratified results referenced,Missing modalities handled with masks; performance stratified by modality availability,Missing modalities handled with masks; performance stratified by modality availability,"Methods Patient cohorts, completeness, temporal and external cohorts",Primary publication supports Reviewer B's more precise formulation for missingness; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,censoring_or_competing_events,1: PFS/OS defined and survival analysis restricted for at least 12 months; detailed censoring NI,PFS to progression/death and OS to death/last follow-up; minimum 12-month follow-up; competing-risk model NI,PFS to progression/death and OS to death/last follow-up; minimum 12-month follow-up; competing-risk model NI,"Methods Patient cohorts, completeness, temporal and external cohorts",Primary publication supports Reviewer B's more precise formulation for censoring_or_competing_events; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,state,"Unified 64D immune latent state including TAM polarization, CD8, cytokine, spatial, and clinical features","Unified 64D latent immune state with TAM polarization, CD8 infiltration, cytokine, spatial, and clinical features","Unified 64D latent immune state with TAM polarization, CD8 infiltration, cytokine, spatial, and clinical features",Figs. 1-2; TDM and treatment-optimization Methods,Primary publication supports Reviewer B's more precise formulation for state; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,observation_decoder,"Next immune trajectory, response, survival-related outcomes, and repolarization",Distribution over next immune state plus treatment-response and survival outputs,Distribution over next immune state plus treatment-response and survival outputs,Figs. 1-2; TDM and treatment-optimization Methods,Primary publication supports Reviewer B's more precise formulation for observation_decoder; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,action,Immunotherapy regimen/timing and MPC/CEM candidate sequences,Sequences of 847 validated regimens with timing/dose/frequency considered by MPC,Sequences of 847 validated regimens with timing/dose/frequency considered by MPC,Figs. 1-2; TDM and treatment-optimization Methods,Primary publication supports Reviewer B's more precise formulation for action; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,action_provenance,Observed clinician treatments plus simulated candidates; model-guided allocation nonrandomized,Observed physician regimens plus candidate simulated regimens from MPC/CEM,Observed physician regimens plus candidate simulated regimens from MPC/CEM,Figs. 1-2; TDM and treatment-optimization Methods,Primary publication supports Reviewer B's more precise formulation for action_provenance; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,transition_mechanism,"Hierarchical multimodal VAE, action-conditioned causal transformer, and MPC/CEM","Variational multimodal encoders plus causal-mask transformer p(z[t+1]|history,action); MPC/CEM optimizes response, repolarization, toxicity, survival","Variational multimodal encoders plus causal-mask transformer p(z[t+1]|history,action); MPC/CEM optimizes response, repolarization, toxicity, survival",Figs. 1-2; TDM and treatment-optimization Methods,Primary publication supports Reviewer B's more precise formulation for transition_mechanism; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,maximum_horizon,NI: accessible primary XML truncates before horizon details,Four-week repolarization and months-long planning; survival at 6/12/24 months,"Four-week repolarization windows and months-long planning/trajectory claims; survival endpoints at 6, 12, and 24 months, without a horizon-stratified rollout-fidelity curve",Figs. 1-2; TDM and treatment-optimization Methods,Primary publication resolves maximum_horizon to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,rollout_regime,Planning through predicted trajectories claimed; free-running details NI,Sequential latent prediction and MPC action rollouts; fidelity by rollout horizon is limited,Sequential latent predictions used by MPC/CEM for treatment planning; physician uptake evaluated in a real but nonrandomized observational cohort,Figs. 1-2; TDM and treatment-optimization Methods,Primary publication resolves rollout_regime to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,capability_claim,Offline treatment planning/optimization with observational outcome comparison,planning,planning,Figs. 1-2; TDM and treatment-optimization Methods,Primary publication supports Reviewer B's more precise formulation for capability_claim; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,baselines,"TIS, TIDE, ImmuneCells.Sig, and conventional biomarker AUROC 0.692","Biomarkers, TIS/TIDE, pathology DL/CONCH, same-input reduced model, LSTM/GRU, and physician standard care","Biomarkers, TIS/TIDE, pathology DL/CONCH, same-input reduced model, LSTM/GRU, and physician standard care",Evaluation Methods; trajectory/deployment Results; Tables 2-4 and supplements,Primary publication supports Reviewer B's more precise formulation for baselines; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,state_fidelity_metrics,Reported response AUROC 0.847; unavailable tables prevent fuller verification,"AUROC/AUPRC/sensitivity/specificity/F1, latent-biomarker correlations, modality-stratified performance","AUROC/AUPRC/sensitivity/specificity/F1, latent-biomarker correlations, modality-stratified performance",Evaluation Methods; trajectory/deployment Results; Tables 2-4 and supplements,Primary publication supports Reviewer B's more precise formulation for state_fidelity_metrics; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,transition_metrics,Reported trajectory prediction and 2.3-fold CD8 increase; horizon error NI,"Serial-biopsy trajectory r=0.86 and R2=0.72; concordance 78.4%, kappa 0.68; survival C-index/AUROC/IBS","Serial-biopsy trajectory r=0.86 and R2=0.72; concordance 78.4%, kappa 0.68; survival C-index/AUROC/IBS",Evaluation Methods; trajectory/deployment Results; Tables 2-4 and supplements,Primary publication supports Reviewer B's more precise formulation for transition_metrics; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,rollout_stability,NI: inaccessible remainder prevents verification,"NI: no explicit long-rollout drift, constraint violation, or compounding-error curve","NI: no explicit long-rollout drift, constraint violation, or compounding-error curve",Evaluation Methods; trajectory/deployment Results; Tables 2-4 and supplements,Primary publication supports Reviewer B's more precise formulation for rollout_stability; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,action_sensitivity,1: recommendations and observed/model-guided choices compared; controlled perturbation NI,MPC regimen/timing candidates and observational model-guided versus standard regimens; no randomized action ablation,"MPC/CEM varies candidate regimen sequences and timing across an 847-regimen action space; observational model-guided versus standard-care comparison, without randomized action ablation",Evaluation Methods; trajectory/deployment Results; Tables 2-4 and supplements,Primary publication resolves action_sensitivity to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,calibration_and_uncertainty,NI: no verifiable calibration result in accessible text,"Variational distributions, bootstrap CIs, and survival IBS 0.128; NI: reliability curve, calibration slope, interval coverage","Variational predictive distributions, 1,000-bootstrap confidence intervals, and survival integrated Brier score 0.128; no reliability or interval-coverage calibration",Evaluation Methods; trajectory/deployment Results; Tables 2-4 and supplements,Primary publication resolves calibration_and_uncertainty to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,external_validation,2: three independent geographic/institutional locations; model reportedly fixed,Three independent locations with different workflows and fixed parameters; detailed site results mainly supplementary,Three independent locations with different workflows and fixed parameters; detailed site results mainly supplementary,Evaluation Methods; trajectory/deployment Results; Tables 2-4 and supplements,Primary publication supports Reviewer B's more precise formulation for external_validation; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,decision_utility,1: nonrandomized discordant cohort ORR 47.4% vs 28.2% and PFS 9.8 vs 6.0 months,"Nonrandomized physician use in 156 discordant cases: ORR 47.4% vs 28.2%, median PFS 9.8 vs 6.0 months; selection bias acknowledged","Nonrandomized physician use in 156 discordant cases: ORR 47.4% vs 28.2%, median PFS 9.8 vs 6.0 months; selection bias acknowledged",Evaluation Methods; trajectory/deployment Results; Tables 2-4 and supplements,Primary publication supports Reviewer B's more precise formulation for decision_utility; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,safety_evaluation,1: toxicity avoidance in objective; no verifiable hazard/severity or override test,Toxicity reward; grade 3-4 AEs and discontinuation compared with no significant excess; no randomized safety confirmation,"Toxicity is an optimization objective; grade 3-4 adverse events and discontinuation were compared in 156 discordant cases, without randomized safety confirmation or an override/recovery test",Evaluation Methods; trajectory/deployment Results; Tables 2-4 and supplements,Primary publication resolves safety_evaluation to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,statistical_analysis,Reported P below 0.001 for AUROC and P=0.003 for outcome comparison; detailed methods NI,"DeLong/log-rank/Fisher, multivariable regression, 1,000 bootstrap CIs, BH correction, propensity weighting, E-values","DeLong/log-rank/Fisher, multivariable regression, 1,000 bootstrap CIs, BH correction, propensity weighting, E-values",Evaluation Methods; trajectory/deployment Results; Tables 2-4 and supplements,Primary publication supports Reviewer B's more precise formulation for statistical_analysis; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,causal_language,Causal-transformer terminology; paper explicitly says nonrandomized design precludes causal inference,"Causal-transformer/optimization terminology but explicit statement that learned relations are associations, not formal causation","Causal-transformer/optimization terminology but explicit statement that learned relations are associations, not formal causation",Prospective deployment Methods; limitations and causal-boundary Discussion,Primary publication supports Reviewer B's more precise formulation for causal_language; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,estimand,0: no explicit intervention-effect or regime-value estimand verified,Association of physician uptake of model recommendation with ORR/PFS/OS in discordant cohort; no prespecified causal estimand,Association of physician uptake of model recommendation with ORR/PFS/OS in discordant cohort; no prespecified causal estimand,Prospective deployment Methods; limitations and causal-boundary Discussion,Primary publication supports Reviewer B's more precise formulation for estimand; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,confounding_strategy,0: selection bias acknowledged; no adjustment verified,"Adjusted ECOG, tumor type, prior treatment, PD-L1; propensity weighting/E-values; unmeasured confounding remains","Adjusted ECOG, tumor type, prior treatment, PD-L1; propensity weighting/E-values; unmeasured confounding remains",Prospective deployment Methods; limitations and causal-boundary Discussion,Primary publication supports Reviewer B's more precise formulation for confounding_strategy; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,positivity_and_overlap,0: overlap not verified,NI: no propensity-overlap/positivity diagnostic,NI: no propensity-overlap/positivity diagnostic,Prospective deployment Methods; limitations and causal-boundary Discussion,Primary publication supports Reviewer B's more precise formulation for positivity_and_overlap; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,counterfactual_validation,0: observational nonrandomized comparison only,No randomized validation; paired biopsies in 42 model-directed patients and observational outcomes only,No randomized validation; paired biopsies in 42 model-directed patients and observational outcomes only,Prospective deployment Methods; limitations and causal-boundary Discussion,Primary publication supports Reviewer B's more precise formulation for counterfactual_validation; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,code_access,NI: software claim present but repository not verifiable from truncated source,"Article says full code is public in supplements, but no stable repository URL identified","Article states that full code is public, but no stable inspectable repository URL is identified in the primary article","Training pipeline, Data Availability, and Reproducibility sections",Primary publication resolves code_access to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,weights_access,NI: not verifiable,Article says pretrained checkpoints are in supplements; direct stable-repository inspectability unclear,"Article states that pretrained checkpoints are provided, but no stable inspectable repository location is identified in the primary article","Training pipeline, Data Availability, and Reproducibility sections",Primary publication resolves weights_access to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
