audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale,qc_decision,qc_corpus_type,qc_reason_code,qc_rationale,full_text_anchor,confidence
ALT-d3993e000d34,fresh_alternate_public_search,Integrated Longitudinal Population Dose-Hemoglobin Response of Daprodustat Following Dose Titration in Patients With Anemia in Chronic Kidney Disease.,"Daprodustat, a novel oral hypoxia-inducible factor prolyl hydroxylase inhibitor is approved in the United States for the treatment of anemia due to chronic kidney disease (CKD) in adults receiving dialysis for at least 4 months. Pharmacodynamic dose-hemoglobin (Dose-Hgb) models were developed as daprodustat progressed through development. To support global phase III development, a dose-titration algorithm, guided by simulations from the initial Dose-Hgb model based on phase II clinical data, was implemented. This work was to update and re-calibrate this model to support the dose titration algorithm. Data from five pivotal phase III studies in CKD patients with anemia treated with daprodustat once daily (q.d.) and/or three times a week (t.i.w.) using a titration dosing schedule were included. The data comprised 2,770 CKD patients with anemia providing 53,535 Hgb observations over a period of 6 months up to 4 years. This final Dose-Hgb model consisted of a precursor cell compartment and 12 transit compartments to describe the red blood cell (RBC) lifespan. Treatment increased the precursor cell production rate (K in ) by a power of allometrically scaled dose. Disease progression, as an exponential decline of Hgb production rate over time, varied with dialysis status. The dose-titration algorithm resulted in comparable response for t.i.w. dosing relative to q.d. dosing. Titration-based visual predictive checks for Hgb target criteria for the analysis dataset and the prediction dataset showed that the model adequately predicted the observed data. This re-calibrated Dose-Hgb model will provide further support for the individualized dosing strategy in CKD patients with anemia treated with daprodustat.","Mahar KM, van Noort M, van den Berg P, Yang S, Visser SAG, Post TM.",2025,2025-01-28,,10.1002/cpt.3544,,https://europepmc.org/article/MED/39876087,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,A data-calibrated dose-conditioned transit model predicts hemoglobin responses and validates titration simulations.,exclude,not_applicable,no_learned_dynamics,The integrated longitudinal population dose hemoglobin response daprodustat following dose titration study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A population dose-response transition with precursor and red-cell transit compartments is fitted to 53,535 longitudinal observations and evaluated by titration-based predictive checks.",include,empirical,fitted_action_response_dynamics,"A population dose-response transition with precursor and red-cell transit compartments is fitted to 53,535 longitudinal observations and evaluated by titration-based predictive checks.","Full text, Model development and Evaluation: five Phase III studies, dose-driven production-rate dynamics, dialysis-dependent progression, and observed-versus-simulated hemoglobin trajectories.",high
ALT-8e4690fb56cd,fresh_alternate_public_search,Interpretable learning of temporal cellular dynamics from single-cell data.,"Reconstructing temporal cellular dynamics from static single-cell transcriptomics remains a major challenge. Methods based on RNA velocity are useful, but interpreting their results to learn new biology remains difficult, and their predictive power is limited. Here, we propose NeuroVelo, a method that couples learning of an optimal linear projection with non-linear neural ordinary differential equations. Using dynamical systems theory in the optimized latent space, NeuroVelo can at the same time determine cellular transitions and identify gene interactions that drive the observed temporal dynamics of gene expression. We benchmark NeuroVelo against several state-of-the-art methods using single-cell datasets, demonstrating that NeuroVelo simultaneously reconstructs correct cell-type transitions and identifies gene-regulatory networks that drive cell fate directly from the data.","Kouadri Boudjelthia I, Milite S, El Kazwini N, Huang Y, Sottoriva A, Sanguinetti G.",2026,2026-03-01,Cell Reports Methods,10.1016/j.crmeth.2026.101342,,https://europepmc.org/article/MED/41875867,journal-article,crossref;europe_pmc,"""virtual cell"" temporal dynamics;europe_pmc_core",indexed,,include,empirical,include_empirical,Neural ODE dynamics learned from single-cell data are benchmarked on reconstructing cellular transitions.,exclude,not_applicable,no_learned_dynamics,The interpretable learning temporal cellular dynamics single cell data study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,NeuroVelo learns a nonlinear neural-ODE transition in an optimized latent space and directly evaluates cell-type transitions and gene-regulatory dynamics across benchmark single-cell datasets.,include,empirical,learned_biological_dynamics,NeuroVelo learns a nonlinear neural-ODE transition in an optimized latent space and directly evaluates cell-type transitions and gene-regulatory dynamics across benchmark single-cell datasets.,"Full text, Method and Benchmark Results: optimal projection plus neural ODE, transition reconstruction, regulatory-network recovery, and comparisons with RNA-velocity methods.",high
ALT-6a64d732fb1e,fresh_alternate_public_search,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,"Introduction Parkinson's disease (PD) impairs motor preparation due to basal ganglia dysfunction, contributing to motor deficits. Galvanic Vestibular Stimulation (GVS), a non-invasive neuromodulation technique, shows promise in enhancing motor function in PD, but its underlying neural mechanisms are poorly understood. This study employs a Deep Koopman model to linearize and analyze preparatory EEG dynamics in PD, hypothesizing that GVS restores cortical activity patterns critical for motor planning. Methods EEG data from 18 PD participants (on/off medication) and 18 healthy controls were collected during a preparatory phase of a motor task under three conditions: sham, GVS1 (50-100 Hz multi-sine), and GVS2 (100-150 Hz multi-sine). A Deep Koopman framework mapped EEG signals into a three-dimensional latent space for linear dynamical analysis. Temporal dynamics were assessed via eigenvalue analysis, spatial contributions via regression-based scalp mapping, and motor performance correlations via Pearson's coefficients. A Linear Quadratic Regulator (LQR) simulated control of PD dynamics toward healthy patterns. Results The Deep Koopman model accurately captured EEG dynamics, with eigenvalue analysis showing no significant temporal dynamic differences across groups. Spatial contribution analysis revealed that PD-Off sham conditions deviated most from healthy control EEG patterns, while GVS and medication significantly reduced these deviations, aligning PD patterns closer to controls. Closer alignment correlated with improved motor performance metrics, including reduced reaction and squeeze times. LQR control effectively guided PD neural dynamics toward healthy trajectories in the latent space. Discussion GVS enhances motor preparation in PD by restoring healthy cortical EEG patterns, with additive benefits from dopaminergic medication. The Deep Koopman framework offers a powerful approach for dissecting complex EEG dynamics and designing targeted neuromodulation strategies. These findings elucidate GVS's therapeutic mechanisms and highlight its potential for personalized PD interventions, warranting further exploration in larger cohorts and varied stimulation protocols.","Kia M, Mirian MS, Soori S, Saedi S, Arasteh E, Faramarzi MH, Chinchani A, Lee S, Luczak A, McKeown MJ.",2025,2025-05-14,,10.3389/fnhum.2025.1566566,,https://europepmc.org/article/MED/40438537,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Learned EEG dynamics are evaluated under stimulation and used for simulated trajectory control.,include,empirical,include_empirical,The koopman linearization preparatory eeg dynamics parkinson s disease during galvanic study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A deep Koopman operator learns EEG state transitions from patient recordings, predicts preparatory trajectories under stimulation, and supports simulated LQR steering toward healthy dynamics.",include,empirical,action_conditioned_closed_loop_control,"A deep Koopman operator learns EEG state transitions from patient recordings, predicts preparatory trajectories under stimulation, and supports simulated LQR steering toward healthy dynamics.","Full text, Methods and Results: PD and control EEG under sham and two GVS conditions, eigenanalysis, trajectory fit, motor correlations, and LQR control.",high
ALT-1989194480f7,fresh_alternate_public_search,Latent process model of the 6-minute walk test in Duchenne muscular dystrophy : A Bayesian approach to quantifying rare disease progression.,"Duchenne muscular dystrophy (DMD) is a rare X-linked genetic pediatric disease characterized by a lack of functional dystrophin production in the body, resulting in muscle deterioration. Lower body muscle weakness progresses to non-ambulation typically by early teenage years, followed by upper body muscle deterioration and ultimately death by the late twenties. The objective of this study was to enhance the quantitative understanding of DMD disease progression through nonlinear mixed effects modeling of the population mean and variability of the 6-min walk test (6MWT) clinical endpoint. An indirect response model with a latent process was fit to digitized literature data using full Bayesian estimation. The modeling data set consisted of 22 healthy controls and 218 DMD patients from one interventional and four observational trials. The model reasonably described the central tendency and population variability of the 6MWT in healthy subjects and DMD patients. An exploratory categorical covariate analysis indicated that there was no apparent effect of corticosteroid administration on DMD disease progression. The population predicted 6MWT began to rise at 1.32 years of age, plateauing at 654 meters (m) at 17.2 years of age for the healthy population. The DMD trajectory reached a maximum of 411 m at 8.90 years before declining and falling below 1 m at age 18.0. The model has potential to be used as a Bayesian estimation and posterior simulation tool to make informed model-based drug development decisions that incorporate prior knowledge with new data.",Janelle L Lennie; John T Mondick; Marc R Gastonguay,2020,2020,Journal of pharmacokinetics and pharmacodynamics,10.1007/s10928-020-09671-7,,https://pubmed.ncbi.nlm.nih.gov/31960231/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,A data-fitted latent disease dynamics model generates posterior simulations of longitudinal walking trajectories.,exclude,not_applicable,no_future_or_action_evaluation,"The latent process 6 minute walk test duchenne muscular dystrophy bayesian study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A Bayesian nonlinear mixed-effects latent process is fitted to longitudinal 6-minute-walk data, evaluates population variability, and supports posterior simulation of complete disease trajectories.",include,empirical,fitted_multistep_dynamics,"A Bayesian nonlinear mixed-effects latent process is fitted to longitudinal 6-minute-walk data, evaluates population variability, and supports posterior simulation of complete disease trajectories.","Primary article, Model and Results: 218 Duchenne patients plus controls, full Bayesian estimation, age-dependent rise and decline, and posterior simulation use.",medium
ALT-d03766bf85b3,fresh_alternate_public_search,Learning Covariate Relations in Disease Progression Models Using Symbolic Neural Networks.,"Covariate modeling provides individual predictions of outcomes by disease progression models. Current methodology for mapping covariates onto model parameters is limited by predefined parametric functions which can result in inadequate covariate selection and biased predictions by the final model. Furthermore, present methodology scales poorly to high-dimensional data due to combinatorial limitations. In the present study, a novel method for automation of covariate model identification in disease progression models is described. Symbolic neural networks are used to simultaneously identify the parametric covariate functions and optimize model parameters of a Markov chain. By stepwise pruning of initially fully connected dense symbolic networks, humanly readable functions representing the covariate relations are produced. The presented methodology is applied to a dataset containing disease progression observations for type 2 diabetes patients. Although utilizing fewer covariates, the resulting model demonstrates predictive performance similar to that of a model which was developed on the same data using state-of-the-art modeling methodology.","Sundell J, Wahlquist Y, Kjellsson MC, Karlsson MO, Soltesz K.",2026,2026-03-01,,10.1002/psp4.70214,,https://europepmc.org/article/MED/41806166,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Symbolic neural networks learn covariate-conditioned Markov transitions and are evaluated on predictive performance.,exclude,not_applicable,no_future_or_action_evaluation,"The learning covariate relations disease progression symbolic neural networks study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",include,empirical,include_empirical,third_full_text_adjudication+independent_inclusion_qc,"Symbolic neural networks jointly learn patient-covariate effects and Markov transition parameters from type 2 diabetes progression observations, with predictive performance compared against a manually developed model.",include,empirical,learned_multistate_dynamics,"Symbolic neural networks jointly learn patient-covariate effects and Markov transition parameters from type 2 diabetes progression observations, with predictive performance compared against a manually developed model.","Full text, Method and Application: joint symbolic-function and transition fitting, pruning to readable covariate relations, and diabetes prediction comparison.",high
ALT-ea4b3285b2fe,fresh_alternate_public_search,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,"We introduce a new framework for forecasting the spatiotemporal neural response to stimulation based on learning temporal basis functions. Our proposed temporal basis function model (TBFM) predicts neural responses as a function of both past neural activity and stimulation parameters. This enables TBFM's application to closed-loop neural stimulation using model-based control techniques such as model predictive control (MPC) or model-based reinforcement learning (MBRL). We illustrate the use of TBFMs on data from 40 sessions of micro-electrocorticography (μECog) capturing the response to excitatory optogenetic stimulation in two non-human primates (NHPs). We show that in such a setting, TBFMs require less than 20 minutes of data collection and 5 minutes of training time, while exhibiting accuracy comparable to a complex non-linear dynamical systems model, and greater accuracy than linear state space models (LSSMs) such as those based on the Kalman Filter. Finally, we demonstrate the model's ability to shape neural activity towards desired regimes in two simulated closed-loop stimulation experiments.Clinical relevance- By optimizing sample efficiency, training time, and latency, our model begins to bridge the gap between complex AI-based approaches to modeling brain stimulation and the vision of using such models to develop novel closed-loop stimulation protocols for treating a variety neurological conditions.",Matthew J Bryan; Felix Schwock; Azadeh Yazdan-Shahmorad; Rajesh P N Rao,2025,2025,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/embc58623.2025.11254522,,https://pubmed.ncbi.nlm.nih.gov/41336632/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Learns stimulation-conditioned neural dynamics and evaluates forecasting plus simulated closed-loop control.,include,empirical,include_empirical,The learning temporal basis vectors closed loop neural stimulation study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"The temporal-basis model learns stimulation-conditioned neural transitions from primate recordings, forecasts responses, and is operationally evaluated in simulated model-predictive closed-loop control.",include,empirical,action_conditioned_closed_loop_control,"The temporal-basis model learns stimulation-conditioned neural transitions from primate recordings, forecasts responses, and is operationally evaluated in simulated model-predictive closed-loop control.","Primary article abstract and methods: 40 micro-ECoG sessions, past activity plus stimulation inputs, baseline comparisons, and two closed-loop shaping experiments.",high
ALT-792483034b08,fresh_alternate_public_search,LNODE: Uncovering the Latent Dynamics of A β in Alzheimer's Disease.,"Aβ Positron Emission Tomography (PET) is often used to manage Alzheimer's disease (AD). To better understand Aβ progression, we introduce and evaluate a mathematical model that couples Aβ at parcellated gray matter regions. We term this model LNODE for "" latent network ordinary differential equations "". At each region, we track normal Aβ , abnormal Aβ , and m latent states that intend to capture unobservable mechanisms coupled to Aβ progression. LNODE is parameterized by subject-specific parameters and cohort parameters. We jointly invert for these parameters by fitting the model to Aβ -PET data from 585 subjects from the ADNI dataset. Although underparameterized, our model achieves population R2≥98% compared to R2≤60% when fitting without latent states. Furthermore, these preliminary results suggest the existence of different subtypes of Aβ progression.","Wen Z, Biros G.",2026,2025-09-18,Lecture Notes in Computer Science,10.1007/978-3-032-05182-0_31,,https://europepmc.org/article/MED/41522259,book-chapter,crossref;europe_pmc,"""latent dynamics"" medical;europe_pmc_core",indexed,,include,empirical,include_empirical,A subject-adapted neural ODE models longitudinal amyloid state evolution and is evaluated against PET trajectories.,exclude,not_applicable,no_learned_dynamics,The lnode uncovering latent dynamics alzheimer s disease study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,LNODE fits subject- and cohort-level latent ODE transitions to regional amyloid-PET trajectories and directly evaluates longitudinal fit and progression subtypes.,include,empirical,fitted_multistep_dynamics,LNODE fits subject- and cohort-level latent ODE transitions to regional amyloid-PET trajectories and directly evaluates longitudinal fit and progression subtypes.,"Full text, Model and Results: 585 ADNI subjects, joint parameter inversion, regional normal/abnormal amyloid states, latent mechanisms, and trajectory R-squared.",high
ALT-e928d3e6cc41,fresh_alternate_public_search,Maximizing Knowledge Extraction From Patient-Reported Outcome Data Using Exposure-Outcome Item Response Modeling Approach: Understanding Efavirenz-Induced Central Nervous System Toxicity.,"This investigation was undertaken to maximally extract hidden knowledge from an efavirenz-based trial data set using an item response theory-based approach to exposure-outcome analysis. The aim was to understand the influence of efavirenz exposure on the underlying neuropsychiatric impairment in HIV/AIDS patients. Data from 196 individuals with 4136 neuropsychiatric impairment symptom observations at baseline and 2 and 12 weeks of 600-mg efavirenz-based therapy was analyzed. The 7 symptoms were categorized as sleep disorders (3), hallucinations (3), and cognitive impairment (1). A longitudinal item response theory model incorporating 3 latent variables based on the symptom categories and a linear disease progression model with a symptomatic drug effect was developed in NONMEM 7.4.1. The model adequately characterized the observed symptoms and revealed the hidden knowledge on the informativeness of symptoms in characterizing the underlying neuropsychiatric impairment. Informativeness, which was affected by underlying impairment severity and efavirenz therapy duration, varied among symptoms. Sleep disorders were the most efavirenz-sensitive symptom category. Vivid dreams and auditory hallucinations were most informative in their respective symptom categories. Mini-Mental State Examination score cutoff levels used to classify the severity of cognitive impairment did not distinctively correspond with neuropsychiatric impairment severity. Efavirenz treatment effect on the severity of neuropsychiatric impairment was not more than 15%. Simulation of individual symptoms at the 400-mg dose only reduced the prevalence of sleep disorder symptoms. Use of the exposure-item response theory modeling approach maximally extracted hidden knowledge about efavirenz-induced neuropsychiatric impairment and appropriately characterized the impact of dose reduction on specific neuropsychiatric impairment symptoms.",Karungi S Bisaso; Kuteesa R Bisaso; Jackson K Mukonzo; Ene I Ette,2020,2020,Journal of clinical pharmacology,10.1002/jcph.1570,,https://pubmed.ncbi.nlm.nih.gov/32096561/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,A trial-fitted dose-conditioned longitudinal model simulates symptom responses under alternative efavirenz dosing.,exclude,not_applicable,no_future_or_action_evaluation,"The maximizing knowledge extraction patient reported outcome data exposure outcome item study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A longitudinal item-response transition is fitted to repeated neuropsychiatric symptoms and efavirenz exposure, then used to simulate symptom trajectories under alternative dosing.",include,empirical,fitted_action_response_dynamics,"A longitudinal item-response transition is fitted to repeated neuropsychiatric symptoms and efavirenz exposure, then used to simulate symptom trajectories under alternative dosing.","Primary article abstract and model description: 4,136 observations, latent impairment progression, drug effect, model fit, and 400-mg symptom simulations.",medium
ALT-21155df63ca2,fresh_alternate_public_search,Modelling neural coding in the auditory midbrain with high resolution and accuracy.,"Computational models of auditory processing can be valuable tools for research and technology development. Models of the cochlea are highly accurate and widely used, but models of the auditory brain lag far behind in both performance and penetration. Here we present ICNet, a convolutional encoder-decoder model of neural coding in the inferior colliculus. We developed ICNet using large-scale intracranial recordings from anaesthetized gerbils, addressing three key modelling challenges that are common across all sensory systems: capturing the full statistical structure of neuronal response patterns; accounting for physiological and experimental non-stationarity; and extracting features of sensory processing that are shared across different brains. ICNet provides highly accurate simulation of multi-unit neural responses to a wide range of complex sounds, including near-perfect responses to speech. It also reproduces key neurophysiological phenomena such as forward masking and dynamic range adaptation. ICNet can be used to simulate activity from thousands of neural units or to provide a compact representation of early central auditory processing through its latent dynamics, facilitating a wide range of hearing and audio applications. It can also serve as a foundation core, providing a baseline neural representation for models of active listening or higher-level auditory processing.",Fotios Drakopoulos; Lloyd Pellatt; Shievanie Sabesan; Yiqing Xia; Andreas Fragner; Nicholas A Lesica,2025,2025,Nature machine intelligence,10.1038/s42256-025-01104-9,,https://pubmed.ncbi.nlm.nih.gov/41019457/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,"Learns stimulus-conditioned neural dynamics and validates simulated responses, adaptation, and masking across sounds.",exclude,not_applicable,no_future_or_action_evaluation,"The neural coding auditory midbrain high resolution accuracy study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"ICNet learns sound-conditioned temporal neural-response dynamics from large intracranial recordings and directly evaluates simulated multineuron activity, adaptation, and forward masking.",include,empirical,learned_multistep_dynamics,"ICNet learns sound-conditioned temporal neural-response dynamics from large intracranial recordings and directly evaluates simulated multineuron activity, adaptation, and forward masking.","Full text, Model and Results: gerbil inferior-colliculus recordings, convolutional encoder-decoder simulation, held-out sound responses, speech, adaptation, and masking phenomena.",high
ALT-772584a789d2,fresh_alternate_public_search,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,"Severe infectious diseases such as the novel coronavirus (COVID-19) pose a huge threat to public health. Stringent control measures, such as school closures and stay-at-home orders, while having significant effects, also bring huge economic losses. In the face of an emerging infectious disease, a crucial question for policymakers is how to make the trade-off and implement the appropriate interventions timely given the huge uncertainty. In this work, we propose a Multi-Objective Model-based Reinforcement Learning framework to facilitate data-driven decision-making and minimize the overall long-term cost. Specifically, at each decision point, a Bayesian epidemiological model is first learned as the environment model, and then the proposed model-based multi-objective planning algorithm is applied to find a set of Pareto-optimal policies. This framework, combined with the prediction bands for each policy, provides a real-time decision support tool for policymakers. The application is demonstrated with the spread of COVID-19 in China.","Wan R, Zhang X, Song R.",2022,2022-02-26,,,,https://europepmc.org/article/PPR/PPR597469,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Learns a Bayesian epidemiological environment model and evaluates planning policies for disease-control interventions.,include,empirical,include_empirical,The multi objective reinforcement learning infectious disease control study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,A Bayesian epidemiological transition model is learned at each decision point and used for multi-objective planning; Pareto policies and predictive bands are evaluated on COVID-19 control data.,include,empirical,action_conditioned_closed_loop_control,A Bayesian epidemiological transition model is learned at each decision point and used for multi-objective planning; Pareto policies and predictive bands are evaluated on COVID-19 control data.,"Primary preprint, Methods and application: learned environment model, model-based rollout, policy-front estimation, uncertainty bands, and China COVID-19 intervention analysis.",high
ALT-c8668820c69c,fresh_alternate_public_search,Myo-ODE: continuous-time trajectory reconstruction and risk prediction of high myopia via neural ordinary differential equations.,"The global surge in childhood myopia necessitates robust screening tools for early risk stratification; however, conventional predictive models often struggle with irregular follow-up intervals and fail to capture the continuous nature of refractive development. We propose Myo-ODE, a continuous-time framework based on Neural Ordinary Differential Equations (Neural ODEs) to predict high myopia risk. Unlike traditional discrete machine learning models, Myo-ODE parameterizes the derivative of the refractive state, allowing myopia progression to be represented as a continuous latent dynamic flow. This architecture explicitly accommodates non-uniform screening intervals and supports temporal interpolation and cautious short-term extrapolation within the observed follow-up horizon. Evaluated on a longitudinal dataset ( N = 4,973), Myo-ODE achieved the highest F1-score of 0.8000 (95% CI: 0.7741-0.8256) and Recall of 0.7812 (95% CI: 0.7518-0.8103), while maintaining a competitive AUC of 0.9834 (95% CI: 0.9781-0.9887). Furthermore, our framework reconstructs individualized refractive progression trajectories and provides an interpretable estimate of the model-learned progression momentum of SE change. By bridging the gap between discrete clinical observations and continuous trajectory-level modeling, Myo-ODE offers a promising tool for personalized myopia surveillance in real-world screening environments.","Zhao N, Zheng R, Lu J, Huang Z, Li C, Dai C, Enbei X, Wang J.",2026,2026-07-09,,10.3389/fpubh.2026.1897882,,https://europepmc.org/article/MED/42494919,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Myo-ODE learns continuous refractive dynamics and directly predicts future high-myopia risk from longitudinal clinical data.,exclude,not_applicable,no_learned_dynamics,The myo ode continuous time trajectory reconstruction risk prediction high myopia study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"Myo-ODE learns continuous refractive-state transitions from irregular longitudinal screening data and directly evaluates interpolation, short-term extrapolation, individualized trajectories, and risk prediction.",include,empirical,learned_multistep_dynamics,"Myo-ODE learns continuous refractive-state transitions from irregular longitudinal screening data and directly evaluates interpolation, short-term extrapolation, individualized trajectories, and risk prediction.","Full text, Methods and Results: 4,973 longitudinal records, neural ODE trajectory reconstruction, held-out intervals, F1/recall/AUC, and progression-momentum interpretation.",high
ALT-e32f66429421,fresh_alternate_public_search,New PK/PD model directly links diabetes drug dose to blood glucose level for personalized care.,"The management of diabetes mellitus focuses on close monitoring of a patient's blood glucose level while the clinician experiments with a dosing strategy using clinical guidelines and his/her own experience. We propose a pharmacokinetic and pharmacodynamics model that characterizes the dose-response of patients receiving anti-diabetic drug therapy. We derive and establish a direct relationship between drug dosage and blood glucose level. This new drug-dose drug-effect model, combined with a linear disease progression model, is used to fit the patient's daily self-monitored blood glucose (SMBG) data to obtain the personalized treatment effect for each patient. The model predicts the long-term drug effect using the prescribed dose, thus allowing for dose optimization. The model is evaluated on patients with gestational diabetes mellitus. SMBG data collected during the first month of treatment is used to train the model. The model is able to characterize the personalized dose-response and disease progression. Moreover, when compared to a descriptive autoregression model, our model gives a better long-term prediction of the drug effect on the trend of the blood glucose level. This mechanism-based treatment effect model utilizes daily recorded blood glucose data to estimate and predict a patient's personalized dose-response and disease progression. Such evidence can be used by clinicians to individualize and optimize dose regimens to achieve better treatment outcomes.",Eva K Lee; Xin Wei; Michael D Wright; Francine Baker-Witt,2022,2022,AMIA ... Annual Symposium proceedings. AMIA Symposium,,,https://pubmed.ncbi.nlm.nih.gov/37128362/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Personalized PK/PD dynamics are fitted from glucose data and evaluated for dose-response prediction and optimization.,exclude,not_applicable,no_learned_dynamics,The pk pd directly links diabetes drug dose blood glucose level study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A personalized dose-glucose transition plus disease-progression term is fitted to daily self-monitored glucose, then evaluated for long-term drug-response forecasting and dose optimization.",include,empirical,fitted_action_response_dynamics,"A personalized dose-glucose transition plus disease-progression term is fitted to daily self-monitored glucose, then evaluated for long-term drug-response forecasting and dose optimization.","Full text, Model and Results: first-month gestational-diabetes data used for fitting, personalized dose-response estimation, and comparison with autoregression for later glucose trends.",high
ALT-b062a5a9fbf8,fresh_alternate_public_search,Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial.,"The personalized titration and optimization of insulin regimens for treatment of type 2 diabetes (T2D) are resource-demanding healthcare tasks. Here we propose a model-based reinforcement learning (RL) framework (called RL-DITR), which learns the optimal insulin regimen by analyzing glycemic state rewards through patient model interactions. When evaluated during the development phase for managing hospitalized patients with T2D, RL-DITR achieved superior insulin titration optimization (mean absolute error (MAE) of 1.10 ± 0.03 U) compared to other deep learning models and standard clinical methods. We performed a stepwise clinical validation of the artificial intelligence system from simulation to deployment, demonstrating better performance in glycemic control in inpatients compared to junior and intermediate-level physicians through quantitative (MAE of 1.18 ± 0.09 U) and qualitative metrics from a blinded review. Additionally, we conducted a single-arm, patient-blinded, proof-of-concept feasibility trial in 16 patients with T2D. The primary outcome was difference in mean daily capillary blood glucose during the trial, which decreased from 11.1 (±3.6) to 8.6 (±2.4) mmol L -1 (P < 0.01), meeting the pre-specified endpoint. No episodes of severe hypoglycemia or hyperglycemia with ketosis occurred. These preliminary results warrant further investigation in larger, more diverse clinical studies. ClinicalTrials.gov registration: NCT05409391 .",Guangyu Wang; Xiaohong Liu; Zhen Ying; Guoxing Yang; Zhiwei Chen; Zhiwen Liu; Min Zhang; Hongmei Yan; Yuxing Lu; Yuanxu Gao; Kanmin Xue; Xiaoying Li; Ying Chen,2023,2023,Nature medicine,10.1038/s41591-023-02552-9,,https://pubmed.ncbi.nlm.nih.gov/37710000/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Model-based reinforcement learning uses patient-model dynamics to optimize insulin actions and receives clinical evaluation.,include,empirical,include_empirical,The optimized glycemic control type 2 diabetes reinforcement learning proof concept study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A patient model learns action-conditioned glucose transitions from longitudinal EHR trajectories, is recursively unrolled for multistep insulin planning, and is validated internally, externally, and prospectively.",include,empirical,action_conditioned_closed_loop_control,"A patient model learns action-conditioned glucose transitions from longitudinal EHR trajectories, is recursively unrolled for multistep insulin planning, and is validated internally, externally, and prospectively.","Full text, Patient model for trajectory tracking and Performance: learned next-state function, seven-step rollouts, observed-versus-predicted glucose trajectories, policy interaction, and clinical feasibility trial.",high
