candidate_id,title,decision,corpus_type,reason_code,rationale,full_text_needed
MWM-0107,Learning a Normal World Model for Few-Shot Boundary-Calibrated Abnormality Detection,exclude,not_applicable,wrong_domain,“Learning a Normal World Model for Few-Shot Boundary-Calibrated Abnormality Detection” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0108,Learning Abstractions: A Conversation with Yann LeCun,exclude,not_applicable,wrong_domain,“Learning Abstractions: A Conversation with Yann LeCun” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0109,Learning to see clearly again: How critical media engagement can save public health.,exclude,not_applicable,wrong_domain,“Learning to see clearly again: How critical media engagement can save public health.” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0110,LeJEPA + I-JEPA: A World-Model-Grounded Multi-Agent Framework for Medical AGI,exclude,not_applicable,no_world_model_dynamics,"“LeJEPA + I-JEPA: A World-Model-Grounded Multi-Agent Framework for Medical AGI” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0111,LungSage: A World-Model-Driven Clinical Decision Engine Fusing TCM Syndrome Patterns with PET-CT Imaging for Non-Small Cell Lung Cancer Prognosis,uncertain,uncertain,uncertain,"“LungSage: A World-Model-Driven Clinical Decision Engine Fusing TCM Syndrome Patterns wi…” is plausibly eligible, but the available abstract or metadata cannot confirm both dynamics and empirical evaluation.",yes
MWM-0112,"Magic and Theology Revisited: Hermeticism, Modern Interpretation, and Narrative Resonance",exclude,not_applicable,wrong_domain,"“Magic and Theology Revisited: Hermeticism, Modern Interpretation, and Narrative Resonan…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0113,MANTRA: Synthesizing SMT-Validated Compliance Benchmarks for Tool-Using LLM Agents,exclude,not_applicable,wrong_domain,“MANTRA: Synthesizing SMT-Validated Compliance Benchmarks for Tool-Using LLM Agents” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0114,medDreamer: Model-Based Reinforcement Learning with Latent Imagination on Complex EHRs for Clinical Decision Support,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “medDreamer: Model-Based Reinforcement Learning with Latent Imagination on Complex EHRs…”.,yes
MWM-0115,MedGenesis: Toward a World Model for Autonomous Clinical and Translational Research,exclude,not_applicable,no_world_model_dynamics,"“MedGenesis: Toward a World Model for Autonomous Clinical and Translational Research” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0116,"Medical world models in healthcare: foundations, applications, and challenges for trustworthy clinical translation",include,review,include_review,"“Medical world models in healthcare: foundations, applications, and challenges for trust…” is centered on defining or synthesizing evidence for medical or biomedical world models.",yes
MWM-0117,"Medical world models: representing medical states, modelling clinical dynamics and guiding intervention policies",include,review,include_review,"“Medical world models: representing medical states, modelling clinical dynamics and guid…” is centered on defining or synthesizing evidence for medical or biomedical world models.",yes
MWM-0118,MedPTQ: a practical pipeline for real post-training quantization in 3D medical image segmentation.,exclude,not_applicable,static_prediction,"“MedPTQ: a practical pipeline for real post-training quantization in 3D medical image se…” evaluates a static classifier, predictor, representation, or dataset without qualifying rollout dynamics.",no
MWM-0119,Metasurface embodied intelligence through electromagnetic world model,exclude,not_applicable,wrong_domain,“Metasurface embodied intelligence through electromagnetic world model” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0120,Model Discovery Agent: LLM-assisted Bayesian experiment design for data-efficient discovery of mechanistic world models,exclude,not_applicable,wrong_domain,“Model Discovery Agent: LLM-assisted Bayesian experiment design for data-efficient disco…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0121,"Model weights for MVAA 2026: multimodal mitral valve segmentation across cardiac CT, 3D TEE and surgical video",exclude,not_applicable,static_prediction,"“Model weights for MVAA 2026: multimodal mitral valve segmentation across cardiac CT, 3D…” evaluates a static classifier, predictor, representation, or dataset without qualifying rollout dynamics.",no
MWM-0122,Models of care on the management of women with polycystic ovary syndrome: A multicentre study.,exclude,not_applicable,no_world_model_dynamics,"“Models of care on the management of women with polycystic ovary syndrome: A multicentre…” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0123,"Movemur: Large World Models, Newtonian Physics, and the Embodied Bottleneck of Artificial General Intelligence",exclude,not_applicable,wrong_domain,"“Movemur: Large World Models, Newtonian Physics, and the Embodied Bottleneck of Artifici…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0124,MoveTips Unified Functional Ontology,exclude,not_applicable,no_empirical_evaluation,“MoveTips Unified Functional Ontology” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0125,MRI Contrast Enhancement Kinetics World Model,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “MRI Contrast Enhancement Kinetics World Model”.,yes
MWM-0126,Multi-Agent Decision-Focused Learning via Value-Aware Sequential Communication,exclude,not_applicable,wrong_domain,“Multi-Agent Decision-Focused Learning via Value-Aware Sequential Communication” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0127,Multimodal EEG World Model: Self-Supervised Latent Transition Learning for Wearable EEG Seizure Detection,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Multimodal EEG World Model: Self-Supervised Latent Transition Learning for Wearable EEG…”.,yes
MWM-0128,Near-Death Experiences and World-Model Collapse,exclude,not_applicable,wrong_domain,“Near-Death Experiences and World-Model Collapse” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0129,Near-Death Experiences and World-Model Collapse: A Multimodal Cognitive and Narrative Framework,exclude,not_applicable,wrong_domain,“Near-Death Experiences and World-Model Collapse: A Multimodal Cognitive and Narrative F…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0130,Negative automatic thoughts mediate the effects of emotion regulation on distress in women with breast and gynecological cancer.,exclude,not_applicable,static_prediction,"“Negative automatic thoughts mediate the effects of emotion regulation on distress in wo…” evaluates a static classifier, predictor, representation, or dataset without qualifying rollout dynamics.",no
MWM-0131,Neurosymbolic Alignment for Physiologically-Safe Clinical Language Models,exclude,not_applicable,no_world_model_dynamics,"“Neurosymbolic Alignment for Physiologically-Safe Clinical Language Models” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0132,NeuroWorld: A Latent Brain World Model for Stimulus-Conditioned Human Brain Dynamics,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “NeuroWorld: A Latent Brain World Model for Stimulus-Conditioned Human Brain Dynamics”.,yes
MWM-0133,Next-Generation Privacy in Applied Intelligence: A Unified Examination of Cryptographic and Statistical Privacy-Enhancing Techniques,exclude,not_applicable,wrong_domain,“Next-Generation Privacy in Applied Intelligence: A Unified Examination of Cryptographic…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0134,Nonlinear Multistable Attractor Dynamics of Consciousness,exclude,not_applicable,wrong_domain,“Nonlinear Multistable Attractor Dynamics of Consciousness” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0135,Nonstationary Battery,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Nonstationary Battery”.,yes
MWM-0136,NVIDIA Cosmos-H-Dreams: Real-Time Generative Physics Simulation for Surgical Robotics,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “NVIDIA Cosmos-H-Dreams: Real-Time Generative Physics Simulation for Surgical Robotics”.,yes
MWM-0137,OcularWorldSim: A Visual World Model for Ophthalmic Microsurgery With Sim-to-Real Transfer Learning,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “OcularWorldSim: A Visual World Model for Ophthalmic Microsurgery With Sim-to-Real Trans…”.,yes
MWM-0138,Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robotics,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robo…”.,yes
MWM-0139,"ORION: A Hierarchical Surgical World Model for Real-Time, Multi-Agent Operating-Room Intelligence",exclude,not_applicable,no_empirical_evaluation,"“ORION: A Hierarchical Surgical World Model for Real-Time, Multi-Agent Operating-Room In…” is conceptual or proposed and reports no qualifying primary empirical evaluation.",no
MWM-0140,Orthogonal JEPA: Factorized Predictive States for Latent World Models,exclude,not_applicable,wrong_domain,“Orthogonal JEPA: Factorized Predictive States for Latent World Models” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0141,Out of the Laboratory and Into the Clinic: Out-of-Domain Validation of Machine Learning Models for Velopharyngeal Dysfunction Detection.,exclude,not_applicable,static_prediction,"“Out of the Laboratory and Into the Clinic: Out-of-Domain Validation of Machine Learning…” evaluates a static classifier, predictor, representation, or dataset without qualifying rollout dynamics.",no
MWM-0142,"Path-Sensitive AGI Alignment: Cognitive Integrity, Escape Cost, and Trajectory Risk in Augmented State Space",exclude,not_applicable,wrong_domain,"“Path-Sensitive AGI Alignment: Cognitive Integrity, Escape Cost, and Trajectory Risk in…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0143,PCA-OS: A Planetary Climate Adaptation Operating System,exclude,not_applicable,wrong_domain,“PCA-OS: A Planetary Climate Adaptation Operating System” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0144,"Physical AI: The Convergence of Foundation Models, Sim-to-Real Transfer, and Embodied Intelligence",exclude,not_applicable,wrong_domain,"“Physical AI: The Convergence of Foundation Models, Sim-to-Real Transfer, and Embodied I…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0145,Physical AI: The Next Frontier in AI and Robotics to Build Truly Autonomous Machines,exclude,not_applicable,wrong_domain,“Physical AI: The Next Frontier in AI and Robotics to Build Truly Autonomous Machines” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0146,Physics-informed Koopman-constrained implicitQ-learning for safe offline reinforcement learning in mechanical ventilation.,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Physics-informed Koopman-constrained implicitQ-learning for safe offline reinforcement…”.,yes
MWM-0147,Physiological World Models for Human State Transitions,exclude,not_applicable,no_empirical_evaluation,“Physiological World Models for Human State Transitions” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0148,"Pneumococcal conjugate vaccines and antimicrobial resistance: serotype replacement, clonal dynamics, and future vaccine perspectives.",exclude,not_applicable,review_not_primary,"“Pneumococcal conjugate vaccines and antimicrobial resistance: serotype replacement, clo…” reviews a broader topic in which medical world models are not the primary subject.",no
MWM-0149,Policy4OOD: A Knowledge-Guided World Model for Policy Intervention Simulation against the Opioid Overdose Crisis,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Policy4OOD: A Knowledge-Guided World Model for Policy Intervention Simulation against t…”.,yes
MWM-0150,"Practical prognostic tool for personalising first-line alectinib in ALK-positive NSCLC: A real-world model integrating neutrophil-to-lymphocyte ratio, lactate dehydrogenase, and eosinophil count.",exclude,not_applicable,static_prediction,"“Practical prognostic tool for personalising first-line alectinib in ALK-positive NSCLC:…” evaluates a static classifier, predictor, representation, or dataset without qualifying rollout dynamics.",no
MWM-0151,Progressive Experience Fusion for Multi-Task World Model Control in Endovascular Navigation,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Progressive Experience Fusion for Multi-Task World Model Control in Endovascular Naviga…”.,yes
MWM-0152,"PROMETHEUS: Automating Deep Causal Research Integrating Text, Data and Models",exclude,not_applicable,wrong_domain,"“PROMETHEUS: Automating Deep Causal Research Integrating Text, Data and Models” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0153,Real-World Implementation of Risk Prediction Models for Maternal and Neonatal Outcomes Across the Preconception-to-Postpartum Continuum: A Scoping Review Protocol,exclude,not_applicable,no_empirical_evaluation,“Real-World Implementation of Risk Prediction Models for Maternal and Neonatal Outcomes…” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0154,Reinforcement Learning for Optimal Dialysis Scheduling and Resource Allocation in CKD,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Reinforcement Learning for Optimal Dialysis Scheduling and Resource Allocation in CKD”.,yes
MWM-0155,Safe Active Inference v8.0 (Expansion of the Theory: THE UNIVERSE'S SYSTEMATIC ERROR V1.2),exclude,not_applicable,wrong_domain,“Safe Active Inference v8.0 (Expansion of the Theory: THE UNIVERSE'S SYSTEMATIC ERROR V1…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0156,"Safety, Security, and Cognitive Risks in World Models",exclude,not_applicable,wrong_domain,"“Safety, Security, and Cognitive Risks in World Models” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0157,SAW: Toward a Surgical Action World Model via Controllable and Scalable Video Generation,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “SAW: Toward a Surgical Action World Model via Controllable and Scalable Video Generation”.,yes
MWM-0158,Scalable Community-Based Exercise to Support Physical Activity in Cancer Care: A Hybrid Effectiveness-Implementation Study.,exclude,not_applicable,no_world_model_dynamics,"“Scalable Community-Based Exercise to Support Physical Activity in Cancer Care: A Hybrid…” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0159,Scaling Human-AI Coding Collaboration Requires a Governable Consensus Layer,exclude,not_applicable,wrong_domain,“Scaling Human-AI Coding Collaboration Requires a Governable Consensus Layer” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0160,Semantic-Aware Obstacle Tracking and Avoidance for Ceiling-Mounted Healthcare Robots,exclude,not_applicable,no_world_model_dynamics,"“Semantic-Aware Obstacle Tracking and Avoidance for Ceiling-Mounted Healthcare Robots” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0161,Sensory sharpening and semantic prediction errors unify competing models of predictive processing in human speech comprehension.,exclude,not_applicable,no_world_model_dynamics,"“Sensory sharpening and semantic prediction errors unify competing models of predictive…” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0162,SENTINEL: An LSTM World Model for Proactive Network Attack Forecasting from Network Traffic Telemetry,exclude,not_applicable,wrong_domain,“SENTINEL: An LSTM World Model for Proactive Network Attack Forecasting from Network Tra…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0163,"SIGNAL: A Scalable, Real-World Model for Rapid Intraoperative Molecular Classification of Gliomas Using Stimulated Raman Histology.",exclude,not_applicable,static_prediction,"“SIGNAL: A Scalable, Real-World Model for Rapid Intraoperative Molecular Classification…” evaluates a static classifier, predictor, representation, or dataset without qualifying rollout dynamics.",no
MWM-0164,Simulating clinical interventions with a generative multimodal model of human physiology,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Simulating clinical interventions with a generative multimodal model of human physiology”.,yes
MWM-0165,Social Reflexivity in Compositional World Models,exclude,not_applicable,wrong_domain,“Social Reflexivity in Compositional World Models” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0166,Sonata: A Hybrid World Model for Inertial Kinematics under Clinical Data Scarcity,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Sonata: A Hybrid World Model for Inertial Kinematics under Clinical Data Scarcity”.,yes
MWM-0167,SteeraMed: A Biomedical World Model for N-of-1 Intervention Reasoning Across Chronic Diseases and Aging,exclude,not_applicable,no_world_model_dynamics,"“SteeraMed: A Biomedical World Model for N-of-1 Intervention Reasoning Across Chronic Di…” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0168,Study on Holistic Information Theory (HIT) and the formula i = E as a world model,exclude,not_applicable,wrong_domain,“Study on Holistic Information Theory (HIT) and the formula i = E as a world model” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0169,Study: AI7KE+ – A non-limited Artificial Intelligence as a system compatible with Natural Intelligence (NI) from an evolutionary ethics perspective,exclude,not_applicable,wrong_domain,“Study: AI7KE+ – A non-limited Artificial Intelligence as a system compatible with Natur…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0170,Surg-UniWorld: A Unified Surgical World Model with Multimodal Control Experts,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Surg-UniWorld: A Unified Surgical World Model with Multimodal Control Experts”.,yes
MWM-0171,Surgery 4.0: From the Smart Operating Room to the Learning Operating Room.,exclude,not_applicable,no_empirical_evaluation,“Surgery 4.0: From the Smart Operating Room to the Learning Operating Room.” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0172,Surgical Video Generation From Diffusion to World Models: A Survey,include,review,include_review,“Surgical Video Generation From Diffusion to World Models: A Survey” is centered on defining or synthesizing evidence for medical or biomedical world models.,yes
MWM-0173,Surgical WAM: A World-Action Model for Data-Efficient Surgical Robot Learning,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Surgical WAM: A World-Action Model for Data-Efficient Surgical Robot Learning”.,yes
MWM-0174,SurgVista: Long-Horizon Surgical World Modeling with Plausible Instrument-Tissue Dynamics,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “SurgVista: Long-Horizon Surgical World Modeling with Plausible Instrument-Tissue Dynami…”.,yes
MWM-0175,SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Planning,uncertain,uncertain,uncertain,"“SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Pla…” is plausibly eligible, but the available abstract or metadata cannot confirm both dynamics and empirical evaluation.",yes
MWM-0176,Susagi: A Microbiome World Model,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Susagi: A Microbiome World Model”.,yes
MWM-0177,SWoMo: Neuro-Symbolic World Model for Cataract Surgery Simulation,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “SWoMo: Neuro-Symbolic World Model for Cataract Surgery Simulation”.,yes
MWM-0178,Synthetic Mobile Robot Fleet Dataset for Logistics Operations,exclude,not_applicable,wrong_domain,“Synthetic Mobile Robot Fleet Dataset for Logistics Operations” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0179,T-World Virtual Human Cardiomyocyte. II. Organ-Scale Simulations and Applications.,exclude,not_applicable,no_world_model_dynamics,"“T-World Virtual Human Cardiomyocyte. II. Organ-Scale Simulations and Applications.” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0180,Temporal Validation and Transportability in Clinical Machine Learning: A Framework for Understanding Performance Gaps under Dataset and Infrastructure Shift (Motivated by Mind the Performance Gap: Examining Dataset Shift During Prospective Validation by Otles et al.),exclude,not_applicable,no_world_model_dynamics,"“Temporal Validation and Transportability in Clinical Machine Learning: A Framework for…” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0181,TERRA: Task-Embedded Reasoning and Representation Architecture for Cross-Domain Applications,exclude,not_applicable,wrong_domain,“TERRA: Task-Embedded Reasoning and Representation Architecture for Cross-Domain Applica…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0182,The 1st MICCAI Workshop on Medical World Model (MWM4MICCAI 2026),exclude,not_applicable,no_empirical_evaluation,“The 1st MICCAI Workshop on Medical World Model (MWM4MICCAI 2026)” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0183,"The Bioprocess World Model for Simulating Cell-State Evolution, Manufacturing Intervention, Process Uncertainty, and Critical Quality Attributes",uncertain,uncertain,uncertain,"“The Bioprocess World Model for Simulating Cell-State Evolution, Manufacturing Intervent…” is plausibly eligible, but the available abstract or metadata cannot confirm both dynamics and empirical evaluation.",yes
MWM-0184,"The Carlo Field — Public Release Pack (Identity Physics, Systems, and World Modelling)",exclude,not_applicable,wrong_domain,"“The Carlo Field — Public Release Pack (Identity Physics, Systems, and World Modelling)” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0185,"The Dynamic Clinical Explanatory Model A Conceptual Framework for Clinical Reasoning, Medical Decision-Making, and Artificial Intelligence",exclude,not_applicable,no_empirical_evaluation,"“The Dynamic Clinical Explanatory Model A Conceptual Framework for Clinical Reasoning, M…” is conceptual or proposed and reports no qualifying primary empirical evaluation.",no
MWM-0186,The Finite Primitive Basis Theorem for Computational Imaging: Formal Foundations of the OperatorGraph Representation,exclude,not_applicable,wrong_domain,“The Finite Primitive Basis Theorem for Computational Imaging: Formal Foundations of the…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0187,"The Four-Model Theory of Consciousness: A Simulation-Based Framework Unifying the Hard Problem, Binding, and Altered States",exclude,not_applicable,wrong_domain,“The Four-Model Theory of Consciousness: A Simulation-Based Framework Unifying the Hard…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0188,The fusion of artificial intelligence and omics: a perspective toward 2035,exclude,not_applicable,no_empirical_evaluation,“The fusion of artificial intelligence and omics: a perspective toward 2035” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0189,"The Human Function World Model: Modeling the Whole Person Through Human Function Across Tasks, States, Actions, and Longitudinal Change",exclude,not_applicable,no_empirical_evaluation,“The Human Function World Model: Modeling the Whole Person Through Human Function Across…” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0190,The Observer Effect in World Models: Invasive Adaptation Corrupts Latent Physics,exclude,not_applicable,wrong_domain,“The Observer Effect in World Models: Invasive Adaptation Corrupts Latent Physics” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0191,The Outlines of Sanity: A Constraint Dynamics Theory of Consciousness and Mental Illness,exclude,not_applicable,no_empirical_evaluation,“The Outlines of Sanity: A Constraint Dynamics Theory of Consciousness and Mental Illness” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0192,The Patient is not a Moving Document: A World Model Training Paradigm for Longitudinal EHR,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “The Patient is not a Moving Document: A World Model Training Paradigm for Longitudinal…”.,yes
MWM-0193,The Sensation Modulating Network:Haltability as the architectural ground for object-directed phenomenology,exclude,not_applicable,wrong_domain,“The Sensation Modulating Network:Haltability as the architectural ground for object-dir…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0194,"Three-in-One World Model: Energy-Based Consistency, Prediction, and Counterfactual Inference for Marketing Intervention",exclude,not_applicable,wrong_domain,"“Three-in-One World Model: Energy-Based Consistency, Prediction, and Counterfactual Infe…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0195,To Use AI as Dice of Possibilities with Timing Computation,exclude,not_applicable,wrong_domain,“To Use AI as Dice of Possibilities with Timing Computation” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0196,Topical Phase Transitions in Artificial Intelligence Research: Large-Scale Evidence and an Early-Warning Signature for Emerging Topics,exclude,not_applicable,wrong_domain,“Topical Phase Transitions in Artificial Intelligence Research: Large-Scale Evidence and…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0197,"TOPO-2026: Universal Permanence Across Genomics, Language, Vision, and Structured Data Generation A Unified Framework for Deterministic Continual Learning with Dataset-Agnostic Validation and the Narrow Singularity",exclude,not_applicable,wrong_domain,"“TOPO-2026: Universal Permanence Across Genomics, Language, Vision, and Structured Data…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0198,Toward AI Autonomous Navigation for Mechanical Thrombectomy Using Hierarchical Modular Multi-Agent Reinforcement Learning (HM-MARL),exclude,not_applicable,no_world_model_dynamics,"“Toward AI Autonomous Navigation for Mechanical Thrombectomy Using Hierarchical Modular…” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0199,Toward Safe Autonomous Robotic Endovascular Interventions using World Models,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Toward Safe Autonomous Robotic Endovascular Interventions using World Models”.,yes
MWM-0200,Toward World Modeling of Physiological Signals with Chaos-Theoretic Balancing and Latent Dynamics,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Toward World Modeling of Physiological Signals with Chaos-Theoretic Balancing and Laten…”.,yes
MWM-0201,Toward World Models for Epidemiology,exclude,not_applicable,no_empirical_evaluation,“Toward World Models for Epidemiology” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0202,Towards a Causally-inspired Evolving World Model for Vision-and-Language Navigation in Continuous Environments.,exclude,not_applicable,wrong_domain,“Towards a Causally-inspired Evolving World Model for Vision-and-Language Navigation in…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0203,"Towards a World Model of the Nuclear Fuel Cycle (1) From Past Reconstruction to Future Assessment of Fuel Demand, Waste Treatment and Strategic Stability",exclude,not_applicable,wrong_domain,“Towards a World Model of the Nuclear Fuel Cycle (1) From Past Reconstruction to Future…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0204,"Towards a World Model of the Nuclear Fuel CycleFrom Past Reconstruction to Future Assessment of Fuel Demand, Waste Treatment and Strategic Stability",exclude,not_applicable,duplicate_publication,“Towards a World Model of the Nuclear Fuel CycleFrom Past Reconstruction to Future Asses…” is a duplicate or non-primary record from an already represented publication lineage.,no
MWM-0205,Towards World Models in Biomedical Research,exclude,not_applicable,no_empirical_evaluation,“Towards World Models in Biomedical Research” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0206,TRACE: An Operational Reasoning Schema for Auditable Agentic Commitments,exclude,not_applicable,wrong_domain,“TRACE: An Operational Reasoning Schema for Auditable Agentic Commitments” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0207,TwinRL-Onco: A World Model-Empowered Digital Twin Framework with Hierarchical Reinforcement Learning for Venetoclax Resistance Trajectory Prediction and Adaptive Therapy Optimization in Chronic Lymphocytic Leukemia.,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “TwinRL-Onco: A World Model-Empowered Digital Twin Framework with Hierarchical Reinforce…”.,yes
MWM-0208,Unlocking Disease Mechanisms: Agentic AI for Clinical Knowledge (Keynote),exclude,not_applicable,no_world_model_dynamics,"“Unlocking Disease Mechanisms: Agentic AI for Clinical Knowledge (Keynote)” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0209,UOHF Definition 2.0: Unified Ontology of Human Function,exclude,not_applicable,no_empirical_evaluation,“UOHF Definition 2.0: Unified Ontology of Human Function” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0210,UOHF Definition 2.1: Unified Ontology of Human Function,exclude,not_applicable,no_empirical_evaluation,“UOHF Definition 2.1: Unified Ontology of Human Function” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0211,Validating predictive models on EHRs data : lessons learnt from the NCDR-IMPACT-score applied on a French cardiac catheterization cohort.,exclude,not_applicable,static_prediction,"“Validating predictive models on EHRs data : lessons learnt from the NCDR-IMPACT-score a…” evaluates a static classifier, predictor, representation, or dataset without qualifying rollout dynamics.",no
MWM-0212,What physics offers for artificial intelligence? Lessons from the brain's inner time and its dynamics.,exclude,not_applicable,wrong_domain,“What physics offers for artificial intelligence? Lessons from the brain's inner time an…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0213,WITHDRAWN: MedOS: AI-XR-Cobot World Model for Clinical Perception and Action,exclude,not_applicable,inaccessible_metadata,“WITHDRAWN: MedOS: AI-XR-Cobot World Model for Clinical Perception and Action” is withdrawn and does not provide an inspectable eligible primary record.,no
