candidate_id,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status
MWM-0203,Toward World Modeling of Physiological Signals with Chaos-Theoretic Balancing and Latent Dynamics,"Physiological time series signals reflect complex, multi-scale dynamical processes of the human body. Existing modeling studies focus on static tasks such as classification, event forecasting, or short-horizon next step prediction, while long-horizon signal-level forecasting and predictive nature of physiological signals remain underexplored. We introduce NormWear-2, a world model that encodes both multivariate physiological signals and clinical intervention variables into a shared latent space and models their joint temporal evolution as a dynamical system. Our approach combines inference from prior pre-trained knowledge (intuition) with instant non-parametric latent state transition adaptation (insight), enabling coherent forecasting across multiple temporal scales, conditioned on heterogeneous clinical interventions. During the pretraining phase, we find that chaos-theoretic balancing of dynamical regime diversity yields more robust representations, with a smaller balanced corpus outperforming one twice its size and capturing bifurcation regimes. We evaluate the world model performance across diverse real-world physiological datasets spanning heterogeneous temporal resolutions and intervention regimes, covering daily life, point-of-care, and clinical settings, including fitness planning, hemodialysis, diabetes management, and surgical monitoring. These evaluation datasets comprise records from 8,026 subjects, spanning study durations from 3.2 hours for high-resolution signal data to 2.3 years for longitudinal clinical biomarker tracking. NormWear-2 achieves the best overall forecasting performance across time, frequency, and latent representation domains, with significant improvements over state-of-the-art time series foundation models, while maintaining competitive downstream representation quality, providing a step toward general-purpose world models for physiological signals.","Yunfei Luo; Xi Chen; Yuliang Chen; Lanshuang Zhang; Md Mofijul Islam; Siwei Zhao; Peter Kotanko; Dasgupta, Subhasis; Andrew Campbell; Rakesh Malhotra; Tauhidur Rahman",2026,2026-05-14,arXiv (Cornell University),10.48550/arxiv.2605.15465,2605.15465,https://arxiv.org/abs/2605.15465,preprint,openalex,"""world model"" clinical;""world model"" physiology",open-access
MWM-0204,Toward World Models for Epidemiology,"World models have emerged as a unifying paradigm for learning latent dynamics, simulating counterfactual futures, and supporting planning under uncertainty. In this paper, we argue that computational epidemiology is a natural and underdeveloped setting for world models. This is because epidemic decision-making requires reasoning about latent disease burden, imperfect and policy-dependent surveillance signals, and intervention effects are mediated by adaptive human behavior. We introduce a conceptual framework for epidemiological world models, formulating epidemics as controlled, partially observed dynamical systems in which (i) the true epidemic state is latent, (ii) observations are noisy and endogenous to policy, and (iii) interventions act as sequential actions whose effects propagate through behavioral and social feedback. We present three case studies that illustrate why explicit world modeling is necessary for policy-relevant reasoning: strategic misreporting in behavioral surveillance, systematic delays in time-lagged signals such as hospitalizations and deaths, and counterfactual intervention analysis where identical histories diverge under alternative action sequences.",Zeeshan Memon; Yiqi Su; Christo Kurisummoottil Thomas; Walid Saad; Liang Zhao; Naren Ramakrishnan,2026,2026-04-10,arXiv (Cornell University),,2604.09519,https://arxiv.org/abs/2604.09519,preprint,openalex,"""world model"" clinical;""world model"" medicine",open-access
MWM-0205,Towards a Causally-inspired Evolving World Model for Vision-and-Language Navigation in Continuous Environments.,"Vision-and-Language Navigation in Continuous Environments (VLN-CE) has emerged as a pivotal challenge in Embodied AI, requiring an agent to navigate 3D spaces guided by natural language instructions. Drawing inspiration from human cognition, world models provide a powerful paradigm by predicting environment dynamics and enabling reasoning beyond immediate observations. However, existing world model-based VLN methods remain static once trained - their representations rely on fixed correlationbased priors rather than adaptive causal structures, making them unable to accommodate evolving confounders and changing observation-action dependencies across environments. This rigidity leads to overfitting to training-specific patterns and degraded performance under distribution shifts. To address this limitation, we propose a causally-inspired evolving world modeling framework that formulates VLN-CE as a sequence of causal partially observable Markov decision processes. Our model learns unified latent states that integrate vision, language, and action, while addressing spurious correlations through a dual-level intervention mechanism: at the observation level, frequency-domain perturbations simulate superficial appearance variations to enhance perceptual robustness; at the representation level, cross-episode confounder buffers perform counterfactual substitution to approximate the influence of latent confounding factors. Beyond static world modeling, our framework continuously evolves, refining these proxy representations across episodes, enabling efficient adaptation to previously unseen environments. Building on this evolving causally-inspired foundation, our world model supports counterfactual reasoning and strengthens generalization across diverse navigation contexts. Extensive evaluations on established VLN-CE benchmarks demonstrate that our method outperforms existing approaches, delivering superior navigation performance across diverse scenarios. Real-world robot evaluations further validate the practicality of our approach. Code is available in the Supplementary Material.",Xuan Yao; Junyu Gao; Changsheng Xu,2026,2026,IEEE transactions on pattern analysis and machine intelligence,10.1109/tpami.2026.3728426,,https://pubmed.ncbi.nlm.nih.gov/42672026/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed
MWM-0206,"Towards a World Model of the Nuclear Fuel Cycle (1) From Past Reconstruction to Future Assessment of Fuel Demand, Waste Treatment and Strategic Stability","Towards a World Model of the Nuclear Fuel Cycle (1) From Past Reconstruction to Future Assessment of Fuel Demand, Waste Treatment and Strategic Stability, Towards a World Model of the Nuclear Fuel Cycle (1) From Past Reconstruction to Future Assessment of Fuel Demand, Waste Treatment and Strategic Stability",アレッシオ ロッシ; Alessio Rossi; Masahiko Nakase; Masahiko Nakase; 岡村知拓; Tomohiro Okamura; Kenji Nishihara; Kenji Nishihara,2026,2026-04-15,Tokyo Tech Research Repository (Tokyo Institute of Technology),,,http://t2r2.star.titech.ac.jp/cgi-bin/publicationinfo.cgi?q_publication_content_number=CTT100942313,conference-paper,openalex,"""world model"" treatment",indexed
MWM-0207,"Towards a World Model of the Nuclear Fuel CycleFrom Past Reconstruction to Future Assessment of Fuel Demand, Waste Treatment and Strategic Stability",,アレッシオ ロッシ; Alessio Rossi; 中瀬正彦; Masahiko Nakase; 岡村知拓; Tomohiro Okamura; 西原健司; Kenji Nishihara; 小野航希; Kouki ONO,2026,2026-02-13,Tokyo Tech Research Repository (Tokyo Institute of Technology),,,http://t2r2.star.titech.ac.jp/cgi-bin/publicationinfo.cgi?q_publication_content_number=CTT100940888,conference-paper,openalex,"""world model"" treatment",indexed
MWM-0208,Towards World Models in Biomedical Research,"A central goal of biomedicine is to understand, predict and ultimately control the dynamic mechanisms by which biological systems respond to perturbations, disease progression and therapeutic intervention. Although foundation models and large language models have accelerated biomedical data interpretation, most current systems remain focused on static pattern recognition rather than prospective simulation of biological futures. Here we propose biomedical world models as a paradigm for AI-driven discovery. These models learn latent representations of molecular, cellular, tissue and clinical states, together with intervention-conditioned dynamics that allow future trajectories to be simulated before actions are taken. We discuss how biomedical world models could function as data engines, environment simulators and scientific planning substrates across applications including virtual cells, organoids, virtual patients and surgical simulation. We outline the data infrastructure, evaluation benchmarks, safety constraints and governance frameworks required. Biomedical world models may provide a foundation for simulation-guided, closed-loop and experimentally actionable biomedical discovery.",Guangyu Wang; Jingkun Yue; Siqi Zhang; Yu Liu (6938); Xiaoyu Wang (182979); Mingyuan Meng; Changwei Ji; Zongbo Han; Yulin Wang; Yang Yue; Frank Fu; Ting Chen; Song Wu; Ziwei Liu; Jiangning Song; Ming Li; Gao Huang; Xiaohong Liu (50816); Athanasios V. Vasilakos; Xingcai Zhang; Ping Zhang (86495); Yong Li,2026,2026-06-04,arXiv (Cornell University),10.48550/arxiv.2606.05925,2606.05925,https://arxiv.org/abs/2606.05925,preprint,openalex,"""medical world model"";""patient world model"";""surgical world model"";""world model"" clinical;""world model"" echocardiography;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access
MWM-0209,TRACE: An Operational Reasoning Schema for Auditable Agentic Commitments,"This paper defines TRACE (Typed Reasoning And Commitment Evidence): a typed, versioned schema for recording reasoning traces, a reference procedure for writing records against it, and one operating discipline, no durable state change without a record. The paper argues in three layers that reasoning is not in the language model: the autoregressive mechanism natively computes association; chain-of-thought and reinforcement learning inherit its limits; and the formal constructs of reasoning theory, from Socratic procedure to Pearl's ladder, are absent as machinery. The schema answers the absence with fields and tests: the TraceRecord and its causal specialization, an eight-stage reference writer, a gate-first measurement regime, the TRACE-Bench protocol, and the consumers, memory admission, plan gating, temporal regret, and verdict reuse, whose more auditable decisions are the measure of the record. A record-consumer contract states what a record guarantees and what a consumer must honor in return, making the schema an operational interface rather than a passive document. Two worked examples run in the main text: a music-lessons argument traced from sentence to typed verdict, separating association, intervention, and prescription; and a flood search-and-rescue vignette in which a predictive world model reports confident plan success that its own support and out-of-distribution scores contradict, so the record defers the commitment, requests a bounded observation, revises append-only, and clears a different branch. The vignette is illustrative, not empirical; closed-loop evaluation is left to future work, so the contribution is the schema and its contract, not a performance claim. Appendices carry the full schema, writer algorithms and cost model, clinical and policy illustrations, the benchmark protocol, convergence metrics, and usage scenarios.",Edward Y. Chang; Emily J. Chang,2026,2026-07-14,arXiv (Cornell University),10.48550/arxiv.2607.12480,2607.12480,https://arxiv.org/abs/2607.12480,preprint,openalex,"""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" treatment",open-access
MWM-0210,TwinRL-Onco: A World Model-Empowered Digital Twin Framework with Hierarchical Reinforcement Learning for Venetoclax Resistance Trajectory Prediction and Adaptive Therapy Optimization in Chronic Lymphocytic Leukemia.,"Chronic lymphocytic leukaemia (CLL) presents considerable therapeutic obstacles due to the development of treatment-resistant disease, especially with BCL-2 inhibitors like venetoclax, and is among the most challenging haematological malignancies to treat. A critical unmet computational need is the ability to predict patient-specific treatment resistance trajectories and to develop optimal adaptive therapy schedules based on a patient's history and experience with treatments. To address these issues, we have developed TwinRL-Onco, a novel computational framework that fuses digital twin technology, driven by world model-based simulations, with hierarchical reinforcement learning (HRL), to predict in silico treatment response and optimize the adaptive therapy process. TwinRL-Onco consists of three synergistic components: (1) a Variational Recurrent State-Space Model (VRSSM); (2) a hierarchical policy structure with two levels of control; and (3) a resistance trajectory predictor that uses Monte Carlo rollouts generated from the world model to simulate treatment response. TwinRL-Onco achieved an AUROC of 0.917 for 12-month simulated prediction of progression, an improvement of 4.6 percentage points over the DreamerV3 algorithm and 7.0 percentage points over the LSTM-Traj algorithm. TwinRL-Onco is an emphasis on an artificial intelligence-based online environment for hypothesis generation; all on-site metrics indicate inventory-only consistency and need actual clinical validation before any conclusions regarding clinical prediction.",Zi Wang; Chenghao Ge; Yufan Hu; Destin Bai; Wei Zhang,2026,2026,IEEE journal of biomedical and health informatics,10.1109/jbhi.2026.3696685,,https://pubmed.ncbi.nlm.nih.gov/42184194/,journal-article,europe_pmc;openalex;pubmed,"""world model"" clinical;""world model"" patient;""world model"" treatment;europe_pmc_core;pubmed_core",indexed
MWM-0211,Unlocking Disease Mechanisms: Agentic AI for Clinical Knowledge (Keynote),"This keynote presents Dismech, a mechanistic disease knowledge base designed to support explainable, ontology-grounded AI for clinical and translational reasoning. The talk argues that current AI systems are often effective at prediction, but much weaker at mechanistic explanation, leaving gaps in understanding why specific mutations cause disease, why therapies work, and how patients can be meaningfully stratified. To address this, Dismech represents disease biology as causal graphs that connect genetic etiologies, molecular and cellular processes, environmental modifiers, phenotypic endpoints, treatments, assays, datasets, and models within a LinkML-backed framework enriched with biomedical ontologies such as Mondo, GO, HPO, CL, Uberon, MAXO, and NCIT. The presentation contrasts simple triple-based knowledge graphs with richer causal world models containing latent mechanistic nodes, and outlines applications including interpretation of GWAS signals, Bayesian causal reasoning, and drug repurposing. A major focus is the use of agentic AI to accelerate curation while preserving rigor through deterministic validation, ontology constraints, and anti-hallucination checks for identifiers and references. The talk positions Dismech as an experimental, collaborative platform for computable disease hypotheses and exploratory analysis, while emphasizing that it is not yet ready for clinical deployment.",Christopher Mungall,2026,2026-02-19,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18720443,,https://doi.org/10.5281/zenodo.18720443,article,openalex,"""world model"" clinical;""world model"" patient;""world model"" treatment",open-access
MWM-0212,UOHF Definition 2.0: Unified Ontology of Human Function,"This publication presents UOHF Definition 2.0, a task-centered semantic and computational architecture for representing, assessing, and governing human function in real-world contexts. The central problem addressed by Definition 2.0 is that medical records, rehabilitation assessments, exercise data, movement observations, task performance, symptoms, measurements, interventions, and follow-up information may all concern the same person, yet they do not automatically form one coherent and continuously updated human-function object. Different disciplines often describe different fragments of the person, use different judgment units, and apply different professional languages. As a result, information may accumulate without producing a unified account of what the person is being asked to do, what the body must organize, what actually occurs, what costs arise, where the boundary lies, and what changes after action or exposure. UOHF Definition 2.0 establishes a common operational center: Human function is understood through the relationship between real-world tasks, the functional capacities required by those tasks, the way the body is actually engaged, the resulting performance and cost, and the boundaries within which that engagement remains sustainable and safe. Definition 2.0 formalizes a task-centered reasoning chain: Safety Boundary → Task and Context → Task Demand → Required Engagement → Actual Engagement → Manifestation and Measurement → Cost and Boundary → Limiting-Factor Hypotheses → Evidence Convergence → Primary Problem → State → Governed Action → Execution → Actual Change → Feedback → Reassessment → Versioned Write-back Within this architecture, a Task is not treated as identical to the demands generated by that task. A task such as walking, climbing stairs, lifting, sitting, working, exercising, or caring for another person occurs under specific contextual conditions. Speed, duration, load, environment, complexity, role, consequence, and recovery requirements may change the demands placed on the body even when the named task remains the same. Definition 2.0 therefore distinguishes the task itself from the task conditions and from the functional organization required to meet those conditions. It also distinguishes: the functional capacity that may exist in the person; the engagement required by the task; the engagement that required by the task; the engagement that actually occurs; the observable manifestation of that engagement; the measurement or report used as evidence; the inference formed from that evidence; the state representation recorded by the system. These distinctions prevent performance, measurement, diagnosis, capacity, bodily process, and human-function state from being collapsed into a single label. A person may complete a task while relying on compensation, elevated effort, pain, instability, excessive physiological cost, delayed recovery, reduced reserve, or exposure to unacceptable risk. Task completion alone therefore does not establish normal human function. Definition 2.0 evaluates whether the task goal is achieved, whether the organization is sufficiently stable, and whether the associated cost remains controllable within the relevant safety and sustainability boundaries. The framework uses four person-level, task-centered state classes: Normal Functional State Compensatory Functional State Boundary-Critical Functional State Functional Incapacity State These states are not medical diagnoses, permanent identities, or universal classifications of organs, tissues, cells, or molecular processes. They are evidence-bounded representations of how the body functions under specified tasks and conditions. Definition 2.0 also establishes a strict separation between the reality of the person, the evidence used to understand that reality, and the actions taken to influence it. The reality layer includes the person, task, context, functional capacity, actual engagement, bodily response, cost, boundary, reserve, state, time, and actual change. The epistemic layer includes observation, questioning, measurement, assessment, evidence, uncertainty, inference, and professional judgment. The application layer includes medical treatment, rehabilitation, exercise, training, environmental modification, assist, assessment, evidence, uncertainty, inference, and professional judgment. Theive technology, education, and other governed actions. An assessment tool does not define human function. A measurement does not equal the bodily reality it is intended to represent. An intervention does not belong to the human-function state itself. These elements must be connected but not conflated. Definition 2.0 further separates four connected system components: UOHF, the governed ontology and semantic-rule layer; the Human Function Engine, the bounded runtime inference and write-back layer; the Individual Human Function Model, the person-specific longitudinal state memory; the Human Function World Model, the future temporal and action-conditioned modeling layer. The publication emphasizes auditable reasoning, explicit evidence boundaries, safety constraints, authority control, version governance, reassessment, and longitudinal write-back. It does not support unrestricted black-box conclusions or autonomous diagnosis and treatment. UOHF Definition 2.0 is a conceptual and operational framework rather than a completed international standard. It does not claim that all human functions, all task-demand relations, all physiological mechanisms, all professional mappings, or a fully axiomatized machine-readable ontology have already been completed. Its principal contribution is the establishment of a task-centered, evidence-bounded, safety-constrained, and auditable architecture through which human-function information can be organized around the same person and continuously updated across assessment, action, execution, feedback, and reassessment.",LEI CHE,2026,2026-07-15,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.21630339,,https://doi.org/10.5281/zenodo.21630339,preprint,openalex,"""world model"" physiology",open-access
MWM-0213,UOHF Definition 2.1: Unified Ontology of Human Function,"This publication presents UOHF Definition 2.1, the current authoritative conceptual definition and ontology architecture of the Unified Ontology of Human Function. Definition 2.1 retains the task-centered operational achievements of Definition 2.0 while correcting and expanding the scope of human function beyond real-world tasks alone. The human body is continuously engaged not only by external behavior, environment, and life tasks, but also by internal requirements for physiological maintenance, regulation, development, defense, adaptation, repair, and recovery. The formal definition is: Human function is the body's capacity to be appropriately engaged to meet internal and external demands. The corresponding Chinese philosophical definition is: 人体功能=身体被正常调用的能力。 In this definition, Demand includes ongoing internal requirements for physiological maintenance, regulation, development, defense, adaptation, repair, and recovery, as well as external behavioral, environmental, and real-world task demands. Definition 2.1 therefore establishes Demand, rather than Task alone, as the broader condition under which human function must be understood. A Task remains an important type of external activity or context, but a task is not identical to the demand it generates. The same task may produce different demands depending on load, duration, speed, environment, complexity, consequence, role, individual condition, and time. Internal physiological demands may also arise without any visible external task, including during sleep, rest, infection, injury, growth, adaptation, repair, or recovery. Definition 2.1 distinguishes: Demand, the internal or external requirement condition; Demand Specification, the versioned informational description of that demand; Task, a goal-directed activity or activity context; Task Demand, the external requirements generated by a task under specified conditions; Task Demand Specification, the versioned representation of those requirements; Engagement Requirement, what must be organized to meet the demand; Required Engagement Process Type, the expected process type capable of satisfying that requirement; Actual Engagement Process, the organization that actually occurs in the person; Actual Engagement Inference, the evidence-bounded conclusion about that process; Actual Engagement Representation, the versioned record of the inference. These entities are related but are not identical. Definition 2.1 generalizes Functional Engagement from a task-centered concept to a demand-centered concept. Functional engagement is the organization through which the body responds to an internal or external demand. Depending on scale and context, it may include molecular and cellular processes, tissue and organ processes, interactions among organ systems, structural support, functional capacities, sensory feedback, motor control, energy supply, metabolic regulation, protection, defense, adaptation, repair, recovery, cognition, behavior, and interaction with environmental conditions. Functional engagement does not mean conscious command, voluntary participation, patient engagement, service engagement, isolated neural activation, or one muscle contraction. It refers to the organized operation of the relevant human functions under a specified demand. The formal human-function definition includes the phrase appropriately engaged because the required functions must not merely operate. They must operate in a manner appropriate to the current demand, the person’s conditions, the available evidence, and the relevant safety and sustainability boundaries. At a general level, appropriate engagement requires that: the demand is sufficiently met; the organization remains sufficiently stable and adaptable; the associated cost and regulatory burden remain within sustainable boundaries appropriate to the context, time, and demand. Safety boundaries remain an independent constraint layer. Definition 2.1 also distinguishes the reality of human function from the evidence and representations used to describe it. Human function is not identical to human-function state.Demand is not identical to Demand Specification.Actual Engagement Process is not identical to Actual Engagement Inference.Actual response is not identical to manifestation or measurement result.Immediate cost is not identical to accumulated burden.Boundary is not identical to reserve.State is not identical to StateActual Inference or State Representation.Actual change is not identical to feedback information. This reality–evidence–inference–representation separation is essential for auditable reasoning, uncertainty management, provenance, version governance, and safe artificial intelligence. Definition 2.1 organizes UOHF into four connected components: UOHF — the governed ontology and semantic-rule foundation; the Human Function Engine — the bounded inference, state-convergence, action-control, and write-back layer; the Individual Human Function Model — the person-specific longitudinal representation of human-function state; the Human Function World Model — the temporal, multiscale, and action-conditioned modeling of human-function change. The development direction can be summarized as: Governed ontology topology → Human Function Engine → Individual longitudinal model → Human Function World Model The final scope of the Human Function World Model includes molecules, cells, tissues, bodily structures, organs, organ systems, physiological processes, cross-organ interactions, clinical mechanisms, disease, functional capacities, functional engagement, behavior, tasks, life contexts, and environment. These must be connected through state, cost, boundary, time, feedback, events, and change. Definition 2.1 does not treat local biological function as synonymous with whole-person human function. Molecular, cellular, tissue, organ, and system functions form the mechanisms, foundations, or limiting conditions through which whole-person human function is realized. UOHF must connect these scales without collapsing them into one ontological level. The framework also provides a unified interpretation of medicine, rehabilitation, and exercise: functional capacity → restoration of appropriate engagement → maintenance and enhancement of human function and expansion of engagement boundaries Medicine primarily addresses functional capacities, their biological foundations, disease mechanisms, and safety boundaries. Rehabilitation primarily addresses the return of functional capacities to real-world tasks and the restoration of appropriate engagement. Exercise maintains and enhances human function and expands engagement boundaries through sustained, appropriately dosed, and progressive engagement. Psychology and nutrition enter according to the current primary limiting factor, evidence, and professional scope. These are principal objectives rather than absolute professional boundaries. The current operational implementation remains strongest in task-centered assessment, state convergence, governed action, execution feedback, reassessment, and longitudinal service workflows. Definition 2.1 does not claim that internal-demand operationalization, complete multiscale mappings, a universal physiological-state classification, full OWL axiomatization, external expert consensus, clinical outcome validation, or a molecular-to-person simulator have already been completed. UOHF Definition 2.1 is therefore both a scope correction and an architectural clarification. It preserves the practical task-centered framework of Definition 2.0 while establishing the broader ontological foundation required to represent the body as a continuously regulated whole under internal and external demands.",LEI CHE,2026,2026-07-16,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.21630406,,https://doi.org/10.5281/zenodo.21630406,preprint,openalex,"""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology",open-access
MWM-0214,Validating predictive models on EHRs data : lessons learnt from the NCDR-IMPACT-score applied on a French cardiac catheterization cohort.,"OBJECTIVE: We present a natural language processing pipeline to extract and re-compute a pre-existing score, the IMPACT-score, in a children's hospital belonging to the APHP hospitals. MATERIALS AND METHODS: Predictive variables and adverse events occurrences were extracted from the EHR of each patient. Data extraction involved rule-based and machine learning approaches depending on the format of the data. The machine learning text-classifiers were trained on active learning annotated dataset. Once the registry was automatically populated, we computed the IMPACT-score model in our patients and we performed a logistic regression analysis to find the specific odd ratio fitting our cohort and obtain the IMPACT-score-Necker. RESULTS: We extracted clinical data from 2,980 patients. When applied to our hospital cohort, the IMPACT-score-Necker achieved an AUC of 0.719 whereas the original IMPACT-score achieved an AUC of 0.642. As a reminder, the IMPACT-score achieved an AUC of 0.752 in the NCDR-IMPACT validation cohort. DISCUSSION: Local calibration of the IMPACT-score on our cohort enhanced predictive accuracy, improving the AUC from 0.642 to 0.719, and addressing differences between our population and the original NCDR-IMPACT cohort. This reinforces the need for model adaptation to local data, as patient demographic and clinical variations can significantly impact performance. Local EHR data warehouses could be leveraged for recalibration and continuous monitoring, ensuring that AI tools remain accurate, ethical, and practical for clinicians in their clinical practice. CONCLUSION: Our results underscore the need for real-world model validation, and EHRs offer a reliable source for training and validating AI models.",S Quennelle; S Malekzadeh-Milani; N Garcelon; A Burgun; D Bonnet; A Neuraz,2026,2026,BMC cardiovascular disorders,10.1186/s12872-026-06065-4,,https://pubmed.ncbi.nlm.nih.gov/42365230/,journal-article,europe_pmc;openalex;pubmed,"""world model"" EHR;""world model"" clinical;""world model"" patient;europe_pmc_core;pubmed_core",indexed
MWM-0215,What physics offers for artificial intelligence? Lessons from the brain's inner time and its dynamics.,"Computing can take advantage of physics-that is, 'whatever physics offers' (Jaeger et al. 2023 Nat. Commun. 14, 4911 (doi:10.1038/s41467-023-40533-1)). One of the key features physics provides is time: it describes rules and makes predictions about how activity patterns change over time, as governed by dynamics. We argue that computing can learn from physics in how it conceives time-namely, in terms of dynamics, i.e. the changing patterns of activity unfolding over time. In particular, we focus on the brain's intrinsic neural dynamics of spontaneous activity and how it 'uses' them for dynamic input processing and encoding in order to 'participate' in the world's physical time. By 'participate', we mean becoming part of the input dynamics: for instance, when listening or dancing to music, neural activity (via entrainment) and, consequently, mental activity follows the rhythm and dynamics of the music. This shapes the listener's experience, such as consciousness-the brain, and thus the subject, actively participates in music rhythms through temporal alignment (Northoff et al. 2023 Interface Focus13, 20220076 (doi:10.1098/rsfs.2022.0076)). Drawing on recent empirical evidence, we show that dynamic features such as the brain's scale-free activity and variability-which reflect an intrinsic temporal structure, or the brain's 'inner time'-are central to tracking and encoding input dynamics. Importantly, this processing is actively modulated rather than passively received, through the brain's own 'hidden dynamic repertoire'. Extending earlier discussions by Dreyfus and others, we argue that current computing devices, whether classical or natural (i.e. non-von Neumann machines), lack spontaneous activity and an inner time that can exert an active, rather than purely passive, influence on processing. As a result, they can neither actively process and encode input dynamics through their own inner time, nor 'use' or 'participate' in the dynamics of the world's physical time. Instead of 'being in time' and 'being in the world', current computing devices-and, by extension, artificial intelligence-are effectively 'locked out of time and world', meaning they are not directly connected to physical time. Unlike humans, they therefore cannot be characterized as 'being in time' or 'being in the world', which in turn prevents them from acquiring tacit or implicit knowledge, including the ability to navigate and behave flexibly within a continuously changing world. This article is part of the theme issue 'World models in natural and artificial intelligence'.","Northoff G, Catal Y, Abbasi S.",2026,2026-05-01,,10.1098/rsta.2025.0005,,https://europepmc.org/article/MED/42130430,,europe_pmc,europe_pmc_core,indexed
MWM-0216,WITHDRAWN: MedOS: AI-XR-Cobot World Model for Clinical Perception and Action,"Withdrawal statement The authors have withdrawn this manuscript because this manuscript was not approved by all authors and was preprinted without the knowledge of the senior corresponding author(s). Therefore, the authors do not wish this work to be cited as reference for the project. If you have any questions, please contact the corresponding author.","Wu YC, Yin M, Shi B, Zhang Z, Yin D, Wang X, Wang Y, Fan J, Jin R, Wang H, Ying KA, Pang K, Rojansky R, Curtis C, Bao Z, Wang M, Cong L.",2026,2026-02-23,medRxiv,10.64898/2026.02.18.26345936,,https://europepmc.org/article/PPR/PPR1268400,preprint,europe_pmc;openalex,"""world model"" EHR;""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology;europe_pmc_core",indexed
MWM-0217,Words as Difference Makers: How Large Language Models Determine Causal Structure in Text,"Because large language models (LLMs) are impressively successful in predicting text, it appears that they must have access to a 'world model' representing causal and definitional structure. However, the dominant formalisms of modern causal inference -- Judea Pearl's interventionist approach and the Neyman-Rubin potential outcomes framework -- struggle to illuminate how LLMs learn causal structure. I resolve this puzzle by arguing that LLMs employ a specific inductive approach based on a difference-making logic -- sometimes called variational induction. I demonstrate how central aspects of this logic are realized during training, where LLMs require enormous amounts of text data from a wide range of contexts to identify difference- and indifference-makers within word sequences. Furthermore, I analyze specific architectural features of LLMs -- such as token embeddings and self-attention -- to determine their roles in variational induction. The difference-making logic of LLMs fundamentally parallels the experimental method, where causal relations are derived by systematically varying individual circumstances to determine their influence on a phenomenon.",W. Pietsch,2026,2026-06-21,arXiv (Cornell University),,2606.22430,https://arxiv.org/abs/2606.22430,preprint,openalex,"""world model"" medicine;""world model"" patient",open-access
MWM-0218,World Model Enhanced Offline Reinforcement Learning for Sequential Intervention Optimization in Acute Kidney Injury,"Acute kidney injury (AKI) represents a critical clinical challenge in intensive care units, affecting approximately 20–50% of critically ill patients with mortality rates exceeding 50% in severe cases. The sequential nature of AKI management—involving continuous decisions about diuretics, fluid balance, and renal replacement therapy (RRT)—presents a natural application for reinforcement learning (RL). However, the inherent risks of deploying learned policies in healthcare necessitate robust offline learning approaches that can leverage historical electronic health records without direct patient interaction. This paper introduces World Model Enhanced Offline Reinforcement Learning (WME-ORL), a novel framework that integrates an ensemble Fourier Neural Operator-Transformer (FNO-Transformer) world model with stage-aware Implicit Q-Learning (IQL) for optimizing sequential interventions in AKI patients. Our approach addresses three fundamental challenges in medical offline RL: distribution shift through uncertainty-penalized value estimation, clinical safety through explicit rule integration, and patient heterogeneity through AKI stage-aware policy adaptation. Extensive experiments on 46,337 ICU patients from MIMIC-IV demonstrate that WME-ORL achieves superior policy value (Interquartile-Normalized Return (IQNR), 0.82 vs. 0.72 for standard IQL), reduces predicted RRT initiation rates by 31.9%, and maintains less than 5% clinical rule violations. Ablation studies reveal that the FNO-Transformer architecture provides the most reliable uncertainty estimates among compared architectures, a critical property for safe clinical deployment.",Bailing Zhang; Yuwei Mi,2026,2026-03-04,AI medicine.,10.53941/aim.2026.100002,,https://doi.org/10.53941/aim.2026.100002,article,crossref;openalex,"""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access
