candidate_id,title,decision,corpus_type,reason_code,rationale,full_text_needed
MWM-0118,MedPTQ: a practical pipeline for real post-training quantization in 3D medical image segmentation.,exclude,not_applicable,static_prediction,"“MedPTQ: a practical pipeline for real post-training quantization...” evaluates static prediction, classification, or risk estimation without state evolution or rollout.",no
MWM-0119,Metasurface embodied intelligence through electromagnetic world model,exclude,not_applicable,wrong_domain,“Metasurface embodied intelligence through electromagnetic world...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0120,Model Discovery Agent: LLM-assisted Bayesian experiment design for data-efficient discovery of mechanistic world models,exclude,not_applicable,wrong_domain,“Model Discovery Agent: LLM-assisted Bayesian experiment design...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0121,"Model weights for MVAA 2026: multimodal mitral valve segmentation across cardiac CT, 3D TEE and surgical video",exclude,not_applicable,static_prediction,"“Model weights for MVAA 2026: multimodal mitral valve...” evaluates static prediction, classification, or risk estimation without state evolution or rollout.",no
MWM-0122,Models of care on the management of women with polycystic ovary syndrome: A multicentre study.,exclude,not_applicable,no_world_model_dynamics,“Models of care on the management of women with polycystic ovary...” lacks a qualifying learned temporal rollout or action-conditioned medical dynamics mechanism.,no
MWM-0123,"Movemur: Large World Models, Newtonian Physics, and the Embodied Bottleneck of Artificial General Intelligence",exclude,not_applicable,wrong_domain,"“Movemur: Large World Models, Newtonian Physics, and the Embodied...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.",no
MWM-0124,MoveTips Unified Functional Ontology,exclude,not_applicable,no_empirical_evaluation,"“MoveTips Unified Functional Ontology” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0125,MRI Contrast Enhancement Kinetics World Model,include,empirical,include_empirical,The MRI world model learns continuous contrast-enhancement kinetics and is evaluated on two datasets.,yes
MWM-0126,Multi-Agent Decision-Focused Learning via Value-Aware Sequential Communication,exclude,not_applicable,wrong_domain,“Multi-Agent Decision-Focused Learning via Value-Aware Sequential...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0127,Multimodal EEG World Model: Self-Supervised Latent Transition Learning for Wearable EEG Seizure Detection,include,empirical,include_empirical,The EEG model learns physiologically conditioned next-state transitions and is evaluated on patient-wise seizure data.,yes
MWM-0128,Near-Death Experiences and World-Model Collapse,exclude,not_applicable,duplicate_publication,This is an earlier version of the same Near-Death Experiences manuscript represented by MWM-0129.,no
MWM-0129,Near-Death Experiences and World-Model Collapse: A Multimodal Cognitive and Narrative Framework,exclude,not_applicable,no_empirical_evaluation,"“Near-Death Experiences and World-Model Collapse: A Multimodal...” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0130,Negative automatic thoughts mediate the effects of emotion regulation on distress in women with breast and gynecological cancer.,exclude,not_applicable,no_world_model_dynamics,“Negative automatic thoughts mediate the effects of emotion...” lacks a qualifying learned temporal rollout or action-conditioned medical dynamics mechanism.,no
MWM-0131,Neurosymbolic Alignment for Physiologically-Safe Clinical Language Models,exclude,not_applicable,no_world_model_dynamics,“Neurosymbolic Alignment for Physiologically-Safe Clinical...” lacks a qualifying learned temporal rollout or action-conditioned medical dynamics mechanism.,no
MWM-0132,NeuroWorld: A Latent Brain World Model for Stimulus-Conditioned Human Brain Dynamics,include,empirical,include_empirical,The brain world model performs causal multi-step latent rollouts and is evaluated on three movie-fMRI benchmarks.,yes
MWM-0133,Next-Generation Privacy in Applied Intelligence: A Unified Examination of Cryptographic and Statistical Privacy-Enhancing Techniques,exclude,not_applicable,wrong_domain,“Next-Generation Privacy in Applied Intelligence: A Unified...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0134,Nonlinear Multistable Attractor Dynamics of Consciousness,exclude,not_applicable,wrong_domain,“Nonlinear Multistable Attractor Dynamics of Consciousness” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0135,Nonstationary Battery,exclude,not_applicable,wrong_domain,“Nonstationary Battery” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0136,NVIDIA Cosmos-H-Dreams: Real-Time Generative Physics Simulation for Surgical Robotics,include,empirical,include_empirical,An action-conditioned surgical video model is distilled into an interactive simulator and demonstrated under live control.,yes
MWM-0137,OcularWorldSim: A Visual World Model for Ophthalmic Microsurgery With Sim-to-Real Transfer Learning,include,empirical,include_empirical,The ophthalmic model learns spatiotemporal surgical dynamics and is evaluated on simulated and clinical data.,yes
MWM-0138,Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robotics,include,empirical,include_empirical,The dataset study also trains and evaluates a multi-embodiment action-conditioned surgical simulator.,yes
MWM-0139,"ORION: A Hierarchical Surgical World Model for Real-Time, Multi-Agent Operating-Room Intelligence",exclude,not_applicable,no_empirical_evaluation,"“ORION: A Hierarchical Surgical World Model for Real-Time,...” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0140,Orthogonal JEPA: Factorized Predictive States for Latent World Models,exclude,not_applicable,wrong_domain,“Orthogonal JEPA: Factorized Predictive States for Latent World...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0141,Out of the Laboratory and Into the Clinic: Out-of-Domain Validation of Machine Learning Models for Velopharyngeal Dysfunction Detection.,exclude,not_applicable,static_prediction,"“Out of the Laboratory and Into the Clinic: Out-of-Domain...” evaluates static prediction, classification, or risk estimation without state evolution or rollout.",no
MWM-0142,"Path-Sensitive AGI Alignment: Cognitive Integrity, Escape Cost, and Trajectory Risk in Augmented State Space",exclude,not_applicable,wrong_domain,"“Path-Sensitive AGI Alignment: Cognitive Integrity, Escape Cost,...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.",no
MWM-0143,PCA-OS: A Planetary Climate Adaptation Operating System,exclude,not_applicable,wrong_domain,“PCA-OS: A Planetary Climate Adaptation Operating System” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0144,"Physical AI: The Convergence of Foundation Models, Sim-to-Real Transfer, and Embodied Intelligence",exclude,not_applicable,wrong_domain,"“Physical AI: The Convergence of Foundation Models, Sim-to-Real...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.",no
MWM-0145,Physical AI: The Next Frontier in AI and Robotics to Build Truly Autonomous Machines,exclude,not_applicable,wrong_domain,“Physical AI: The Next Frontier in AI and Robotics to Build Truly...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0146,Physics-informed Koopman-constrained implicitQ-learning for safe offline reinforcement learning in mechanical ventilation.,include,empirical,include_empirical,A physics-constrained respiratory world model supports an offline ventilation policy evaluated on MIMIC-IV.,yes
MWM-0147,Physiological World Models for Human State Transitions,exclude,not_applicable,no_empirical_evaluation,"“Physiological World Models for Human State Transitions” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0148,"Pneumococcal conjugate vaccines and antimicrobial resistance: serotype replacement, clonal dynamics, and future vaccine perspectives.",exclude,not_applicable,review_not_primary,“Pneumococcal conjugate vaccines and antimicrobial resistance:...” reviews a broader topic in which medical world models are not the primary subject.,no
MWM-0149,Policy4OOD: A Knowledge-Guided World Model for Policy Intervention Simulation against the Opioid Overdose Crisis,include,empirical,include_empirical,"The policy-conditioned opioid model forecasts, simulates counterfactuals, and optimizes interventions on longitudinal public-health data.",yes
MWM-0150,"Practical prognostic tool for personalising first-line alectinib in ALK-positive NSCLC: A real-world model integrating neutrophil-to-lymphocyte ratio, lactate dehydrogenase, and eosinophil count.",exclude,not_applicable,static_prediction,"“Practical prognostic tool for personalising first-line alectinib...” evaluates static prediction, classification, or risk estimation without state evolution or rollout.",no
MWM-0151,Progressive Experience Fusion for Multi-Task World Model Control in Endovascular Navigation,include,empirical,include_empirical,The learned TD-MPC2 dynamics controller is evaluated across simulated and in-vitro endovascular navigation.,yes
MWM-0152,"PROMETHEUS: Automating Deep Causal Research Integrating Text, Data and Models",exclude,not_applicable,wrong_domain,"“PROMETHEUS: Automating Deep Causal Research Integrating Text,...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.",no
MWM-0153,Real-World Implementation of Risk Prediction Models for Maternal and Neonatal Outcomes Across the Preconception-to-Postpartum Continuum: A Scoping Review Protocol,exclude,not_applicable,no_empirical_evaluation,"“Real-World Implementation of Risk Prediction Models for Maternal...” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0154,Reinforcement Learning for Optimal Dialysis Scheduling and Resource Allocation in CKD,include,empirical,include_empirical,A masked-latent world-model policy is empirically evaluated for dialysis scheduling in a digital-twin simulator.,yes
MWM-0155,Safe Active Inference v8.0 (Expansion of the Theory: THE UNIVERSE'S SYSTEMATIC ERROR V1.2),exclude,not_applicable,wrong_domain,“Safe Active Inference v80 (Expansion of the Theory: THE...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0156,"Safety, Security, and Cognitive Risks in World Models",exclude,not_applicable,wrong_domain,"“Safety, Security, and Cognitive Risks in World Models” concerns a non-medical domain rather than medical or biomedical world-model dynamics.",no
MWM-0157,SAW: Toward a Surgical Action World Model via Controllable and Scalable Video Generation,include,empirical,include_empirical,"Trajectory-conditioned surgical video dynamics are evaluated for temporal consistency, simulation, and downstream utility.",yes
MWM-0158,Scalable Community-Based Exercise to Support Physical Activity in Cancer Care: A Hybrid Effectiveness-Implementation Study.,exclude,not_applicable,no_world_model_dynamics,“Scalable Community-Based Exercise to Support Physical Activity...” lacks a qualifying learned temporal rollout or action-conditioned medical dynamics mechanism.,no
MWM-0159,Scaling Human-AI Coding Collaboration Requires a Governable Consensus Layer,exclude,not_applicable,wrong_domain,“Scaling Human-AI Coding Collaboration Requires a Governable...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0160,Semantic-Aware Obstacle Tracking and Avoidance for Ceiling-Mounted Healthcare Robots,exclude,not_applicable,no_world_model_dynamics,“Semantic-Aware Obstacle Tracking and Avoidance for...” lacks a qualifying learned temporal rollout or action-conditioned medical dynamics mechanism.,no
MWM-0161,Sensory sharpening and semantic prediction errors unify competing models of predictive processing in human speech comprehension.,exclude,not_applicable,wrong_domain,“Sensory sharpening and semantic prediction errors unify...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0162,SENTINEL: An LSTM World Model for Proactive Network Attack Forecasting from Network Traffic Telemetry,exclude,not_applicable,wrong_domain,“SENTINEL: An LSTM World Model for Proactive Network Attack...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0163,"SIGNAL: A Scalable, Real-World Model for Rapid Intraoperative Molecular Classification of Gliomas Using Stimulated Raman Histology.",exclude,not_applicable,static_prediction,"“SIGNAL: A Scalable, Real-World Model for Rapid Intraoperative...” evaluates static prediction, classification, or risk estimation without state evolution or rollout.",no
MWM-0164,Simulating clinical interventions with a generative multimodal model of human physiology,include,empirical,include_empirical,The generative physiology model forecasts trajectories and simulates intervention responses across cohorts and trials.,yes
MWM-0165,Social Reflexivity in Compositional World Models,exclude,not_applicable,wrong_domain,“Social Reflexivity in Compositional World Models” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0166,Sonata: A Hybrid World Model for Inertial Kinematics under Clinical Data Scarcity,include,empirical,include_empirical,The clinical IMU model learns future latent kinematic states and is evaluated across a multi-cohort suite.,yes
MWM-0167,SteeraMed: A Biomedical World Model for N-of-1 Intervention Reasoning Across Chronic Diseases and Aging,exclude,not_applicable,no_world_model_dynamics,“SteeraMed: A Biomedical World Model for N-of-1 Intervention...” lacks a qualifying learned temporal rollout or action-conditioned medical dynamics mechanism.,no
MWM-0168,Study on Holistic Information Theory (HIT) and the formula i = E as a world model,exclude,not_applicable,no_empirical_evaluation,"“Study on Holistic Information Theory (HIT) and the formula i = E...” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0169,Study: AI7KE+ – A non-limited Artificial Intelligence as a system compatible with Natural Intelligence (NI) from an evolutionary ethics perspective,exclude,not_applicable,wrong_domain,“Study: AI7KE+ – A non-limited Artificial Intelligence as a...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0170,Surg-UniWorld: A Unified Surgical World Model with Multimodal Control Experts,include,empirical,include_empirical,"The controllable surgical world model is evaluated for video quality, temporal consistency, and multimodal control.",yes
MWM-0171,Surgery 4.0: From the Smart Operating Room to the Learning Operating Room.,exclude,not_applicable,no_empirical_evaluation,"“Surgery 40: From the Smart Operating Room to the Learning...” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0172,Surgical Video Generation From Diffusion to World Models: A Survey,exclude,not_applicable,review_not_primary,“Surgical Video Generation From Diffusion to World Models: A Survey” reviews a broader topic in which medical world models are not the primary subject.,no
MWM-0173,Surgical WAM: A World-Action Model for Data-Efficient Surgical Robot Learning,include,empirical,include_empirical,The surgical model predicts future observations and robot actions and is evaluated in closed-loop tasks.,yes
MWM-0174,SurgVista: Long-Horizon Surgical World Modeling with Plausible Instrument-Tissue Dynamics,include,empirical,include_empirical,The action-conditioned surgical model is evaluated on long-horizon rollout and tissue-response fidelity.,yes
MWM-0175,SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Planning,include,empirical,include_empirical,The benchmark directly evaluates surgical future-motion prediction and continuous rollout stability.,yes
MWM-0176,Susagi: A Microbiome World Model,include,empirical,include_empirical,The microbiome model predicts community composition dynamics and is evaluated across three microbiomes.,yes
MWM-0177,SWoMo: Neuro-Symbolic World Model for Cataract Surgery Simulation,include,empirical,include_empirical,The neuro-symbolic cataract simulator predicts action-conditioned patient states and is empirically evaluated.,yes
MWM-0178,Synthetic Mobile Robot Fleet Dataset for Logistics Operations,exclude,not_applicable,wrong_domain,“Synthetic Mobile Robot Fleet Dataset for Logistics Operations” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0179,T-World Virtual Human Cardiomyocyte. II. Organ-Scale Simulations and Applications.,exclude,not_applicable,no_world_model_dynamics,“T-World Virtual Human Cardiomyocyte II Organ-Scale Simulations...” lacks a qualifying learned temporal rollout or action-conditioned medical dynamics mechanism.,no
MWM-0180,Temporal Validation and Transportability in Clinical Machine Learning: A Framework for Understanding Performance Gaps under Dataset and Infrastructure Shift (Motivated by Mind the Performance Gap: Examining Dataset Shift During Prospective Validation by Otles et al.),exclude,not_applicable,no_world_model_dynamics,“Temporal Validation and Transportability in Clinical Machine...” lacks a qualifying learned temporal rollout or action-conditioned medical dynamics mechanism.,no
MWM-0181,TERRA: Task-Embedded Reasoning and Representation Architecture for Cross-Domain Applications,exclude,not_applicable,wrong_domain,“TERRA: Task-Embedded Reasoning and Representation Architecture...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0182,The 1st MICCAI Workshop on Medical World Model (MWM4MICCAI 2026),exclude,not_applicable,no_empirical_evaluation,"“The 1st MICCAI Workshop on Medical World Model (MWM4MICCAI 2026)” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0183,"The Bioprocess World Model for Simulating Cell-State Evolution, Manufacturing Intervention, Process Uncertainty, and Critical Quality Attributes",uncertain,uncertain,uncertain,"The truncated abstract suggests bioprocess state evolution, but methods and empirical evaluation cannot be determined.",yes
MWM-0184,"The Carlo Field — Public Release Pack (Identity Physics, Systems, and World Modelling)",exclude,not_applicable,wrong_domain,"“The Carlo Field — Public Release Pack (Identity Physics,...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.",no
MWM-0185,"The Dynamic Clinical Explanatory Model A Conceptual Framework for Clinical Reasoning, Medical Decision-Making, and Artificial Intelligence",exclude,not_applicable,no_empirical_evaluation,"“The Dynamic Clinical Explanatory Model A Conceptual Framework...” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0186,The Finite Primitive Basis Theorem for Computational Imaging: Formal Foundations of the OperatorGraph Representation,exclude,not_applicable,wrong_domain,“The Finite Primitive Basis Theorem for Computational Imaging:...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0187,"The Four-Model Theory of Consciousness: A Simulation-Based Framework Unifying the Hard Problem, Binding, and Altered States",exclude,not_applicable,wrong_domain,“The Four-Model Theory of Consciousness: A Simulation-Based...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0188,The fusion of artificial intelligence and omics: a perspective toward 2035,exclude,not_applicable,review_not_primary,“The fusion of artificial intelligence and omics: a perspective...” reviews a broader topic in which medical world models are not the primary subject.,no
MWM-0189,"The Human Function World Model: Modeling the Whole Person Through Human Function Across Tasks, States, Actions, and Longitudinal Change",exclude,not_applicable,no_empirical_evaluation,"“The Human Function World Model: Modeling the Whole Person...” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0190,The Observer Effect in World Models: Invasive Adaptation Corrupts Latent Physics,exclude,not_applicable,wrong_domain,“The Observer Effect in World Models: Invasive Adaptation...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0191,The Outlines of Sanity: A Constraint Dynamics Theory of Consciousness and Mental Illness,exclude,not_applicable,no_empirical_evaluation,"“The Outlines of Sanity: A Constraint Dynamics Theory of...” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0192,The Patient is not a Moving Document: A World Model Training Paradigm for Longitudinal EHR,include,empirical,include_empirical,The longitudinal EHR model predicts future patient states in latent and token space across two cohorts.,yes
MWM-0193,The Sensation Modulating Network:Haltability as the architectural ground for object-directed phenomenology,exclude,not_applicable,wrong_domain,“The Sensation Modulating Network:Haltability as the...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0194,"Three-in-One World Model: Energy-Based Consistency, Prediction, and Counterfactual Inference for Marketing Intervention",exclude,not_applicable,wrong_domain,"“Three-in-One World Model: Energy-Based Consistency, Prediction,...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.",no
MWM-0195,To Use AI as Dice of Possibilities with Timing Computation,exclude,not_applicable,wrong_domain,“To Use AI as Dice of Possibilities with Timing Computation” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0196,Topical Phase Transitions in Artificial Intelligence Research: Large-Scale Evidence and an Early-Warning Signature for Emerging Topics,exclude,not_applicable,wrong_domain,“Topical Phase Transitions in Artificial Intelligence Research:...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0197,"TOPO-2026: Universal Permanence Across Genomics, Language, Vision, and Structured Data Generation A Unified Framework for Deterministic Continual Learning with Dataset-Agnostic Validation and the Narrow Singularity",exclude,not_applicable,wrong_domain,"“TOPO-2026: Universal Permanence Across Genomics, Language,...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.",no
MWM-0198,Toward AI Autonomous Navigation for Mechanical Thrombectomy Using Hierarchical Modular Multi-Agent Reinforcement Learning (HM-MARL),exclude,not_applicable,no_world_model_dynamics,“Toward AI Autonomous Navigation for Mechanical Thrombectomy...” lacks a qualifying learned temporal rollout or action-conditioned medical dynamics mechanism.,no
MWM-0199,Toward Safe Autonomous Robotic Endovascular Interventions using World Models,include,empirical,include_empirical,The learned endovascular dynamics controller is evaluated in held-out simulations and fluoroscopy-guided in-vitro experiments.,yes
MWM-0200,Toward World Modeling of Physiological Signals with Chaos-Theoretic Balancing and Latent Dynamics,include,empirical,include_empirical,The physiological world model forecasts intervention-conditioned signals across diverse datasets and timescales.,yes
MWM-0201,Toward World Models for Epidemiology,exclude,not_applicable,no_empirical_evaluation,"“Toward World Models for Epidemiology” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0202,Towards a Causally-inspired Evolving World Model for Vision-and-Language Navigation in Continuous Environments.,exclude,not_applicable,wrong_domain,“Towards a Causally-inspired Evolving World Model for...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0203,"Towards a World Model of the Nuclear Fuel Cycle (1) From Past Reconstruction to Future Assessment of Fuel Demand, Waste Treatment and Strategic Stability",exclude,not_applicable,wrong_domain,“Towards a World Model of the Nuclear Fuel Cycle (1) From Past...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0204,"Towards a World Model of the Nuclear Fuel CycleFrom Past Reconstruction to Future Assessment of Fuel Demand, Waste Treatment and Strategic Stability",exclude,not_applicable,duplicate_publication,This is a duplicate title variant of the nuclear-fuel-cycle conference record MWM-0203.,no
MWM-0205,Towards World Models in Biomedical Research,exclude,not_applicable,no_empirical_evaluation,"“Towards World Models in Biomedical Research” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0206,TRACE: An Operational Reasoning Schema for Auditable Agentic Commitments,exclude,not_applicable,wrong_domain,“TRACE: An Operational Reasoning Schema for Auditable Agentic...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0207,TwinRL-Onco: A World Model-Empowered Digital Twin Framework with Hierarchical Reinforcement Learning for Venetoclax Resistance Trajectory Prediction and Adaptive Therapy Optimization in Chronic Lymphocytic Leukemia.,include,empirical,include_empirical,The recurrent digital twin uses rollout simulation for treatment resistance and reports comparative trajectory results.,yes
MWM-0208,Unlocking Disease Mechanisms: Agentic AI for Clinical Knowledge (Keynote),exclude,not_applicable,no_empirical_evaluation,"“Unlocking Disease Mechanisms: Agentic AI for Clinical Knowledge...” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0209,UOHF Definition 2.0: Unified Ontology of Human Function,exclude,not_applicable,no_empirical_evaluation,"“UOHF Definition 20: Unified Ontology of Human Function” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0210,UOHF Definition 2.1: Unified Ontology of Human Function,exclude,not_applicable,no_empirical_evaluation,"“UOHF Definition 21: Unified Ontology of Human Function” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0211,Validating predictive models on EHRs data : lessons learnt from the NCDR-IMPACT-score applied on a French cardiac catheterization cohort.,exclude,not_applicable,static_prediction,"“Validating predictive models on EHRs data : lessons learnt from...” evaluates static prediction, classification, or risk estimation without state evolution or rollout.",no
MWM-0212,What physics offers for artificial intelligence? Lessons from the brain's inner time and its dynamics.,exclude,not_applicable,wrong_domain,“What physics offers for artificial intelligence Lessons from the...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0213,WITHDRAWN: MedOS: AI-XR-Cobot World Model for Clinical Perception and Action,exclude,not_applicable,policy_excluded,The record is explicitly withdrawn and is excluded from the review corpus.,no
MWM-0214,Words as Difference Makers: How Large Language Models Determine Causal Structure in Text,exclude,not_applicable,wrong_domain,“Words as Difference Makers: How Large Language Models Determine...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0215,World Model Enhanced Offline Reinforcement Learning for Sequential Intervention Optimization in Acute Kidney Injury,include,empirical,include_empirical,The AKI world model supports sequential intervention optimization and is evaluated on MIMIC-IV.,yes
MWM-0216,World Models for Biomedicine: A Steerability Framework,exclude,not_applicable,no_empirical_evaluation,"“World Models for Biomedicine: A Steerability Framework” is conceptual, proposed, or protocol-only and reports no qualifying empirical dynamics evaluation.",no
MWM-0217,World Models for Embodied Intelligence: From Plausible to Controllable to Actionable,exclude,not_applicable,wrong_domain,“World Models for Embodied Intelligence: From Plausible to...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0218,World Models for Robotic Manipulation: A Survey,exclude,not_applicable,wrong_domain,“World Models for Robotic Manipulation: A Survey” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0219,"World Models: A Comprehensive Survey of Architectures, Methodologies, Reasoning Paradigms, and Applications",exclude,not_applicable,review_not_primary,"“World Models: A Comprehensive Survey of Architectures,...” reviews a broader topic in which medical world models are not the primary subject.",no
MWM-0220,"World Models: Predictive State, Generative Simulation, and Decision-Making Across Artificial Intelligence",exclude,not_applicable,review_not_primary,"“World Models: Predictive State, Generative Simulation, and...” reviews a broader topic in which medical world models are not the primary subject.",no
MWM-0221,WorldKernel: A World Model is the Coupling Kernel of Admissible Possible Worlds,exclude,not_applicable,wrong_domain,“WorldKernel: A World Model is the Coupling Kernel of Admissible...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0222,Zero-Leakage Parquet Datasets and In Silico CRISPR Results for Colorectal Cancer 5-FU Response,exclude,not_applicable,duplicate_publication,This dataset deposit accompanies the eligible CIWM study MWM-0052 and does not add a separate primary study.,no
MWM-0223,[AI in rehabilitation-application of artificial mental models for personalized medicine].,exclude,not_applicable,review_not_primary,“[AI in rehabilitation-application of artificial mental models...” reviews a broader topic in which medical world models are not the primary subject.,no
MWM-0224,A beautiful loop: An active inference theory of consciousness.,exclude,not_applicable,wrong_domain,“A beautiful loop: An active inference theory of consciousness” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0225,A lightweight dataflow-based software framework for building forest simulators,exclude,not_applicable,wrong_domain,“A lightweight dataflow-based software framework for building...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0226,A new variant of midpoint Newton’s method for solving nonlinear models,exclude,not_applicable,no_world_model_dynamics,“A new variant of midpoint Newton’s method for solving nonlinear...” lacks a qualifying learned temporal rollout or action-conditioned medical dynamics mechanism.,no
MWM-0227,A Review on Artificial Intelligence,exclude,not_applicable,review_not_primary,“A Review on Artificial Intelligence” reviews a broader topic in which medical world models are not the primary subject.,no
MWM-0228,Adaptive consolidation of active inference: excitatory and inhibitory mechanisms for organizing feedforward and feedback memory systems in sleep.,exclude,not_applicable,wrong_domain,“Adaptive consolidation of active inference: excitatory and...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0229,AI in Action: A Road Map From the Radiology AI Council for Effective Model Evaluation and Deployment.,exclude,not_applicable,review_not_primary,“AI in Action: A Road Map From the Radiology AI Council for...” reviews a broader topic in which medical world models are not the primary subject.,no
MWM-0230,An integrated prognosis prediction model based on real-word clinical characteristics for immunotherapy in advanced esophageal squamous cell carcinoma.,exclude,not_applicable,static_prediction,"“An integrated prognosis prediction model based on real-word...” evaluates static prediction, classification, or risk estimation without state evolution or rollout.",no
MWM-0231,"Artificial Intelligence and Blockchain Convergence in Intelligent Transport Systems: Challenges, Opportunities, and Implementation Strategies",exclude,not_applicable,wrong_domain,“Artificial Intelligence and Blockchain Convergence in...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0232,Asthma Link: A Pilot Pragmatic Clinical Trial of School-Supervised Asthma Therapy to Improve Pediatric Asthma Morbidity,exclude,not_applicable,no_world_model_dynamics,“Asthma Link: A Pilot Pragmatic Clinical Trial of...” lacks a qualifying learned temporal rollout or action-conditioned medical dynamics mechanism.,no
MWM-0233,Automated Risk‐Based Cryptoperiod Calculation in ICSs : Analytical Framework and Software Tool,exclude,not_applicable,wrong_domain,“Automated Risk‐Based Cryptoperiod Calculation in ICSs :...” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
MWM-0234,"Beyond Generative AI: World Models for Clinical Prediction, Counterfactuals, and Planning",include,review,include_review,"This review is explicitly centered on healthcare world models for prediction, counterfactuals, and planning.",yes
MWM-0235,Beyond the numbers: App-enabled stroke prediction system for high-risk individuals in imbalanced datasets,exclude,not_applicable,static_prediction,"“Beyond the numbers: App-enabled stroke prediction system for...” evaluates static prediction, classification, or risk estimation without state evolution or rollout.",no
MWM-0236,Causal Temporal Reasoning for Markov Decision Processes,exclude,not_applicable,wrong_domain,“Causal Temporal Reasoning for Markov Decision Processes” concerns a non-medical domain rather than medical or biomedical world-model dynamics.,no
