audit_id,route,title,decision,corpus_type,reason_code,rationale,confidence
ALT-7b68efebd8ae,fresh_alternate_public_search,"Data science in neurodegenerative disease: its capabilities, limitations, and perspectives.",exclude,not_applicable,review_not_primary,This review centers on data science neurodegenerative disease its capabilities limitations perspectives rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-531ffbb6add3,fresh_alternate_public_search,Data-driven discovery of digital twins in biomedical research.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for data driven discovery digital twins biomedical research, including prediction, simulation, or intervention use.",high
ALT-70bfc8007ac8,fresh_alternate_public_search,Data-driven disease progression model of Parkinson's disease and effect of sex and genetic variants.,exclude,not_applicable,no_learned_dynamics,The data driven disease progression parkinson s disease effect sex genetic study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-61ae05403063,fresh_alternate_public_search,Data-driven Huntington's disease progression modelling and estimation of societal cost in the UK.,exclude,not_applicable,no_learned_dynamics,The data driven huntington s disease progression estimation societal cost uk study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,high
ALT-15149498d0ab,fresh_alternate_public_search,Data-Driven Method for Robotic Trajectory Error Prediction and Compensation Based on Digital Twin,exclude,not_applicable,wrong_domain,"This record concerns data driven method robotic trajectory error prediction compensation digital twin, which is outside medical or biomedical systems.",high
ALT-57f713cb9c2e,fresh_alternate_public_search,Data-driven model discovery and model selection for noisy biological systems.,exclude,not_applicable,no_learned_dynamics,The data driven discovery selection noisy biological systems study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,high
ALT-9884526e2ca3,fresh_alternate_public_search,Data-driven modeling of wildfire spread with stochastic cellular automata and latent spatio-temporal dynamics,exclude,not_applicable,wrong_domain,"This record concerns data driven wildfire spread stochastic cellular automata latent spatio temporal, which is outside medical or biomedical systems.",high
ALT-6370636bc24a,fresh_alternate_public_search,Data-driven scalable pipeline using national agent-based models for real-time pandemic response and decision support.,exclude,not_applicable,no_learned_dynamics,"The data driven scalable pipeline national agent real time pandemic response record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",high
ALT-eebdb0885efe,fresh_alternate_public_search,DATA-EFFICIENT MODEL-BASED REINFORCEMENT LEARNING FOR ROBOT CONTROL,exclude,not_applicable,wrong_domain,"This record concerns data efficient reinforcement learning robot control, which is outside medical or biomedical systems.",high
ALT-79e51ea34689,fresh_alternate_public_search,"Decision letter for ""Interferon‐gamma contributes to disease progression in the Ndufs4 (−/−) model of Leigh syndrome""",exclude,not_applicable,no_primary_empirical_evaluation,"The decision letter interferon gamma contributes disease progression ndufs4 leigh syndrome record is editorial, corrective, conceptual, or consensus-based and lacks a primary learned-dynamics evaluation.",medium
ALT-118b7c0e95c2,fresh_alternate_public_search,"Decision letter for ""Telomere length and oxidative stress variations in a murine model of Alzheimer’s disease progression""",exclude,not_applicable,no_primary_empirical_evaluation,"The decision letter telomere length oxidative stress variations murine alzheimer s record is editorial, corrective, conceptual, or consensus-based and lacks a primary learned-dynamics evaluation.",medium
ALT-00838254e036,fresh_alternate_public_search,Decision letter: Shape deformation analysis reveals the temporal dynamics of cell-type-specific homeostatic and pathogenic responses to mutant huntingtin,exclude,not_applicable,no_primary_empirical_evaluation,"The decision letter shape deformation reveals temporal dynamics cell type specific record is editorial, corrective, conceptual, or consensus-based and lacks a primary learned-dynamics evaluation.",medium
ALT-66f6aefba9e2,fresh_alternate_public_search,Decomposing heterogeneity in disease progression speeds and pathways.,exclude,not_applicable,no_learned_dynamics,The decomposing heterogeneity disease progression speeds pathways study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-c7b83da93b13,fresh_alternate_public_search,Deep learning and differential equations for modeling changes in individual-level latent dynamics between observation periods.,exclude,not_applicable,no_future_or_action_evaluation,"The deep learning differential equations changes individual level latent dynamics between study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-cf60ad3588b1,fresh_alternate_public_search,Deep neural networks for endemic measles dynamics: Comparative analysis and integration with mechanistic models.,exclude,not_applicable,no_learned_dynamics,The deep neural networks endemic measles dynamics comparative integration mechanistic study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,high
ALT-50502bb290be,fresh_alternate_public_search,Deep recurrent model for individualized prediction of Alzheimer’s disease progression,exclude,not_applicable,no_future_or_action_evaluation,"The deep recurrent individualized prediction alzheimer s disease progression study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",medium
ALT-dbfe062cce89,fresh_alternate_public_search,DeepAtrophy: Teaching a neural network to detect progressive changes in longitudinal MRI of the hippocampal region in Alzheimer's disease.,exclude,not_applicable,no_learned_dynamics,"The deepatrophy teaching neural network detect progressive changes longitudinal mri hippocampal study evaluates education, training, or simulator hardware rather than learned patient dynamics.",high
ALT-059b5f953714,fresh_alternate_public_search,DeLTA 2.0: A deep learning pipeline for quantifying single-cell spatial and temporal dynamics,exclude,not_applicable,no_learned_dynamics,"The delta 2 0 deep learning pipeline quantifying single cell spatial study evaluates education, training, or simulator hardware rather than learned patient dynamics.",high
ALT-d0f6d1603b2e,fresh_alternate_public_search,DentalTrain: An Intelligent Virtual Patient Simulator for Endodontic Clinical Training,exclude,not_applicable,no_learned_dynamics,"The dentaltrain intelligent virtual patient simulator endodontic clinical training study evaluates education, training, or simulator hardware rather than learned patient dynamics.",medium
ALT-f2eeba237811,fresh_alternate_public_search,Design considerations for C9orf72 disease prevention trials.,exclude,not_applicable,no_learned_dynamics,The design considerations c9orf72 disease prevention trials study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-f40ae1f81ea0,fresh_alternate_public_search,Design Framework and Clinical Evaluation of a Passive Hydraulic Patient Simulator for Biceps Spasticity Assessment Training,exclude,not_applicable,no_learned_dynamics,"The design clinical passive hydraulic patient simulator biceps spasticity assessment training study evaluates education, training, or simulator hardware rather than learned patient dynamics.",high
ALT-f8be23724949,fresh_alternate_public_search,Design of a Digital Twin System for Multi-stage Robotic Assembly with Trajectory Optimization,exclude,not_applicable,wrong_domain,"This record concerns design digital twin system multi stage robotic assembly trajectory optimization, which is outside medical or biomedical systems.",high
ALT-bd55251ed4f1,fresh_alternate_public_search,Design of a patient simulator for clinicians training in mechanical ventilation: SimVep.,exclude,not_applicable,no_learned_dynamics,"The design patient simulator clinicians training mechanical ventilation simvep study evaluates education, training, or simulator hardware rather than learned patient dynamics.",high
ALT-07c9f8c9fef4,fresh_alternate_public_search,Design of an interface for teaching cardiovascular physiology to anesthesia clinicians with a patient simulator connected to a minimally invasive cardiac output monitor (LiDCO,exclude,not_applicable,no_learned_dynamics,"The design interface teaching cardiovascular physiology anesthesia clinicians patient simulator connected study evaluates education, training, or simulator hardware rather than learned patient dynamics.",high
ALT-9a315a53cb0a,fresh_alternate_public_search,Design of high-performance digital twins to enhance magnetic resonance imaging patient positioning,exclude,not_applicable,no_learned_dynamics,"The design high performance digital twins enhance magnetic resonance imaging patient record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",medium
ALT-8f2da22880fb,fresh_alternate_public_search,Designing Optimal Intervention Policies for Bacterial CNS Infection Dynamics With Encephalitic Progression: A Multicontrol Compartmental Model,exclude,not_applicable,no_learned_dynamics,The designing optimal intervention policies bacterial cns infection dynamics encephalitic progression study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,high
ALT-43587c55dcc6,fresh_alternate_public_search,"Detachable low dead space syringes for the prevention of hepatitis C among people who inject drugs in Bristol, UK: an economic evaluation.",exclude,not_applicable,review_not_primary,This review centers on detachable low dead space syringes prevention hepatitis c among people rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-b19b23627267,fresh_alternate_public_search,Developing a digital twin framework and smart sensors gateway for monitoring soil and environmental conditions to detect anomalies and to predict crop health,exclude,not_applicable,wrong_domain,"This record concerns developing digital twin smart sensors gateway monitoring soil environmental conditions, which is outside medical or biomedical systems.",high
ALT-d34106881bf5,fresh_alternate_public_search,Developing a Digital Twin Framework for Monitoring the Trajectory of the UR10 Robot Using an Extended Kalman Filter,exclude,not_applicable,no_learned_dynamics,"The developing digital twin monitoring trajectory ur10 robot extended kalman filter record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",medium
ALT-39e1809ae7e4,fresh_alternate_public_search,Developing an Artificial Intelligence-Based Representation of a Virtual Patient Model for Real-Time Diagnosis of Acute Respiratory Distress Syndrome.,exclude,not_applicable,no_learned_dynamics,The developing artificial intelligence representation virtual patient real time diagnosis acute study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,high
ALT-34ae6fbc6d37,fresh_alternate_public_search,Developing control-theoretic objectives for large-scale brain dynamics and cognitive enhancement.,exclude,not_applicable,review_not_primary,This review centers on developing control theoretic objectives large scale brain dynamics cognitive enhancement rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-012ecac56495,fresh_alternate_public_search,Development and pilot evaluation of a large language model-based clinical simulation system for medical education in gastroenterology.,exclude,not_applicable,no_learned_dynamics,"The pilot large language clinical simulation system medical education gastroenterology study evaluates education, training, or simulator hardware rather than learned patient dynamics.",high
ALT-55c46a80965d,fresh_alternate_public_search,Development and Preclinical Evaluation of a CPAP-Compatible EtCO2 Sampler,exclude,not_applicable,review_not_primary,This review centers on preclinical cpap compatible etco2 sampler rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-8b76200f7bab,fresh_alternate_public_search,Development and validation of a chronic kidney disease progression model using patient-level simulations.,exclude,not_applicable,review_not_primary,This review centers on validation chronic kidney disease progression patient level simulations rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-d8d67b94a186,fresh_alternate_public_search,Development and Validation of a Virtual Patient Simulator for the Management of Acute Poisoning: An Assessment of Face and Content Validity,exclude,not_applicable,review_not_primary,This review centers on validation virtual patient simulator management acute poisoning assessment face content rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-2848dd4f4a51,fresh_alternate_public_search,Development of 6 DOF Upper-Limb Patient Simulator for Hands-On Rehabilitation Education,exclude,not_applicable,no_future_or_action_evaluation,"The 6 dof upper limb patient simulator hands rehabilitation education study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",medium
ALT-70eed2b61a34,fresh_alternate_public_search,Development of a Cost-Effective Multi-Parameter Patient Simulator for Enhanced Medical Education,exclude,not_applicable,no_learned_dynamics,"The cost effective multi parameter patient simulator enhanced medical education study evaluates education, training, or simulator hardware rather than learned patient dynamics.",medium
ALT-dce147f89752,fresh_alternate_public_search,Development of a Disease Progression Model for Leucine-Rich Repeat Kinase 2 in Parkinson's Disease to Inform Clinical Trial Designs.,exclude,not_applicable,no_learned_dynamics,The disease progression leucine rich repeat kinase 2 parkinson s disease study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-872c15448450,fresh_alternate_public_search,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,include,empirical,include_empirical,The clinical trial simulation platform optimize design clinical trials duchenne muscular study learns or calibrates temporal dynamics and directly evaluates temporal rollouts or simulated trajectories.,high
ALT-d6d9b0f712ec,fresh_alternate_public_search,Development of a Novel Machine Learning Method for Estimation of Life-Long Chronic Disease Progression and Its Application to Type 2 Diabetes.,exclude,not_applicable,no_learned_dynamics,The machine learning method estimation life long chronic disease progression its study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-bec79a6c632e,fresh_alternate_public_search,Development of a Smartphone-Based Skin Simulation Model for Medical Education.,exclude,not_applicable,no_learned_dynamics,"The smartphone skin simulation medical education study evaluates education, training, or simulator hardware rather than learned patient dynamics.",high
ALT-6b4f0d8324fe,fresh_alternate_public_search,Development Of Interactive Patient Simulator Using Emerging Visualization Tools For Medical Training,exclude,not_applicable,no_learned_dynamics,"The interactive patient simulator emerging visualization tools medical training study evaluates education, training, or simulator hardware rather than learned patient dynamics.",medium
ALT-beb122ebb1f2,fresh_alternate_public_search,Development of the simulation-based German albuminuria screening model (S-GASM) for estimating the cost-effectiveness of albuminuria screening in Germany.,exclude,not_applicable,no_learned_dynamics,The simulation german albuminuria screening estimating cost effectiveness albuminuria screening germany study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,high
ALT-9792e5992cd4,fresh_alternate_public_search,Differential Ventilation Using Flow Control Valves as a Potential Bridge to Full Ventilatory Support during the COVID-19 Crisis.,exclude,not_applicable,review_not_primary,This review centers on differential ventilation flow control valves as potential bridge full ventilatory rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-bf79a8817071,fresh_alternate_public_search,Differential ventilation using flow control valves as a potential bridge to full ventilatory support during the COVID-19 crisis: From bench to bedside,exclude,not_applicable,review_not_primary,This review centers on differential ventilation flow control valves as potential bridge full ventilatory rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-66d2637db7d6,fresh_alternate_public_search,Digital doppelgangers in psychiatry.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital doppelgangers psychiatry, including prediction, simulation, or intervention use.",medium
ALT-d9b3b5b61cb1,fresh_alternate_public_search,Digital Representation of Patients as Medical Digital Twins: Data-Centric Viewpoint.,exclude,not_applicable,review_not_primary,This review centers on digital representation patients as medical digital twins data centric viewpoint rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-20980141828c,fresh_alternate_public_search,Digital twin assisted improved transformer multidimensional time series for fault prediction of automatic transverse robots,exclude,not_applicable,no_learned_dynamics,"The digital twin assisted improved transformer multidimensional time series fault prediction record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",medium
ALT-1305c7353fe7,fresh_alternate_public_search,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,include,empirical,include_empirical,The digital twin brain simulator real time consciousness monitoring virtual intervention study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,high
ALT-14a9bd382609,fresh_alternate_public_search,Digital Twin Brain Simulator: Harnessing Primate ECoG Data for Real-Time Consciousness Monitoring and Virtual Intervention,include,empirical,include_empirical,The digital twin brain simulator harnessing primate ecog data real time study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,high
ALT-450a3419ed67,fresh_alternate_public_search,Digital twin for early-stage fault detection in a hybrid manufacturing cell,exclude,not_applicable,wrong_domain,"This record concerns digital twin early stage fault detection hybrid manufacturing cell, which is outside medical or biomedical systems.",high
ALT-8d781fa75f8b,fresh_alternate_public_search,Digital twin framework for precision downy mildew intervention in greenhouses using intelligent air quality sensing,exclude,not_applicable,wrong_domain,"This record concerns digital twin precision downy mildew intervention greenhouses intelligent air quality, which is outside medical or biomedical systems.",high
ALT-8fec1f0f96e5,fresh_alternate_public_search,Digital Twin in Health Care,uncertain,review,insufficient_abstract,"The digital twin health care title plausibly denotes a medical world-model review, but the missing abstract does not establish its primary scope.",low
ALT-b18a28a5a3cc,fresh_alternate_public_search,Digital Twin in Healthcare Present and Future Scope,exclude,not_applicable,review_not_primary,This review centers on digital twin healthcare present future scope rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-5821f6bd7676,fresh_alternate_public_search,Digital Twin Meets the Bench: Natural Compounds Reshape the Ovarian Cancer Microenvironment.,exclude,not_applicable,no_learned_dynamics,"The digital twin meets bench natural compounds reshape ovarian cancer microenvironment record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",high
ALT-1ff9eda8bddc,fresh_alternate_public_search,Digital Twin Modeling Method for Industrial Robots with Dynamic Trajectory Sensing and Autonomous Decision-making,exclude,not_applicable,wrong_domain,"This record concerns digital twin method industrial robots dynamic trajectory sensing autonomous decision, which is outside medical or biomedical systems.",high
ALT-f38cea90635e,fresh_alternate_public_search,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,include,empirical,include_empirical,The digital twin predicting venetoclax azacitidine induced neutropenia patients acute myeloid study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,high
ALT-648756a83407,fresh_alternate_public_search,Digital twin technology for better health,uncertain,review,insufficient_abstract,"The digital twin technology better health title plausibly denotes a medical world-model review, but the missing abstract does not establish its primary scope.",low
ALT-78d18d20c938,fresh_alternate_public_search,Digital Twin Technology: Transforming Cultural Heritage Preservation,exclude,not_applicable,wrong_domain,"This record concerns digital twin technology transforming cultural heritage preservation, which is outside medical or biomedical systems.",high
ALT-5406125642a1,fresh_alternate_public_search,Digital Twin-Assisted Personalized Federated Reinforcement Learning for Cyber Defense in Internet of Medical Things,exclude,not_applicable,wrong_domain,"This record concerns digital twin assisted personalized federated reinforcement learning cyber defense internet, which is outside medical or biomedical systems.",high
ALT-2f48689448d3,fresh_alternate_public_search,Digital twin-based trajectory planning and control for dynamic obstacle avoidance of wheeled mobile robots,exclude,not_applicable,wrong_domain,"This record concerns digital twin trajectory planning control dynamic obstacle avoidance wheeled mobile, which is outside medical or biomedical systems.",high
ALT-bf7ed00e3599,fresh_alternate_public_search,Digital twin-driven prognostics and health management,exclude,not_applicable,no_learned_dynamics,"The digital twin driven prognostics health management record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",medium
ALT-cd8ead69e7e8,fresh_alternate_public_search,Digital twins and digital models of the human circulatory system.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins digital human circulatory system, including prediction, simulation, or intervention use.",high
ALT-19924e20f5f0,fresh_alternate_public_search,Digital twins as global learning health and disease models for preventive and personalized medicine.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins as global learning health disease preventive personalized medicine, including prediction, simulation, or intervention use.",medium
ALT-36f6d95f9f66,fresh_alternate_public_search,Digital Twins as the Implementation Layer of Precision Medicine in Pediatric Neurosurgery.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins as implementation layer precision medicine pediatric neurosurgery, including prediction, simulation, or intervention use.",high
ALT-7e5a129e8907,fresh_alternate_public_search,Digital twins for noninvasively measuring predictive markers of right heart failure.,exclude,not_applicable,no_learned_dynamics,"The digital twins noninvasively measuring predictive markers right heart failure record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",high
ALT-386154555f3d,fresh_alternate_public_search,Digital Twins for Personalized Medicine Require Epidemiological Data and Mathematical Modeling: Viewpoint.,exclude,not_applicable,review_not_primary,This review centers on digital twins personalized medicine require epidemiological data mathematical viewpoint rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-5fbea853f1dc,fresh_alternate_public_search,"Digital Twins for Predictive, Preventive Personalized, and Participatory Treatment of Immune-Mediated Diseases.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins predictive preventive personalized participatory treatment immune mediated diseases, including prediction, simulation, or intervention use.",medium
ALT-0c7ca3990ee0,fresh_alternate_public_search,"Digital Twins in Neurology Care: Evidence, Limitations, and a Path Forward.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins neurology care evidence limitations path forward, including prediction, simulation, or intervention use.",medium
ALT-b5ebc3599d50,fresh_alternate_public_search,"Digital twins in precision pharmacotherapy: emerging applications, challenges, and future directions.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins precision pharmacotherapy emerging applications challenges future directions, including prediction, simulation, or intervention use.",high
ALT-1d78c0c833ef,fresh_alternate_public_search,Digital twins in urology: a vision for the future of urological practice.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins urology vision future urological practice, including prediction, simulation, or intervention use.",high
ALT-2ff62462ed4f,fresh_alternate_public_search,Digital Twins: From Personalised Medicine to Precision Public Health.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins personalised medicine precision public health, including prediction, simulation, or intervention use.",medium
ALT-87894e1f4890,fresh_alternate_public_search,Digital twin–based healthcare facilities management,exclude,not_applicable,no_learned_dynamics,"The digital twin healthcare facilities management record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",medium
ALT-70129090c630,fresh_alternate_public_search,Digital Twin–Based Trajectory Planning for Truss Robot,exclude,not_applicable,wrong_domain,"This record concerns digital twin trajectory planning truss robot, which is outside medical or biomedical systems.",high
ALT-6557539979ea,fresh_alternate_public_search,Digital-twin Healthcare: A Gateway to Future Medicine (Preprint),include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twin healthcare gateway future medicine, including prediction, simulation, or intervention use.",high
ALT-39272592d4d2,fresh_alternate_public_search,Discriminant Models for the Prediction of Viral Shedding Time and Disease Progression in COVID-19,exclude,not_applicable,no_learned_dynamics,The discriminant prediction viral shedding time disease progression covid 19 study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-5cbe218e5e73,fresh_alternate_public_search,Disease aggressiveness signatures of amyotrophic lateral sclerosis in white matter tracts revealed by the D50 disease progression model.,exclude,not_applicable,no_learned_dynamics,The disease aggressiveness signatures amyotrophic lateral sclerosis white matter tracts revealed study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-f58f7b29b390,fresh_alternate_public_search,Disease Modeling and External Model Evaluation Through Clinical Data Sharing Platform for HR+/HER2- Breast Cancer.,include,empirical,include_empirical,The disease external through clinical data sharing platform hr her2 breast study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,high
ALT-d4581ca965da,fresh_alternate_public_search,Disease Progression,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",medium
ALT-669c531f3163,fresh_alternate_public_search,Disease progression and economic burden of duchenne muscular dystrophy: A retrospective study using Swedish register data.,exclude,not_applicable,no_learned_dynamics,The disease progression economic burden duchenne muscular dystrophy retrospective swedish register study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-6be4d3e15162,fresh_alternate_public_search,Disease Progression in Multiple System Atrophy-Novel Modeling Framework and Predictive Factors.,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression multiple system atrophy predictive factors study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-a251c668e728,fresh_alternate_public_search,Disease progression joint model predicts time to type 1 diabetes onset: Optimizing future type 1 diabetes prevention studies.,exclude,not_applicable,no_learned_dynamics,The disease progression joint predicts time type 1 diabetes onset optimizing study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-a10dc8453605,fresh_alternate_public_search,Disease progression model anchored around clinical diagnosis in longitudinal cohorts: example of Alzheimer's disease and related dementia.,exclude,not_applicable,no_learned_dynamics,The disease progression anchored around clinical diagnosis longitudinal cohorts example alzheimer study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-0070420314dc,fresh_alternate_public_search,Disease progression model for TKV and eGFR prediction in patients with autosomal dominant polycystic kidney disease,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression tkv egfr prediction patients autosomal dominant polycystic kidney study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",medium
ALT-27974dd36c5b,fresh_alternate_public_search,Disease progression model of 4T1 metastatic breast cancer.,exclude,not_applicable,no_learned_dynamics,The disease progression 4t1 metastatic breast cancer study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,high
ALT-b821fdc08a25,fresh_alternate_public_search,Disease progression model using the integrated Alzheimer's Disease Rating Scale.,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression integrated alzheimer s disease rating scale study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-e144f5f918d1,fresh_alternate_public_search,Disease Progression Modeling in Chronic Obstructive Pulmonary Disease.,exclude,not_applicable,no_learned_dynamics,The disease progression chronic obstructive pulmonary disease study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-5ee6b7e705c7,fresh_alternate_public_search,Disease progression modeling of Alzheimer's disease according to education level.,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression alzheimer s disease according education level study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-babebd81ddbf,fresh_alternate_public_search,Disease progression modeling of Alzheimer's disease based on variational probability principal component analysis.,exclude,not_applicable,no_learned_dynamics,The disease progression alzheimer s disease variational probability principal component study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-4cb6ed77418e,fresh_alternate_public_search,Disease Progression Modeling of Estimated Glomerular Filtration Rate (eGFR): A Pharmacometrics Approach.,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression estimated glomerular filtration rate pharmacometrics study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-cf5b60b5cbfd,fresh_alternate_public_search,Disease Progression Modeling of Stargardt’s disease,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression stargardt s disease study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",medium
ALT-fc159cc191d0,fresh_alternate_public_search,Disease progression modeling of the North Star Ambulatory Assessment for Duchenne Muscular Dystrophy.,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression north star ambulatory assessment duchenne muscular dystrophy study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-cfcca1fdb8d2,fresh_alternate_public_search,Disease progression modelling from preclinical Alzheimer's disease (AD) to AD dementia.,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression preclinical alzheimer s disease ad dementia study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-ac04fe88b4b0,fresh_alternate_public_search,Disease progression modelling reveals heterogeneity in trajectories of Lewy-type α-synuclein pathology.,exclude,not_applicable,no_learned_dynamics,The disease progression reveals heterogeneity trajectories lewy type synuclein pathology study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-38a784f6d7ac,fresh_alternate_public_search,Disease progression simulation via generative AI: assessing the credibility of a conditional longitudinal autoencoder via a case study in Alzheimer’s Disease,uncertain,empirical,insufficient_abstract,"The disease progression simulation generative ai assessing credibility conditional longitudinal autoencoder title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",low
ALT-e0d99a20f7e0,fresh_alternate_public_search,Disease progression trajectory curves to estimate saved time in Alzheimer's disease trials.,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression trajectory curves estimate saved time alzheimer s disease study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-fb8a811f7db7,fresh_alternate_public_search,"Disease Progression, CTCAE",exclude,not_applicable,no_future_or_action_evaluation,"The disease progression ctcae study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",medium
ALT-e5defd256b16,fresh_alternate_public_search,"Disease progression-associated alterations in fecal metabolites in SAMP1/YitFc mice, a Crohn’s disease model",exclude,not_applicable,no_future_or_action_evaluation,"The disease progression associated alterations fecal metabolites samp1 yitfc mice crohn study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",medium
ALT-7680857026a9,fresh_alternate_public_search,Disease trajectory of SLE clinical endpoints and covariates affecting disease severity and probability of response: Analysis of pooled patient-level placebo (Standard-of-Care) data to enable model-informed drug development.,exclude,not_applicable,no_learned_dynamics,The disease trajectory sle clinical endpoints covariates affecting disease severity probability study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-16bd6036719f,fresh_alternate_public_search,Distributed Assessment of Virtual Insulin-Pump Settings Using SmartCGMS and DMMS.R for Diabetes Treatment.,exclude,not_applicable,no_future_or_action_evaluation,"The distributed assessment virtual insulin pump settings smartcgms dmms r diabetes study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
