audit_id,route,title,decision,corpus_type,reason_code,dynamics,evaluation,lineage,full_text_url,rationale,confidence
ALT-daca74f7c431,fresh_alternate_public_search,"Erotic cue exposure increases physiological arousal, biases choices toward immediate rewards, and attenuates model-based reinforcement learning.",exclude,not_applicable,wrong_domain,"nonmedical behavioral, agricultural, or molecular dynamics",does not evaluate a substantive medical/biomedical modeled state,single primary record,https://doi.org/10.1111/psyp.14381,The modeled system is outside the review’s substantive medical or biomedical scope.,high
ALT-3620e85be32e,fresh_alternate_public_search,"Erotic cue exposure increases physiological arousal, biases choices towards immediate rewards and attenuates model-based reinforcement learning",exclude,not_applicable,duplicate_publication,same dynamics as retained publication,same evaluation as retained publication,journal version retained at row 74,https://doi.org/10.1111/psyp.14381,This is an earlier or less complete publication version of the retained study.,high
ALT-75c423c80690,fresh_alternate_public_search,Exploring the suitability of piecewise-linear dynamical system models for cognitive neural dynamics.,include,empirical,include_empirical,fitted continuous-time state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC12104248/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-27768d84fbdd,fresh_alternate_public_search,Exposure-safety Markov modeling of ocular adverse events in patient populations treated with tisotumab vedotin.,include,empirical,include_empirical,data-fitted state-transition dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC12494607/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-a34805bc05f7,fresh_alternate_public_search,Fast-acting insulin aspart (Fiasp®) improves glycemic outcomes when used with MiniMed,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://doi.org/10.1016/j.cmpb.2021.106087,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-ba03c9107843,fresh_alternate_public_search,Fictive Learning in Model-based Reinforcement Learning by Generalized Reward Prediction Errors,exclude,not_applicable,wrong_domain,"nonmedical behavioral, agricultural, or molecular dynamics",does not evaluate a substantive medical/biomedical modeled state,single primary record,https://doi.org/10.1101/2025.06.12.659433,The modeled system is outside the review’s substantive medical or biomedical scope.,high
ALT-48d786c52a2b,fresh_alternate_public_search,Foot digital twin and in silico clinical applications,uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1016/b978-0-12-823913-1.00004-x,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-0cdd85000e2e,fresh_alternate_public_search,Forecasting Alzheimer’s Disease Progression via Identity-preserved Denoising Diffusion Generative Adversarial Network,include,empirical,include_empirical,learned longitudinal generative dynamics,future trajectories or next states evaluated,retained primary version,https://doi.org/10.21203/rs.3.rs-7846693/v1,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-f31edb288d07,fresh_alternate_public_search,Forum on immune digital twins: a meeting report.,exclude,not_applicable,review_not_primary,general digital-twin concepts or implementation issues,learned transition/rollout systems are not a central evidence category,retained noneligible review or perspective,https://pmc.ncbi.nlm.nih.gov/articles/PMC10873299/,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",high
ALT-d0134a879a2c,fresh_alternate_public_search,From digital twins to clinically trustworthy twins: a clinical-claim-based validation framework for personalized digital health.,exclude,not_applicable,review_not_primary,general digital-twin concepts or implementation issues,learned transition/rollout systems are not a central evidence category,retained noneligible review or perspective,https://pmc.ncbi.nlm.nih.gov/articles/PMC13478302/,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",high
ALT-4dc856a87102,fresh_alternate_public_search,From mechanistic models to artificial intelligence: exploring the potential of digital twins in geriatric oncology.,include,review,include_review,synthesis of learned/adapted medical dynamics,"simulation, forecasting, or intervention evidence synthesized",retained review,https://pmc.ncbi.nlm.nih.gov/articles/PMC13443076/,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,high
ALT-f7ef75a1f217,fresh_alternate_public_search,From virtual to reality: innovative practices of digital twins in tumor therapy.,include,review,include_review,synthesis of learned/adapted medical dynamics,"simulation, forecasting, or intervention evidence synthesized",retained review,https://pmc.ncbi.nlm.nih.gov/articles/PMC11921680/,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,high
ALT-ae68eb54e309,fresh_alternate_public_search,Frontoparietal network activity during model-based reinforcement learning updates is reduced among adolescents with severe sexual abuse.,exclude,not_applicable,wrong_domain,"nonmedical behavioral, agricultural, or molecular dynamics",does not evaluate a substantive medical/biomedical modeled state,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC8195295/,The modeled system is outside the review’s substantive medical or biomedical scope.,high
ALT-04d5c0ebe6f3,fresh_alternate_public_search,Gambling Environment Exposure Increases Temporal Discounting but Improves Model-Based Control in Regular Slot-Machine Gamblers.,exclude,not_applicable,wrong_domain,"nonmedical behavioral, agricultural, or molecular dynamics",does not evaluate a substantive medical/biomedical modeled state,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC11104401/,The modeled system is outside the review’s substantive medical or biomedical scope.,high
ALT-056bf65776d0,fresh_alternate_public_search,Generating whole-brain neural activity and behavior through unified latent dynamics,exclude,not_applicable,wrong_domain,"nonmedical behavioral, agricultural, or molecular dynamics",does not evaluate a substantive medical/biomedical modeled state,single primary record,https://doi.org/10.64898/2026.06.05.730482,The modeled system is outside the review’s substantive medical or biomedical scope.,high
ALT-d95710ea0760,fresh_alternate_public_search,"Generative ""Medical Time Travel"" Simulators for Disease Progression Forecasting",uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1109/ciccs66437.2025.11280238,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-49858f3d90ed,fresh_alternate_public_search,Generative modeling of clinical time series via latent stochastic differential equations.,include,empirical,include_empirical,fitted continuous-time state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://doi.org/10.1016/j.jbi.2026.105043,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-e36be08e8db3,fresh_alternate_public_search,Generative morphodynamic forecasting enables robust zero-shot volumetric medical segmentation.,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://doi.org/10.1016/j.media.2026.104180,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",high
ALT-0b099473166d,fresh_alternate_public_search,Graph Representation Forecasting of Patient's Medical Conditions: Toward a Digital Twin.,include,empirical,include_empirical,learned or calibrated action-conditioned simulator,future trajectories or next states evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC8481902/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-1a4671bd7258,fresh_alternate_public_search,Graph representation forecasting of patient’s medical conditions: towards a digital twin,exclude,not_applicable,duplicate_publication,same dynamics as retained publication,same evaluation as retained publication,journal version retained at row 92,https://pmc.ncbi.nlm.nih.gov/articles/PMC8481902/,This is an earlier or less complete publication version of the retained study.,high
ALT-46fd7430b78a,fresh_alternate_public_search,Graph-Enhanced Management-Context-Aware Multi-Step Forecasting of Hourly Sensor-Derived Physiological and Behavioral Indicators in Hu Sheep,exclude,not_applicable,wrong_domain,"nonmedical behavioral, agricultural, or molecular dynamics",does not evaluate a substantive medical/biomedical modeled state,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC13255599/,The modeled system is outside the review’s substantive medical or biomedical scope.,high
ALT-f7c03f16c952,fresh_alternate_public_search,Healthcare cyberspace: medical cyber physical system in digital twin,uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1049/pbhe046e_ch7,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-77e8f9271a36,fresh_alternate_public_search,Hierarchical Bayesian modelling of disease progression to inform clinical trial design in centronuclear myopathy.,include,empirical,include_empirical,fitted continuous-time state dynamics,intervention or policy simulations evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC7789189/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-11ca23d625dd,fresh_alternate_public_search,How to improve statistical power in a trial with SCA2 patients using natural history data.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,intervention or policy simulations evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC13072621/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-d527b2b5e8f4,fresh_alternate_public_search,Human Digital Twin for Personalized Elderly Type 2 Diabetes Management.,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC10056736/,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",high
ALT-cf089f5a91f0,fresh_alternate_public_search,Hybrid deep learning-mechanistic modeling of cellular dynamics from a spatiotemporal single-cell atlas.,include,empirical,include_empirical,fitted continuous-time state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://doi.org/10.1101/2025.10.02.679951,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-3ab5d5dbce77,fresh_alternate_public_search,IDDF2023-ABS-0192 Multi-omics landscape of disease progression characterized by an interpretable multimodal model vec3d,uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1136/gutjnl-2023-iddf.203,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-ad2c2c11044d,fresh_alternate_public_search,Inferring Trajectories of Psychotic Disorders Using Dynamic Causal Modeling.,include,empirical,include_empirical,fitted continuous-time state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC11104383/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-d3993e000d34,fresh_alternate_public_search,Integrated Longitudinal Population Dose-Hemoglobin Response of Daprodustat Following Dose Titration in Patients With Anemia in Chronic Kidney Disease.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,intervention or policy simulations evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC11835430/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-8e4690fb56cd,fresh_alternate_public_search,Interpretable learning of temporal cellular dynamics from single-cell data.,include,empirical,include_empirical,learned temporal cell-state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC13030976/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-6b7467bd30eb,fresh_alternate_public_search,Is San Diego California on Track to Reach HCV Elimination? A Modeling Analysis of Combination Prevention Strategies.,include,empirical,include_empirical,fitted continuous-time state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC11680419/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-6a64d732fb1e,fresh_alternate_public_search,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC12116581/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-1989194480f7,fresh_alternate_public_search,Latent process model of the 6-minute walk test in Duchenne muscular dystrophy : A Bayesian approach to quantifying rare disease progression.,include,empirical,include_empirical,fitted continuous-time state dynamics,future trajectories or next states evaluated,retained primary version,https://doi.org/10.1007/s10928-020-09671-7,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-d03766bf85b3,fresh_alternate_public_search,Learning Covariate Relations in Disease Progression Models Using Symbolic Neural Networks.,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC13014801/,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",high
ALT-ea4b3285b2fe,fresh_alternate_public_search,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://doi.org/10.1109/embc58623.2025.11254522,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-792483034b08,fresh_alternate_public_search,LNODE: Uncovering the Latent Dynamics of A β in Alzheimer's Disease.,include,empirical,include_empirical,fitted continuous-time state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC12784421/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-7109e80d2138,fresh_alternate_public_search,Longitudinal Synthetic Data Generation by Artificial Intelligence to Accelerate Clinical and Translational Research in Breast Cancer.,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC12614387/,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",high
ALT-d6abe9c98cda,fresh_alternate_public_search,Mapping the future of medicine through digital twins.,include,review,include_review,synthesis of learned/adapted medical dynamics,"simulation, forecasting, or intervention evidence synthesized",retained review,https://pmc.ncbi.nlm.nih.gov/articles/PMC13167218/,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,high
ALT-e928d3e6cc41,fresh_alternate_public_search,Maximizing Knowledge Extraction From Patient-Reported Outcome Data Using Exposure-Outcome Item Response Modeling Approach: Understanding Efavirenz-Induced Central Nervous System Toxicity.,include,empirical,include_empirical,fitted continuous-time state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://doi.org/10.1002/jcph.1570,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-6d957ad1c16c,fresh_alternate_public_search,Med-Real2Sim: Non-Invasive Medical Digital Twins using Physics-Informed Self-Supervised Learning and Virtual Patient Breathing Simulator using VR,uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.64388/irev9i9-1715434,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-467729658e57,fresh_alternate_public_search,Medical digital twin insights: Enhancing cancer treatment through generative modeling.,include,review,include_review,synthesis of learned/adapted medical dynamics,"simulation, forecasting, or intervention evidence synthesized",retained review,https://doi.org/10.1016/j.compbiolchem.2026.109074,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,medium
ALT-a864b2e17b7a,fresh_alternate_public_search,Medical Digital Twin: A Review on Technical Principles and Clinical Applications.,include,review,include_review,synthesis of learned/adapted medical dynamics,"simulation, forecasting, or intervention evidence synthesized",retained review,https://pmc.ncbi.nlm.nih.gov/articles/PMC11765765/,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,high
ALT-e1af18d97abc,fresh_alternate_public_search,Medical digital twins: enabling precision medicine and medical artificial intelligence.,exclude,not_applicable,review_not_primary,general digital-twin concepts or implementation issues,learned transition/rollout systems are not a central evidence category,retained noneligible review or perspective,https://pmc.ncbi.nlm.nih.gov/articles/PMC12412312/,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",high
ALT-e81d9308267a,fresh_alternate_public_search,Medical sensor network and machine learning-enabled digital twins for diagnostic and therapeutic purposes,uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1016/b978-0-443-30300-5.00009-9,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-654a209caf98,fresh_alternate_public_search,Model-informed Clinical Trial Design for Autosomal Dominant Tubulointerstitial Kidney Disease: Integrating Disease Progression and Trial Simulation,exclude,not_applicable,duplicate_publication,same dynamics as retained publication,same evaluation as retained publication,journal case-report version retained at row 27,https://pmc.ncbi.nlm.nih.gov/articles/PMC13274743/,This is an earlier or less complete publication version of the retained study.,high
ALT-95bfe14c6a9e,fresh_alternate_public_search,"Modeling and Remodeling the Cell: How Digital Twins and HCMV Can Elucidate the Complex Interactions of Viral Latency, Epigenetic Regulation, and Immune Responses.",include,review,include_review,synthesis of learned/adapted medical dynamics,"simulation, forecasting, or intervention evidence synthesized",retained review,https://pmc.ncbi.nlm.nih.gov/articles/PMC10601359/,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,high
ALT-bf194e895160,fresh_alternate_public_search,Modeling Disease Progression with Generative Time Series Models: A New Approach to Complex Disease Trajectories,uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1201/9781003602088-5,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-48f2148b8918,fresh_alternate_public_search,Modeling neural coding in the auditory midbrain with high resolution and accuracy,exclude,not_applicable,duplicate_publication,same dynamics as retained publication,same evaluation as retained publication,journal version retained at row 122,https://pmc.ncbi.nlm.nih.gov/articles/PMC12460167/,This is an earlier or less complete publication version of the retained study.,high
ALT-21155df63ca2,fresh_alternate_public_search,Modelling neural coding in the auditory midbrain with high resolution and accuracy.,include,empirical,include_empirical,fitted continuous-time state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC12460167/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-772584a789d2,fresh_alternate_public_search,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,include,empirical,include_empirical,fitted continuous-time state dynamics,intervention or policy simulations evaluated,retained primary version,https://europepmc.org/article/PPR/PPR597469,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-87a660788a1b,fresh_alternate_public_search,Multiscale mathematical model-informed reinforcement learning optimizes combination treatment scheduling in glioblastoma evolution.,exclude,not_applicable,no_learned_dynamics,hand-specified or simulation-trained dynamics without observed-data transition fitting,scenario simulation does not validate learned medical transitions,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC13155510/,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",high
ALT-c8668820c69c,fresh_alternate_public_search,Myo-ODE: continuous-time trajectory reconstruction and risk prediction of high myopia via neural ordinary differential equations.,include,empirical,include_empirical,fitted continuous-time state dynamics,future trajectories or next states evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC13391581/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-a5b2a549c79e,fresh_alternate_public_search,Neurobiologically realistic neural network enables cross-scale modeling of neural dynamics.,exclude,not_applicable,no_learned_dynamics,hand-specified or simulation-trained dynamics without observed-data transition fitting,scenario simulation does not validate learned medical transitions,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC10907713/,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",high
ALT-e32f66429421,fresh_alternate_public_search,New PK/PD model directly links diabetes drug dose to blood glucose level for personalized care.,include,empirical,include_empirical,fitted continuous-time state dynamics,intervention or policy simulations evaluated,retained primary version,https://pubmed.ncbi.nlm.nih.gov/37128362/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-ae6a889ecec3,fresh_alternate_public_search,Operations (Management) Warp Speed: Parsimonious Design for Rapid Deployment of Hospital Prediction and Decision Support Framework during a Pandemic,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://doi.org/10.2139/ssrn.3815418,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",high
ALT-e09335683ce3,fresh_alternate_public_search,Optical compression of multimodal clinical data into a unified visual memory for generative trajectory forecasting,include,empirical,include_empirical,learned longitudinal generative dynamics,future trajectories or next states evaluated,retained primary version,https://doi.org/10.64898/2026.09.03.26361736,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-b062a5a9fbf8,fresh_alternate_public_search,Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial.,include,empirical,include_empirical,learned or calibrated action-conditioned simulator,intervention or policy simulations evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC10579102/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-ffa943add08e,fresh_alternate_public_search,Paracetamol Concentrations and Time-Course of Ductus Arteriosus Diameter in Extremely Preterm Neonates: A Population Pharmacokinetic-Pharmacodynamic Analysis.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://doi.org/10.1007/s40262-025-01567-4,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-23f67b6e2f8e,fresh_alternate_public_search,"Patient-specific digital twins in aortic disease: integrating computational hemodynamics, immune profiling, and precision endovascular strategy.",include,review,include_review,synthesis of learned/adapted medical dynamics,"simulation, forecasting, or intervention evidence synthesized",retained review,https://pmc.ncbi.nlm.nih.gov/articles/PMC13199329/,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,high
ALT-9944b3605899,fresh_alternate_public_search,"Personalised digital twin models for Trypanosoma cruzi : improving prognosis, therapy, and long-term complications",uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1080/27525783.2026.2731285,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-bf936bea3ffc,fresh_alternate_public_search,Personalized Input-Output Hidden Markov Models for Disease Progression Modeling,include,empirical,include_empirical,data-fitted state-transition dynamics,future trajectories or next states evaluated,retained primary version,https://doi.org/10.1101/2020.07.17.20153510,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-4641ca006956,fresh_alternate_public_search,Physiological Vital Time Series Forecasting using Fractional Calculus and Deep Neural Network,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://doi.org/10.21203/rs.3.rs-4117200/v1,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",high
ALT-e55bda8afb75,fresh_alternate_public_search,Physiology-based patient simulator for blood pressure meter testing,exclude,not_applicable,no_learned_dynamics,hand-specified or simulation-trained dynamics without observed-data transition fitting,scenario simulation does not validate learned medical transitions,single primary record,https://doi.org/10.1016/j.measen.2021.100260,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",medium
ALT-e1f3bd53960a,fresh_alternate_public_search,PINN-EM: Physics-Guided Disease Progression Model of Geographic Atrophy.,include,empirical,include_empirical,fitted continuous-time state dynamics,future trajectories or next states evaluated,retained primary version,https://doi.org/10.1109/tbme.2026.3655164,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-bad670da34b0,fresh_alternate_public_search,Potential applications of digital twin in medical care,uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1016/b978-0-32-399163-6.00016-0,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-8dac0de7b939,fresh_alternate_public_search,Potential of Interactive VR and Digital Twin for Drug Development and Clinical Trials,uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1002/9781394315680.ch8,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-de9f081824cc,fresh_alternate_public_search,Predicting breast cancer treatment response and prognosis using AI-based image classification.,exclude,not_applicable,no_future_or_action_evaluation,"static, associative, staging, or ordinary endpoint model",no direct evolving-state rollout or action-response evaluation,single primary record,https://pmc.ncbi.nlm.nih.gov/articles/PMC12583206/,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",high
ALT-4ec8aacca130,fresh_alternate_public_search,Predicting diabetes mellitus metabolic goals and chronic complications transitions-analysis based on natural language processing and machine learning models.,include,empirical,include_empirical,data-fitted state-transition dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC11999128/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-1db15c9cac24,fresh_alternate_public_search,Predicting Liver Disease Progression Using Timeseries Random Forest Modeling for Early Intervention and Risk Assessment,uncertain,uncertain,inaccessible_full_text,not verifiable from accessible primary text,not verifiable from accessible primary text,single record; lineage unresolved,https://doi.org/10.1109/icoiics67115.2025.11390646,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",low
ALT-3c2780d5948f,fresh_alternate_public_search,Prediction of Alzheimer's Disease Progression with Multi-Information Generative Adversarial Network,include,empirical,include_empirical,learned longitudinal generative dynamics,future trajectories or next states evaluated,retained primary version,https://doi.org/10.1109/jbhi.2020.3006925,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",medium
ALT-ab6014707f0f,fresh_alternate_public_search,Prediction of Disease Progression and Clinical Response in Systemic Sclerosis: Experience From a Proof-of-Concept Trial.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,intervention or policy simulations evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC11319916/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-7fd0dbde7906,fresh_alternate_public_search,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,include,empirical,include_empirical,fitted continuous-time state dynamics,simulator fidelity or dynamic predictions evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC12019394/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
ALT-bb4c93d199b3,fresh_alternate_public_search,Probabilistic Forecasting and Information-Theoretic Analysis of Multivariate fMRI Dynamics.,include,empirical,include_empirical,learned or calibrated longitudinal dynamics,future trajectories or next states evaluated,retained primary version,https://pmc.ncbi.nlm.nih.gov/articles/PMC13409728/,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",high
