"audit_id","title","qc_decision","qc_corpus_type","qc_reason_code","qc_rationale","full_text_anchor","confidence"
"ALT-a864b2e17b7a","Medical Digital Twin: A Review on Technical Principles and Clinical Applications.","exclude","not_applicable","source_policy_excluded","The review is published in an MDPI journal, which is excluded by the active literature source policy; its scope also broadly covers principles and applications rather than transition evidence.","PMC full text and DOI identify Journal of Clinical Medicine as the venue.","high"
"ALT-21155df63ca2","Modelling neural coding in the auditory midbrain with high resolution and accuracy.","include","empirical","learned_multistep_dynamics","ICNet learns sound-conditioned temporal neural-response dynamics from large intracranial recordings and directly evaluates simulated multineuron activity, adaptation, and forward masking.","Full text, Model and Results: gerbil inferior-colliculus recordings, convolutional encoder-decoder simulation, held-out sound responses, speech, adaptation, and masking phenomena.","high"
"ALT-772584a789d2","Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control","include","empirical","action_conditioned_closed_loop_control","A Bayesian epidemiological transition model is learned at each decision point and used for multi-objective planning; Pareto policies and predictive bands are evaluated on COVID-19 control data.","Primary preprint, Methods and application: learned environment model, model-based rollout, policy-front estimation, uncertainty bands, and China COVID-19 intervention analysis.","high"
"ALT-c8668820c69c","Myo-ODE: continuous-time trajectory reconstruction and risk prediction of high myopia via neural ordinary differential equations.","include","empirical","learned_multistep_dynamics","Myo-ODE learns continuous refractive-state transitions from irregular longitudinal screening data and directly evaluates interpolation, short-term extrapolation, individualized trajectories, and risk prediction.","Full text, Methods and Results: 4,973 longitudinal records, neural ODE trajectory reconstruction, held-out intervals, F1/recall/AUC, and progression-momentum interpretation.","high"
"ALT-e32f66429421","New PK/PD model directly links diabetes drug dose to blood glucose level for personalized care.","include","empirical","fitted_action_response_dynamics","A personalized dose-glucose transition plus disease-progression term is fitted to daily self-monitored glucose, then evaluated for long-term drug-response forecasting and dose optimization.","Full text, Model and Results: first-month gestational-diabetes data used for fitting, personalized dose-response estimation, and comparison with autoregression for later glucose trends.","high"
"ALT-e09335683ce3","Optical compression of multimodal clinical data into a unified visual memory for generative trajectory forecasting","exclude","not_applicable","static_or_endpoint_prediction","The system predicts separate deterioration outcomes at fixed 3- to 48-hour horizons and evaluates AUROC and warning lead time; it does not directly validate a coherent evolving state transition or recursive rollout.","Primary preprint, Methods and Results: multimodal visual-token memory, eight outcome-domain decoders, fixed-horizon classification, AUROC, and event warning-time metrics.","high"
"ALT-b062a5a9fbf8","Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial.","include","empirical","action_conditioned_closed_loop_control","A patient model learns action-conditioned glucose transitions from longitudinal EHR trajectories, is recursively unrolled for multistep insulin planning, and is validated internally, externally, and prospectively.","Full text, Patient model for trajectory tracking and Performance: learned next-state function, seven-step rollouts, observed-versus-predicted glucose trajectories, policy interaction, and clinical feasibility trial.","high"
"ALT-ffa943add08e","Paracetamol Concentrations and Time-Course of Ductus Arteriosus Diameter in Extremely Preterm Neonates: A Population Pharmacokinetic-Pharmacodynamic Analysis.","include","empirical","fitted_action_response_dynamics","A population PK/PD transition for ductus diameter is fitted to daily neonatal measurements and paracetamol exposure, then used for virtual-patient dose and closure-time simulations.","Primary article, Methods and Results: effect-compartment plus exponential progression model, parameter estimation in 29 neonates, and 500-patient dosing simulations.","medium"
"ALT-23f67b6e2f8e","Patient-specific digital twins in aortic disease: integrating computational hemodynamics, immune profiling, and precision endovascular strategy.","exclude","not_applicable","review_scope_too_broad","This article proposes a five-domain future architecture spanning biomechanics, hemodynamics, immunology, prediction, and intervention; it does not centrally synthesize existing learned-transition systems with operational evaluations.","Full text sections: multilayer architecture, five domains, validation roadmap, workflow integration, and future therapeutic/networked twins.","high"
"ALT-bf936bea3ffc","Personalized Input-Output Hidden Markov Models for Disease Progression Modeling","include","empirical","action_conditioned_treatment_dynamics","The personalized input-output HMM learns latent disease transitions and medication effects from longitudinal Parkinson data, with predictive performance and individualized action effects evaluated against standard models.","Primary preprint, Model and Experiments: variational transition learning, subject and medication effects, synthetic recovery, and two real Parkinson datasets.","high"
"ALT-e1f3bd53960a","PINN-EM: Physics-Guided Disease Progression Model of Geographic Atrophy.","include","empirical","fitted_spatiotemporal_transition","PINN-EM infers patient-specific PDE transition coefficients from serial retinal OCT and evaluates extrapolated geographic-atrophy growth against synthetic benchmarks, clinical scans, and baselines.","Primary article abstract and methods: iterative PDE-coefficient and data fitting, PDEBench validation, and Dice evaluation of newly affected retinal areas.","high"
"ALT-4ec8aacca130","Predicting diabetes mellitus metabolic goals and chronic complications transitions-analysis based on natural language processing and machine learning models.","exclude","not_applicable","static_or_endpoint_prediction","The study trains classifiers for four status categories at one- and two-year endpoints; it does not learn a reusable state-transition operator or evaluate recursive evolving-state rollout.","Full text, Methods and Results: NLP feature extraction, four outcome classes, separate one- and two-year prediction, accuracy and F1 metrics.","high"
"ALT-3c2780d5948f","Prediction of Alzheimer's Disease Progression with Multi-Information Generative Adversarial Network","include","empirical","learned_multistep_dynamics","mi-GAN learns subject-conditioned MRI progression and generates future whole-brain images; generated fourth-year anatomy and downstream clinical-stage classification are directly evaluated.","Primary article abstract and experiments: ADNI baseline conditioning, future 3D MRI generation, SSIM against observed year-four scans, and pMCI/sMCI classification.","high"
"ALT-ab6014707f0f","Prediction of Disease Progression and Clinical Response in Systemic Sclerosis: Experience From a Proof-of-Concept Trial.","include","empirical","fitted_intervention_dynamics","A longitudinal mRSS progression and drug-effect model is fitted to controlled-trial data, validated against open-label extension observations, and used for future-trajectory and trial-power simulations.","Full text, Model and Results: 24-week fitting, prediction through week 52, observed-versus-predicted extension outcomes, and simulated alternative trial designs.","high"
"ALT-7fd0dbde7906","Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.","include","empirical","action_conditioned_treatment_dynamics","A patient-specific latent neural-computation transition maps stimulation to evolving hemodynamic response and is evaluated for prediction and prospective closed-loop control design.","Full text, Model and Results: NTS latent dynamics, stimulus-driven blood-pressure trajectories, individualized fitting, prediction tests, and control-oriented simulations.","high"
"ALT-bb4c93d199b3","Probabilistic Forecasting and Information-Theoretic Analysis of Multivariate fMRI Dynamics.","exclude","not_applicable","source_policy_excluded","The article is published in an MDPI journal, which is excluded by the active literature source policy; it is not retained despite multi-step BOLD forecasting experiments.","PMC full text and DOI identify Entropy as the venue.","high"
"ALT-3c5208bdbe14","Progression of type 1 diabetes from latency to symptomatic disease is predicted by distinct autoimmune trajectories.","include","empirical","learned_multistate_dynamics","A continuous-time hidden Markov model learns latent autoimmune-state transitions and three progression pathways from longitudinal autoantibodies, with state-specific diabetes-free survival evaluated over follow-up.","Full text, Model and Results: 24,662-participant cohort, 11 latent states, transition pathways, covariate-refined rates, and five-year survival predictions.","high"
"ALT-daa53240ed85","Quantifying Genetic and Environmental Factors Accounting for Multistage Progression of Precancerous Lesions and Oral Cancer: Applications to Risk-Guided Prevention.","exclude","not_applicable","source_policy_excluded","The article is published in an MDPI journal, which is excluded by the active literature source policy; its multistate model is also assembled from literature rather than learned from a primary longitudinal cohort.","PMC full text and DOI identify Cancers as the venue; model inputs are reported as literature-derived.","high"
"ALT-8c0d38af637d","Quantifying Uncertainty in Alzheimer’s Disease Progression Modelling: A Variational Disease Progression Score Framework","include","empirical","learned_multistep_dynamics","A variational encoder learns subject-specific progression parameters and biomarker trajectories, producing calibrated multivariate future paths that are updated with new observations and evaluated for empirical interval coverage.","Primary preprint, Methods and Results: ADNI multimodal biomarkers, learned latent timeline and cascade strengths, unseen-subject prognosis, and 89-98% credible-interval coverage.","high"
"ALT-ca8c7adfc7a7","Quantitative Comparisons of Progressive Supranuclear Palsy Rating Scale Versions Using Item Response Theory.","include","empirical","fitted_multistep_dynamics","A longitudinal item-response disease transition is fitted to six PSP studies and directly used to simulate evolving item profiles, treatment effects, trial designs, and statistical power.","Full text, Model and Trial simulations: 979 patients, longitudinal latent progression, item-information comparison, and simulated treatment-detection sample sizes.","high"
"ALT-86ecd04e07f7","Risk Factor Identification in Heterogeneous Disease Progression with L1-Regularized Multi-state Models.","include","empirical","learned_multistate_dynamics","L1MSTATE learns transition intensities and selects risk factors jointly, with transition-probability recovery evaluated in simulations and the longitudinal EBMT dataset.","Full text, Method and Results: coordinate-descent fitting, simulation recovery, and EBMT transition-probability prediction against unregularized models.","high"
"ALT-422955863466","scMTG reconstructs single-cell temporal dynamics with Markov transition generators","include","empirical","learned_multistep_dynamics","scMTG jointly learns cell representations and Markov transition generators from unpaired time-series single-cell data, directly evaluating missing-time interpolation and cross-time transition matrices.","Primary preprint, Experiments: held-out time-point generation, transition-matrix inference, state-of-the-art comparisons, and time-resolved regulatory-network analysis.","high"
"ALT-c71fc7548383","SimulAD: a dynamical model for personalized simulation and disease staging in Alzheimer's disease.","include","empirical","learned_multistep_dynamics","SimulAD learns joint imaging and clinical biomarker dynamics from ADNI and evaluates personalized trajectory simulation and disease-stage generalization in an independent Geneva cohort.","Primary article, Methods and Results: ADNI-trained dynamics, Geneva external cohort, biomarker-stage associations, and cross-cohort temporal-evolution differences.","high"
"ALT-b6f8ec5868d5","Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.","include","empirical","action_conditioned_treatment_dynamics","SimulAD learns joint biomarker transitions from multimodal ADNI data and evaluates intervention-time and dosage branches through free disease-course simulation and trial-compatible outcomes.","Full text, Model and Intervention simulations: spatiotemporal imaging/clinical dynamics, amyloid-lowering actions, timing/dose scenarios, and comparison with trial observations.","high"
"ALT-5bec8ffd48d9","Simulation of long-term lecanemab treatment effect on Alzheimer's disease progression.","include","empirical","fitted_intervention_dynamics","Natural-history progression transitions are fitted independently in ADNI and NACC, then a trial-derived treatment delay is applied and evaluated through long-term stage-transition simulations.","Full text, Methods and Results: two dataset-specific progression models, Clarity AD time-delay effect, treatment discontinuation scenarios, and years-to-severe-AD projections.","high"
"ALT-6ef29c270060","Simulation of the COVID-19 epidemic on the social network of Slovenia: Estimating the intrinsic forecast uncertainty.","exclude","not_applicable","hand_specified_mechanistic_dynamics","The transition is a hand-built network epidemic and disease-progression simulator; data assimilation estimates parameters but does not learn or adapt the transition structure from observed trajectories.","Full text, Model and Methods: constructed population contact network, prescribed transmission/progression rules, ensemble parameter perturbation, and posterior calibration.","high"
"ALT-afc5b7064ab2","Simulation of the Progression of the COVID-19 Disease in Northwest Syria Using Basic and Adjusted SIR Model","exclude","not_applicable","duplicate_publication","This row is the Research Square preprint and a later journal version exists; the less complete preprint should not be retained, independently of the model's hand-specified SIR boundary.","Lineage check: preprint DOI 10.21203/rs.3.rs-339649/v1 corresponds to journal DOI 10.3390/zoonoticdis2020006.","high"
"ALT-ed87368a386c","Simulation-Based Inference for Whole-Brain Network Modeling of Epilepsy using Deep Neural Density Estimators","exclude","not_applicable","duplicate_publication","This row is the bioRxiv preprint; a more complete peer-reviewed article reports the same simulation-based inference framework and should be the retained version.","Lineage check: preprint DOI 10.1101/2022.06.02.22275860 precedes Neural Networks article DOI 10.1016/j.neunet.2023.03.040.","high"
"ALT-656641ee746b","Single versus multiple inhaler triple therapy in COPD using data from the pragmatic INTREPID trial: cost-effectiveness analysis from the Chilean public healthcare system perspective.","exclude","not_applicable","hand_specified_mechanistic_dynamics","The analysis adapts an existing cost-effectiveness progression model using trial effects and Chilean costs; it does not learn or validate a patient-state transition from longitudinal observations.","Primary article abstract, Methods: Galaxy COPD model adaptation, 25-year aggregation, cost/QALY outcomes, and probabilistic sensitivity analysis.","high"
"ALT-b3e7bbcf7025","Temporal Generative Models for Longitudinal Study of Disease Progression Patterns","exclude","not_applicable","insufficient_primary_evidence","An abstract describes ProgVAE and endpoint metrics, but the closed conference source does not provide enough stable methods, cohort construction, or trajectory-level results for 45-field extraction.","IEEE/Semantic Scholar primary metadata and abstract: stage-specific VAE, irregular-time attention, five cohorts, and truncated reported results without inspectable full text.","high"
"ALT-6dd7b171b472","Temporal order of clinical and biomarker changes in familial frontotemporal dementia.","include","empirical","fitted_multistep_dynamics","Multimodal progression models are fitted to longitudinal clinical, imaging, and biomarker data by genotype, then operationally evaluated in prevention-trial simulations and endpoint selection.","Full text, Disease progression modeling and Trial simulations: 796 carriers, 412 controls, genotype-specific temporal ordering, modeled patient selection, endpoints, and sample sizes.","high"
"ALT-cc1c1352d964","The Coupled Stochastic Dynamical System: A Generative Model for Simulating and Forecasting Youth Mental Health Trajectories","include","empirical","learned_multistep_dynamics","CSDS is calibrated by Bayesian inversion to multimodal longitudinal sensing and symptom data, then directly evaluates individual virtual-twin state transitions and forecasts through 21 days.","Primary preprint, Methods and Results: GLOBEM cohort, coupled stochastic processes, phenotype and participant-level inversion, HMM transition recovery, and horizon forecasting.","high"
"ALT-0fdbd7fc2fe3","The potential of the Medical Digital Twin in diabetes management: a review.","exclude","not_applicable","review_scope_too_broad","The narrative review covers data acquisition, modeling, AI, feedback, and multiscale diabetes applications, but it does not centrally synthesize empirical learned-transition and rollout evaluations.","Full text sections: key techniques, digital modeling and simulation, decision-making and AI, feedback and control, and body/organ/molecular applications.","medium"
"ALT-93e4c18ce5af","Towards AI-based precision rehabilitation via contextual model-based reinforcement learning.","exclude","not_applicable","no_operational_dynamics_evaluation","The contextual transition and treatment-response environment are demonstrated only on 150 synthetic patients; no learned or adapted dynamics are evaluated against observed stroke-rehabilitation trajectories.","Full text, Methods and Results: contextual MDP, hierarchical Bayesian PSCRL, and simulation-only comparison with fixed dosing schedules.","high"
"ALT-009a6e0f911b","Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.","include","empirical","action_conditioned_patient_simulator","The patient simulator learns symptom-response behavior from passive clinical dialogues using propensity latent matching, and the interactive action-response process is evaluated for sequential diagnosis and out-of-distribution transportability.","Primary article, Methods and Experiments: learned answers to unrecorded inquiries, intervention-aware diagnosis, progressive symptom inquiry, simulator-agent interaction, and OOD comparisons.","high"
"ALT-96b19f8d66a6","TWIN: Personalized Clinical Trial Digital Twin Generation","exclude","not_applicable","static_or_endpoint_prediction","The model generates personalized synthetic trial records to improve patient outcome prediction, but the inspected KDD evidence does not establish or evaluate a recursive temporal state transition or action-conditioned rollout.","KDD proceedings record and downstream author descriptions: variational digital-twin record generation and trial-outcome prediction rather than evolving-state simulation.","medium"
"ALT-2e0b832a46b2","Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.","include","empirical","fitted_multistep_dynamics","A joint natural-history model fitted to TrialNet and TEDDY data drives virtual progression to type 1 diabetes, treatment-effect scenarios, and repeated trial-power simulations.","Full text, Disease progression model and Case studies: individual-level natural history, virtual-population generation, time-to-onset transitions, assumed drug effects, and power curves.","high"
"ALT-dcb2580cae0b","Using an optimized generative model to infer the progression of complications in type 2 diabetes patients.","include","empirical","learned_multistep_dynamics","A Markov-Bayesian model learns complication-stage transitions from longitudinal EHRs, generates full synthetic illness trajectories, and evaluates transition patterns through clinician review and early-prediction analysis.","Full text, Methods and Results: 9,298 patients, anchor-optimized parameter learning, 5,000 generated trajectories, endocrinologist review, and complication-pattern prediction.","high"
"AUD-eb75e7258782","Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.","include","empirical","action_conditioned_closed_loop_control","A temporal transformer learns macrophage-state transitions from single-cell, spatial, and clinical trajectories; model-predictive control evaluates patient-specific repolarization interventions and therapy outcomes.","Full text, Model and Results: variational state representation, causal sequence transition module, intervention optimization, response AUROC, and discordant-treatment outcome analysis.","high"
"AUD-6c0866a27898","Digital Twins for Predictive Modelling of Thrombosis and Stroke Risk: Current Approaches and Future Directions","exclude","not_applicable","review_scope_too_broad","This is a scientific agenda and future-directions statement rather than an evidence-centered review of learned medical transitions and operational rollout evaluations.","Primary article abstract: proposed hybrid architecture, research priorities, regulatory alignment, and workflow translation without a screened empirical evidence corpus.","high"
"AUD-7b680c396592","Individual hearts: computational models for improved management of cardiovascular disease","exclude","not_applicable","review_scope_too_broad","The review spans measurement, diagnosis, mechanistic understanding, and precision simulations; digital twins and learned dynamic transitions are only one application among broader computational cardiology.","Primary review, abstract and domain structure: diagnostic measurement, pathophysiology, patient-specific simulations, knowledge-driven and data-driven models.","high"
"AUD-d5aa0fec108f","P535 Optimising vedolizumab in treatment sequences for Crohn’s disease: Results from a simulation model using real-world evidence","exclude","not_applicable","insufficient_primary_evidence","Only a conference abstract is available, and the Markov sequence uses literature-informed inputs rather than a directly inspectable learned transition; it cannot support full extraction.","Conference abstract, Methods and Results: treatment-sequence Markov model, published real-world inputs, QALYs and surgery outcomes, and probabilistic sensitivity analysis.","high"
"AUD-a956f62c779d","Pumping the brakes on RNA velocity by understanding and interpreting RNA velocity estimates.","include","empirical","learned_one_step_state_transition","RNA velocity estimates local gene-expression transitions from observed single cells, and this study directly stress-tests their direction, speed, and transition-probability mapping against known dynamics and noise regimes.","Full text, Results: high- and low-dimensional velocity evaluation, k-nearest-neighbor dependence, direction and speed error, embedding transition probabilities, and proposed quality measure.","high"
"AUD-7f06de254050","Temporal dynamics of trauma memory persistence.","exclude","not_applicable","hand_specified_mechanistic_dynamics","The study specifies a mechanistic probabilistic memory model and fits a small parameter set to empirical intrusion data; the transition structure is not learned or substantively adapted from observed trajectories.","Full text, Model and Validation: prescribed memory-reactivation mechanisms, parameterized intervention strength and reminders, and comparison with empirical intrusion outcomes.","high"
