audit_id,route,title,reviewer_a_decision,reviewer_a_corpus_type,reviewer_a_reason_code,reviewer_a_rationale,reviewer_b_decision,reviewer_b_corpus_type,reviewer_b_reason_code,reviewer_b_rationale,final_decision,final_corpus_type,final_reason_code,adjudication_rationale
ALT-93e4c18ce5af,fresh_alternate_public_search,Towards AI-based precision rehabilitation via contextual model-based reinforcement learning.,exclude,empirical,no_learned_dynamics,Validates a proposed rehabilitation controller only on synthetic patients; no observed medical data fit the transition dynamics.,exclude,not_applicable,no_primary_empirical_evaluation,The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,,,,
ALT-cb711f02e823,fresh_alternate_public_search,Treatment and therapy with digital twin technology,exclude,review,review_not_primary,Provides a general treatment digital-twin chapter; learned medical dynamics are not verifiably central.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",,,,
ALT-96b19f8d66a6,fresh_alternate_public_search,TWIN: Personalized Clinical Trial Digital Twin Generation,include,empirical,include_empirical,Learns personalized clinical-trial patient trajectories; evaluates digital-twin outcome generation under treatments.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",,,,
ALT-87377213f8c2,fresh_alternate_public_search,Using Constrained-Disorder Principle-Based Systems to Improve the Performance of Digital Twins in Biological Systems.,exclude,review,review_not_primary,Reviews noise handling and constrained disorder in digital twins; does not centrally synthesize learned medical dynamics evaluations.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",,,,
ALT-43b2bbc48902,fresh_alternate_public_search,"Using the Non-Adoption, Abandonment, Scale-Up, Spread, and Sustainability (NASSS) Framework to Identify Barriers and Facilitators for the Implementation of Digital Twins in Cardiovascular Medicine.",exclude,review,review_not_primary,Analyzes implementation barriers for cardiovascular twins; does not review learned transition or rollout evidence centrally.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",,,,
ALT-1c61095bff41,fresh_alternate_public_search,Validating medical digital twins for clinical decision support: beyond predictive accuracy.,exclude,review,review_not_primary,Proposes validation requirements for intervention twins; is a perspective rather than a substantive evidence synthesis.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",,,,
ALT-5dc52895a3b1,fresh_alternate_public_search,Whole Genome Sequencing-based digital twin as a clinical decision support system: in-born disease risks and pharmacogenomics with Large Language Model,exclude,empirical,no_future_or_action_evaluation,Uses genomic risk and pharmacogenomic decision support; does not establish temporal or action-conditioned state dynamics.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",,,,
ALT-397e5a31b0bc,fresh_alternate_public_search,Whole-heart electromechanical simulations using Latent Neural Ordinary Differential Equations.,exclude,empirical,no_learned_dynamics,Learns a cardiac surrogate from mechanistic simulations; transition learning is not based on observed patient dynamics.,exclude,not_applicable,no_learned_dynamics,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",,,,
AUD-9d6f07506042,primary_search_alternate_filter,Can digital twin technology revolutionize public health emergency management? Insights from the PPRR framework.,exclude,review,review_not_primary,Discusses public-health emergency twins through a management framework; does not substantially synthesize learned medical simulators.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",,,,
AUD-6f40540d5fb2,primary_search_alternate_filter,Causal Digital Twins for Precision Medicine: Integrating Multi-Omics and Wearable Data for Intervention Planning,exclude,review,review_not_primary,Presents a conceptual causal-twin architecture; does not report or synthesize primary learned dynamics evidence.,exclude,not_applicable,no_primary_empirical_evaluation,The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,,,,
AUD-6c0866a27898,primary_search_alternate_filter,Digital Twins for Predictive Modelling of Thrombosis and Stroke Risk: Current Approaches and Future Directions,exclude,review,review_not_primary,Sets a future research agenda for thrombosis twins; does not substantially synthesize evaluated learned dynamics.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,,,,
