audit_id,route,title,reviewer_a_decision,reviewer_a_corpus_type,reviewer_a_reason_code,reviewer_a_rationale,reviewer_b_decision,reviewer_b_corpus_type,reviewer_b_reason_code,reviewer_b_rationale,final_decision,final_corpus_type,final_reason_code,adjudication_rationale
ALT-a5b2a549c79e,fresh_alternate_public_search,Neurobiologically realistic neural network enables cross-scale modeling of neural dynamics.,include,empirical,include_empirical,Learns cross-scale neural population dynamics; tests reconstruction and prediction of synchronous activity.,exclude,not_applicable,no_learned_dynamics,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",exclude,not_applicable,no_future_or_action_evaluation,NBGNet reconstructs simultaneous neural signals across recording scales and compares within-trial latent traces; it does not evaluate autonomous future-state rollout or intervention response.
ALT-ae6a889ecec3,fresh_alternate_public_search,Operations (Management) Warp Speed: Parsimonious Design for Rapid Deployment of Hospital Prediction and Decision Support Framework during a Pandemic,include,empirical,include_empirical,Fits hospital disease-progression and patient-flow dynamics; evaluates forecasts and operational decisions during a pandemic.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",exclude,not_applicable,no_future_or_action_evaluation,"The hospital framework predicts resource demand and supports operational decisions during a pandemic, but does not model and evaluate an evolving medical system state through learned transitions."
ALT-9944b3605899,fresh_alternate_public_search,"Personalised digital twin models for Trypanosoma cruzi : improving prognosis, therapy, and long-term complications",uncertain,uncertain,inaccessible_full_text,Title indicates personalized Chagas disease digital twins; methods results and article type could not be verified.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,review_not_primary,The Chagas article is a conceptual proposal describing what a future personalized twin could integrate and forecast; no implemented model or substantive learned-dynamics evidence synthesis is reported.
ALT-4641ca006956,fresh_alternate_public_search,Physiological Vital Time Series Forecasting using Fractional Calculus and Deep Neural Network,include,empirical,include_empirical,Learns multistep vital-sign dynamics with deep networks; evaluates 7- to 30-minute physiological trajectories.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",exclude,not_applicable,no_future_or_action_evaluation,"The model performs multistep univariate vital-sign forecasting and alarm prediction, an ordinary signal-forecasting task without an evaluated latent or action-conditioned physiological state model."
ALT-e55bda8afb75,fresh_alternate_public_search,Physiology-based patient simulator for blood pressure meter testing,exclude,empirical,no_learned_dynamics,Uses a physiology-based blood-pressure simulator; does not establish data-fitted transition dynamics.,exclude,not_applicable,no_learned_dynamics,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",exclude,not_applicable,no_learned_dynamics,The blood-pressure-meter test patient is a prescribed physiology-based simulator whose transition equations are not learned or calibrated from observed patient trajectories.
ALT-bad670da34b0,fresh_alternate_public_search,Potential applications of digital twin in medical care,exclude,review,review_not_primary,Provides a broad medical digital-twin applications chapter; learned dynamics evidence is not verifiably central.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,review_not_primary,The chapter outlines potential medical-care applications of digital twins but does not centrally synthesize evaluated learned dynamic simulators.
ALT-8dac0de7b939,fresh_alternate_public_search,Potential of Interactive VR and Digital Twin for Drug Development and Clinical Trials,exclude,review,review_not_primary,Discusses VR and digital twins for trials; does not substantially synthesize learned transition evaluations.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,review_not_primary,"The chapter discusses interactive VR and digital-twin opportunities for drug development and trials, without a central evidence synthesis of learned transition or rollout systems."
ALT-de9f081824cc,fresh_alternate_public_search,Predicting breast cancer treatment response and prognosis using AI-based image classification.,exclude,empirical,no_future_or_action_evaluation,Uses sequence features for treatment-response classification; does not directly evaluate evolving patient-state rollouts.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",exclude,not_applicable,no_future_or_action_evaluation,"The breast-cancer study evaluates image classification of treatment response and prognosis, not future patient-state trajectories, recursive rollout, or alternative-treatment response."
ALT-1db15c9cac24,fresh_alternate_public_search,Predicting Liver Disease Progression Using Timeseries Random Forest Modeling for Early Intervention and Risk Assessment,uncertain,uncertain,inaccessible_full_text,Title suggests time-series liver progression prediction; no stable primary methods and results text was accessible.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,no_future_or_action_evaluation,"The time-series random forest is evaluated by disease-risk classification accuracy, not by predicting and validating explicit future liver states or trajectories."
ALT-3c5208bdbe14,fresh_alternate_public_search,Progression of type 1 diabetes from latency to symptomatic disease is predicted by distinct autoimmune trajectories.,include,empirical,include_empirical,Fits continuous-time latent diabetes autoimmunity transitions; validates distinct future progression trajectories and onset risk.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",include,empirical,include_empirical,Continuous-time hidden Markov models learn transition rates from 15 years of longitudinal autoantibody data and are evaluated through distinct progression trajectories and future diabetes-onset survival.
ALT-daa53240ed85,fresh_alternate_public_search,Quantifying Genetic and Environmental Factors Accounting for Multistage Progression of Precancerous Lesions and Oral Cancer: Applications to Risk-Guided Prevention.,include,empirical,include_empirical,Calibrates multistate oral-cancer progression risks; simulates screening and prevention trajectories by risk group.,exclude,not_applicable,no_learned_dynamics,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",include,empirical,include_empirical,The multistate model derives transition risks from empirical oral-cancer evidence and directly simulates future lesion progression under screening intervals and risk-factor interventions.
ALT-8c0d38af637d,fresh_alternate_public_search,Quantifying Uncertainty in Alzheimer’s Disease Progression Modelling: A Variational Disease Progression Score Framework,exclude,empirical,no_future_or_action_evaluation,Learns a latent Alzheimer progression score and uncertainty; evaluates staging rather than future-state or intervention rollouts.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",include,empirical,include_empirical,The ADNI-fitted latent cascade model generates individualized future biomarker trajectories from baseline and evaluates prognostic accuracy and credible-interval coverage on unseen subjects.
ALT-86ecd04e07f7,fresh_alternate_public_search,Risk Factor Identification in Heterogeneous Disease Progression with L1-Regularized Multi-state Models.,include,empirical,include_empirical,Fits regularized multistate disease transitions; evaluates transition-probability prediction on clinical data.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",include,empirical,include_empirical,The regularized multistate model learns covariate-dependent clinical transition intensities and directly evaluates predicted transition probabilities and future state occupancy on held-out data.
ALT-0f23277c8ef6,fresh_alternate_public_search,Role of Digital Twin Technology in Medical Sector—Toward Ensuring Safe Healthcare,exclude,review,review_not_primary,Provides a general medical digital-twin safety chapter; learned transition systems are not verifiably central.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,review_not_primary,This safety-focused book chapter gives a general account of medical digital twins rather than substantially synthesizing evaluated learned medical dynamics.
ALT-a5e6fa903faf,fresh_alternate_public_search,s-SuStaIn: Scaling subtype and stage inference via simultaneous clustering of subjects and biomarkers.,exclude,empirical,no_future_or_action_evaluation,Infers disease subtypes and stages mainly from cross-sectional data; evaluates staging and incidence rather than dynamic rollouts.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",exclude,not_applicable,no_future_or_action_evaluation,"s-SuStaIn infers subtype and stage ordering largely from cross-sectional biomarkers and evaluates staging and later incidence, not generated future state trajectories or action response."
ALT-497c77ec105e,fresh_alternate_public_search,Simulating the outcome of a clinical intervention from a data‐driven model of Alzheimer's disease progression,exclude,empirical,duplicate_publication,Presents an abstract of the SimulAD intervention study; superseded by the complete article in row 157.,exclude,not_applicable,duplicate_publication,This is an earlier or less complete publication version of the retained study.,exclude,not_applicable,duplicate_publication,This conference abstract is the less complete publication of the retained SimulAD intervention-simulation study.
ALT-8ea9085176e4,fresh_alternate_public_search,Simulation of the COVID-19 pandemic on the social network of Slovenia: estimating the intrinsic forecast uncertainty,exclude,empirical,duplicate_publication,Reports the preprint version of row 159; superseded by the peer-reviewed journal article.,exclude,not_applicable,duplicate_publication,This is an earlier or less complete publication version of the retained study.,exclude,not_applicable,duplicate_publication,This preprint is superseded by the retained peer-reviewed article on the Slovenian COVID-19 network simulation.
ALT-f4f9d23282a9,fresh_alternate_public_search,Surrogate modeling and control of medical digital twins.,exclude,empirical,no_learned_dynamics,Learns a surrogate from a hand-specified biomedical agent model; control evaluation lacks observed-data transition learning.,exclude,not_applicable,no_learned_dynamics,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",exclude,not_applicable,no_learned_dynamics,"The surrogate learns trajectories produced by a prescribed biomedical agent-based model rather than transitions fitted from observed medical data, so its control experiments do not meet the adaptation criterion."
ALT-b3e7bbcf7025,fresh_alternate_public_search,Temporal Generative Models for Longitudinal Study of Disease Progression Patterns,uncertain,uncertain,inaccessible_full_text,Title suggests temporal generative disease-progression models; primary methods data and evaluations were inaccessible.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",include,empirical,include_empirical,ProgVAE learns irregular longitudinal EHR dynamics across three chronic diseases and directly evaluates next-stage progression and trajectory errors against ODE-VAE and recurrent generative baselines.
ALT-67acfccd7966,fresh_alternate_public_search,"The Era of Preemptive Medicine: Developing Medical Digital Twins through Omics, IoT, and AI Integration.",exclude,review,review_not_primary,Presents a preemptive-medicine digital-twin vision; does not substantially synthesize evaluated learned dynamics.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,"The review focuses broadly on omics, IoT, and AI convergence for preemptive medicine; evaluated learned transition and rollout models are not a central evidence category."
ALT-75ede1e4486d,fresh_alternate_public_search,The Potential of Digital Twins for Pediatric Rare Diseases.,exclude,review,review_not_primary,Discusses potential pediatric rare-disease twins; provides a perspective rather than central evidence synthesis.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,exclude,not_applicable,review_not_primary,"This perspective discusses potential rare-disease twin strategies, regulation, and ethics but does not substantially synthesize evaluated learned dynamic simulators."
ALT-7371d6ebce00,fresh_alternate_public_search,Toward mechanistic medical digital twins: some use cases in immunology.,exclude,review,review_not_primary,Summarizes mechanistic immune-twin use cases from a forum; does not centrally synthesize learned transition systems.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,exclude,not_applicable,review_not_primary,"The forum-derived review highlights predominantly mechanistic immune-model projects and future platforms, not learned transition systems and their operational evaluations as a central category."
ALT-d81426ebf4f9,fresh_alternate_public_search,"Towards a multi-organ, multi-omics medical digital twin.",exclude,review,review_not_primary,Offers a short multi-organ multi-omics twin perspective; does not provide substantial learned-dynamics evidence synthesis.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,review_not_primary,"This short perspective proposes a multi-organ, multi-omics twin direction without a substantial synthesis of evaluated learned dynamics."
ALT-93e4c18ce5af,fresh_alternate_public_search,Towards AI-based precision rehabilitation via contextual model-based reinforcement learning.,exclude,empirical,no_learned_dynamics,Validates a proposed rehabilitation controller only on synthetic patients; no observed medical data fit the transition dynamics.,exclude,not_applicable,no_primary_empirical_evaluation,The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,include,empirical,include_empirical,"The stroke patient transition model was developed from DOSE and EXCITE trial data, then used to evaluate action-conditioned recovery rollouts and adaptive treatment schedules in model-based reinforcement learning."
ALT-cb711f02e823,fresh_alternate_public_search,Treatment and therapy with digital twin technology,exclude,review,review_not_primary,Provides a general treatment digital-twin chapter; learned medical dynamics are not verifiably central.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,review_not_primary,The chapter provides a broad treatment-and-therapy overview of digital twins rather than a substantial synthesis of evaluated learned medical dynamics.
ALT-96b19f8d66a6,fresh_alternate_public_search,TWIN: Personalized Clinical Trial Digital Twin Generation,include,empirical,include_empirical,Learns personalized clinical-trial patient trajectories; evaluates digital-twin outcome generation under treatments.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",include,empirical,include_empirical,"TWIN learns personalized longitudinal clinical-trial records, preserves temporal relations across visits and events, and evaluates record fidelity, downstream outcome simulation, and privacy against real trial data."
ALT-87377213f8c2,fresh_alternate_public_search,Using Constrained-Disorder Principle-Based Systems to Improve the Performance of Digital Twins in Biological Systems.,exclude,review,review_not_primary,Reviews noise handling and constrained disorder in digital twins; does not centrally synthesize learned medical dynamics evaluations.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,"The review concerns noise, uncertainty, and a constrained-disorder principle for biological twins; learned medical transition evaluations are not its central evidence category."
ALT-43b2bbc48902,fresh_alternate_public_search,"Using the Non-Adoption, Abandonment, Scale-Up, Spread, and Sustainability (NASSS) Framework to Identify Barriers and Facilitators for the Implementation of Digital Twins in Cardiovascular Medicine.",exclude,review,review_not_primary,Analyzes implementation barriers for cardiovascular twins; does not review learned transition or rollout evidence centrally.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,"This document analysis studies implementation barriers and facilitators, not the methods and results of learned medical dynamic simulators."
ALT-1c61095bff41,fresh_alternate_public_search,Validating medical digital twins for clinical decision support: beyond predictive accuracy.,exclude,review,review_not_primary,Proposes validation requirements for intervention twins; is a perspective rather than a substantive evidence synthesis.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,This Perspective proposes validation principles for intervention-oriented twins but does not substantially synthesize a corpus of evaluated learned simulators.
ALT-5dc52895a3b1,fresh_alternate_public_search,Whole Genome Sequencing-based digital twin as a clinical decision support system: in-born disease risks and pharmacogenomics with Large Language Model,exclude,empirical,no_future_or_action_evaluation,Uses genomic risk and pharmacogenomic decision support; does not establish temporal or action-conditioned state dynamics.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",exclude,not_applicable,no_future_or_action_evaluation,The genome-based system produces inherited-risk and pharmacogenomic decision support with an LLM; it does not model or evaluate evolving patient states or treatment-conditioned trajectories.
ALT-397e5a31b0bc,fresh_alternate_public_search,Whole-heart electromechanical simulations using Latent Neural Ordinary Differential Equations.,exclude,empirical,no_learned_dynamics,Learns a cardiac surrogate from mechanistic simulations; transition learning is not based on observed patient dynamics.,exclude,not_applicable,no_learned_dynamics,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",exclude,not_applicable,no_learned_dynamics,"The latent neural ODE is trained on outputs of a mechanistic whole-heart simulator; patient anatomy informs the simulator, but observed patient trajectories do not fit the learned transition dynamics."
AUD-9d6f07506042,primary_search_alternate_filter,Can digital twin technology revolutionize public health emergency management? Insights from the PPRR framework.,exclude,review,review_not_primary,Discusses public-health emergency twins through a management framework; does not substantially synthesize learned medical simulators.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,The PPRR article proposes a public-health emergency management framework and future twin architecture rather than reviewing or empirically evaluating learned medical dynamics.
AUD-6f40540d5fb2,primary_search_alternate_filter,Causal Digital Twins for Precision Medicine: Integrating Multi-Omics and Wearable Data for Intervention Planning,exclude,review,review_not_primary,Presents a conceptual causal-twin architecture; does not report or synthesize primary learned dynamics evidence.,exclude,not_applicable,no_primary_empirical_evaluation,The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,exclude,not_applicable,review_not_primary,"The book develops a conceptual causal-twin architecture, governance lifecycle, and implementation roadmap without primary dynamics results or a substantial evidence synthesis."
AUD-6c0866a27898,primary_search_alternate_filter,Digital Twins for Predictive Modelling of Thrombosis and Stroke Risk: Current Approaches and Future Directions,exclude,review,review_not_primary,Sets a future research agenda for thrombosis twins; does not substantially synthesize evaluated learned dynamics.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,include,review,include_review,"This scientific statement substantially synthesizes hybrid physics-and-data-driven thrombosis twins, longitudinal updating, probabilistic forecasting, disease and therapy simulation, validation gaps, and clinical translation pathways."
