audit_id,route,title,reviewer_a_decision,reviewer_a_corpus_type,reviewer_a_reason_code,reviewer_a_rationale,reviewer_b_decision,reviewer_b_corpus_type,reviewer_b_reason_code,reviewer_b_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale
ALT-04d5c0ebe6f3,fresh_alternate_public_search,Gambling Environment Exposure Increases Temporal Discounting but Improves Model-Based Control in Regular Slot-Machine Gamblers.,exclude,not_applicable,wrong_domain,Studies gambling-context effects on reinforcement learning; does not model a substantive medical state.,exclude,not_applicable,wrong_domain,The modeled system is outside the review’s substantive medical or biomedical scope.,exclude,not_applicable,wrong_domain,reviewer_consensus,A: Studies gambling-context effects on reinforcement learning; does not model a substantive medical state. B: The modeled system is outside the review’s substantive medical or biomedical scope.
ALT-49858f3d90ed,fresh_alternate_public_search,Generative modeling of clinical time series via latent stochastic differential equations.,include,empirical,include_empirical,Learns controlled latent stochastic clinical dynamics; evaluates multistep physiological forecasts and treatment simulations.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns controlled latent stochastic clinical dynamics; evaluates multistep physiological forecasts and treatment simulations. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-0b099473166d,fresh_alternate_public_search,Graph Representation Forecasting of Patient's Medical Conditions: Toward a Digital Twin.,include,empirical,include_empirical,Learns graph-based patient physiological endpoint dynamics; evaluates future-condition forecasts and transcriptomic integration.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns graph-based patient physiological endpoint dynamics; evaluates future-condition forecasts and transcriptomic integration. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-46fd7430b78a,fresh_alternate_public_search,Graph-Enhanced Management-Context-Aware Multi-Step Forecasting of Hourly Sensor-Derived Physiological and Behavioral Indicators in Hu Sheep,exclude,not_applicable,wrong_domain,Forecasts farm-sheep behavior and physiology; the application is livestock management rather than medicine.,exclude,not_applicable,wrong_domain,The modeled system is outside the review’s substantive medical or biomedical scope.,exclude,not_applicable,wrong_domain,reviewer_consensus,A: Forecasts farm-sheep behavior and physiology; the application is livestock management rather than medicine. B: The modeled system is outside the review’s substantive medical or biomedical scope.
ALT-77e8f9271a36,fresh_alternate_public_search,Hierarchical Bayesian modelling of disease progression to inform clinical trial design in centronuclear myopathy.,include,empirical,include_empirical,Fits patient-specific Bayesian myopathy progression; predicts untreated trajectories for treatment-response assessment.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits patient-specific Bayesian myopathy progression; predicts untreated trajectories for treatment-response assessment. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-11ca23d625dd,fresh_alternate_public_search,How to improve statistical power in a trial with SCA2 patients using natural history data.,include,empirical,include_empirical,Learns SCA2 disease-course trajectories from natural history data; evaluates model-assisted trial power and treatment inference.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns SCA2 disease-course trajectories from natural history data; evaluates model-assisted trial power and treatment inference. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-cf089f5a91f0,fresh_alternate_public_search,Hybrid deep learning-mechanistic modeling of cellular dynamics from a spatiotemporal single-cell atlas.,include,empirical,include_empirical,Learns latent neural ODE cellular developmental dynamics; validates temporal trajectories on spatiotemporal single-cell data.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns latent neural ODE cellular developmental dynamics; validates temporal trajectories on spatiotemporal single-cell data. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-ad2c2c11044d,fresh_alternate_public_search,Inferring Trajectories of Psychotic Disorders Using Dynamic Causal Modeling.,include,empirical,include_empirical,Fits dynamic causal symptom-course models to longitudinal patients; validates latent trajectory recovery with empirical and simulated data.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits dynamic causal symptom-course models to longitudinal patients; validates latent trajectory recovery with empirical and simulated data. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-d3993e000d34,fresh_alternate_public_search,Integrated Longitudinal Population Dose-Hemoglobin Response of Daprodustat Following Dose Titration in Patients With Anemia in Chronic Kidney Disease.,include,empirical,include_empirical,Fits longitudinal dose-hemoglobin response dynamics; recalibrates and simulates dose-titration trajectories.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits longitudinal dose-hemoglobin response dynamics; recalibrates and simulates dose-titration trajectories. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-8e4690fb56cd,fresh_alternate_public_search,Interpretable learning of temporal cellular dynamics from single-cell data.,include,empirical,include_empirical,Learns neural ODE cellular transition dynamics; benchmarks reconstructed transitions and regulatory interactions.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns neural ODE cellular transition dynamics; benchmarks reconstructed transitions and regulatory interactions. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-6b7467bd30eb,fresh_alternate_public_search,Is San Diego California on Track to Reach HCV Elimination? A Modeling Analysis of Combination Prevention Strategies.,include,empirical,include_empirical,Calibrates HCV transmission and progression dynamics to local data; projects infections mortality and intervention scale-up scenarios.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Calibrates HCV transmission and progression dynamics to local data; projects infections mortality and intervention scale-up scenarios. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-6a64d732fb1e,fresh_alternate_public_search,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,include,empirical,include_empirical,Learns Koopman latent EEG dynamics in Parkinson disease; evaluates stimulation-conditioned dynamical changes.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns Koopman latent EEG dynamics in Parkinson disease; evaluates stimulation-conditioned dynamical changes. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-1989194480f7,fresh_alternate_public_search,Latent process model of the 6-minute walk test in Duchenne muscular dystrophy : A Bayesian approach to quantifying rare disease progression.,include,empirical,include_empirical,Fits Bayesian latent DMD walking progression; evaluates predicted longitudinal clinical-endpoint trajectories.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits Bayesian latent DMD walking progression; evaluates predicted longitudinal clinical-endpoint trajectories. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-ea4b3285b2fe,fresh_alternate_public_search,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,include,empirical,include_empirical,Learns neural-response dynamics conditioned on stimulation; evaluates forecasts for closed-loop control.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns neural-response dynamics conditioned on stimulation; evaluates forecasts for closed-loop control. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-792483034b08,fresh_alternate_public_search,LNODE: Uncovering the Latent Dynamics of A β in Alzheimer's Disease.,include,empirical,include_empirical,Fits latent network ODE amyloid dynamics to PET data; evaluates longitudinal fit and progression subtypes.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits latent network ODE amyloid dynamics to PET data; evaluates longitudinal fit and progression subtypes. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-d6abe9c98cda,fresh_alternate_public_search,Mapping the future of medicine through digital twins.,include,review,include_review,Surveys medical digital twins across clinical specialties; centrally reviews dynamic prediction simulation and intervention approaches.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,include,review,include_review,reviewer_consensus,A: Surveys medical digital twins across clinical specialties; centrally reviews dynamic prediction simulation and intervention approaches. B: Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.
ALT-e928d3e6cc41,fresh_alternate_public_search,Maximizing Knowledge Extraction From Patient-Reported Outcome Data Using Exposure-Outcome Item Response Modeling Approach: Understanding Efavirenz-Induced Central Nervous System Toxicity.,include,empirical,include_empirical,Fits exposure-dependent latent symptom progression; evaluates longitudinal drug-toxicity time courses.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits exposure-dependent latent symptom progression; evaluates longitudinal drug-toxicity time courses. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-467729658e57,fresh_alternate_public_search,Medical digital twin insights: Enhancing cancer treatment through generative modeling.,include,review,include_review,Reviews generative cancer digital-twin modeling; synthesizes disease progression and treatment-response simulation.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,include,review,include_review,reviewer_consensus,A: Reviews generative cancer digital-twin modeling; synthesizes disease progression and treatment-response simulation. B: Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.
ALT-a864b2e17b7a,fresh_alternate_public_search,Medical Digital Twin: A Review on Technical Principles and Clinical Applications.,include,review,include_review,Reviews technical principles and clinical medical-twin applications; covers learned prediction simulation and adaptive use cases.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,include,review,include_review,reviewer_consensus,A: Reviews technical principles and clinical medical-twin applications; covers learned prediction simulation and adaptive use cases. B: Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.
ALT-21155df63ca2,fresh_alternate_public_search,Modelling neural coding in the auditory midbrain with high resolution and accuracy.,include,empirical,include_empirical,Learns neural response dynamics from intracranial recordings; validates simulated responses across complex sounds.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns neural response dynamics from intracranial recordings; validates simulated responses across complex sounds. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-772584a789d2,fresh_alternate_public_search,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,include,empirical,include_empirical,Learns a Bayesian epidemic environment model at decision points; evaluates multi-objective policy planning under uncertainty.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns a Bayesian epidemic environment model at decision points; evaluates multi-objective policy planning under uncertainty. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-c8668820c69c,fresh_alternate_public_search,Myo-ODE: continuous-time trajectory reconstruction and risk prediction of high myopia via neural ordinary differential equations.,include,empirical,include_empirical,Learns continuous refractive-state dynamics with a neural ODE; evaluates interpolation extrapolation and future myopia risk.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns continuous refractive-state dynamics with a neural ODE; evaluates interpolation extrapolation and future myopia risk. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-e32f66429421,fresh_alternate_public_search,New PK/PD model directly links diabetes drug dose to blood glucose level for personalized care.,include,empirical,include_empirical,Fits personalized dose-glucose PK-PD dynamics; validates long-term drug-response prediction and dose optimization.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits personalized dose-glucose PK-PD dynamics; validates long-term drug-response prediction and dose optimization. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-e09335683ce3,fresh_alternate_public_search,Optical compression of multimodal clinical data into a unified visual memory for generative trajectory forecasting,include,empirical,include_empirical,Learns multimodal ICU trajectory dynamics in visual-token space; internally validates generative future clinical trajectories.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns multimodal ICU trajectory dynamics in visual-token space; internally validates generative future clinical trajectories. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-b062a5a9fbf8,fresh_alternate_public_search,Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial.,include,empirical,include_empirical,Learns a patient interaction model for insulin control; validates simulated recommendations and proof-of-concept clinical outcomes.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns a patient interaction model for insulin control; validates simulated recommendations and proof-of-concept clinical outcomes. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-ffa943add08e,fresh_alternate_public_search,Paracetamol Concentrations and Time-Course of Ductus Arteriosus Diameter in Extremely Preterm Neonates: A Population Pharmacokinetic-Pharmacodynamic Analysis.,include,empirical,include_empirical,Fits neonatal paracetamol and ductus-diameter dynamics; simulates dose-conditioned time courses in virtual patients.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits neonatal paracetamol and ductus-diameter dynamics; simulates dose-conditioned time courses in virtual patients. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-23f67b6e2f8e,fresh_alternate_public_search,"Patient-specific digital twins in aortic disease: integrating computational hemodynamics, immune profiling, and precision endovascular strategy.",include,review,include_review,Reviews patient-specific aortic digital-twin architectures; synthesizes hemodynamic progression and intervention simulation approaches.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,include,review,include_review,reviewer_consensus,A: Reviews patient-specific aortic digital-twin architectures; synthesizes hemodynamic progression and intervention simulation approaches. B: Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.
ALT-bf936bea3ffc,fresh_alternate_public_search,Personalized Input-Output Hidden Markov Models for Disease Progression Modeling,include,empirical,include_empirical,Learns personalized input-output hidden Markov disease transitions; evaluates future states and medication effects on Parkinson datasets.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns personalized input-output hidden Markov disease transitions; evaluates future states and medication effects on Parkinson datasets. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-e1f3bd53960a,fresh_alternate_public_search,PINN-EM: Physics-Guided Disease Progression Model of Geographic Atrophy.,include,empirical,include_empirical,Fits patient-specific PDE progression from serial OCT; evaluates extrapolated geographic-atrophy trajectories.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits patient-specific PDE progression from serial OCT; evaluates extrapolated geographic-atrophy trajectories. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-4ec8aacca130,fresh_alternate_public_search,Predicting diabetes mellitus metabolic goals and chronic complications transitions-analysis based on natural language processing and machine learning models.,include,empirical,include_empirical,Learns discrete diabetes complication transitions from EHR data; evaluates one- and two-year next-state predictions.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns discrete diabetes complication transitions from EHR data; evaluates one- and two-year next-state predictions. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-3c2780d5948f,fresh_alternate_public_search,Prediction of Alzheimer's Disease Progression with Multi-Information Generative Adversarial Network,include,empirical,include_empirical,Learns multi-information GAN Alzheimer progression; evaluates generated future disease images and stages.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns multi-information GAN Alzheimer progression; evaluates generated future disease images and stages. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-ab6014707f0f,fresh_alternate_public_search,Prediction of Disease Progression and Clinical Response in Systemic Sclerosis: Experience From a Proof-of-Concept Trial.,include,empirical,include_empirical,Fits longitudinal systemic-sclerosis progression and drug effects; validates outcomes and simulated trial designs.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits longitudinal systemic-sclerosis progression and drug effects; validates outcomes and simulated trial designs. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-7fd0dbde7906,fresh_alternate_public_search,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,include,empirical,include_empirical,Learns latent neuro-hemodynamic response to stimulation; evaluates individualized intervention-conditioned dynamics.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns latent neuro-hemodynamic response to stimulation; evaluates individualized intervention-conditioned dynamics. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-bb4c93d199b3,fresh_alternate_public_search,Probabilistic Forecasting and Information-Theoretic Analysis of Multivariate fMRI Dynamics.,include,empirical,include_empirical,Learns probabilistic multiregion fMRI dynamics; evaluates multistep neural forecasts and predictive information.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns probabilistic multiregion fMRI dynamics; evaluates multistep neural forecasts and predictive information. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-ca8c7adfc7a7,fresh_alternate_public_search,Quantitative Comparisons of Progressive Supranuclear Palsy Rating Scale Versions Using Item Response Theory.,include,empirical,include_empirical,Fits item-response disease progression dynamics; simulates trial designs and treatment-effect detection power.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits item-response disease progression dynamics; simulates trial designs and treatment-effect detection power. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-422955863466,fresh_alternate_public_search,scMTG reconstructs single-cell temporal dynamics with Markov transition generators,include,empirical,include_empirical,Learns single-cell Markov transition generators; evaluates missing-time interpolation and cross-time transitions.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Learns single-cell Markov transition generators; evaluates missing-time interpolation and cross-time transitions. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-c71fc7548383,fresh_alternate_public_search,SimulAD: a dynamical model for personalized simulation and disease staging in Alzheimer's disease.,include,empirical,include_empirical,Fits multimodal Alzheimer biomarker dynamics; externally validates simulated trajectories and disease severity.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits multimodal Alzheimer biomarker dynamics; externally validates simulated trajectories and disease severity. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-b6f8ec5868d5,fresh_alternate_public_search,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,include,empirical,include_empirical,Fits multimodal Alzheimer progression dynamics; simulates timing and dosage of amyloid interventions.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits multimodal Alzheimer progression dynamics; simulates timing and dosage of amyloid interventions. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-5bec8ffd48d9,fresh_alternate_public_search,Simulation of long-term lecanemab treatment effect on Alzheimer's disease progression.,include,empirical,include_empirical,Fits Alzheimer natural-progression models to cohort data; projects long-term lecanemab treatment delays.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits Alzheimer natural-progression models to cohort data; projects long-term lecanemab treatment delays. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-6ef29c270060,fresh_alternate_public_search,Simulation of the COVID-19 epidemic on the social network of Slovenia: Estimating the intrinsic forecast uncertainty.,include,empirical,include_empirical,Calibrates network epidemic and disease-progression dynamics; validates forecasts and uncertainty against Slovenian data.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Calibrates network epidemic and disease-progression dynamics; validates forecasts and uncertainty against Slovenian data. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-afc5b7064ab2,fresh_alternate_public_search,Simulation of the Progression of the COVID-19 Disease in Northwest Syria Using Basic and Adjusted SIR Model,include,empirical,include_empirical,Calibrates SIR progression to northwest Syria data; compares baseline and mask-intervention trajectories with observations.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Calibrates SIR progression to northwest Syria data; compares baseline and mask-intervention trajectories with observations. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-ed87368a386c,fresh_alternate_public_search,Simulation-Based Inference for Whole-Brain Network Modeling of Epilepsy using Deep Neural Density Estimators,include,empirical,include_empirical,Personalizes whole-brain seizure dynamics through simulation-based inference; validates generated spatiotemporal seizure patterns.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Personalizes whole-brain seizure dynamics through simulation-based inference; validates generated spatiotemporal seizure patterns. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-656641ee746b,fresh_alternate_public_search,Single versus multiple inhaler triple therapy in COPD using data from the pragmatic INTREPID trial: cost-effectiveness analysis from the Chilean public healthcare system perspective.,include,empirical,include_empirical,Adapts a COPD progression model with trial data; simulates long-term treatment outcomes and exacerbations.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Adapts a COPD progression model with trial data; simulates long-term treatment outcomes and exacerbations. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-6dd7b171b472,fresh_alternate_public_search,Temporal order of clinical and biomarker changes in familial frontotemporal dementia.,include,empirical,include_empirical,Fits genotype-specific frontotemporal dementia progression; simulates endpoints enrollment and prevention-trial power.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Fits genotype-specific frontotemporal dementia progression; simulates endpoints enrollment and prevention-trial power. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-0c4c70a8e30e,fresh_alternate_public_search,Thalamic regulation of reinforcement learning strategies across prefrontal-striatal networks.,exclude,not_applicable,wrong_domain,Models reinforcement-learning strategy arbitration in cognition; does not model a substantive medical health trajectory.,exclude,not_applicable,wrong_domain,The modeled system is outside the review’s substantive medical or biomedical scope.,exclude,not_applicable,wrong_domain,reviewer_consensus,A: Models reinforcement-learning strategy arbitration in cognition; does not model a substantive medical health trajectory. B: The modeled system is outside the review’s substantive medical or biomedical scope.
ALT-cc1c1352d964,fresh_alternate_public_search,The Coupled Stochastic Dynamical System: A Generative Model for Simulating and Forecasting Youth Mental Health Trajectories,include,empirical,include_empirical,Calibrates coupled stochastic mental-health and sensor dynamics; tests individual trajectories and counterfactual simulations.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Calibrates coupled stochastic mental-health and sensor dynamics; tests individual trajectories and counterfactual simulations. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-0fdbd7fc2fe3,fresh_alternate_public_search,The potential of the Medical Digital Twin in diabetes management: a review.,include,review,include_review,Reviews medical digital twins for diabetes management; synthesizes dynamic monitoring prediction and treatment applications.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,include,review,include_review,reviewer_consensus,A: Reviews medical digital twins for diabetes management; synthesizes dynamic monitoring prediction and treatment applications. B: Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.
ALT-4e7f7bf92591,fresh_alternate_public_search,The Virtual Patient Simulator: Using Hemodynamics and the Cardioenergetic Profile to Optimize Heart Failure Care.,exclude,not_applicable,no_primary_empirical_evaluation,Describes a heart-failure virtual patient decision concept; does not report a verifiable primary model evaluation.,exclude,not_applicable,no_primary_empirical_evaluation,The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,exclude,not_applicable,no_primary_empirical_evaluation,reviewer_consensus,A: Describes a heart-failure virtual patient decision concept; does not report a verifiable primary model evaluation. B: The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.
