candidate_id,title,highest_capability_claim,state_evidence,dynamics_evidence,rollout_evidence,action_evidence,uncertainty_evidence,causal_evidence,external_evidence,decision_evidence,safety_evidence,reproducibility_evidence,free_running_rollout,horizon_resolved_results,formal_calibration,frozen_external_validation,action_agnostic_comparator,action_perturbation,explicit_causal_estimand,closed_loop_evaluation,safety_hazard_test,public_code,evidence_anchors,reviewer_notes,confidence
MWM-0138,Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robotics,action_conditioned,2,2,2,0,1,NA,1,1,1,2,yes,yes,no,no,no,no,NA,offline,yes,yes,Abstract pp.1-2; Results and Table 1 pp.7-9; C-H-S-S and Fig.7 pp.18-22; Methods pp.25-29; Data Availability p.36,"Six autoregressive chunks and drift analyses support rollout evidence; recorded-action replay does not isolate action dependence, and safety evidence is limited to failure analysis rather than hazards or recovery.",high
MWM-XB062A5A9FB,Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial.,planning,2,2,2,1,1,1,2,2,2,2,yes,no,no,yes,no,no,no,real,yes,yes,"Methods report 12,981 inpatients/119,941 patient-days, seven daily periods, transformer patient model, model-based RL, patient-level internal and frozen external-hospital validation, physician review, 20-patient prospective deployment, and NCT05409391; trial Results report 16 patients, glucose reduction from 11.1±3.6 to 8.6±2.4 mmol/L (P<0.01), physician override, and no severe hypoglycemia or hyperglycemia with ketosis; Data/Code Availability reports RL-DITR and a minimum Zenodo dataset.","This is the strongest real closed-loop evidence in the batch, but the clinical trial is a small single-arm before/after feasibility study, not randomized policy comparison. Weighted interval score is uncertainty evaluation but not formal calibration. No action-removal/shuffle or randomized dose perturbation supports action-evidence level 2.",high
MWM-0149,Policy4OOD: A Knowledge-Guided World Model for Policy Intervention Simulation against the Opioid Overdose Crisis,planning,2,2,1,2,1,0,2,1,0,2,yes,yes,no,yes,yes,yes,yes,simulation,no,yes,Dataset/Table 1 pp.3-4; Method pp.5-7; Tables 2-3 pp.7-8; case studies and caveat pp.9-10,Policy removal/timing/replacement tests support action evidence and held-out states support external evidence; planning outputs remain model-generated and the paper explicitly disclaims causal effects.,high
MWM-X7FD0DBDE79,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,planning,2,2,2,2,0,NA,0,2,1,2,yes,no,no,no,no,yes,NA,simulation,no,yes,"Figs. 6-7; Methods H-BIND, k-fold validation, NMPC; Data/Code availability","Real stimulation-response trajectories support individualized dynamics; closed-loop utility and unstable-target checks are in-silico only, with no external animal or human validation.",high
MWM-0151,Progressive Experience Fusion for Multi-Task World Model Control in Endovascular Navigation,planning,1,0,1,1,1,NA,1,2,1,1,yes,no,no,no,no,no,NA,real,yes,unclear,Secs.II-B-II-F and Figs.1-5 pp.1-7; Sec.II-G and Tables I-IV pp.7-10; Discussion pp.10-11,"Closed-loop phantom navigation supports decision evidence, while direct dynamics fidelity is absent; action bounds and timeouts are safety constraints but no collision severity or override is tested.",high
MWM-0157,SAW: Toward a Surgical Action World Model via Controllable and Scalable Video Generation,action_conditioned,2,2,0,2,0,NA,0,1,1,1,no,no,no,no,yes,yes,NA,no,no,unclear,Abstract p.1; Sec.2 and Fig.1 pp.2-4; Tables 1-3 pp.4-9; Conclusion p.10,"Condition-removal ablations support action evidence, but the trajectory is a 2D control proxy and generation is a short single-shot clip without closed-loop or physical safety validation.",medium
MWM-0177,SWoMo: Neuro-Symbolic World Model for Cataract Surgery Simulation,action_conditioned,2,2,1,1,0,NA,1,1,1,2,yes,no,no,no,no,yes,NA,no,no,yes,Abstract p.1; Sec.2 and Fig.2 pp.3-6; Tables 1-2 pp.6-8; Conclusion p.9,Autoregressive chaining and qualitative novel-motion tests provide limited rollout/action evidence; rule structure is a safety proxy without measured constraint violations.,high
MWM-XC71FC75483,SimulAD: a dynamical model for personalized simulation and disease staging in Alzheimer's disease.,counterfactual,2,2,1,0,1,0,1,1,0,1,yes,no,no,no,no,no,no,no,no,no,Secs. 2.1–2.6 and Tables 1–2; Figs. 3–6 and Table 4; Discussion/Conclusion pp. 80–82.,"The paper repeats a treatment-impact capability claim, so the highest claim is counterfactual, but the empirical study tests only staging/natural-history prediction. GMC is independent yet adapted through imputation/harmonization and GMC-specific fitting.",high
MWM-0164,Simulating clinical interventions with a generative multimodal model of human physiology,counterfactual,2,2,0,2,1,1,2,1,1,1,no,yes,no,yes,yes,yes,yes,offline,no,no,Claims/cohorts pp.2-4; Figs.2-6 pp.6-20; Methods pp.28-49; Data/Code Availability p.50,"Paired dose/intervention queries and aggregate trial comparisons justify action and partial causal evidence, but curves are independent queries and observational training does not identify individual effects.",high
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,counterfactual,2,2,1,2,1,1,1,1,0,0,yes,no,no,no,yes,yes,yes,offline,no,no,"Methods define 442 amyloid-positive ADNI participants/2,781 observations, irregular multimodal data, four coupled latent disease components, Gaussian decoders, and intervention simulation; Results figures compare natural history with 50%/100% amyloid lowering over intervention times and long disease-course trajectories; Discussion explicitly bounds conclusions as hypothetical model-based scenarios.","The paper defines a clear no-treatment versus dose/timing intervention contrast, but no treated outcomes identify that contrast. Causal evidence is therefore partial: confounding, empirical overlap, and treatment-effect validation are unavailable. Long trajectories are generated, but performance degradation is not reported at multiple rollout horizons. No code, trained parameters, formal calibration, or safety model was found.",high
MWM-0166,Sonata: A Hybrid World Model for Inertial Kinematics under Clinical Data Scarcity,passive_forecasting,2,1,0,NA,0,NA,2,1,0,1,no,no,no,yes,NA,NA,NA,no,no,unclear,Secs.1-3 and Table 1 pp.1-5; Sec.4 pp.5-8; Tables 2-5 pp.8-18; limitations pp.12-13,"Despite speculative action/counterfactual wording, no action variable is operationalized. Evidence is passive one-step prediction with frozen cross-dataset transfer.",high
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,action_conditioned,2,1,0,1,0,NA,0,1,0,0,no,no,no,no,yes,no,NA,offline,no,no,Sec. 2.2/Fig. 2; Sec. 3.1; Table 1; Fig. 4,"Large person-disjoint held-out scan evaluation supports offline guidance utility, but transition fidelity is only a downstream proxy and there is no rollout, uncertainty, external site, code, or data release.",high
MWM-0170,Surg-UniWorld: A Unified Surgical World Model with Multimodal Control Experts,action_conditioned,2,2,0,2,0,NA,0,0,0,2,no,no,no,no,yes,yes,NA,no,no,yes,Abstract and Secs.I-III pp.1-3; Secs.IV-V and Tables II-V pp.3-10,"Extensive control-modality removal supports action evidence, but future controls expose the full sequence and generation is neither autonomous nor closed-loop.",high
MWM-0174,SurgVista: Long-Horizon Surgical World Modeling with Plausible Instrument-Tissue Dynamics,action_conditioned,2,2,2,1,0,NA,1,0,0,0,yes,yes,no,unclear,no,no,NA,no,no,no,Formulation pp.1-3; Methods pp.4-6; benchmark pp.6-7; Tables 1-5 pp.8-9,"Chained 80/800-frame evaluations support rollout evidence. Control-module ablations are limited action evidence; absent split provenance, appendix and code weaken external/reproducibility judgments.",medium
MWM-0175,SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Planning,planning,2,2,2,0,0,NA,0,0,0,0,yes,yes,no,no,no,no,NA,no,no,unclear,Introduction pp.1-4; data pp.4-5; Tables 1-3 and Fig.3 pp.7-15,"Autoregressive errors at 5/10/15 steps support rollout evidence, but historical 2D trajectories are observations rather than commanded actions and no planner is evaluated.",medium
MWM-S006,Surgical Procedural Planning as 3D World Modelling: Towards Automated Pulmonary Resection,planning,1,0,0,1,0,0,0,1,1,0,no,no,no,no,no,no,no,offline,yes,no,Abstract p.1; Sec.3 and Figs.2-4 pp.2-5; explicit no-anatomy-simulation statement p.5; Tables 1-3 pp.6-8,"Planner/module ablations and safety rules support limited action/safety evidence, but no post-resection dynamics are simulated and retrospective plan matching cannot validate causal consequences.",medium
MWM-S005,Surgical Vision World Model,action_conditioned,2,2,2,1,0,NA,0,0,0,1,yes,yes,no,no,no,yes,NA,no,no,yes,Methods/data pp.3-5; Results and Table 2 pp.6-8; Conclusion p.9,Autoregressive performance at two/four/six frames supports rollout evidence; inferred-versus-random latent codes test sensitivity but do not provide an action-agnostic comparator or semantic grounding.,high
MWM-0173,Surgical WAM: A World-Action Model for Data-Efficient Surgical Robot Learning,planning,1,0,1,0,0,NA,1,2,0,0,yes,yes,no,no,no,no,NA,simulation,no,unclear,Abstract pp.1-2; Sec.3 and Fig.2 pp.4-5; Sec.4 and Tables 1-3 pp.5-8,Receding-horizon task success supports planning but not direct world-state or transition fidelity; quantitative evidence is simulation-only and action dependence is not tested.,high
MWM-XCC1C1352D9,The Coupled Stochastic Dynamical System: A Generative Model for Simulating and Forecasting Youth Mental Health Trajectories,counterfactual,2,2,2,0,2,0,0,1,1,1,yes,yes,yes,no,no,no,no,offline,no,no,Abstract; Methods Secs. 2.1–2.7 pp. 5–15; Results Tables 3–4/Figs. 3–5 pp. 16–20; Discussion pp. 20–25.,"Counterfactual/intervention capability is claimed, but reported tests are passive generation and rolling forecasts. Forecasts are horizon-resolved with calibration plots; no action perturbation, causal estimand, external cohort, prospective utility, or current public code.",high
MWM-0199,Toward Safe Autonomous Robotic Endovascular Interventions using World Models,planning,2,1,1,1,0,NA,1,2,2,1,yes,no,no,no,no,no,NA,real,yes,unclear,Methods pp.2-4; Tables I-II and Results pp.5-6; Limitations/Safety pp.6-7,"Real phantom closed-loop control and measured force/speed/failure categories support decision and safety evidence, but learned-dynamics error and uncertainty are not evaluated.",high
MWM-0200,Toward World Modeling of Physiological Signals with Chaos-Theoretic Balancing and Latent Dynamics,counterfactual,2,2,2,1,0,0,1,0,0,2,yes,yes,no,no,no,yes,no,no,no,yes,Abstract p.1; Sec.3 and Table 1 pp.3-5; Figs.2-3 and Tables 2-3 pp.5-10; Appendix Tables 4-10,"Long-versus-short free rollouts and public code support strong forecasting evidence, but qualitative replacement of observational action channels does not validate counterfactual effects.",high
MWM-X009A6E0F91,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,planning,2,1,1,2,1,1,1,2,1,2,yes,no,no,no,yes,yes,no,simulation,no,yes,"Methods define MZ (586/142; 66 symptoms/4 diseases) and DX (423/104; 41 symptoms/5 diseases), propensity latent matching, progressive assurance inquiry/diagnosis, Ptrain-to-Pall OOD evaluation, 1/3-symptom inquiry budgets, five-fold analysis, and five seeds; Results include matching/masking ablations, sequential diagnostic success, OOD comparisons, and six-physician blinded evaluation; official CAMAD repository provides code.","The closed loop is a short patient-simulator dialogue, not live clinical use. Matching and intervention-inspired masking address two observed inquiry biases but do not specify a causal treatment estimand or complete identification assumptions. Confidence thresholds and limited query budgets are safety-adjacent, not an explicit hazard test. Cross-dataset/OOD evidence is useful but not frozen institutional validation.",high
MWM-X5E3C456867,Towards Surgical World-Action Modeling: A Preliminary Joint Visual-Trajectory Forecasting for Surgical Motion Planning,planning,2,2,2,0,0,NA,0,1,0,1,yes,yes,no,no,no,no,NA,offline,no,no,Secs. 1-2 pp. 2-6; Fig. 1 p. 4; Sec. 3 pp. 6-8 and Table 1 p. 8; Fig. 2 and conclusion pp. 8-9,"The title and framing claim relevance to surgical motion planning, so coding is against planning. The experiment nevertheless forecasts the recorded expert trajectory as an output and never conditions on, selects, optimizes, or executes a chosen action. It earns direct state/dynamics and free-running rollout evidence because decoded visual states and trajectory errors are reported across five segments of a fully autoregressive 15-step rollout. Decision evidence is only an offline planning proxy. The single benchmark, missing split details, no repeated-run statistics, absent uncertainty, and lack of public training code limit external and reproducibility evidence.",medium
MWM-S003,Treatment-aware Diffusion Probabilistic Model for Longitudinal MRI Generation and Diffuse Glioma Growth Prediction,counterfactual,2,2,0,2,1,0,2,0,0,1,no,yes,no,yes,yes,yes,no,no,no,unclear,Abstract/Sec.I pp.1-2; Secs.III-IV pp.5-10; Tables I-III and Figs.3-10; Limitations pp.12-13,"Treatment-removal ablations and external MRI fidelity are strong, but direct conditional generation is not free-running and observed-treatment prediction does not identify alternative-treatment outcomes.",high
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,counterfactual,1,1,2,1,1,0,1,2,0,1,yes,yes,no,unclear,yes,yes,no,simulation,no,no,Clinical Trial Design/Power Curve; Case Studies I-II and Figs. 2-4; Conclusion,"The public simulator performs placebo-versus-assumed-effect trial rollouts and go/no-go design analyses, but effects are user imposed, not estimated or causally validated; current simulator validation is absent.",high
MWM-0215,World Model Enhanced Offline Reinforcement Learning for Sequential Intervention Optimization in Acute Kidney Injury,planning,2,1,0,1,1,1,0,2,1,0,no,no,no,no,no,no,yes,offline,yes,unclear,Abstract p.1; Sec.3 pp.4-7; Tables 1-3 pp.7-10; Discussion pp.11-12; Data Availability p.13,"One-step state/reward prediction and OPE support partial causal and decision evidence, but no free-running validation, treatment overlap, calibration or external test is reported.",medium
MWM-0315,World Models for General Surgical Grasping,planning,1,0,1,1,1,NA,1,2,1,1,yes,no,no,no,no,yes,NA,real,yes,yes,Secs.I-IV and Figs.1-3 pp.1-4; Sec.V and Table III pp.8-9; Secs.VI-VII and Table IV pp.10-11,"Real-robot closed-loop task and disturbance tests support planning and limited safety evidence, but direct world-state/dynamics fidelity and calibrated uncertainty are absent.",high
MWM-0290,X-WIN: Building Chest Radiograph World Model via Predictive Sensing,action_conditioned,2,2,0,1,0,NA,1,1,0,1,no,no,no,no,no,yes,NA,no,no,yes,Architecture/action pp.1-4; Sec.4 and Tables 1-4 pp.5-7; Table 5 p.8,"Simulated rotation is a geometric action with angular-step ablations, but there is no action-agnostic comparator or temporal rollout; external datasets mainly support fitted downstream probes.",high
MWM-S002,Xray2Xray: World Model from Chest X-rays with Volumetric Context,action_conditioned,2,2,1,1,0,NA,1,1,0,1,yes,no,no,no,no,no,NA,no,no,unclear,Secs.1-2 and Fig.1 pp.1-5; Sec.3 and Tables 1-3 pp.5-8; Conclusion pp.8-9,"Recursive projection generation supports rollout use but lacks angle-resolved drift analysis; direction tokens are not isolated by removal or shuffle, and CheXpert requires adaptation.",high
MWM-0114,medDreamer: Model-Based Reinforcement Learning with Latent Imagination on Complex EHRs for Clinical Decision Support,planning,1,0,1,1,1,1,1,2,1,0,yes,no,no,no,no,no,no,offline,no,unclear,Secs.1-3 pp.1-8; Sec.4 and Tables 1-2 pp.8-13; appendices pp.18-19,"Policy claims rely on latent imagination and OPE without direct transition validation, overlap analysis, or identified causal estimand; reported mortality intervals and split details require adjudication.",medium
