candidate_id,title,abstract,final_corpus_type,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,final_decision,final_reason_code,resolution_route,adjudication_rationale,source_routes,source_record_ids,exact_match_group_size,manual_lineage_review_required,lineage_action,lineage_canonical_candidate_id,lineage_relation_type,lineage_rationale,lineage_source_anchor,lineage_confidence
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,"Severe infectious diseases such as the novel coronavirus (COVID-19) pose a huge threat to public health. Stringent control measures, such as school closures and stay-at-home orders, while having significant effects, also bring huge economic losses. In the face of an emerging infectious disease, a crucial question for policymakers is how to make the trade-off and implement the appropriate interventions timely given the huge uncertainty. In this work, we propose a Multi-Objective Model-based Reinforcement Learning framework to facilitate data-driven decision-making and minimize the overall long-term cost. Specifically, at each decision point, a Bayesian epidemiological model is first learned as the environment model, and then the proposed model-based multi-objective planning algorithm is applied to find a set of Pareto-optimal policies. This framework, combined with the prediction bands for each policy, provides a real-time decision support tool for policymakers. The application is demonstrated with the spread of COVID-19 in China.",empirical,"Wan R, Zhang X, Song R.",2022,2022-02-26,,,,https://europepmc.org/article/PPR/PPR597469,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,A Bayesian epidemiological transition model is learned at each decision point and used for multi-objective planning; Pareto policies and predictive bands are evaluated on COVID-19 control data.,expanded_search,ALT-772584a789d2,1,no,retain,MWM-X772584A789,cross_repository_preprint_versions,"The Europe PMC preprint record corresponds to arXiv 2009.04607, whose current public version is v3. It is a distinct Wan-Zhang-Song multi-objective study, not a renamed version of the single-author malaria-control paper MWM-0369; no publisher successor was found.",https://arxiv.org/abs/2009.04607v3;https://europepmc.org/article/PPR/PPR597469;https://doi.org/10.24963/ijcai.2021/71,high
MWM-XBAD327876F,OMG-RL:Offline Model-based Guided Reward Learning for Heparin Treatment,"Accurate medication dosing holds an important position in the overall patient therapeutic process. Therefore, much research has been conducted to develop optimal administration strategy based on Reinforcement learning (RL). However, Relying solely on a few explicitly defined reward functions makes it difficult to learn a treatment strategy that encompasses the diverse characteristics of various patients. Moreover, the multitude of drugs utilized in clinical practice makes it infeasible to construct a dedicated reward function for each medication. Here, we tried to develop a reward network that captures clinicians' therapeutic intentions, departing from explicit rewards, and to derive an optimal heparin dosing policy. In this study, we introduce Offline Model-based Guided Reward Learning (OMG-RL), which performs offline inverse RL (IRL). Through OMG-RL, we learn a parameterized reward function that captures the expert's intentions from limited data, thereby enhancing the agent's policy. We validate the proposed approach on the heparin dosing task. We show that OMG-RL policy is positively reinforced not only in terms of the learned reward network but also in activated partial thromboplastin time (aPTT), a key indicator for monitoring the effects of heparin. This means that the OMG-RL policy adequately reflects clinician's intentions. This approach can be widely utilized not only for the heparin dosing problem but also for RL-based medication dosing tasks in general.",empirical,Yooseok Lim; Sujee Lee,2024,2024-09-20,arXiv (Cornell University),10.48550/arxiv.2409.13299,2409.13299,http://arxiv.org/abs/2409.13299,preprint,['openalex'],"['""world model"" treatment']",open-access,include,include_empirical,merged_inclusion_sources,"Clinical heparin trajectories train an ensemble probabilistic dynamics model of patient state under dosing actions; recursive model rollouts generate trajectories for reward and policy learning, followed by off-policy return and treatment-success evaluation.",exhaustive_rescreen,AUD-d2a31182ebf8,1,no,retain,MWM-XBAD327876F,preprint_to_journal_successor,arXiv 2409.13299 v2 was published with the same title and authors in Biomedical Engineering Advances as DOI 10.1016/j.bea.2025.100198. Retain the candidate but use the journal article as its canonical publication version.,https://arxiv.org/abs/2409.13299v2;https://doi.org/10.1016/j.bea.2025.100198,high
MWM-XB062A5A9FB,Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial.,"The personalized titration and optimization of insulin regimens for treatment of type 2 diabetes (T2D) are resource-demanding healthcare tasks. Here we propose a model-based reinforcement learning (RL) framework (called RL-DITR), which learns the optimal insulin regimen by analyzing glycemic state rewards through patient model interactions. When evaluated during the development phase for managing hospitalized patients with T2D, RL-DITR achieved superior insulin titration optimization (mean absolute error (MAE) of 1.10 ± 0.03 U) compared to other deep learning models and standard clinical methods. We performed a stepwise clinical validation of the artificial intelligence system from simulation to deployment, demonstrating better performance in glycemic control in inpatients compared to junior and intermediate-level physicians through quantitative (MAE of 1.18 ± 0.09 U) and qualitative metrics from a blinded review. Additionally, we conducted a single-arm, patient-blinded, proof-of-concept feasibility trial in 16 patients with T2D. The primary outcome was difference in mean daily capillary blood glucose during the trial, which decreased from 11.1 (±3.6) to 8.6 (±2.4) mmol L -1 (P < 0.01), meeting the pre-specified endpoint. No episodes of severe hypoglycemia or hyperglycemia with ketosis occurred. These preliminary results warrant further investigation in larger, more diverse clinical studies. ClinicalTrials.gov registration: NCT05409391 .",empirical,Guangyu Wang; Xiaohong Liu; Zhen Ying; Guoxing Yang; Zhiwei Chen; Zhiwen Liu; Min Zhang; Hongmei Yan; Yuxing Lu; Yuanxu Gao; Kanmin Xue; Xiaoying Li; Ying Chen,2023,2023,Nature medicine,10.1038/s41591-023-02552-9,,https://pubmed.ncbi.nlm.nih.gov/37710000/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,include,include_empirical,merged_inclusion_sources,"A patient model learns action-conditioned glucose transitions from longitudinal EHR trajectories, is recursively unrolled for multistep insulin planning, and is validated internally, externally, and prospectively.",expanded_search,ALT-b062a5a9fbf8,1,no,retain,MWM-XB062A5A9FB,conference_abstract_to_full_article,The 2022 ADA 63-OR conference abstract is a preliminary report from the same clinical-trial program; the 2023 Nature Medicine paper is the full article with complete methods and results. No duplicate full article appears in the corpus.,https://diabetesjournals.org/diabetes/article/71/Supplement_1/63-OR/145996/63-OR-Type-1-Diabetes-Clinical-Trial-Simulator-A;https://doi.org/10.1038/s41591-023-02552-9,high
MWM-X7FD0DBDE79,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,"Neurostimulation for cardiovascular control faces challenges due to the lack of predictive modeling for stimulus-driven dynamic responses, which is crucial for precise neuromodulation via quality feedback. We address this by employing a digital twin approach that leverages computational mechanisms underlying neuro-hemodynamic responses during neurostimulation. Our results emphasize the computational role of the nucleus tractus solitarius (NTS) in the brainstem in determining these responses. The intrinsic neural circuit within the NTS harbors collective dynamics residing in a low-dimensional latent space, which effectively captures stimulus-driven hemodynamic perturbations. Building on this, we developed a digital twin framework for individually optimized predictive modeling of neuromodulatory outcomes. This framework potentially enables the design of closed-loop neurostimulation systems for precise hemodynamic control. Consequently, our digital twin based on neural computation mechanisms marks an advancement in the artificial regulation of internal organs, paving the way for precise translational medicine to treat chronic diseases.",empirical,"Lee J, Mun J, Choo M, Park SM.",2025,2025-04-23,,10.1038/s41746-025-01635-w,,https://europepmc.org/article/MED/40269082,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,A patient-specific latent neural-computation transition maps stimulation to evolving hemodynamic response and is evaluated for prediction and prospective closed-loop control design.,expanded_search,ALT-7fd0dbde7906,1,no,retain,MWM-X7FD0DBDE79,no_related_version_identified,"The npj Digital Medicine article is the stable full report. No same-study preprint, duplicate corpus record, correction, withdrawal, or retraction was identified.",https://doi.org/10.1038/s41746-025-01635-w,high
MWM-XC71FC75483,SimulAD: a dynamical model for personalized simulation and disease staging in Alzheimer's disease.,"SimulAD is a computational disease progression model (DPM) originally developed on the ADNI database to simulate the evolution of clinical and imaging markers characteristic of AD, and to quantify the disease severity (DS) of a subject. In this work, we assessed the validity of this estimated DS, as well as the generalization of the DPM., by applying SimulAD on a new cohort from the Geneva Memory Center (GMC). The differences between the estimated DS of healthy, mild cognitive impairment and AD dementia groups were statistically significant (p-values < 0.05; d ≥ 0.8). DS correlated with MMSE (ρ = -0.55), hippocampal atrophy (ρ = -0.62), glucose hypometabolism (ρ = -0.67), amyloid burden (ρ = 0.31) and tau deposition (ρ = 0.62) (p-values < 0.01). Based on the dynamics estimated on the ADNI cohort, we simulated a DPM for the subjects of the GMC cohort. The difference between the temporal evolution of similar biomarkers simulated on the ADNI and GMC cohorts remained below 10%. This study illustrates the robustness and good generalization of SimulAD, highlighting its potential for clinical and pharmaceutical studies.",empirical,Abi Nader Clément; Federica Ribaldi; Giovanni B Frisoni; Valentina Garibotto; Philippe Robert; Nicholas Ayache; Marco Lorenzi,2022,2022,Neurobiology of aging,10.1016/j.neurobiolaging.2021.12.015,,https://pubmed.ncbi.nlm.nih.gov/35320737/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,include,include_empirical,merged_inclusion_sources,SimulAD learns joint imaging and clinical biomarker dynamics from ADNI and evaluates personalized trajectory simulation and disease-stage generalization in an independent Geneva cohort.,expanded_search,ALT-c71fc7548383,1,no,retain,MWM-XC71FC75483,companion_study_family,"This article validates the SimulAD disease-progression model and staging measure on an external cohort. It is related to the earlier intervention simulation MWM-XB6F8EC5868 and later Phase III extension MWM-X36A3691F14, but each has a distinct primary question and evidence set.",https://doi.org/10.1016/j.neurobiolaging.2021.12.015;https://doi.org/10.1093/braincomms/fcab091;https://doi.org/10.64898/2026.05.03.26352317,high
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,"In this study, we investigate SimulAD, a novel quantitative instrument for the development of intervention strategies for disease-modifying drugs in Alzheimer's disease. SimulAD is based on the modeling of the spatio-temporal dynamics governing the joint evolution of imaging and clinical biomarkers along the history of the disease, and allows the simulation of the effect of intervention time and drug dosage on the biomarkers' progression. When applied to multi-modal imaging and clinical data from the Alzheimer's Disease Neuroimaging Initiative the method enables to generate hypothetical scenarios of amyloid lowering interventions. The results quantify the crucial role of intervention time, and provide a theoretical justification for testing amyloid modifying drugs in the pre-clinical stage. Our experimental simulations are compatible with the outcomes observed in past clinical trials, and suggest that anti-amyloid treatments should be administered at least 7 years earlier than what is currently being done in order to obtain statistically powered improvement of clinical endpoints.",empirical,"Abi Nader C, Ayache N, Frisoni GB, Robert P, Lorenzi M, Alzheimer’s Disease Neuroimaging Initiative.",2021,2021-04-28,,10.1093/braincomms/fcab091,,https://europepmc.org/article/MED/34085040,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,SimulAD learns joint biomarker transitions from multimodal ADNI data and evaluates intervention-time and dosage branches through free disease-course simulation and trial-compatible outcomes.,expanded_search,ALT-b6f8ec5868d5,1,no,retain,MWM-XB6F8EC5868,preprint_to_journal_successor_and_companion_study_family,bioRxiv 10.1101/2020.09.02.279521 is the preprint of the Brain Communications article. This is the SimulAD intervention-simulation study and remains separate from the external-cohort validation MWM-XC71FC75483 and Phase III extension MWM-X36A3691F14.,https://doi.org/10.1101/2020.09.02.279521;https://doi.org/10.1093/braincomms/fcab091;https://doi.org/10.1016/j.neurobiolaging.2021.12.015;https://doi.org/10.64898/2026.05.03.26352317,high
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,"The complex structure of the heart leads to significant challenges in echocardiography, especially in acquisition cardiac ultrasound images. Successful echocardiography requires a thorough understanding of the structures on the two-dimensional plane and the spatial relationships between planes in three-dimensional space. In this paper, we innovatively propose a large-scale self-supervised pre-training method to acquire a cardiac structure-aware world model. The core innovation lies in constructing a self-supervised task that requires structural inference by predicting masked structures on a 2D plane and imagining another plane based on pose transformation in 3D space. To support large-scale pre-training, we collected over 1.36 million echocardiograms from ten standard views, along with their 3D spatial poses. In the downstream probe guidance task, we demonstrate that our pre-trained model consistently reduces guidance errors across the ten most common standard views on the test set with 0.29 million samples from 74 routine clinical scans, indicating that structure-aware pre-training benefits the scanning.",empirical,Haojun Jiang; Meng Li; Zhenguo Sun; Ning Jia; Yu Sun; Shaqi Luo; Shiji Song; Gao Huang,2024,2024-06-28,arXiv (Cornell University),10.48550/arxiv.2406.19756,2406.19756,http://arxiv.org/abs/2406.19756,preprint,['openalex'],"['""world model"" clinical', '""world model"" echocardiography', '""world model"" medicine']",open-access,include,include_empirical,merged_inclusion_sources,Paired echocardiographic planes and their pose changes train a model to predict target-plane features from a source plane and probe transformation; the learned spatial transition is operationally evaluated through six-degree-of-freedom probe-guidance error.,exhaustive_rescreen,AUD-93cb6bb435b3,1,no,retain,MWM-X9C071A2447,preprint_to_workshop_proceedings_and_companion_study_family,"arXiv 2406.19756 v2 corresponds to the ASMUS/MICCAI workshop chapter DOI 10.1007/978-3-031-73647-6_6. It shares the full author team with Cardiac Copilot MWM-0294, but uses a distinct self-supervised objective, substantially larger ten-view dataset, and separate evaluation, so it is a companion rather than a duplicate.",https://arxiv.org/abs/2406.19756v2;https://doi.org/10.1007/978-3-031-73647-6_6;https://doi.org/10.1007/978-3-031-72378-0_18,high
MWM-XCC1C1352D9,The Coupled Stochastic Dynamical System: A Generative Model for Simulating and Forecasting Youth Mental Health Trajectories,"Mechanism-informed models that can simulate counterfactual mental-health trajectories remain scarce in digital phenotyping. Most existing approaches either predict outcomes from sensor-derived data without specifying the cross-domain generative process or reconstruct latent dynamics without encoding the mechanistic assumptions needed for intervention simulation. Here, we introduce the Coupled Stochastic Dynamical System (CSDS), a forward generative model that jointly simulates digital engagement, wearable physiology, and psychiatric burden as a family of coupled stochastic processes. Using the multi-year GLOBEM cohort (N=496) integrating passive sensing, ecological momentary assessment, and survey-based measures, we first identified four distinct behavioural phenotypes by clustering. Bayesian inversion of the CSDS satisfied 80–83% of clusters’ weighted phenotype targets through separable traitvulnerability, physical-activity, and affective-response parameter families. Participant-level inversion produced virtual twins that recovered the individual dynamic structure of complex human behaviours: Hidden Markov Models trained on the synthetic timeseries decoded observed state occupancy and transitions ( r =0.84–0.87 and 0.93–0.94), and outperformed mean- or persistence-based null models in shorthorizon magnitude prediction, with sparser affective channels showing horizon-stable directional forecasting above chance (66–78% balanced accuracy to 21 days). These findings position generative behavioural models as falsifiable and interpretable frameworks for studying youth mental-health trajectories and for developing future personalised interventions.",empirical,"Koutsouleris N, Turner G, Grüning DJ, Penzel N, Jacobs G, Fietz J, Buciuman M, Urquijo M, Mena S, Fraza C, Lalousis P, Antonucci LA, Schneider S, Wang H, Jirsa V, Slovak P, Orben A.",2026,2026-07-29,,10.64898/2026.07.26.26358943,,https://europepmc.org/article/PPR/PPR1288838,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,"CSDS is calibrated by Bayesian inversion to multimodal longitudinal sensing and symptom data, then directly evaluates individual virtual-twin state transitions and forecasts through 21 days.",expanded_search,ALT-cc1c1352d964,1,no,retain,MWM-XCC1C1352D9,current_preprint_no_successor_identified,"The medRxiv DOI is the current primary report. No same-title successor, duplicate corpus record, correction, withdrawal, or retraction was identified by the cutoff.",https://doi.org/10.64898/2026.07.26.26358943,medium
MWM-X009A6E0F91,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,"Medical diagnosis assistant (MDA) aims to build an interactive diagnostic agent to sequentially inquire about symptoms for discriminating diseases. However, since the dialogue records for building a patient simulator are collected passively, the collected records might be deteriorated by some task-unrelated biases, such as the preference of the collectors. These biases might hinder the diagnostic agent to capture transportable knowledge from the simulator. This work identifies and resolves two representative non-causal biases, i.e., (i) default-answer bias and (ii) distributional inquiry bias. Specifically, Bias (i) originates from the patient simulator which tries to answer the unrecorded inquiries with some biased default answers. To eliminate this bias and improve upon a well-known causal inference technique, i.e., propensity score matching, we propose a novel propensity latent matching in building a patient simulator to effectively answer unrecorded inquiries; Bias (ii) inherently comes along with the passively collected data that the agent might learn by remembering what to inquire within the training data while not able to generalize to the out-of-distribution cases. To this end, we propose a progressive assurance agent, which includes the dual processes accounting for symptom inquiry and disease diagnosis respectively. The diagnosis process pictures the patient mentally and probabilistically by intervention to eliminate the effect of the inquiry behavior. And the inquiry process is driven by the diagnosis process to inquire about symptoms to enhance the diagnostic confidence which alters as the patient distribution changes. In this cooperative manner, our proposed agent can improve upon the out-of-distribution generalization significantly. Extensive experiments demonstrate that our framework achieves new state-of-the-art performance and possesses the advantage of transportability.",empirical,Junfan Lin; Keze Wang; Ziliang Chen; Xiaodan Liang; Liang Lin,2023,2023,IEEE transactions on pattern analysis and machine intelligence,10.1109/tpami.2023.3292363,,https://pubmed.ncbi.nlm.nih.gov/37405895/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,include,include_empirical,merged_inclusion_sources,"The patient simulator learns symptom-response behavior from passive clinical dialogues using propensity latent matching, and the interactive action-response process is evaluated for sequential diagnosis and out-of-distribution transportability.",expanded_search,ALT-009a6e0f911b,1,no,retain,MWM-X009A6E0F91,preprint_to_journal_successor,arXiv 2003.06534 and IEEE TPAMI DOI 10.1109/TPAMI.2023.3292363 are the preprint and journal versions of the same study. The TPAMI article is canonical and no duplicate candidate occurs in the corpus.,https://arxiv.org/abs/2003.06534;https://doi.org/10.1109/tpami.2023.3292363,high
MWM-X5E3C456867,Towards Surgical World-Action Modeling: A Preliminary Joint Visual-Trajectory Forecasting for Surgical Motion Planning,"Reliable surgical planning requires models to anticipate not only how instruments will move, but also how the operative visual state will evolve together with such motion. Existing approaches typically treat future scene generation and instrument trajectory prediction as two separate tasks. Scene-only models cannot directly evaluate the accuracy of future instrument motion at the trajectory level, while trajectory-only models fail to capture the visual consequences of instrument movement, leaving the consistency between predicted trajectories and future scene evolution unaddressed. Jointly forecasting both provides a more complete account of surgical action-scene dynamics by enabling explicit trajectory-level evaluation while simultaneously modeling the corresponding visual evolution. To bridge this gap, we present a preliminary joint visual-trajectory world-action model that simultaneously forecasts future visual states and instrument trajectories from historical surgical observations. Specifically, we encode historical video frames and tool trajectories into latent representations, which are processed by a temporal-spatial encoder and subsequently decoded through separate visual-state and trajectory prediction heads. Based on this preliminary architecture, a chunked autoregressive rollout is repeatedly applied to predict fifteen future steps. The chunked strategy consistently outperforms direct one-shot prediction across all evaluated horizons, improving first-segment PSNR from 18.86 to 23.11 dB and reducing ADE from 45.77 to 22.22 pixels. These results demonstrate the initial feasibility of joint visual-motion forecasting. However, we observe progressive visual degradation and accumulated trajectory errors over longer prediction horizons, which remain important challenges for future surgical world-action modeling.",empirical,Weiliang Huang; Huanrong Liu; Bob Zhang; Qi Dou; Zhen Chen; Yun Gu; Guy Rosman; Qingbiao Li,2026,2026-08-20,arXiv (Cornell University),10.48550/arxiv.2608.20284,2608.20284,https://arxiv.org/abs/2608.20284,preprint,['openalex'],"['""surgical world model""']",open-access,include,include_empirical,merged_inclusion_sources,"The model learns joint surgical visual-state and instrument-trajectory transitions from observed video and tool histories, then directly evaluates fifteen-step chunked autoregressive rollouts. This is learned multistep medical dynamics rather than an isolated endpoint predictor.",sampled_audit,AUD-5087605e130b,1,no,retain,MWM-X5E3C456867,companion_study_family,"The arXiv v1 paper presents a joint visual-trajectory forecasting model. It shares authors and the surgical motion-planning program with benchmark paper MWM-0175, but the latter contributes the SurgWMBench benchmark and evaluation protocol; they are companion studies, not duplicate publications.",https://arxiv.org/abs/2608.20284v1;https://arxiv.org/abs/2608.08070,high
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,"Clinical trials seeking to delay or prevent the onset of type 1 diabetes (T1D) face a series of pragmatic challenges. Despite more than 100 years since the discovery of insulin, teplizumab remains the only FDA-approved therapy to delay progression from Stage 2 to Stage 3 T1D. To increase the efficiency of clinical trials seeking this goal, our project sought to inform T1D clinical trial designs by developing a disease progression model-based clinical trial simulation tool. Using individual-level data collected from the TrialNet Pathway to Prevention and The Environmental Determinants of Diabetes in the Young natural history studies, we previously developed a quantitative joint model to predict the time to T1D onset. We then applied trial-specific inclusion/exclusion criteria, sample sizes in treatment and placebo arms, trial duration, assessment interval, and dropout rate. We implemented a function for presumed drug effects. To increase the size of the population pool, we generated virtual populations using multivariate normal distribution and ctree machine learning algorithms. As an output, power was calculated, which summarizes the probability of success, showing a statistically significant difference in the time distribution until the T1D diagnosis between the two arms. Using this tool, power curves can also be generated through iterations. The web-based tool is publicly available: https://app.cop.ufl.edu/t1d/. Herein, we briefly describe the tool and provide instructions for simulating a planned clinical trial with two case studies. This tool will allow for improved clinical trial designs and accelerate efforts seeking to prevent or delay the onset of T1D.",empirical,Juan Francisco Morales; Marian Klose; Yannick Hoffert; Jagdeep T Podichetty; Jackson Burton; Stephan Schmidt; Klaus Romero; Inish O'Doherty; Frank Martin; Martha Campbell-Thompson; Michael J Haller; Mark A Atkinson; Sarah Kim,2024,2024,CPT: pharmacometrics & systems pharmacology,10.1002/psp4.13193,,https://pubmed.ncbi.nlm.nih.gov/38961520/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,include,include_empirical,merged_inclusion_sources,"A joint natural-history model fitted to TrialNet and TEDDY data drives virtual progression to type 1 diabetes, treatment-effect scenarios, and repeated trial-power simulations.",expanded_search,ALT-2e0b832a46b2,1,no,retain,MWM-X2E0B832A46,conference_abstract_to_full_article_and_companion_trial_simulator_series,"The 2022 ADA 63-OR report is a conference-abstract precursor to the full 2024 CPT article. The article also belongs to the simulator series with MWM-X872C154484 and MWM-X6FB8E7370E, but its T1D model and case studies are distinct and remain separately retained.",https://diabetesjournals.org/diabetes/article/71/Supplement_1/63-OR/145996/63-OR-Type-1-Diabetes-Clinical-Trial-Simulator-A;https://doi.org/10.1002/psp4.13193;https://doi.org/10.1002/psp4.12753;https://doi.org/10.1002/psp4.70258,high
