candidate_id,title,field,reviewer_a,reviewer_b,reviewer_a_notes,reviewer_b_notes,reviewer_a_anchors,reviewer_b_anchors
MWM-0149,Policy4OOD: A Knowledge-Guided World Model for Policy Intervention Simulation against the Opioid Overdose Crisis,reproducibility_evidence,1,2,"MCTS and explicit advance/replace/remove scenarios support planning and action tests. The paper defines policy contrasts but states predictions are noncausal; confounding, overlap, interference, and observed policy outcomes are absent.",Policy removal/timing/replacement tests support action evidence and held-out states support external evidence; planning outputs remain model-generated and the paper explicitly disclaims causal effects.,Dataset and Table 1 pp.3-4; Method pp.5-7; Tables 2-3 pp.7-8; Figs.4-5 pp.9-10,Dataset/Table 1 pp.3-4; Method pp.5-7; Tables 2-3 pp.7-8; case studies and caveat pp.9-10
MWM-0151,Progressive Experience Fusion for Multi-Task World Model Control in Endovascular Navigation,state_evidence,2,1,"Closed-loop phantom navigation provides direct task-state and decision evidence, but learned-transition fidelity is not reported. Dispersion is an uncalibrated proxy and safety coverage is limited to constraints and failures.","Closed-loop phantom navigation supports decision evidence, while direct dynamics fidelity is absent; action bounds and timeouts are safety constraints but no collision severity or override is tested.",Abstract and Sec.II-B pp.1-3; Secs.II-C-II-F pp.3-7; Sec.II-G Tables I-IV pp.7-10; Discussion pp.10-11,Secs.II-B-II-F and Figs.1-5 pp.1-7; Sec.II-G and Tables I-IV pp.7-10; Discussion pp.10-11
MWM-0154,Reinforcement Learning for Optimal Dialysis Scheduling and Resource Allocation in CKD,safety_evidence,1,2,"The abstract reports simulated operational utility and constraint violations, but state/dynamics fidelity, action tests, calibration, external validation, and reproducibility are not inspectable.","Operational utility and hard-constraint violation outcomes are explicit in the abstract, but simulator calibration, dynamics, rollout, comparators and reproducibility cannot be audited.",IEEE conference indexed abstract; DOI 10.1109/IATMSI68868.2026.11465345; full text unavailable at coding cutoff,IEEE conference indexed abstract; DOI 10.1109/IATMSI68868.2026.11465345; full text unavailable
MWM-0157,SAW: Toward a Surgical Action World Model via Controllable and Scalable Video Generation,dynamics_evidence,1,2,"Trajectory-removal and component ablations support action dependence, but video is generated in one shot from a supplied path. No closed loop, calibrated uncertainty, physical safety, or decision utility is tested.","Condition-removal ablations support action evidence, but the trajectory is a 2D control proxy and generation is a short single-shot clip without closed-loop or physical safety validation.",Abstract p.1; Sec.2 and Fig.1 pp.2-4; Sec.3 Tables 1-2 pp.4-6; Sec.4 Table 3 pp.6-9; Conclusion p.10,Abstract p.1; Sec.2 and Fig.1 pp.2-4; Tables 1-3 pp.4-9; Conclusion p.10
MWM-0157,SAW: Toward a Surgical Action World Model via Controllable and Scalable Video Generation,decision_evidence,0,1,"Trajectory-removal and component ablations support action dependence, but video is generated in one shot from a supplied path. No closed loop, calibrated uncertainty, physical safety, or decision utility is tested.","Condition-removal ablations support action evidence, but the trajectory is a 2D control proxy and generation is a short single-shot clip without closed-loop or physical safety validation.",Abstract p.1; Sec.2 and Fig.1 pp.2-4; Sec.3 Tables 1-2 pp.4-6; Sec.4 Table 3 pp.6-9; Conclusion p.10,Abstract p.1; Sec.2 and Fig.1 pp.2-4; Tables 1-3 pp.4-9; Conclusion p.10
MWM-0157,SAW: Toward a Surgical Action World Model via Controllable and Scalable Video Generation,safety_evidence,0,1,"Trajectory-removal and component ablations support action dependence, but video is generated in one shot from a supplied path. No closed loop, calibrated uncertainty, physical safety, or decision utility is tested.","Condition-removal ablations support action evidence, but the trajectory is a 2D control proxy and generation is a short single-shot clip without closed-loop or physical safety validation.",Abstract p.1; Sec.2 and Fig.1 pp.2-4; Sec.3 Tables 1-2 pp.4-6; Sec.4 Table 3 pp.6-9; Conclusion p.10,Abstract p.1; Sec.2 and Fig.1 pp.2-4; Tables 1-3 pp.4-9; Conclusion p.10
MWM-0164,Simulating clinical interventions with a generative multimodal model of human physiology,highest_capability_claim,action_conditioned,counterfactual,"The paper explicitly disclaims a causal/counterfactual engine, so intervention-token simulations are coded action-conditioned. Frozen cohort tests and active-control/dose comparisons are strong, but horizon queries are not recursive rollouts.","Paired dose/intervention queries and aggregate trial comparisons justify action and partial causal evidence, but curves are independent queries and observational training does not identify individual effects.",Claims and cohorts pp.2-4; Figs.2-4 pp.6-12; Figs.5-6 pp.14-20; Methods pp.28-33 and pp.42-49; Data/Code p.50,Claims/cohorts pp.2-4; Figs.2-6 pp.6-20; Methods pp.28-49; Data/Code Availability p.50
MWM-0164,Simulating clinical interventions with a generative multimodal model of human physiology,causal_evidence,NA,1,"The paper explicitly disclaims a causal/counterfactual engine, so intervention-token simulations are coded action-conditioned. Frozen cohort tests and active-control/dose comparisons are strong, but horizon queries are not recursive rollouts.","Paired dose/intervention queries and aggregate trial comparisons justify action and partial causal evidence, but curves are independent queries and observational training does not identify individual effects.",Claims and cohorts pp.2-4; Figs.2-4 pp.6-12; Figs.5-6 pp.14-20; Methods pp.28-33 and pp.42-49; Data/Code p.50,Claims/cohorts pp.2-4; Figs.2-6 pp.6-20; Methods pp.28-49; Data/Code Availability p.50
MWM-0164,Simulating clinical interventions with a generative multimodal model of human physiology,explicit_causal_estimand,NA,yes,"The paper explicitly disclaims a causal/counterfactual engine, so intervention-token simulations are coded action-conditioned. Frozen cohort tests and active-control/dose comparisons are strong, but horizon queries are not recursive rollouts.","Paired dose/intervention queries and aggregate trial comparisons justify action and partial causal evidence, but curves are independent queries and observational training does not identify individual effects.",Claims and cohorts pp.2-4; Figs.2-4 pp.6-12; Figs.5-6 pp.14-20; Methods pp.28-33 and pp.42-49; Data/Code p.50,Claims/cohorts pp.2-4; Figs.2-6 pp.6-20; Methods pp.28-49; Data/Code Availability p.50
MWM-0164,Simulating clinical interventions with a generative multimodal model of human physiology,closed_loop_evaluation,no,offline,"The paper explicitly disclaims a causal/counterfactual engine, so intervention-token simulations are coded action-conditioned. Frozen cohort tests and active-control/dose comparisons are strong, but horizon queries are not recursive rollouts.","Paired dose/intervention queries and aggregate trial comparisons justify action and partial causal evidence, but curves are independent queries and observational training does not identify individual effects.",Claims and cohorts pp.2-4; Figs.2-4 pp.6-12; Figs.5-6 pp.14-20; Methods pp.28-33 and pp.42-49; Data/Code p.50,Claims/cohorts pp.2-4; Figs.2-6 pp.6-20; Methods pp.28-49; Data/Code Availability p.50
MWM-0170,Surg-UniWorld: A Unified Surgical World Model with Multimodal Control Experts,action_evidence,1,2,"Multimodal controls and video/geometry metrics support action-conditioned dynamics. Entire future control sequences are supplied, so this is not autonomous or free-running closed-loop control.","Extensive control-modality removal supports action evidence, but future controls expose the full sequence and generation is neither autonomous nor closed-loop.",Abstract and Secs.I-III pp.1-3; Sec.IV-V.A pp.3-7; Sec.V.B-D and Sec.VI pp.8-10,Abstract and Secs.I-III pp.1-3; Secs.IV-V and Tables II-V pp.3-10
MWM-0170,Surg-UniWorld: A Unified Surgical World Model with Multimodal Control Experts,action_agnostic_comparator,no,yes,"Multimodal controls and video/geometry metrics support action-conditioned dynamics. Entire future control sequences are supplied, so this is not autonomous or free-running closed-loop control.","Extensive control-modality removal supports action evidence, but future controls expose the full sequence and generation is neither autonomous nor closed-loop.",Abstract and Secs.I-III pp.1-3; Sec.IV-V.A pp.3-7; Sec.V.B-D and Sec.VI pp.8-10,Abstract and Secs.I-III pp.1-3; Secs.IV-V and Tables II-V pp.3-10
MWM-0173,Surgical WAM: A World-Action Model for Data-Efficient Surgical Robot Learning,action_evidence,1,0,"Receding-horizon replanning supports simulated closed-loop utility. Direct state and transition fidelity, uncertainty, real-robot quantitative evaluation, and safety tests are missing.",Receding-horizon task success supports planning but not direct world-state or transition fidelity; quantitative evidence is simulation-only and action dependence is not tested.,Abstract pp.1-2; Sec.3 and Fig.2 pp.4-5; Sec.4 Tables 1-3 and Fig.3 pp.5-8; Conclusion pp.7-8,Abstract pp.1-2; Sec.3 and Fig.2 pp.4-5; Sec.4 and Tables 1-3 pp.5-8
MWM-0174,SurgVista: Long-Horizon Surgical World Modeling with Plausible Instrument-Tissue Dynamics,action_perturbation,yes,no,"Explicit 80- versus 800-frame self-fed evaluation supports rollout evidence. Split/adaptation provenance is insufficient for frozen external coding, and actions omit force/contact with no safety test.","Chained 80/800-frame evaluations support rollout evidence. Control-module ablations are limited action evidence; absent split provenance, appendix and code weaken external/reproducibility judgments.",Introduction/formulation pp.1-3; Methods pp.4-6; Benchmark pp.6-7; Tables 1-5 pp.8-9,Formulation pp.1-3; Methods pp.4-6; benchmark pp.6-7; Tables 1-5 pp.8-9
MWM-0175,SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Planning,highest_capability_claim,passive_forecasting,planning,"Observed 2D trajectories are forecast rather than commanded actions, so the benchmark is coded passive despite planning motivation. Autoregressive error is reported at 5, 10, and 15 steps.","Autoregressive errors at 5/10/15 steps support rollout evidence, but historical 2D trajectories are observations rather than commanded actions and no planner is evaluated.",Abstract and Introduction pp.1-4; Sec.3 pp.4-5; Sec.4 Tables 1-2 pp.7-9; Appendix pp.12-15,Introduction pp.1-4; data pp.4-5; Tables 1-3 and Fig.3 pp.7-15
MWM-0175,SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Planning,action_evidence,NA,0,"Observed 2D trajectories are forecast rather than commanded actions, so the benchmark is coded passive despite planning motivation. Autoregressive error is reported at 5, 10, and 15 steps.","Autoregressive errors at 5/10/15 steps support rollout evidence, but historical 2D trajectories are observations rather than commanded actions and no planner is evaluated.",Abstract and Introduction pp.1-4; Sec.3 pp.4-5; Sec.4 Tables 1-2 pp.7-9; Appendix pp.12-15,Introduction pp.1-4; data pp.4-5; Tables 1-3 and Fig.3 pp.7-15
MWM-0175,SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Planning,action_agnostic_comparator,NA,no,"Observed 2D trajectories are forecast rather than commanded actions, so the benchmark is coded passive despite planning motivation. Autoregressive error is reported at 5, 10, and 15 steps.","Autoregressive errors at 5/10/15 steps support rollout evidence, but historical 2D trajectories are observations rather than commanded actions and no planner is evaluated.",Abstract and Introduction pp.1-4; Sec.3 pp.4-5; Sec.4 Tables 1-2 pp.7-9; Appendix pp.12-15,Introduction pp.1-4; data pp.4-5; Tables 1-3 and Fig.3 pp.7-15
MWM-0175,SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Planning,action_perturbation,NA,no,"Observed 2D trajectories are forecast rather than commanded actions, so the benchmark is coded passive despite planning motivation. Autoregressive error is reported at 5, 10, and 15 steps.","Autoregressive errors at 5/10/15 steps support rollout evidence, but historical 2D trajectories are observations rather than commanded actions and no planner is evaluated.",Abstract and Introduction pp.1-4; Sec.3 pp.4-5; Sec.4 Tables 1-2 pp.7-9; Appendix pp.12-15,Introduction pp.1-4; data pp.4-5; Tables 1-3 and Fig.3 pp.7-15
MWM-0177,SWoMo: Neuro-Symbolic World Model for Cataract Surgery Simulation,dynamics_evidence,1,2,"Rule-based actions condition generated surgical video and clips can be chained, but long-horizon drift and physical constraint violations are not measured. Decision evidence is limited to augmentation/probes.",Autoregressive chaining and qualitative novel-motion tests provide limited rollout/action evidence; rule structure is a safety proxy without measured constraint violations.,Abstract p.1; Sec.2 and Fig.2 pp.3-6; Sec.3 Tables 1-2 pp.6-8; Conclusion p.9,Abstract p.1; Sec.2 and Fig.2 pp.3-6; Tables 1-2 pp.6-8; Conclusion p.9
MWM-0177,SWoMo: Neuro-Symbolic World Model for Cataract Surgery Simulation,closed_loop_evaluation,simulation,no,"Rule-based actions condition generated surgical video and clips can be chained, but long-horizon drift and physical constraint violations are not measured. Decision evidence is limited to augmentation/probes.",Autoregressive chaining and qualitative novel-motion tests provide limited rollout/action evidence; rule structure is a safety proxy without measured constraint violations.,Abstract p.1; Sec.2 and Fig.2 pp.3-6; Sec.3 Tables 1-2 pp.6-8; Conclusion p.9,Abstract p.1; Sec.2 and Fig.2 pp.3-6; Tables 1-2 pp.6-8; Conclusion p.9
MWM-0199,Toward Safe Autonomous Robotic Endovascular Interventions using World Models,dynamics_evidence,0,1,"Physical closed-loop trials, tip force threshold, and failure categories support decision and safety evidence. Direct learned-model transition error and uncertainty fallback are not evaluated.","Real phantom closed-loop control and measured force/speed/failure categories support decision and safety evidence, but learned-dynamics error and uncertainty are not evaluated.",Methods and data pp.2-4; Tables I-II p.5; Results pp.5-6; Limitations/Safety pp.6-7,Methods pp.2-4; Tables I-II and Results pp.5-6; Limitations/Safety pp.6-7
MWM-0200,Toward World Modeling of Physiological Signals with Chaos-Theoretic Balancing and Latent Dynamics,reproducibility_evidence,1,2,Free-running long/short-horizon signal metrics are reported. Counterfactual and action-awareness claims rely on observational conditioning and qualitative channel replacement without ground-truth alternative outcomes.,"Long-versus-short free rollouts and public code support strong forecasting evidence, but qualitative replacement of observational action channels does not validate counterfactual effects.",Abstract p.1; Sec.3 and Table 1 pp.3-5; Secs.3.5-4 pp.5-10; Appendix Tables 4-6 pp.13-14; Table 10 p.25,Abstract p.1; Sec.3 and Table 1 pp.3-5; Figs.2-3 and Tables 2-3 pp.5-10; Appendix Tables 4-10
MWM-0207,TwinRL-Onco: A World Model-Empowered Digital Twin Framework with Hierarchical Reinforcement Learning for Venetoclax Resistance Trajectory Prediction and Adaptive Therapy Optimization in Chronic Lymphocytic Leukemia.,rollout_evidence,NI,1,"The abstract supports a progression endpoint, Monte Carlo simulation, and in-silico adaptive therapy. Action definition, rollout fidelity, causal estimand, external validation, safety, and reproducibility require full-text adjudication.","The abstract reports Monte Carlo planning and a 12-month AUROC, but actions, causal assumptions, external validation, safety and reproducibility cannot be inspected; no explicit estimand is stated.",PubMed/publisher indexed abstract; PMID 42184194; DOI 10.1109/JBHI.2026.3696685; full text unavailable at coding cutoff,PubMed/publisher indexed abstract; PMID 42184194; DOI 10.1109/JBHI.2026.3696685; full text closed
MWM-0207,TwinRL-Onco: A World Model-Empowered Digital Twin Framework with Hierarchical Reinforcement Learning for Venetoclax Resistance Trajectory Prediction and Adaptive Therapy Optimization in Chronic Lymphocytic Leukemia.,horizon_resolved_results,unclear,no,"The abstract supports a progression endpoint, Monte Carlo simulation, and in-silico adaptive therapy. Action definition, rollout fidelity, causal estimand, external validation, safety, and reproducibility require full-text adjudication.","The abstract reports Monte Carlo planning and a 12-month AUROC, but actions, causal assumptions, external validation, safety and reproducibility cannot be inspected; no explicit estimand is stated.",PubMed/publisher indexed abstract; PMID 42184194; DOI 10.1109/JBHI.2026.3696685; full text unavailable at coding cutoff,PubMed/publisher indexed abstract; PMID 42184194; DOI 10.1109/JBHI.2026.3696685; full text closed
MWM-0239,CLARITY: Medical World Model for Guiding Treatment Decisions by Modeling Context-Aware Disease Trajectories in Latent Space,external_evidence,2,1,"Recursive candidate-treatment planning is shown, but no horizon-resolved rollout fidelity or causal identification supports optimal-treatment claims. UCSF is a frozen zero-shot component test; expert review is small.","Recursive planning is not validated by rollout horizon; Brier score is not formal calibration, and regimen matching/expert preference do not validate unobserved treatment counterfactuals.",Methods/rollout pp.5-10; datasets p.10; Tables 1-6 and Figs.5-6 pp.11-15; Appendix pp.19-24,Methods/rollout pp.5-10; datasets p.10; Tables 1-6 and Figs.5-6 pp.11-15; Appendix pp.19-24
MWM-0242,EchoWorld: Learning Motion-Aware World Models for Echocardiography Probe Guidance,highest_capability_claim,action_conditioned,planning,"Motion-removal/component ablations support action dependence, but imagined image fidelity is qualitative and guidance is direct offline prediction, not recursive closed-loop control.","Motion-removal ablation supports action evidence, but guidance is offline direct pose prediction without recursive imagination, quantitative image fidelity, or safety evaluation.",Abstract p.1; Secs.3-4 and Fig.4 pp.3-6; Sec.5 Tables 1-3 pp.6-8; supplement pp.12-14,Abstract p.1; Secs.3-4 and Fig.4 pp.3-6; Tables 1-3 pp.6-8; supplement pp.12-14
MWM-0263,Medical World Model,highest_capability_claim,planning,counterfactual,Candidate-regimen simulation and assistant planning are retrospective and one-step. Factual-regimen images do not validate alternative-treatment outcomes; the external cohort is adapted before testing.,"Candidate TACE regimens define a textual individual intervention contrast, but only factual one-step outcomes are observed; external data are adapted before testing and toxic-combination rules are not hazard outcomes.",Abstract and Fig.1 p.1; Sec.3 Figs.2-3 and Algorithm 1 pp.3-6; Sec.4 Tables 1-3 and Figs.4-7 pp.6-8,Abstract/Fig.1 p.1; Sec.3 and Figs.2-3 pp.3-6; Tables 1-3 and Figs.4-7 pp.6-8
MWM-0263,Medical World Model,action_perturbation,no,yes,Candidate-regimen simulation and assistant planning are retrospective and one-step. Factual-regimen images do not validate alternative-treatment outcomes; the external cohort is adapted before testing.,"Candidate TACE regimens define a textual individual intervention contrast, but only factual one-step outcomes are observed; external data are adapted before testing and toxic-combination rules are not hazard outcomes.",Abstract and Fig.1 p.1; Sec.3 Figs.2-3 and Algorithm 1 pp.3-6; Sec.4 Tables 1-3 and Figs.4-7 pp.6-8,Abstract/Fig.1 p.1; Sec.3 and Figs.2-3 pp.3-6; Tables 1-3 and Figs.4-7 pp.6-8
MWM-0290,X-WIN: Building Chest Radiograph World Model via Predictive Sensing,dynamics_evidence,1,2,"The action is a known simulated imaging rotation, not treatment. Spatial next-view prediction and downstream transfer are evaluated, but there is no recursive rollout or frozen clinical external validation.","Simulated rotation is a geometric action with angular-step ablations, but there is no action-agnostic comparator or temporal rollout; external datasets mainly support fitted downstream probes.",Architecture and predictive action pp.1-4; Sec.4 Tables 1-4 pp.5-7; Table 5 p.8,Architecture/action pp.1-4; Sec.4 and Tables 1-4 pp.5-7; Table 5 p.8
MWM-0315,World Models for General Surgical Grasping,reproducibility_evidence,2,1,"Real-robot closed-loop grasping, disturbance, and re-grasping tests support utility and limited safety. World-state/transition fidelity and uncertainty calibration are not directly evaluated.","Real-robot closed-loop task and disturbance tests support planning and limited safety evidence, but direct world-state/dynamics fidelity and calibrated uncertainty are absent.",Abstract and Secs.I-IV pp.1-4; Sec.V and Table III pp.8-9; Secs.VI-VII Table IV pp.10-11; Appendix p.13,Secs.I-IV and Figs.1-3 pp.1-4; Sec.V and Table III pp.8-9; Secs.VI-VII and Table IV pp.10-11
MWM-0320,Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding,state_evidence,0,1,"This is policy-value learning under compatible hidden-confounding worlds, not a patient-transition model. Sensitivity and pessimism address nonidentification but do not identify a unique real-data causal effect.","A policy-value estimand and compatible-world sensitivity analysis support partial causal evidence, but the method does not generate patient trajectories or identify a unique real-data counterfactual.",Abstract pp.1-2; Secs.2-5 pp.2-9; Sec.6 pp.9-14; Apps.C-D pp.20-24; statistical protocol p.22,Abstract pp.1-2; Secs.2-6 pp.2-14; Appendices C-D pp.20-24
MWM-0369,Data-Efficient Reinforcement Learning for Malaria Control,safety_evidence,0,1,"Closed-loop policy search is evaluated in defined simulators with public code. GP variance drives exploration but is not calibrated, and there is no field transport, mismatch stress, or deployment-safety analysis.","Closed-loop simulator policy value is directly tested and reproducible, but predictive variance is uncalibrated and neither model mismatch nor field safety/external validity is evaluated.",Problem and method pp.1-4; theorem pp.4-5; Table 1 and Fig.4 pp.5-6,Problem/method pp.1-4; theorem pp.4-5; Table 1 and Fig.4 pp.5-6
MWM-S004,Cosmos-H-Surgical: Learning Surgical Robot Policies from Videos via World Modeling,highest_capability_claim,planning,action_conditioned,"Policy-learning is the highest claim, but the video model is not kinematic-action conditioned and evidence stops at offline trajectory MSE. Expert consistency/hallucination review is only a limited safety proxy.","Prompt/action-category comparisons and hallucination review provide limited action/safety evidence, but the world model is not kinematic-action conditioned and no closed-loop robot success is shown.",Abstract and links p.1; Sec.3 pp.4-5; Sec.4 Tables 1-2 and Figs.4-8 pp.5-9; Supplement pp.12-15,Abstract/access p.1; Sec.3 pp.4-5; Tables 1-2 and Figs.4-8 pp.5-9; Supplement pp.12-15
MWM-S004,Cosmos-H-Surgical: Learning Surgical Robot Policies from Videos via World Modeling,dynamics_evidence,1,2,"Policy-learning is the highest claim, but the video model is not kinematic-action conditioned and evidence stops at offline trajectory MSE. Expert consistency/hallucination review is only a limited safety proxy.","Prompt/action-category comparisons and hallucination review provide limited action/safety evidence, but the world model is not kinematic-action conditioned and no closed-loop robot success is shown.",Abstract and links p.1; Sec.3 pp.4-5; Sec.4 Tables 1-2 and Figs.4-8 pp.5-9; Supplement pp.12-15,Abstract/access p.1; Sec.3 pp.4-5; Tables 1-2 and Figs.4-8 pp.5-9; Supplement pp.12-15
MWM-S004,Cosmos-H-Surgical: Learning Surgical Robot Policies from Videos via World Modeling,action_perturbation,no,yes,"Policy-learning is the highest claim, but the video model is not kinematic-action conditioned and evidence stops at offline trajectory MSE. Expert consistency/hallucination review is only a limited safety proxy.","Prompt/action-category comparisons and hallucination review provide limited action/safety evidence, but the world model is not kinematic-action conditioned and no closed-loop robot success is shown.",Abstract and links p.1; Sec.3 pp.4-5; Sec.4 Tables 1-2 and Figs.4-8 pp.5-9; Supplement pp.12-15,Abstract/access p.1; Sec.3 pp.4-5; Tables 1-2 and Figs.4-8 pp.5-9; Supplement pp.12-15
MWM-S004,Cosmos-H-Surgical: Learning Surgical Robot Policies from Videos via World Modeling,safety_hazard_test,no,yes,"Policy-learning is the highest claim, but the video model is not kinematic-action conditioned and evidence stops at offline trajectory MSE. Expert consistency/hallucination review is only a limited safety proxy.","Prompt/action-category comparisons and hallucination review provide limited action/safety evidence, but the world model is not kinematic-action conditioned and no closed-loop robot success is shown.",Abstract and links p.1; Sec.3 pp.4-5; Sec.4 Tables 1-2 and Figs.4-8 pp.5-9; Supplement pp.12-15,Abstract/access p.1; Sec.3 pp.4-5; Tables 1-2 and Figs.4-8 pp.5-9; Supplement pp.12-15
