audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_e_decision,reviewer_e_corpus_type,reviewer_e_reason_code,reviewer_e_rationale,reviewer_f_decision,reviewer_f_corpus_type,reviewer_f_reason_code,reviewer_f_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale,qc_decision,qc_corpus_type,qc_reason_code,qc_rationale,full_text_anchor,confidence
AUD-b1df0d01e706,primary_phrase_filter_residual,Toward Personalized Salbutamol Therapy: Validating Virtual Patient-Derived Population Pharmacokinetic Model with Real-World Data,"Interindividual variability, influenced by patient-specific factors including age, weight, gender, race, and genetics, among others, contributes to variations in therapeutic response. Population pharmacokinetic (popPK) modeling is an essential tool for pinpointing measurable factors affecting dose-concentration relationships and tailoring dosage regimens to individual patients. Herein, we developed a popPK model for salbutamol, a short-acting β2-agonist (SABA) used in asthma treatment, to identify key patient characteristics that influence treatment response. To do so, synthetic data from physiologically-based pharmacokinetic (PBPK) models was employed, followed by an external validation using real patient data derived from an equivalent study. Thirty-two virtual patients were included in this study. A two-compartment model, with first-order absorption (no delay), and linear elimination best fitted our data, according to diagnostic plots and selection criteria. External validation demonstrated a strong agreement between individual predicted and observed values. The incorporation of covariates into the basic structural model identified a significant impact of age on clearance (Cl) and intercompartmental clearance (Q); gender on Cl and the constant rate of absorption (ka); race on Cl; and weight on Cl in the volume of distribution of the peripheral compartment (V2). This study addresses critical challenges in popPK modeling, particularly data scarcity, incompleteness, and homogeneity, in traditional clinical trials, by leveraging synthetic data from PBPK modeling. Significant associations between individual characteristics and salbutamol’s PK parameters, here uncovered, highlight the importance of personalized therapeutic regimens for optimal treatment outcomes.",Lara Marques; Nuno Vale,2024,2024,Pharmaceutics,10.3390/pharmaceutics16070881,,https://doi.org/10.3390/pharmaceutics16070881,journal-article,['crossref'],"['""patient world model""', '""world model"" patient']",registered,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits or validates clinical exposure-response dynamics to support individualized drug dosing.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,not_applicable,no_learned_dynamics,third_full_text_adjudication,"The salbutamol population pharmacokinetic model is fitted to concentration profiles generated by an existing physiologically based pharmacokinetic simulator for virtual patients; observed patient data are used only for external comparison. Thus its transition parameters are not learned, fitted, calibrated, or adapted from observed patient trajectories as required by the inclusion boundary.",,,,,,
AUD-94d47cf0b09a,primary_phrase_filter_residual,A Longitudinal Chronic Disease Risk Lifecycle Management Model for EHR-Based Systems,,Claire Martin; Julien Robert; Sophie Bernard; Antoine Girard,2023,2023,Journal of Artificial Intelligence for Healthcare Systems,10.68159/j755549871,,https://doi.org/10.68159/j755549871,journal-article,['crossref'],"['""world model"" EHR']",registered,world-model phrase absent from title and abstract,exclude,not_applicable,no_learned_or_adapted_dynamics,"The title concerns clinical records and healthcare operations but gives no indication of learned, fitted, or calibrated state dynamics.",uncertain,uncertain,insufficient_abstract,"The title suggests possible biomedical state dynamics, but no usable abstract is available.",exclude,not_applicable,no_primary_empirical_evaluation,third_full_text_adjudication,"The full text identifies itself as a conceptual manuscript and states that the proposed longitudinal chronic risk orchestration architecture has no empirical validation. It presents lifecycle layers, theoretical formulas, and deployment considerations, but no patient cohort, fitted transition model, held-out dynamics evaluation, rollout, or intervention-response experiment.",,,,,,
AUD-b2cd91a632c7,primary_phrase_filter_residual,An introduction to reinforcement learning for neuroscience,"Reinforcement learning (RL) has a rich history in neuroscience, from early work on dopamine as a reward prediction error signal (Schultz et al., 1997) to recent work proposing that the brain could implement a form of 'distributional reinforcement learning' popularized in machine learning (Dabney et al., 2020). There has been a close link between theoretical advances in reinforcement learning and neuroscience experiments throughout this literature, and the theories describing the experimental data have therefore become increasingly complex. Here, we provide an introduction and mathematical background to many of the methods that have been used in systems neroscience. We start with an overview of the RL problem and classical temporal difference algorithms, followed by a discussion of 'model-free', 'model-based', and intermediate RL algorithms. We then introduce deep reinforcement learning and discuss how this framework has led to new insights in neuroscience. This includes a particular focus on meta-reinforcement learning (Wang et al., 2018) and distributional RL (Dabney et al., 2020). Finally, we discuss potential shortcomings of the RL formalism for neuroscience and highlight open questions in the field. Code that implements the methods discussed and generates the figures is also provided.",Kristopher T. Jensen,2023,2023-11-13,arXiv (Cornell University),10.48550/arxiv.2311.07315,2311.07315,http://arxiv.org/abs/2311.07315,preprint,['openalex'],"['""world model"" physiology']",open-access,world-model phrase absent from title and abstract,exclude,not_applicable,wrong_domain,"Addresses language, arts, or humanities, not a medical or biomedical state-dynamics system.",include,review,potential_review,"The review centrally examines learned biomedical dynamics, simulation, intervention response, or sequential control.",exclude,review,review_not_primary,reviewer_consensus,A: This tutorial is not a review of learned medical or biomedical transition simulators. B: General rl neuroscience; The modeled system is outside a substantive medical or biomedical state.,,,,,,
AUD-2b61cfe75bc6,primary_phrase_filter_residual,Constructing future behaviour in the hippocampal formation through composition and replay,"Hippocampus is critical for memory, imagination and constructive reasoning. However, recent models have suggested that its neuronal responses can be well explained by graphs, or state-spaces, that model the transitions between experiences. Here we use simulations and hippocampal recordings to reconcile these views. We show that if state-spaces are constructed compositionally from existing building blocks, or primitives, hippocampal responses can be interpreted as compositional memories, binding these primitives together. Critically, this enables agents to behave optimally in novel environments with no new learning, inferring behaviour directly from the composition. We predict a role for hippocampal replay in building and consolidating these compositional memories. Importantly, due to their compositional nature, replay can construct states the agent has never experienced - effectively building memories of the future. We test these predictions in two datasets by showing that replay events from newly discovered landmarks induce and strengthen new remote firing fields. These memories, built in replay, are compositional. When the landmark is moved, replay builds a new firing field at the same vector to the new location. Together, these findings provide a framework for reasoning about compositional memories, and demonstrate that such memories are formed in hippocampal replay.",Jacob J. W. Bakermans; Joseph Warren; James C. R. Whittington; Timothy E.J. Behrens,2023,2023-04-07,bioRxiv (Cold Spring Harbor Laboratory),10.1101/2023.04.07.536053,,https://doi.org/10.1101/2023.04.07.536053,preprint,['openalex'],"['""world model"" patient']",open-access,world-model phrase absent from title and abstract,exclude,not_applicable,no_learned_or_adapted_dynamics,"Reports on brain and mental-health processes without a learned, fitted, calibrated, or data-adapted dynamics model.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,empirical,duplicate_publication,reviewer_consensus,A: This record is an earlier or duplicate version of AUD-6cfd09330b40; retain the more complete stable version. B: Duplicate of aud-6cfd09330b40; the more complete stable version is retained.,,,,,,
AUD-56a5b4b6f03e,primary_phrase_filter_residual,Continuous-Time Decision Transformer for Healthcare Applications.,"Offline reinforcement learning (RL) is a promising approach for training intelligent medical agents to learn treatment policies and assist decision making in many healthcare applications, such as scheduling clinical visits and assigning dosages for patients with chronic conditions. In this paper, we investigate the potential usefulness of Decision Transformer (Chen et al., 2021)-a new offline RL paradigm-in medical domains where decision making in continuous time is desired. As Decision Transformer only handles discrete-time (or turn-based) sequential decision making scenarios, we generalize it to Continuous-Time Decision Transformer that not only considers the past clinical measurements and treatments but also the timings of previous visits, and learns to suggest the timings of future visits as well as the treatment plan at each visit. Extensive experiments on synthetic datasets and simulators motivated by real-world medical applications demonstrate that Continuous-Time Decision Transformer is able to outperform competitors and has clinical utility in terms of improving patients' health and prolonging their survival by learning high-performance policies from logged data generated using policies of different levels of quality.","Zhang Z, Mei H, Xu Y.",2023,2023-04-01,PubMed,,,https://europepmc.org/article/MED/38435084,article,"['europe_pmc', 'openalex']","['""world model"" EHR', '""world model"" clinical', '""world model"" patient', '""world model"" treatment', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Learns a sequential policy or controller for cellular and biological systems with action-dependent responses.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,empirical,no_learned_dynamics,reviewer_consensus,"A: Experiments use synthetic medical simulators; no patient transition model is learned from observed medical data. B: Continuous-time treatment policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",,,,,,
AUD-11e88aa637d1,primary_phrase_filter_residual,Forecasting COVID- 19 cases using Statistical Models and Ontology-based Semantic Modelling: A real time data analytics approach,"SARS-COV-19 is the most prominent issue which many countries face today. The frequent changes in infections, recovered and deaths represents the dynamic nature of this pandemic. It is very crucial to predict the spreading rate of this virus for accurate decision making against fighting with the situation of getting infected through the virus, tracking and controlling the virus transmission in the community. We develop a prediction model using statistical time series models such as SARIMA and FBProphet to monitor the daily active, recovered and death cases of COVID-19 accurately. Then with the help of various details across each individual patient (like height, weight, gender etc.), we designed a set of rules using Semantic Web Rule Language and some mathematical models for dealing with COVID19 infected cases on an individual basis. After combining all the models, a COVID-19 Ontology is developed and performs various queries using SPARQL query on designed Ontology which accumulate the risk factors, provide appropriate diagnosis, precautions and preventive suggestions for COVID Patients. After comparing the performance of SARIMA and FBProphet, it is observed that the SARIMA model performs better in forecasting of COVID cases. On individual basis COVID case prediction, approx. 497 individual samples have been tested and classified into five different levels of COVID classes such as Having COVID, No COVID, High Risk COVID case, Medium to High Risk case, and Control needed case.","Tiwari S, Chandra R, Agarwal S.",2023,2023-01-31,,,,https://europepmc.org/article/PPR/PPR610289,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits data-adapted temporal models to forecast infectious-disease spread over time.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,empirical,duplicate_publication,reviewer_consensus,A: This record is an earlier or duplicate version of AUD-b252ee8906ea; retain the more complete stable version. B: Duplicate of aud-b252ee8906ea; the more complete stable version is retained.,,,,,,
AUD-b252ee8906ea,primary_phrase_filter_residual,Forecasting of COVID- 19 cases using Statistical Models and Ontology-based Semantic Modelling: A real time data analytics approach,"Abstract SARS-COV-19 is the most prominent issue which many countries face today. The frequent changes in infections, recovered and deaths represents the dynamic nature of this pandemic. It is very crucial to predict the spreading rate of this virus for accurate decision making against fighting with the situation of getting infected through the virus, tracking and controlling the virus transmission in the community. We develop a prediction model using statistical time series models such as SARIMA and FBProphet to monitor the daily active, recovered and death cases of COVID-19 accurately. Then with the help of various details across each individual patient (like height, weight, gender etc.), we designed a set of rules using Semantic Web Rule Language and some mathematical models for dealing with COVID-19 infected cases on an individual basis. After combining all the models, a COVID-19 Ontology is developed and performs various queries using SPARQL query on designed Ontology which accumulate the risk factors, provide appropriate diagnosis, precautions and preventive suggestions for COVID Patients. After comparing the performance of SARIMA and FBProphet, it is observed that the SARIMA model performs better in forecasting of COVID cases. On individual basis COVID case prediction, approx. 497 individual samples have been tested and classified into five different levels of COVID classes such as Having COVID, No COVID, High Risk COVID case, Medium to High Risk case, and Control needed case.","TIWARI S, CHANDRA R, AGARWAL S.",2023,2023-09-11,Research Square,10.21203/rs.3.rs-3329934/v1,,https://europepmc.org/article/PPR/PPR723070,preprint,"['europe_pmc', 'openalex']","['""world model"" patient', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits data-adapted temporal models to forecast infectious-disease spread over time.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: The work combines ordinary forecasting and static rule-based classification without an evolving-state simulator. B: Covid case-count forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",,,,,,
AUD-72656eebf7d0,primary_phrase_filter_residual,"Pain, from perception to action: A computational perspective.","Pain is driven by sensation and emotion, and in turn, it motivates decisions and actions. To fully appreciate the multidimensional nature of pain, we formulate the study of pain within a closed-loop framework of sensory-motor prediction. In this closed-loop cycle, prediction plays an important role, as the interaction between prediction and actual sensory experience shapes pain perception and subsequently, action. In this Perspective, we describe the roles of two prominent computational theories-Bayesian inference and reinforcement learning-in modeling adaptive pain behaviors. We show that prediction serves as a common theme between these two theories, and that each of these theories can explain unique aspects of the pain perception-action cycle. We discuss how these computational theories and models can improve our mechanistic understandings of pain-centered processes such as anticipation, attention, placebo hypoalgesia, and pain chronification.","Chen ZS, Wang J.",2023,2022-12-01,,10.1016/j.isci.2022.105707,,https://europepmc.org/article/MED/36570771,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract,exclude,not_applicable,wrong_domain,"Addresses a nonmedical topic, not a medical or biomedical state-dynamics system.",uncertain,review,potential_review,"The review may centrally cover eligible biomedical dynamics or intervention models, but its scope is ambiguous.",exclude,review,review_not_primary,reviewer_consensus,"A: It is a conceptual framework, not a synthesis of learned pain-state simulators. B: Computational theories of pain; Learned medical transition or rollout systems are not a central evidence category.",,,,,,
AUD-62219abe0c2d,primary_phrase_filter_residual,Reinforcement Learning for Healthcare: From Model Development to Deployment,"Reinforcement Learning (RL) is a subfield of Machine Learning (ML) focuses on how agents learn to make optimal decisions over time to achieve particular goals. Given its emphasis on sequential decision-making, RL is amenable to the healthcare setting, in which clinicians often need to adaptively change treatment plans based on patients’ current physiological conditions. The deployment of trained RL models in real-world settings poses various difficulties. For example, the data collection phase may not be properly designed, so that the data cannot be used for downstream statistical analyses. As another example, the model is trained with mildly ill patients but is used on severely ill patients. As a last example, the clinicians do not trust the model due to its lack of transparency, and thus are not willing to use it. To help practitioners overcome those challenges, previous works propose a general framework that decomposes the complex ML workflow into individual stages. They also discuss the potential concerns and key factors that practitioners should consider at each stage of the pipeline. Applying this framework to RL models, which are a type of ML models, is not easy due to the distinct features of RL for healthcare (e.g., access to observational data only, poorly-defined objectives, infeasibility of running the model on target patients, etc). In this work, we take a further step towards facilitating the deployment by practitioners of RL in healthcare, using the general ML pipeline. We start by providing a systemic review of an ML pipeline that can help automate RL workflow, consisting of four steps: data preparation, model development, model assessment, and model deployment. We then discuss different challenges that arise when following each step of the pipeline to deploy RL into the healthcare system. We then focus on three specific challenges of model development and assessment and present solutions to address each of them. We conclude by discussing some open problems of current RL works in the healthcare domain with a view forward.","Yao, Jiayu",2023,2023-01-01,Digital Access to Scholarship at Harvard (DASH) (Harvard University),,,https://nrs.harvard.edu/URN-3:HUL.INSTREPOS:37374610,dissertation,['openalex'],"['""world model"" EHR', '""world model"" physiology']",open-access,world-model phrase absent from title and abstract,uncertain,uncertain,potential_empirical,"The abstract centers on learned sequential decisions in cellular and biological systems, but a specific primary dynamic model is not clearly described.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,review,review_not_primary,reviewer_consensus,A: The report focuses deployment practice rather than learned patient transition or rollout models. B: Healthcare rl development pipeline; Learned medical transition or rollout systems are not a central evidence category.,,,,,,
AUD-6e7dc8b6eb49,primary_phrase_filter_residual,A neural network account of memory replay and knowledge consolidation,"Abstract Replay can consolidate memories through offline neural reactivation related to past experiences. Category knowledge is learned across multiple experiences, and its subsequent generalisation is promoted by consolidation and replay during rest and sleep. However, aspects of replay are difficult to determine from neuroimaging studies. We provided insights into category knowledge replay by simulating these processes in a neural network which approximated the roles of the human ventral visual stream and hippocampus. Generative replay, akin to imagining new category instances, facilitated generalisation to new experiences. Consolidation-related replay may therefore help to prepare us for the future as much as remember the past. Generative replay was more effective in later network layers functionally similar to the lateral occipital cortex than layers corresponding to early visual cortex, drawing a distinction between neural replay and its relevance to consolidation. Category replay was most beneficial for newly acquired knowledge, suggesting replay helps us adapt to changes in our environment. Finally, we present a novel mechanism for the observation that the brain selectively consolidates weaker information; a reinforcement learning process in which categories were replayed according to their contribution to network performance. This reinforces the idea of consolidation-related replay as an active rather than passive process.",Daniel N. Barry; Bradley C. Love,2022,2022-01-27,Cerebral Cortex,10.1093/cercor/bhac054,,https://doi.org/10.1093/cercor/bhac054,article,['openalex'],"['""world model"" patient']",open-access,world-model phrase absent from title and abstract,exclude,not_applicable,no_learned_or_adapted_dynamics,"Applies data-driven methods to brain and mental-health processes without modeling evolving states, rollouts, or action response.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,not_applicable,wrong_domain,reviewer_consensus,A: The modeled state is generic visual learning rather than a medical or biomedical system. B: Generative replay network; The modeled system is outside a substantive medical or biomedical state.,,,,,,
AUD-4fa53f6417e2,primary_phrase_filter_residual,A spatiotemporal machine learning approach to forecasting COVID-19 incidence at the county level in the USA,"With COVID-19 affecting every country globally and changing everyday life, the ability to forecast the spread of the disease is more important than any previous epidemic. The conventional methods of disease-spread modeling, compartmental models, are based on the assumption of spatiotemporal homogeneity of the spread of the virus, which may cause forecasting to underperform, especially at high spatial resolutions. In this paper we approach the forecasting task with an alternative technique - spatiotemporal machine learning. We present COVID-LSTM, a data-driven model based on a Long Short-term Memory deep learning architecture for forecasting COVID-19 incidence at the county-level in the US. We use the weekly number of new positive cases as temporal input, and hand-engineered spatial features from Facebook movement and connectedness datasets to capture the spread of the disease in time and space. COVID-LSTM outperforms the COVID-19 Forecast Hub's Ensemble model (COVIDhub-ensemble) on our 17-week evaluation period, making it the first model to be more accurate than the COVIDhub-ensemble over one or more forecast periods. Over the 4-week forecast horizon, our model is on average 50 cases per county more accurate than the COVIDhub-ensemble. We highlight that the underutilization of data-driven forecasting of disease spread prior to COVID-19 is likely due to the lack of sufficient data available for previous diseases, in addition to the recent advances in machine learning methods for spatiotemporal forecasting. We discuss the impediments to the wider uptake of data-driven forecasting, and whether it is likely that more deep learning-based models will be used in the future.","Lucas B, Vahedi B, Karimzadeh M.",2022,2022-08-18,International Journal of Data Science and Analytics,10.1007/s41060-021-00295-9,,https://europepmc.org/article/PPR/PPR597796,article,"['europe_pmc', 'openalex']","['""world model"" patient', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits data-adapted temporal models to forecast infectious-disease spread over time.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: This is ordinary incidence forecasting without explicit evaluated disease-state transitions. B: County incidence forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",,,,,,
AUD-01dbcfb5e94a,primary_phrase_filter_residual,A Survey on Digital Epidemiology: Networks and Models,"The epidemiology has recently witnessed great advances based on computational models. Its scope and impact are getting wider thanks to the new data sources feeding analytical frameworks and models. Besides traditional variables considered in epidemiology, large-scale social patterns can be now integrated in real time with multi-source data bridging the gap between different scales. In a hyper-connected world, models and analysis of interactions and social behaviors are key to understand and stop outbreaks. Big Data along with apps are enabling for validating and refining models with real world data at scale, as well as new applications and frameworks to map and track diseases in real time or optimize the necessary resources and interventions such as testing and vaccination strategies. Digital epidemiology is positioning itself as a discipline necessary to control epidemics and implement actionable protocols and policies. In this review we address the research areas configuring current digital epidemiology: transmission and propagation models and descriptions based on human networks and contact tracing, mobility analysis and spatio-temporal propagation of infectious diseases and infodemics that comprises the study of information and knowledge propagation. Digital epidemiology has the potential to create new operational mechanisms for prevention and mitigation, monitoring of the evolution of epidemics, assessing their impact and evaluating the pharmaceutical and non-pharmaceutical measures to fight the outbreaks. Epidemics have to be approached from the lens of complexity science as they require systemic solutions. Opportunities and challenges to tackle epidemics more effectively and with a human-centered vision are discussed here.",David Pastor-Escuredo; Luis E. Olmos,2022,2022-01-01,Medical Research Archives,10.18103/mra.v10i10.3175,,https://doi.org/10.18103/mra.v10i10.3175,article,['openalex'],"['""world model"" clinical', '""world model"" medicine', '""world model"" patient']",open-access,world-model phrase absent from title and abstract,include,review,potential_review,"Centrally synthesizes learned or adapted infectious-disease spread simulation, transition, or sequential-control systems.",exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.,exclude,review,review_not_primary,reviewer_consensus,A: Learned or adapted transition simulators are not the central evidence category. B: Broad digital epidemiology models; Learned medical transition or rollout systems are not a central evidence category.,,,,,,
AUD-59248ee5e53f,primary_phrase_filter_residual,Causal inference using observational intensive care unit data: a systematic review and recommendations for future practice,"Aim To review and appraise the quality of studies that present models for causal inference of time-varying treatment effects in the adult intensive care unit (ICU) and give recommendations to improve future research practice. Methods We searched Embase, MEDLINE ALL, Web of Science Core Collection, Google Scholar, medRxiv, and bioRxiv up to March 2, 2022. Studies that present models for causal inference that deal with time-varying treatments in adult ICU patients were included. From the included studies, data was extracted about the study setting and applied methodology. Quality of reporting (QOR) of target trial components and causal assumptions (ie, conditional exchangeability, positivity and consistency) were assessed. Results 1,714 titles were screened and 60 studies were included, of which 36 (60%) were published in the last 5 years. G methods were the most commonly used (n=40/60, 67%), further divided into inverse-probability-of-treatment weighting (n=36/40, 90%) and the parametric G formula (n=4/40, 10%). The remaining studies (n=20/60, 33%) used reinforcement learning methods. Overall, most studies (n=36/60, 60%) considered static treatment regimes. Only ten (17%) studies fully reported all five target trial components (ie, eligibility criteria, treatment strategies, follow-up period, outcome and analysis plan). The ‘treatment strategies’ and ‘analysis plan’ components were not (fully) reported in 38% and 48% of the studies, respectively. The ‘causal assumptions’ (ie, conditional exchangeability, positivity and consistency) remained unmentioned in 35%, 68% and 88% of the studies, respectively. All three causal assumptions were mentioned (or a check for potential violations was reported) in only six (10%) studies. Sixteen studies (27%) estimated the treatment effect both by adjusting for baseline confounding and by adjusting for baseline and treatment-affected time-varying confounding, which often led to substantial changes in treatment effect estimates. Conclusions Studies that present models for causal inference in the ICU were found to have incomplete or missing reporting of target trial components and causal assumptions. To achieve actionable artificial intelligence in the ICU, we advocate careful consideration of the causal question of interest, the use of target trial emulation, usage of appropriate causal inference methods and acknowledgement (and ideally examination of potential violations) of the causal assumptions. Systematic review registration PROSPERO (CRD42022324014)",Jim M Smit; Jesse H. Krijthe; Jasper van Bommel; Jeremy A. Labrecque; Matthieu Komorowski; Diederik Gommers; Marcel Reinders; Michel E. van Genderen,2022,2022-10-29,medRxiv,10.1101/2022.10.29.22281684,,https://doi.org/10.1101/2022.10.29.22281684,preprint,['openalex'],"['""world model"" patient', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract,exclude,review,review_not_primary,"Reviews patient-state modeling but does not centrally synthesize learned or adapted transition, rollout, or control systems.",uncertain,review,potential_review,"The review may centrally cover eligible biomedical dynamics or intervention models, but its scope is ambiguous.",exclude,review,review_not_primary,reviewer_consensus,"A: The review centers causal-effect methodology and reporting, not learned patient transition simulators. B: Causal treatment-effect methods; Learned medical transition or rollout systems are not a central evidence category.",,,,,,
AUD-2fc9db7c7304,primary_phrase_filter_residual,Considerations in Bayesian agent-based modeling for the analysis of COVID-19 data,"Abstract Agent‐based model (ABM) has been widely used to study infectious disease transmission by simulating behaviors and interactions of autonomous individuals called agents. In the ABM, agent states, for example infected or susceptible, are assigned according to a set of simple rules, and a complex dynamics of disease transmission is described by the collective states of agents over time. Despite the flexibility in real‐world modeling, ABMs have received less attention by statisticians because of the intractable likelihood functions which lead to difficulty in estimating parameters and quantifying uncertainty around model outputs. To overcome this limitation, a Bayesian framework that treats the entire ABM as a Hidden Markov Model has been previously proposed. However, existing approach is limited due to computational inefficiency and unidentifiability of parameters. We extend the ABM approach within Bayesian framework to study infectious disease transmission addressing these limitations. We estimate the hidden states, represented by individual agent's states over time, and the model parameters by applying an improved particle Markov Chain Monte Carlo algorithm, that accounts for computing efficiency. We further evaluate the performance of the approach for parameter recovery and prediction, along with sensitivity to prior assumptions under various simulation conditions. Finally, we apply the proposed approach to the study of COVID‐19 outbreak on Diamond Princess cruise ship. We examine the differences in transmission by key demographic characteristics, while considering two different networks and limited COVID‐19 testing in the cruise.",Seungha Um; Samrachana Adhikari,2022,2022-12-08,arXiv (Cornell University),10.48550/arxiv.2212.04045,2212.04045,http://arxiv.org/abs/2212.04045,preprint,['openalex'],"['""world model"" medicine', '""world model"" patient']",open-access,world-model phrase absent from title and abstract,exclude,not_applicable,no_learned_or_adapted_dynamics,Uses a hand-specified mechanistic or mathematical model of infectious-disease spread without learned or calibrated transitions.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,not_applicable,hand_specified_mechanistic_dynamics,post_adjudication_inclusion_qc,The susceptible-infected agent transition rule and contact-network mechanism are specified a priori; particle MCMC estimates their parameters and hidden states but does not learn or adapt the transition law itself.,exclude,not_applicable,hand_specified_mechanistic_dynamics,The susceptible-infected agent transition rule and contact-network mechanism are specified a priori; particle MCMC estimates their parameters and hidden states but does not learn or adapt the transition law itself.,"Primary arXiv full text, equations 2-3 and agent-based SIS section define fixed Bernoulli transition rules before Bayesian parameter inference.",high
AUD-b3e63a891d01,primary_phrase_filter_residual,Counterfactual inference with latent variable and its application in mental health care.,"This paper deals with the problem of modeling counterfactual reasoning in scenarios where, apart from the observed endogenous variables, we have a latent variable that affects the outcomes and, consequently, the results of counterfactuals queries. This is a common setup in healthcare problems, including mental health. We propose a new framework where the aforementioned problem is modeled as a multivariate regression and the counterfactual model accounts for both observed and a latent variable, where the latter represents what we call the patient individuality factor ( φ ). In mental health, focusing on individuals is paramount, as past experiences can change how people see or deal with situations, but individuality cannot be directly measured. To the best of our knowledge, this is the first counterfactual approach that considers both observational and latent variables to provide deterministic answers to counterfactual queries, such as: what if I change the social support of a patient, to what extent can I change his/her anxiety? The framework combines concepts from deep representation learning and causal inference to infer the value of φ and capture both non-linear and multiplicative effects of causal variables. Experiments are performed with both synthetic and real-world datasets, where we predict how changes in people's actions may lead to different outcomes in terms of symptoms of mental illness and quality of life. Results show the model learns the individually factor with errors lower than 0.05 and answers counterfactual queries that are supported by the medical literature. The model has the potential to recommend small changes in people's lives that may completely change their relationship with mental illness.","Marchezini GF, Lacerda AM, Pappa GL, Meira W, Miranda D, Romano-Silva MA, Costa DS, Diniz LM.",2022,2022-01-31,Data Mining and Knowledge Discovery,10.1007/s10618-021-00818-9,,https://europepmc.org/article/MED/35125931,article,"['europe_pmc', 'openalex']","['""world model"" patient', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract,exclude,not_applicable,no_learned_or_adapted_dynamics,"Reports on brain and mental-health processes without a learned, fitted, calibrated, or data-adapted dynamics model.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: The counterfactuals are static outcome mappings rather than temporal patient-state transitions. B: Static latent-variable causal mapping; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",,,,,,
